gene	cell_state	score	margin
ADAM28	B cell	11.2454	7.2169
ADAM7-AS1	B cell	7.8871	5.7329
ADAMTS6	B cell	1.0744	0.6931
AIM2	B cell	0.7851	0.5737
ANKRD13A	B cell	2.5144	1.3095
ANKRD44	B cell	15.0530	3.4330
ARHGAP24	B cell	13.1543	9.2773
ARHGAP25	B cell	3.8190	2.1464
ARHGAP30	B cell	1.1282	0.2777
ARID5B	B cell	17.7916	8.0512
BANK1	B cell	16.8906	16.4105
BCL11A	B cell	4.1499	3.2411
BLK	B cell	3.5045	2.9434
C12orf42	B cell	2.4390	2.0013
CAMKK1	B cell	0.6350	0.3080
CCDC50	B cell	1.8847	0.6205
CD22	B cell	1.3740	0.8241
CD37	B cell	4.9565	2.8546
CD47	B cell	1.5647	0.2693
CD52	B cell	5.2475	1.9305
CD70	B cell	1.4493	1.1928
CD79A	B cell	4.9484	2.1190
CHPT1	B cell	5.1410	1.6654
CLECL1P	B cell	1.2390	0.2907
CMTM7	B cell	2.6988	0.8352
CNTRL	B cell	2.5059	0.8035
COL19A1	B cell	0.8270	0.7126
COL4A3	B cell	1.0841	0.5069
CXCR5	B cell	0.6789	0.4320
CYFIP2	B cell	1.9297	0.4051
DTNBP1	B cell	1.3731	0.4856
EBF1	B cell	10.0924	5.4729
ENSG00000226571	B cell	2.2851	1.7953
ENSG00000227486	B cell	2.1545	0.8801
ENSG00000251309	B cell	2.0290	1.7685
ENSG00000285639	B cell	1.0982	0.9227
ENSG00000289963	B cell	0.5282	0.3461
FBXW11	B cell	2.8734	0.6688
FCHSD2	B cell	5.0841	1.1745
FCRL1	B cell	2.7590	2.6323
GGA2	B cell	1.5714	0.4200
GIT2	B cell	1.5303	0.6197
GNB5	B cell	2.4572	0.7466
GNG7	B cell	17.1381	8.2294
GRAMD1C	B cell	1.2595	0.9332
HHAT	B cell	0.5818	0.3298
HIPK2	B cell	11.7339	2.2898
HVCN1	B cell	1.5254	1.0687
IGHD	B cell	1.7230	1.5578
INPP5A	B cell	3.6061	1.1289
INPP5D	B cell	6.8999	0.3393
ITSN2	B cell	5.1754	0.3594
JADE3	B cell	1.4051	0.9887
KHDRBS2	B cell	1.6394	1.0734
LARGE1	B cell	4.2943	0.8701
LIMD2	B cell	1.3589	0.3411
LINC00426	B cell	0.9743	0.5909
LINC00926	B cell	1.6208	1.3942
LINC01320	B cell	0.9700	0.4714
LINC01781	B cell	0.7917	0.6986
LINC02161	B cell	0.5833	0.5191
LINC02397	B cell	0.8703	0.8298
LIX1-AS1	B cell	0.8926	0.5922
LY86-AS1	B cell	0.5832	0.5365
LY9	B cell	11.6974	10.4422
LYN	B cell	12.4907	3.6648
LYPLAL1	B cell	0.7093	0.3187
MAP3K1	B cell	3.1890	1.7544
MARCHF1	B cell	5.6368	3.5475
MARCHF8	B cell	1.6216	0.4949
MEF2C	B cell	12.6359	8.6024
MEF2C-AS2	B cell	0.6139	0.4353
MGMT	B cell	1.8666	1.0038
MICU2	B cell	2.3537	0.3846
MIOS	B cell	1.0280	0.2876
MS4A1	B cell	5.7615	5.7209
MYCBP2	B cell	4.9317	0.3323
NCOA3	B cell	9.1981	1.0116
NFX1	B cell	2.0823	0.5403
NIBAN3	B cell	1.1962	1.1470
NIN	B cell	4.4538	1.7483
NRF1	B cell	2.6847	0.4178
ORAI2	B cell	1.4508	0.6090
OSBPL10	B cell	5.5021	3.4324
P2RX5	B cell	1.1410	1.0131
PARP1	B cell	0.8681	0.3317
PARP14	B cell	2.7306	0.9266
PARP15	B cell	2.9094	1.9511
PAX5	B cell	1.8512	1.7427
PCGF5	B cell	3.6518	0.3801
PIGB	B cell	1.0192	0.3814
PIKFYVE	B cell	2.5196	0.7866
PLEKHG1	B cell	12.1374	4.9977
POU2F2	B cell	2.5171	1.7894
PPFIBP2	B cell	1.4564	0.4227
PRDM2	B cell	8.5558	4.3156
PRDM4	B cell	2.3871	1.9474
PRKCB	B cell	6.9563	2.0129
PWP1	B cell	1.5811	0.8374
RABEP1	B cell	3.0767	0.3456
RALGPS2	B cell	12.4518	7.5607
RB1	B cell	3.3770	0.4160
RCSD1	B cell	2.1789	1.2215
RPL21	B cell	29.9628	6.5559
RPS10	B cell	8.1675	2.0970
RPS11	B cell	23.7301	1.3816
RPS20	B cell	17.4396	2.1398
RPS28	B cell	28.7649	0.8314
RPS29	B cell	42.1282	1.1284
RPS8	B cell	43.3706	4.9511
RUBCN	B cell	3.0408	1.2937
RUBCNL	B cell	4.2663	2.5976
SBNO1	B cell	1.5685	0.3002
SCMH1	B cell	1.7886	0.2854
SEL1L3	B cell	4.8091	0.6108
SEPTIN7	B cell	5.6611	0.6233
SESN3	B cell	9.8585	0.8749
SGPP1	B cell	1.8074	0.7331
SHISA8	B cell	0.5339	0.4803
SIPA1L3	B cell	3.7653	0.8791
SLC49A4	B cell	3.0292	1.0464
SMAP2	B cell	15.1727	3.2861
SMC6	B cell	1.3003	0.5437
SNED1	B cell	6.1761	3.5141
SNX2	B cell	3.2419	1.4768
SNX25	B cell	2.4570	0.4027
SP100	B cell	6.3778	3.0468
SP110	B cell	1.9784	0.3400
SP140	B cell	4.5699	2.4261
SRPK2	B cell	7.6347	2.6589
ST6GAL1	B cell	5.6213	1.9693
STAG3	B cell	0.5703	0.4542
SWAP70	B cell	4.9771	1.1055
TCEA1	B cell	2.1325	1.0389
TCTN1	B cell	0.6301	0.4530
TEX9	B cell	1.4793	0.5862
TMEM131	B cell	4.4102	1.6679
TNFRSF13B	B cell	2.0112	1.2179
TNFRSF13C	B cell	3.5791	3.3972
TRAF3	B cell	6.1992	0.5055
TRAK1	B cell	3.8185	0.3231
TSBP1-AS1	B cell	0.5333	0.2543
UIMC1	B cell	1.5913	0.4711
USP24	B cell	3.3288	0.3834
USP8	B cell	2.6977	0.8586
UVRAG	B cell	4.8330	1.6016
VPREB3	B cell	1.2549	1.2252
WASHC4	B cell	2.0162	0.3645
WDFY4	B cell	1.8524	0.9119
ZNF594-DT	B cell	0.5354	0.2967
ABCC5	BEST4+ enterocyte	4.2070	0.6683
ACHE	BEST4+ enterocyte	1.1762	0.8472
ACOX1	BEST4+ enterocyte	1.9890	0.4854
ACTN4	BEST4+ enterocyte	8.5019	1.5735
ADCY5	BEST4+ enterocyte	2.8687	2.0914
ADRA2A	BEST4+ enterocyte	1.0171	0.8658
ANXA11	BEST4+ enterocyte	9.3861	5.0978
AOC1	BEST4+ enterocyte	1.9535	0.5807
APOBR	BEST4+ enterocyte	1.0859	0.4299
ARHGAP27	BEST4+ enterocyte	2.1606	0.9990
ARHGAP42	BEST4+ enterocyte	2.6205	1.1327
ATP1B1	BEST4+ enterocyte	4.9259	1.2062
B4GALNT3	BEST4+ enterocyte	4.1515	1.7222
BARX2	BEST4+ enterocyte	1.1761	0.4054
BBC3	BEST4+ enterocyte	0.8460	0.3804
BCL10-AS1	BEST4+ enterocyte	0.9082	0.3422
BEST4	BEST4+ enterocyte	36.0495	33.3739
BNIP5	BEST4+ enterocyte	6.3702	2.7134
C19orf33	BEST4+ enterocyte	6.3856	3.4768
C1orf21	BEST4+ enterocyte	4.5681	1.2477
CA4	BEST4+ enterocyte	14.7535	12.4515
CA7	BEST4+ enterocyte	11.8649	4.4524
CAB39	BEST4+ enterocyte	3.0584	0.6787
CARD16	BEST4+ enterocyte	1.0464	0.4572
CCNYL1	BEST4+ enterocyte	9.5089	8.2033
CDA	BEST4+ enterocyte	1.2023	0.5554
CDC42BPA	BEST4+ enterocyte	4.3452	1.2895
CDH1	BEST4+ enterocyte	6.7864	0.3750
CDHR5	BEST4+ enterocyte	3.8586	0.5590
CDK18	BEST4+ enterocyte	1.4006	1.0602
CEACAM1	BEST4+ enterocyte	4.9872	1.3562
CFDP1	BEST4+ enterocyte	2.8020	0.9917
CHMP4B	BEST4+ enterocyte	2.8680	0.8875
CHRM3	BEST4+ enterocyte	3.8354	2.7517
CLTB	BEST4+ enterocyte	2.0786	0.3141
COMTD1	BEST4+ enterocyte	0.9513	0.2554
CRYBG2	BEST4+ enterocyte	0.7205	0.5389
CYP3A5	BEST4+ enterocyte	9.2053	2.7960
CYSTM1	BEST4+ enterocyte	5.2441	0.4450
DALRD3	BEST4+ enterocyte	1.5376	0.3361
DESI2	BEST4+ enterocyte	1.0743	0.3884
DMBT1	BEST4+ enterocyte	0.9379	0.2607
DNM2	BEST4+ enterocyte	3.7609	0.4804
ELF3	BEST4+ enterocyte	12.2621	1.2250
ENSG00000228714	BEST4+ enterocyte	1.0999	0.8615
ENSG00000233420	BEST4+ enterocyte	0.9383	0.5474
ENSG00000274213	BEST4+ enterocyte	1.7088	0.9831
ENSG00000274993	BEST4+ enterocyte	0.7980	0.2543
ENSG00000286739	BEST4+ enterocyte	0.9240	0.3779
ENSG00000288755	BEST4+ enterocyte	2.3163	0.4130
ENSG00000289418	BEST4+ enterocyte	1.5707	1.2058
EPB41L5	BEST4+ enterocyte	3.0362	0.7156
EPS8	BEST4+ enterocyte	9.2097	1.9045
EPS8L1	BEST4+ enterocyte	0.7353	0.2776
EXD3	BEST4+ enterocyte	1.4656	0.8350
EXOC6B	BEST4+ enterocyte	3.5011	0.6899
FA2H	BEST4+ enterocyte	5.9958	3.6012
FAM53C	BEST4+ enterocyte	1.6953	0.5102
FLNB	BEST4+ enterocyte	3.2638	0.3514
FRMD1	BEST4+ enterocyte	3.4488	2.4082
GDA	BEST4+ enterocyte	4.1154	2.2795
GTF2B	BEST4+ enterocyte	3.1079	1.0757
GUCA2A	BEST4+ enterocyte	38.9905	33.2263
GUCA2B	BEST4+ enterocyte	76.6075	74.7493
H3C12	BEST4+ enterocyte	1.5183	0.5339
HEPH	BEST4+ enterocyte	2.6944	0.2982
HES4	BEST4+ enterocyte	7.2747	5.6866
HK2	BEST4+ enterocyte	1.5798	0.4258
HNF4G	BEST4+ enterocyte	3.4748	1.3079
HRCT1	BEST4+ enterocyte	1.3042	0.8124
HRH1	BEST4+ enterocyte	1.5686	0.2976
HSD17B2	BEST4+ enterocyte	1.4700	0.3292
IMPA1	BEST4+ enterocyte	0.9067	0.3229
ISG15	BEST4+ enterocyte	2.4782	0.7660
IST1	BEST4+ enterocyte	2.1461	0.3240
ITPKC	BEST4+ enterocyte	2.9591	1.3921
JUP	BEST4+ enterocyte	3.0750	0.7737
KIAA1671	BEST4+ enterocyte	3.6649	1.0331
KRT20	BEST4+ enterocyte	22.4813	14.6826
LAMA3	BEST4+ enterocyte	12.7241	4.6241
LAMB3	BEST4+ enterocyte	3.6758	1.0226
LAMC2	BEST4+ enterocyte	7.7594	2.0265
LINC01278	BEST4+ enterocyte	1.6282	0.3572
LINC01559	BEST4+ enterocyte	2.4396	1.9596
LMO7	BEST4+ enterocyte	5.2296	1.0756
LSR	BEST4+ enterocyte	2.6044	1.0743
LURAP1L	BEST4+ enterocyte	2.7103	1.2961
LURAP1L-AS1	BEST4+ enterocyte	0.7652	0.3876
LUZP2	BEST4+ enterocyte	0.8296	0.5023
LYPD8	BEST4+ enterocyte	3.0571	1.0208
MAB21L4	BEST4+ enterocyte	0.5885	0.4634
MACC1	BEST4+ enterocyte	3.3974	0.6387
MAL2	BEST4+ enterocyte	3.8692	2.4267
MAP3K13	BEST4+ enterocyte	2.4546	0.9922
MED15	BEST4+ enterocyte	1.5044	0.4253
MEIS1	BEST4+ enterocyte	5.6672	3.9490
MIER3	BEST4+ enterocyte	1.2354	0.3438
MIR222HG	BEST4+ enterocyte	2.5863	0.9201
MIR4458HG	BEST4+ enterocyte	0.8050	0.5521
MISP	BEST4+ enterocyte	3.9926	1.5345
MITA1	BEST4+ enterocyte	7.7069	6.2942
MMADHC-DT	BEST4+ enterocyte	1.5111	0.3773
MRFAP1L2	BEST4+ enterocyte	0.6423	0.3284
MSLN	BEST4+ enterocyte	2.1626	1.5539
MT1E	BEST4+ enterocyte	9.0939	1.4574
MT1F	BEST4+ enterocyte	1.2046	0.2567
MT1G	BEST4+ enterocyte	19.7106	10.0810
MT1H	BEST4+ enterocyte	4.3872	1.8086
MUC3A	BEST4+ enterocyte	1.2534	0.3240
MYH14	BEST4+ enterocyte	13.6965	7.4623
MYO1E	BEST4+ enterocyte	14.2383	1.8914
MYO6	BEST4+ enterocyte	2.3697	0.3618
MYOM1	BEST4+ enterocyte	1.4102	0.7326
NAPG	BEST4+ enterocyte	1.1371	0.2634
NBPF10	BEST4+ enterocyte	0.5623	0.2943
NBPF26	BEST4+ enterocyte	0.5352	0.3050
NCEH1	BEST4+ enterocyte	2.6599	1.4171
NEBL	BEST4+ enterocyte	7.1810	1.8821
NEURL1	BEST4+ enterocyte	3.2139	2.0811
NEURL1B	BEST4+ enterocyte	1.0843	0.4251
NICOL1	BEST4+ enterocyte	2.4109	0.2784
NOTCH2	BEST4+ enterocyte	2.5908	0.8866
NOTCH2NLA	BEST4+ enterocyte	0.6263	0.2782
NSD2	BEST4+ enterocyte	2.5467	0.6870
NSMF	BEST4+ enterocyte	0.6835	0.3594
OASL	BEST4+ enterocyte	1.4544	0.5531
OCLN	BEST4+ enterocyte	3.3831	1.0443
OSGIN1	BEST4+ enterocyte	0.5785	0.2683
OTOP2	BEST4+ enterocyte	11.6495	10.6008
OTOP3	BEST4+ enterocyte	0.5033	0.4948
PALS1	BEST4+ enterocyte	1.3162	0.3963
PALS2	BEST4+ enterocyte	1.2344	0.3120
PARD3B	BEST4+ enterocyte	5.7079	1.5285
PDE3A	BEST4+ enterocyte	11.3413	0.2865
PDE9A	BEST4+ enterocyte	7.8627	1.0507
PDGFA	BEST4+ enterocyte	2.7054	0.5411
PDLIM5	BEST4+ enterocyte	8.9346	1.4647
PHGR1	BEST4+ enterocyte	107.9621	43.9918
PHLPP2	BEST4+ enterocyte	1.4164	0.4576
PIEZO1	BEST4+ enterocyte	2.2185	0.4555
PLEC	BEST4+ enterocyte	3.8109	2.1634
PLEKHA7	BEST4+ enterocyte	3.0967	0.9265
PLEKHA8	BEST4+ enterocyte	0.9501	0.6622
PLEKHG6	BEST4+ enterocyte	1.2785	0.4986
PLIN3	BEST4+ enterocyte	1.2308	0.4948
PLK3	BEST4+ enterocyte	1.7201	0.5557
PLXNA2	BEST4+ enterocyte	2.8806	0.9217
PLXNB2	BEST4+ enterocyte	1.1509	0.5352
PMAIP1	BEST4+ enterocyte	1.6128	0.2516
PNPLA2	BEST4+ enterocyte	1.9243	0.6352
PPDPF	BEST4+ enterocyte	8.5669	0.6153
PPP1R14C	BEST4+ enterocyte	3.2954	1.1207
PRKG1	BEST4+ enterocyte	35.0750	20.1389
PRKG2	BEST4+ enterocyte	3.6169	3.2717
PRSS12	BEST4+ enterocyte	1.2342	0.2841
PRSS3	BEST4+ enterocyte	5.1021	0.8586
PTER	BEST4+ enterocyte	1.1349	0.6690
PTPRR	BEST4+ enterocyte	3.8353	2.7047
RARB	BEST4+ enterocyte	1.1558	0.6699
RDH13	BEST4+ enterocyte	1.2712	0.3822
RHCG	BEST4+ enterocyte	1.0708	0.9786
RHOF	BEST4+ enterocyte	1.5394	0.7527
RHPN2	BEST4+ enterocyte	4.1618	0.6382
RIOK3	BEST4+ enterocyte	4.5425	1.0866
RIPK1	BEST4+ enterocyte	3.0306	0.5644
RNF152	BEST4+ enterocyte	2.7532	1.3666
RSAD2	BEST4+ enterocyte	2.3036	1.6002
S100A6	BEST4+ enterocyte	44.1686	18.2460
SAMD9	BEST4+ enterocyte	2.2894	1.2143
SCIN	BEST4+ enterocyte	4.6624	3.2683
SDC4	BEST4+ enterocyte	2.3972	0.9495
SDCBP2	BEST4+ enterocyte	5.6087	0.6314
SERINC2	BEST4+ enterocyte	1.7567	0.4705
SGMS2	BEST4+ enterocyte	5.9418	3.7356
SGPP2	BEST4+ enterocyte	1.4675	0.4343
SLC17A4	BEST4+ enterocyte	1.2582	0.2630
SLC20A1	BEST4+ enterocyte	7.1561	2.4672
SLC20A2	BEST4+ enterocyte	3.2202	0.8404
SLC2A5	BEST4+ enterocyte	1.6982	1.5559
SLC9A1	BEST4+ enterocyte	2.5467	0.8593
SPIB	BEST4+ enterocyte	4.5735	2.8433
SPTAN1	BEST4+ enterocyte	3.7703	1.1599
ST14	BEST4+ enterocyte	7.3414	3.0169
STS	BEST4+ enterocyte	0.7204	0.4128
TCF7L2	BEST4+ enterocyte	8.9284	0.4714
THRB	BEST4+ enterocyte	3.2367	1.2019
TICAM1	BEST4+ enterocyte	2.9473	1.9896
TJP1	BEST4+ enterocyte	9.8342	4.7093
TMEM117	BEST4+ enterocyte	8.1783	6.1202
TMSB10	BEST4+ enterocyte	49.0670	8.8327
TNFRSF10B	BEST4+ enterocyte	2.8620	1.2603
TNFRSF21	BEST4+ enterocyte	2.4593	0.5585
TOM1L2	BEST4+ enterocyte	2.1933	0.6905
TP53INP2	BEST4+ enterocyte	1.4544	0.8379
TRANK1	BEST4+ enterocyte	1.5198	0.2545
TRIM15	BEST4+ enterocyte	0.7215	0.3946
TRIM25	BEST4+ enterocyte	1.3896	0.4864
TRIM31	BEST4+ enterocyte	2.3390	0.7313
TSPAN15	BEST4+ enterocyte	1.2961	0.4267
TTC39B	BEST4+ enterocyte	2.1064	1.1519
USP53	BEST4+ enterocyte	4.4068	0.3314
VIPR1	BEST4+ enterocyte	1.6869	0.4338
VLDLR-AS1	BEST4+ enterocyte	1.0433	0.2714
WFDC21P	BEST4+ enterocyte	0.7105	0.5116
ZDHHC14	BEST4+ enterocyte	2.0641	0.5008
ADAM19	CD4-positive, alpha-beta T cell	2.8139	0.3998
ADAM23	CD4-positive, alpha-beta T cell	2.1742	0.3527
ATP2B4	CD4-positive, alpha-beta T cell	3.6323	0.8903
CAMK1D	CD4-positive, alpha-beta T cell	9.0106	0.4298
MAP3K4	CD4-positive, alpha-beta T cell	2.7100	0.6038
MYBL1	CD4-positive, alpha-beta T cell	2.1397	0.8431
NAP1L1	CD4-positive, alpha-beta T cell	6.8970	0.3327
ODF2L	CD4-positive, alpha-beta T cell	3.8294	0.6883
PBX4	CD4-positive, alpha-beta T cell	6.8443	0.7987
RBMS1	CD4-positive, alpha-beta T cell	7.7946	2.2154
RORA	CD4-positive, alpha-beta T cell	13.9417	0.6089
RPL10	CD4-positive, alpha-beta T cell	54.3238	4.4241
RPL30	CD4-positive, alpha-beta T cell	40.6206	1.1436
RPL38	CD4-positive, alpha-beta T cell	16.9572	0.3535
RPL9	CD4-positive, alpha-beta T cell	20.2947	1.4633
RPS13	CD4-positive, alpha-beta T cell	20.4029	1.1073
RPS14	CD4-positive, alpha-beta T cell	37.4257	0.4424
RPS3A	CD4-positive, alpha-beta T cell	24.1277	0.3998
STAT4	CD4-positive, alpha-beta T cell	20.0616	1.6762
SYNE2	CD4-positive, alpha-beta T cell	8.4776	0.6599
TPT1	CD4-positive, alpha-beta T cell	63.5711	4.1737
TTC39C	CD4-positive, alpha-beta T cell	5.6418	2.8666
ARHGDIB	CD8-positive, alpha-beta T cell	11.3127	3.5411
B2M	CD8-positive, alpha-beta T cell	64.3987	5.1267
BTG1	CD8-positive, alpha-beta T cell	32.2544	5.6122
C19orf53	CD8-positive, alpha-beta T cell	1.6127	0.3393
C9orf78	CD8-positive, alpha-beta T cell	2.1466	0.7085
CALM1	CD8-positive, alpha-beta T cell	14.3501	1.8241
CCL4	CD8-positive, alpha-beta T cell	21.7512	6.5566
CD3D	CD8-positive, alpha-beta T cell	4.5824	1.0694
CD3E	CD8-positive, alpha-beta T cell	4.1854	0.3194
CD8A	CD8-positive, alpha-beta T cell	4.9560	2.2239
CD8B	CD8-positive, alpha-beta T cell	1.7949	0.8146
CDV3	CD8-positive, alpha-beta T cell	3.9577	0.9530
CNOT10	CD8-positive, alpha-beta T cell	1.8327	0.2844
CRIP1	CD8-positive, alpha-beta T cell	4.5492	0.5110
CRTAM	CD8-positive, alpha-beta T cell	1.8731	0.8889
DDX24	CD8-positive, alpha-beta T cell	7.4873	1.0704
ENSG00000272256	CD8-positive, alpha-beta T cell	1.7067	0.3657
GABARAPL1	CD8-positive, alpha-beta T cell	4.1433	0.8556
GFPT2	CD8-positive, alpha-beta T cell	5.5697	1.8118
HERPUD2	CD8-positive, alpha-beta T cell	2.5536	0.3834
HLA-A	CD8-positive, alpha-beta T cell	19.0267	4.6662
HLA-C	CD8-positive, alpha-beta T cell	10.2977	1.1995
HLA-F	CD8-positive, alpha-beta T cell	1.4334	0.2647
HNRNPDL	CD8-positive, alpha-beta T cell	4.6248	0.5401
ISG20	CD8-positive, alpha-beta T cell	3.9767	0.2668
ITM2A	CD8-positive, alpha-beta T cell	3.0654	0.5251
LINC01871	CD8-positive, alpha-beta T cell	6.4521	1.6966
LINC02446	CD8-positive, alpha-beta T cell	1.3362	0.5760
LYAR	CD8-positive, alpha-beta T cell	1.3318	0.4049
MYADM	CD8-positive, alpha-beta T cell	5.5911	0.5506
NCL	CD8-positive, alpha-beta T cell	7.9831	0.6435
NPM1	CD8-positive, alpha-beta T cell	7.4949	0.2705
OST4	CD8-positive, alpha-beta T cell	2.7376	0.3606
PAF1	CD8-positive, alpha-beta T cell	1.0070	0.3146
PAIP2	CD8-positive, alpha-beta T cell	2.7608	0.5445
PGK1	CD8-positive, alpha-beta T cell	6.2695	0.4788
PRPF38B	CD8-positive, alpha-beta T cell	2.3622	0.3219
PRXL2C	CD8-positive, alpha-beta T cell	1.1843	0.2557
PTGER4	CD8-positive, alpha-beta T cell	3.6150	0.4417
RGCC	CD8-positive, alpha-beta T cell	9.3017	0.6998
RPL13	CD8-positive, alpha-beta T cell	54.9285	2.2837
RPL19	CD8-positive, alpha-beta T cell	28.3104	1.3157
RPL23A	CD8-positive, alpha-beta T cell	18.4097	1.1108
RPL27	CD8-positive, alpha-beta T cell	11.4319	0.5313
RPL28	CD8-positive, alpha-beta T cell	44.5083	6.4927
RPL3	CD8-positive, alpha-beta T cell	28.0901	0.2752
RPL35A	CD8-positive, alpha-beta T cell	24.1511	0.3511
RPL36AL	CD8-positive, alpha-beta T cell	8.8584	0.5594
RPL41	CD8-positive, alpha-beta T cell	57.4661	2.2105
RPLP2	CD8-positive, alpha-beta T cell	31.9087	0.9015
RPS12	CD8-positive, alpha-beta T cell	52.1309	3.4944
RPS15	CD8-positive, alpha-beta T cell	23.9075	2.3982
RPS15A	CD8-positive, alpha-beta T cell	33.0094	1.3299
RPS19	CD8-positive, alpha-beta T cell	44.4272	3.5939
RPS21	CD8-positive, alpha-beta T cell	24.9913	0.4547
RPS25	CD8-positive, alpha-beta T cell	14.3430	0.4278
RPS27	CD8-positive, alpha-beta T cell	64.2184	0.8429
RPS27A	CD8-positive, alpha-beta T cell	42.1319	0.4771
RPS3	CD8-positive, alpha-beta T cell	37.2118	1.7706
SARAF	CD8-positive, alpha-beta T cell	13.8802	1.1269
SERBP1	CD8-positive, alpha-beta T cell	3.4457	0.2556
SF3B2	CD8-positive, alpha-beta T cell	1.4949	0.2555
SNRPG	CD8-positive, alpha-beta T cell	1.6640	0.2519
SRRT	CD8-positive, alpha-beta T cell	1.7370	0.7236
SRSF5	CD8-positive, alpha-beta T cell	5.2154	0.5702
SRSF7	CD8-positive, alpha-beta T cell	8.2284	1.7943
TAGLN2	CD8-positive, alpha-beta T cell	5.8238	0.8096
TRBC1	CD8-positive, alpha-beta T cell	2.9688	0.5925
TRBC2	CD8-positive, alpha-beta T cell	3.8598	1.2842
TSC22D3	CD8-positive, alpha-beta T cell	18.0852	0.2908
TSPYL2	CD8-positive, alpha-beta T cell	8.4496	0.7130
TUBA4A	CD8-positive, alpha-beta T cell	2.8284	0.4542
UBE2A	CD8-positive, alpha-beta T cell	1.5815	0.3387
VIM	CD8-positive, alpha-beta T cell	37.8689	3.2217
WBP11	CD8-positive, alpha-beta T cell	1.6169	0.3214
YPEL5	CD8-positive, alpha-beta T cell	6.7285	0.9079
ZC3H15	CD8-positive, alpha-beta T cell	1.7154	0.3204
A2M	colon endothelial cell	9.3977	1.1169
ABLIM3	colon endothelial cell	0.6901	0.4642
ACKR1	colon endothelial cell	4.2784	4.1905
ACVRL1	colon endothelial cell	1.0075	0.4247
ADA	colon endothelial cell	0.9856	0.2916
ADAMTS9	colon endothelial cell	12.5427	8.7577
ADAMTS9-AS1	colon endothelial cell	0.5680	0.4363
ADCY4	colon endothelial cell	0.9096	0.8196
ADGRF5	colon endothelial cell	3.3651	3.1722
ADGRG1	colon endothelial cell	0.8092	0.4752
ADGRL4	colon endothelial cell	5.0593	4.9735
ADM	colon endothelial cell	4.7737	1.1517
AIF1L	colon endothelial cell	0.6972	0.6248
ANGPT2	colon endothelial cell	2.9427	1.7782
ANO2	colon endothelial cell	3.9562	3.9307
AOPEP	colon endothelial cell	2.8685	0.3348
APBB2	colon endothelial cell	2.4238	0.5352
APOL3	colon endothelial cell	0.5172	0.3072
APP	colon endothelial cell	6.2538	1.5613
AQP1	colon endothelial cell	1.5302	1.3298
ARAP3	colon endothelial cell	0.5474	0.3088
ARHGAP29	colon endothelial cell	3.4596	2.8684
ARHGEF12	colon endothelial cell	3.1747	0.4675
ARHGEF15	colon endothelial cell	0.5574	0.5296
ARPC5L	colon endothelial cell	1.4304	0.6257
ASRGL1	colon endothelial cell	0.8683	0.2670
ATP11A	colon endothelial cell	2.8085	1.3299
BCL3	colon endothelial cell	1.7308	0.4643
BHLHE40	colon endothelial cell	3.0973	0.8727
BMPR2	colon endothelial cell	10.3535	8.2791
BRIX1	colon endothelial cell	0.8181	0.3919
BTNL9	colon endothelial cell	1.0832	0.9804
CALCRL	colon endothelial cell	6.0462	5.6991
CAMSAP2	colon endothelial cell	2.1734	0.3388
CAV1	colon endothelial cell	8.6757	1.9786
CAVIN2	colon endothelial cell	6.0773	5.3091
CCDC85B	colon endothelial cell	2.1916	0.8602
CCL14	colon endothelial cell	0.5923	0.5627
CCL21	colon endothelial cell	4.6488	4.4696
CCL23	colon endothelial cell	1.0558	1.0211
CCN2	colon endothelial cell	5.1055	1.4871
CD320	colon endothelial cell	4.6538	4.0224
CD34	colon endothelial cell	2.3371	1.6833
CD36	colon endothelial cell	9.7972	6.7792
CD59	colon endothelial cell	7.5934	2.6570
CDC37	colon endothelial cell	2.3602	0.6773
CDH5	colon endothelial cell	1.6536	1.6264
CEP112	colon endothelial cell	1.3891	0.7194
CFI	colon endothelial cell	0.5531	0.4685
CLDN5	colon endothelial cell	11.2335	11.2144
CLEC14A	colon endothelial cell	3.1099	2.9353
CLEC1A	colon endothelial cell	1.2398	0.7368
CLIC2	colon endothelial cell	1.7044	0.5851
COL15A1	colon endothelial cell	1.2688	0.8067
COL4A1	colon endothelial cell	4.7567	0.6313
CPNE8	colon endothelial cell	5.1558	2.0445
CSF3	colon endothelial cell	2.0297	1.8093
CX3CL1	colon endothelial cell	0.6763	0.3695
CYP1B1	colon endothelial cell	1.4673	0.3688
CYP1B1-AS1	colon endothelial cell	0.7679	0.4837
CYYR1	colon endothelial cell	2.5729	2.4966
DAB2IP	colon endothelial cell	0.9544	0.2735
DDX3X	colon endothelial cell	6.7869	0.4549
DEPP1	colon endothelial cell	4.1730	2.0571
DIPK2B	colon endothelial cell	1.0486	1.0313
DOC2B	colon endothelial cell	0.7252	0.7185
DUSP1	colon endothelial cell	24.8407	7.0193
DUSP23	colon endothelial cell	0.8982	0.2701
ECSCR	colon endothelial cell	1.2627	1.2184
EGFL7	colon endothelial cell	2.0551	1.9610
EHD4	colon endothelial cell	1.7488	0.5108
ELK3	colon endothelial cell	3.7650	2.2404
EMCN	colon endothelial cell	3.5733	1.8263
EMP2	colon endothelial cell	2.6538	0.7261
ENG	colon endothelial cell	3.9626	2.6903
ENPP2	colon endothelial cell	4.5986	2.7122
ENSG00000272092	colon endothelial cell	0.9232	0.6943
ENSG00000285646	colon endothelial cell	1.7362	0.7607
