gene	cell_state	score	margin
LINC01505	enteroglial cell	2.9866	2.7349
LINC02268	enteroglial cell	0.6181	0.5908
LINC02669	enteroglial cell	2.2318	2.0529
LMO4	enteroglial cell	2.2943	0.6396
LPAR1	enteroglial cell	2.8319	0.3268
LPL	enteroglial cell	1.5939	1.4600
LRAT	enteroglial cell	1.8793	1.7726
LRP1B	enteroglial cell	1.4348	0.8292
LRP6	enteroglial cell	1.8829	0.5732
LRRC23	enteroglial cell	1.3643	0.3920
LRRC4C	enteroglial cell	1.2197	0.4675
LRRC7	enteroglial cell	0.9303	0.4388
LRRTM4	enteroglial cell	1.2471	1.0532
MAFF	enteroglial cell	14.7028	11.0834
MAL	enteroglial cell	5.1203	4.3917
MALSU1	enteroglial cell	2.1489	1.4261
MAP4	enteroglial cell	4.0893	0.9286
MAP4K5	enteroglial cell	3.3861	1.0814
MARCHF2	enteroglial cell	0.9191	0.4604
MARCKS	enteroglial cell	7.0709	1.4199
METRN	enteroglial cell	1.2878	0.7592
MGAT4C	enteroglial cell	0.6433	0.3785
MIR100HG	enteroglial cell	1.5941	1.1335
MIR99AHG	enteroglial cell	2.6385	1.1535
MLF1	enteroglial cell	6.4256	2.9968
MMP19	enteroglial cell	4.3235	0.7719
MORF4L2	enteroglial cell	7.8364	2.9881
MOXD1	enteroglial cell	0.6496	0.3027
MPZ	enteroglial cell	1.4503	1.3860
MRPL18	enteroglial cell	1.3047	0.2596
MRPS6	enteroglial cell	1.5553	0.4586
MT3	enteroglial cell	0.8473	0.6648
MTHFD1L	enteroglial cell	2.4498	1.0775
MTRFR	enteroglial cell	1.7404	0.9421
MYOT	enteroglial cell	6.2510	6.2270
NASP	enteroglial cell	4.3323	1.0242
NCAM1	enteroglial cell	8.5277	4.1733
NCAM2	enteroglial cell	10.1416	9.7538
NDRG2	enteroglial cell	4.6943	2.8821
NEGR1	enteroglial cell	17.5751	5.0924
NFATC1	enteroglial cell	2.2052	0.7481
NFATC2	enteroglial cell	11.0011	7.8543
NGFR	enteroglial cell	1.1556	1.0556
NKAIN3	enteroglial cell	4.0842	2.8658
NLGN4X	enteroglial cell	3.2693	2.8774
NNMT	enteroglial cell	10.8307	0.6292
NOD1	enteroglial cell	0.8319	0.2932
NPTX2	enteroglial cell	5.1391	4.1392
NR2F1	enteroglial cell	1.2340	0.4149
NR4A1	enteroglial cell	16.0380	4.3505
NRXN1	enteroglial cell	40.4058	35.4157
NRXN3	enteroglial cell	24.1412	18.3913
OGFRL1	enteroglial cell	5.1072	3.0673
OLFML2A	enteroglial cell	0.6688	0.3969
OSMR-DT	enteroglial cell	0.9536	0.4925
OTOGL	enteroglial cell	0.8011	0.7893
OTUD7B	enteroglial cell	2.2113	1.2541
P3H2	enteroglial cell	3.1690	2.2957
PAPPA	enteroglial cell	4.3751	2.6289
PCDH10	enteroglial cell	2.3608	1.9622
PCDH17	enteroglial cell	3.9544	1.8882
PCF11	enteroglial cell	3.5086	1.7956
PCID2	enteroglial cell	1.3129	0.8540
PDGFB	enteroglial cell	1.8425	0.9732
PDK4-AS1	enteroglial cell	0.5371	0.2571
PDLIM4	enteroglial cell	1.4361	0.9033
PEBP1	enteroglial cell	6.5798	2.1130
PEG10	enteroglial cell	2.0362	1.1549
PER3	enteroglial cell	3.4184	2.3492
PFKFB3	enteroglial cell	7.8270	0.9925
PGM2L1	enteroglial cell	2.6001	1.7239
PGM5P2	enteroglial cell	0.5462	0.4623
PGRMC1	enteroglial cell	2.1050	0.4245
PHACTR4	enteroglial cell	5.1844	1.4940
PHLDA1	enteroglial cell	4.6440	1.4583
PHLDA3	enteroglial cell	2.0883	1.6736
PHLDB1	enteroglial cell	1.3548	0.3244
PKD2L2-DT	enteroglial cell	1.4995	0.8235
PLAAT3	enteroglial cell	1.5563	0.3506
PLAT	enteroglial cell	4.0930	0.2602
PLEKHB1	enteroglial cell	1.9487	1.1911
PLK2	enteroglial cell	3.6380	0.9391
PLP1	enteroglial cell	8.2763	8.2365
PMEPA1	enteroglial cell	6.3617	4.9387
PMP22	enteroglial cell	10.4748	7.1581
PPM1K	enteroglial cell	2.4086	1.3547
PPP1R10	enteroglial cell	5.0013	1.1898
PPP1R15B	enteroglial cell	4.3385	1.4412
PPP2CB	enteroglial cell	2.7939	0.3626
PPP2R2B	enteroglial cell	5.8714	3.9182
PPP2R3A	enteroglial cell	1.4919	0.3321
PRDX1	enteroglial cell	4.0657	0.6569
PRIMA1	enteroglial cell	1.7209	1.6030
PRNP	enteroglial cell	5.3559	3.1129
PROS1	enteroglial cell	1.1831	0.3674
PTK2	enteroglial cell	8.7817	5.4711
PTPDC1	enteroglial cell	0.8483	0.5264
PTPN13	enteroglial cell	2.4689	0.5521
PTPRZ1	enteroglial cell	1.2288	1.2026
PTX3	enteroglial cell	3.2588	1.9945
RASGEF1C	enteroglial cell	0.8719	0.8466
RASSF4	enteroglial cell	4.8373	3.9548
RBBP6	enteroglial cell	5.9390	2.6913
RBM8A	enteroglial cell	2.5846	0.2825
RBMXL1	enteroglial cell	0.9498	0.6931
RC3H1	enteroglial cell	8.0386	3.5890
RCAN1	enteroglial cell	8.0684	6.8780
RETREG1	enteroglial cell	2.9581	0.6142
RFTN2	enteroglial cell	0.5917	0.3802
RHOC	enteroglial cell	2.3107	0.4389
RIC8B	enteroglial cell	1.2151	0.7161
RNF180	enteroglial cell	0.6639	0.2983
ROCK2	enteroglial cell	5.0289	1.8410
RORB	enteroglial cell	2.2292	0.3715
RPGR	enteroglial cell	2.4358	0.7594
RRAS2	enteroglial cell	2.3218	0.8178
RSRC2	enteroglial cell	4.6716	0.9145
S100A1	enteroglial cell	0.9107	0.8821
S100B	enteroglial cell	4.7667	4.0001
SAMD4A-AS1	enteroglial cell	1.7172	1.0672
SAMD4B	enteroglial cell	1.4564	0.2781
SAMHD1	enteroglial cell	8.9946	0.5713
SAP18	enteroglial cell	7.2163	3.6241
SAP30BP	enteroglial cell	1.7576	0.3047
SCCPDH	enteroglial cell	1.2143	0.6300
SCD	enteroglial cell	0.9080	0.3324
SCN7A	enteroglial cell	9.6853	9.1704
SCN9A	enteroglial cell	1.5576	0.7881
SEMA3B	enteroglial cell	2.1265	1.6120
SEMA3C	enteroglial cell	9.0024	7.7924
SERPINA5	enteroglial cell	0.7379	0.7121
SERTAD1	enteroglial cell	8.7726	1.2611
SFPQ	enteroglial cell	5.1737	0.6739
SFR1	enteroglial cell	0.6282	0.4365
SFRP5	enteroglial cell	3.2158	3.2045
SGMS1-AS1	enteroglial cell	0.5080	0.3892
SHC4	enteroglial cell	2.0298	1.8938
SHISA9	enteroglial cell	4.4347	4.0056
SIPA1L2	enteroglial cell	4.8313	0.5574
SKP1	enteroglial cell	1.6698	0.4177
SLC22A17	enteroglial cell	0.7834	0.5917
SLC35F1	enteroglial cell	5.6535	5.4015
SLC44A3	enteroglial cell	4.3342	2.2990
SLC5A7	enteroglial cell	0.6325	0.6246
SLIT2	enteroglial cell	9.3167	4.0400
SNCA	enteroglial cell	1.7437	0.6972
SNHG26	enteroglial cell	1.5289	1.2688
SNHG5	enteroglial cell	3.4783	0.6194
SNHG9	enteroglial cell	2.4418	1.2700
SOD1	enteroglial cell	4.8050	1.3650
SON	enteroglial cell	6.3146	1.8988
SOX10	enteroglial cell	1.8242	1.7339
SOX2	enteroglial cell	2.4692	2.4626
SOX4	enteroglial cell	14.7683	10.0469
SPACDR	enteroglial cell	0.5397	0.3489
SPARC	enteroglial cell	5.3990	0.6891
SPP1	enteroglial cell	14.7332	9.8528
SPRY2	enteroglial cell	2.2045	0.7488
SPTSSA	enteroglial cell	1.2078	0.4018
SREBF1	enteroglial cell	1.4359	0.3858
ST6GALNAC2	enteroglial cell	0.5329	0.2517
ST6GALNAC5	enteroglial cell	1.7864	1.6399
STARD13	enteroglial cell	21.1673	15.0785
STARD13-AS	enteroglial cell	2.6936	2.3268
STARD3	enteroglial cell	0.9690	0.3312
STIP1	enteroglial cell	1.7656	0.6855
STK3	enteroglial cell	4.7248	1.1500
STK32A	enteroglial cell	0.5152	0.4171
STMN1	enteroglial cell	3.4643	0.4948
STON1	enteroglial cell	0.6088	0.3078
SUGT1	enteroglial cell	1.9612	0.5020
SYN2	enteroglial cell	0.6048	0.4646
SYT10	enteroglial cell	0.5069	0.4630
SYT11	enteroglial cell	0.5595	0.3350
TAF1D	enteroglial cell	2.9529	0.4844
TAFA5	enteroglial cell	1.3748	1.2972
TBX3	enteroglial cell	1.3586	0.3319
TCEAL4	enteroglial cell	2.7275	1.1796
TCIM	enteroglial cell	12.9388	10.0568
TCP1	enteroglial cell	2.2443	0.3167
TENM3	enteroglial cell	3.4621	2.5336
TFAP2A	enteroglial cell	0.5049	0.4454
THUMPD3-AS1	enteroglial cell	2.0073	0.4397
TIMP4	enteroglial cell	0.8844	0.4403
TMEM132B	enteroglial cell	1.0574	0.7686
TMEM176A	enteroglial cell	2.4180	0.7931
TMEM176B	enteroglial cell	5.2470	2.3951
TMEM72-AS1	enteroglial cell	1.8555	1.1096
TMOD2	enteroglial cell	1.7966	1.3046
TRABD2B	enteroglial cell	1.1526	0.5992
TSC22D2	enteroglial cell	11.6579	6.3874
TSPAN11	enteroglial cell	1.3849	1.3282
TTYH1	enteroglial cell	0.6670	0.6287
TUBA1A	enteroglial cell	11.9452	5.0164
TUBB2B	enteroglial cell	1.6039	1.4294
TULP3	enteroglial cell	0.8205	0.3198
TVP23C-CDRT4	enteroglial cell	0.6633	0.3393
UBB	enteroglial cell	11.6259	1.3584
UBC	enteroglial cell	23.3944	2.0648
UBE2S	enteroglial cell	2.9912	0.5345
USP32	enteroglial cell	4.9715	1.6734
USP45	enteroglial cell	0.7495	0.3043
VEZF1	enteroglial cell	1.1611	0.3432
VGLL3	enteroglial cell	2.3122	1.7591
VMP1	enteroglial cell	10.9390	1.2745
VWA1	enteroglial cell	1.8231	0.5624
WLS	enteroglial cell	1.3442	0.4089
WNT6	enteroglial cell	1.4304	1.2845
WSB1	enteroglial cell	12.5250	6.9566
XKR4	enteroglial cell	4.7967	4.6699
YME1L1	enteroglial cell	4.4806	0.8553
YWHAE	enteroglial cell	3.9558	0.3217
ZBTB38	enteroglial cell	3.9702	1.6096
ZFAND5	enteroglial cell	6.3231	0.3286
ZFAS1	enteroglial cell	5.4939	0.9187
ZFHX4	enteroglial cell	0.5772	0.4527
ZNF22	enteroglial cell	0.7432	0.3454
ZNF24	enteroglial cell	1.1013	0.4569
ZNF503	enteroglial cell	1.5552	0.5449
ZNF536	enteroglial cell	3.0417	2.5653
ZNF652	enteroglial cell	1.9452	1.0545
ZRANB2-DT	enteroglial cell	0.5892	0.2837
ABI3BP	fibroblast	2.2644	1.3643
ABL1	fibroblast	2.6096	0.7156
ADAMDEC1	fibroblast	8.8616	5.5130
ADAMTS5	fibroblast	1.8675	1.6087
ADAMTS9-AS2	fibroblast	4.2298	0.7480
ADAMTSL3	fibroblast	0.6597	0.4127
ADAMTSL4	fibroblast	0.5733	0.3379
ADGRD1	fibroblast	0.8911	0.3545
ADGRL2	fibroblast	2.8673	1.0736
ADGRL3	fibroblast	6.8530	1.7027
ADH1B	fibroblast	13.5325	12.3807
AEBP1	fibroblast	3.2492	2.5889
AKR1C1	fibroblast	1.1956	0.7680
ALDH1A3	fibroblast	0.6422	0.5705
ANGPTL2	fibroblast	0.7477	0.6302
ANTXR1	fibroblast	1.8112	0.7395
AOX1	fibroblast	0.6574	0.5788
APOD	fibroblast	8.4481	5.7705
APOE	fibroblast	16.2853	0.2658
ARHGAP6	fibroblast	2.9028	0.6953
ASXL1	fibroblast	5.4219	0.6306
AZI2	fibroblast	0.8316	0.3500
BICC1	fibroblast	2.8787	0.3608
BMP4	fibroblast	0.6163	0.2535
BMP5	fibroblast	2.0328	1.7812
BOC	fibroblast	0.7525	0.5365
C1R	fibroblast	7.0166	5.7047
C1S	fibroblast	7.0032	5.4399
C3	fibroblast	3.8451	3.6841
C7	fibroblast	2.7495	1.6569
CACHD1	fibroblast	1.2069	0.2751
CCDC102B	fibroblast	2.1648	1.5003
CCDC71L	fibroblast	1.5995	0.3275
CCDC80	fibroblast	1.8549	0.8654
CCL11	fibroblast	5.5309	5.2299
CCL13	fibroblast	1.5846	1.3155
CCL8	fibroblast	1.1754	0.7115
CD248	fibroblast	0.9533	0.8196
CD63	fibroblast	9.3923	0.9614
CDH11	fibroblast	1.0343	0.9116
CEBPB	fibroblast	11.1982	3.6104
CFD	fibroblast	43.2128	40.6322
CFH	fibroblast	1.1801	0.8739
CHSY3	fibroblast	0.6919	0.2756
CILP	fibroblast	2.1602	2.1268
CIRBP	fibroblast	3.5913	0.3904
CLMP	fibroblast	3.6764	3.5622
CLSTN2	fibroblast	0.6339	0.4293
COL12A1	fibroblast	3.3782	2.6275
COL14A1	fibroblast	2.2693	1.4957
COL1A1	fibroblast	2.2636	1.5275
COL1A2	fibroblast	3.3010	1.9710
COL3A1	fibroblast	3.6122	2.1578
COL5A1	fibroblast	1.0472	0.3239
COL5A2	fibroblast	2.8260	0.5639
COL6A1	fibroblast	3.7360	1.6789
COL6A2	fibroblast	6.5246	2.4681
COL6A3	fibroblast	4.1419	3.6294
CP	fibroblast	1.4420	1.2930
CTSK	fibroblast	4.8803	4.4093
CTSL	fibroblast	3.1692	0.6511
CXCL14	fibroblast	7.3250	4.5256
CYBRD1	fibroblast	2.0374	1.4506
CYGB	fibroblast	1.4139	1.0416
CYP4B1	fibroblast	1.3214	1.1579
DCLK1	fibroblast	3.7010	3.5651
DCN	fibroblast	38.7414	37.7496
DDR2	fibroblast	4.1451	3.0655
DENND2B	fibroblast	1.8845	1.0262
DPT	fibroblast	1.3676	1.1620
DTWD1	fibroblast	0.6411	0.2688
DYNC2H1	fibroblast	1.2875	0.5580
ECM1	fibroblast	0.7590	0.4600
EDIL3	fibroblast	3.1121	0.8420
EDNRB	fibroblast	1.1326	0.3106
EFEMP1	fibroblast	1.6037	0.7843
EGFR	fibroblast	3.4245	2.1851
ELL	fibroblast	2.0009	0.6023
ELN	fibroblast	1.1924	0.5793
EMILIN1	fibroblast	0.8151	0.5959
ENSG00000230333	fibroblast	2.6171	2.4797
ENSG00000232855	fibroblast	3.1043	2.8067
ENSG00000233928	fibroblast	0.5075	0.3388
ENSG00000253496	fibroblast	0.6371	0.6074
ENSG00000258663	fibroblast	0.5472	0.4716
ENSG00000271933	fibroblast	0.5668	0.4897
ENSG00000280241	fibroblast	0.7813	0.7549
ENSG00000284686	fibroblast	0.8430	0.2642
ENSG00000286458	fibroblast	0.7395	0.4949
ENSG00000286533	fibroblast	12.0890	4.5443
ENSG00000289445	fibroblast	0.6532	0.5263
FAM110B	fibroblast	0.5407	0.3118
FAM180A	fibroblast	0.9626	0.9142
FAT4	fibroblast	1.3501	0.7754
FBLN1	fibroblast	8.1113	7.9566
FBLN2	fibroblast	1.7228	1.3102
FBLN5	fibroblast	1.8474	1.2759
FBN1	fibroblast	3.4770	2.8592
FBXL7	fibroblast	7.0445	3.6901
FENDRR	fibroblast	1.0137	0.8338
FGF10	fibroblast	0.8796	0.8394
FGF14	fibroblast	1.9614	1.2048
FGF7	fibroblast	2.4184	2.2343
FGFR1	fibroblast	3.5064	2.0839
FRMD6	fibroblast	1.0611	0.4136
FST	fibroblast	0.7014	0.4602
FSTL1	fibroblast	3.8396	1.9441
GALNT15	fibroblast	2.5357	0.3967
GAS1	fibroblast	0.5254	0.4918
GBE1	fibroblast	4.3803	1.3846
GGT5	fibroblast	0.9347	0.3081
GHR	fibroblast	1.9978	0.6772
GLI3	fibroblast	1.5695	0.4797
GPC6	fibroblast	9.5677	7.7690
GPRC5D-AS1	fibroblast	0.9547	0.2665
GREM1	fibroblast	0.8153	0.6843
GRIA4	fibroblast	0.6628	0.2744
GSN	fibroblast	16.3258	3.6210
HAS2	fibroblast	1.6534	0.9720
HBP1	fibroblast	2.9145	0.5697
HPSE2	fibroblast	1.8258	1.3635
HTRA3	fibroblast	0.6543	0.3601
IGFBP5	fibroblast	11.2258	4.2824
ISLR	fibroblast	0.7164	0.5489
ITGA5	fibroblast	2.5502	0.4669
KCNT2	fibroblast	0.6313	0.4649
KIRREL1	fibroblast	1.0556	0.4374
LAMA2	fibroblast	10.9984	7.4400
LAMA4	fibroblast	2.8124	1.0033
LAMB1	fibroblast	2.7150	1.3282
LAMC1	fibroblast	5.8185	2.6505
LINC01239	fibroblast	0.6876	0.6442
LINC02884	fibroblast	0.5387	0.4283
LINC03051	fibroblast	1.0177	0.8932
LONRF3	fibroblast	1.9254	0.6892
LPCAT3	fibroblast	1.6040	0.2823
LRP1	fibroblast	3.0928	2.1911
LRRN4CL	fibroblast	0.5953	0.5626
LSAMP	fibroblast	3.6535	2.9135
LTBP2	fibroblast	0.8017	0.7667
LTBP4	fibroblast	3.1683	1.7543
LUM	fibroblast	3.7127	3.4444
MAGI2	fibroblast	4.2138	1.8138
MAMDC2	fibroblast	3.5620	2.7835
MAP1LC3B	fibroblast	3.7637	0.4224
MAPK10	fibroblast	3.0734	2.5193
MEG3	fibroblast	11.2424	9.0899
MEG8	fibroblast	3.5648	2.6344
MEIS2	fibroblast	2.5159	0.4973
MFAP4	fibroblast	2.4344	1.8439
MFAP5	fibroblast	3.5371	3.4896
MGP	fibroblast	48.9761	33.6088
MIR493HG	fibroblast	1.1061	0.8887
MMP14	fibroblast	1.4658	0.7671
MMP2	fibroblast	9.5325	9.0525
MSC-AS1	fibroblast	1.2937	1.0212
MUSK	fibroblast	2.3591	1.9321
MXRA7	fibroblast	1.2311	0.3404
MXRA8	fibroblast	1.4359	0.5666
NAALADL2	fibroblast	3.7436	0.2880
NAV1	fibroblast	1.5561	0.3217
NAV3	fibroblast	1.3750	0.9377
NBL1	fibroblast	2.5789	1.1971
NFIA	fibroblast	6.2049	3.0897
NFIC	fibroblast	3.0407	0.3572
NID1	fibroblast	4.5788	3.4034
NLGN1	fibroblast	2.0401	1.3577
NOVA1	fibroblast	2.1256	1.2520
NPAS3	fibroblast	2.3968	1.2399
NPEPPS	fibroblast	1.8761	0.2872
NRG1	fibroblast	3.2864	3.1809
NTN1	fibroblast	1.0457	0.5504
OGN	fibroblast	1.6374	1.3745
OLFML3	fibroblast	1.1110	0.7129
OMD	fibroblast	0.9315	0.7797
OSBPL9	fibroblast	3.3597	1.1951
OSR2	fibroblast	0.9711	0.6651
PAMR1	fibroblast	1.3348	1.2881
PARVA	fibroblast	1.6685	0.7491
PBX1	fibroblast	4.3669	0.2955
PCDH18	fibroblast	0.5135	0.3389
PCDH7	fibroblast	3.7819	3.4497
PCOLCE2	fibroblast	0.6496	0.5381
PCYOX1	fibroblast	0.7999	0.2805
PDGFRA	fibroblast	3.2267	2.5965
PDPN	fibroblast	1.5122	0.4934
PDZRN4	fibroblast	2.6745	1.0375
PITX1	fibroblast	0.7837	0.7064
PKD1L2	fibroblast	0.5966	0.5618
PLA2G2A	fibroblast	4.7827	3.5840
PLAC9	fibroblast	2.3535	0.6829
PLEKHH2	fibroblast	1.5956	0.8041
PLIN2	fibroblast	7.3629	1.3628
PLPP3	fibroblast	8.6395	3.9918
PODN	fibroblast	1.0326	0.8229
POLG2	fibroblast	2.2916	1.2306
POSTN	fibroblast	1.3644	0.4988
PRELP	fibroblast	3.2408	2.1963
PRICKLE2	fibroblast	1.6602	1.1489
PROCR	fibroblast	0.8014	0.3227
PRR16	fibroblast	3.7934	3.3327
PSD3	fibroblast	4.8329	2.3289
PTCH1	fibroblast	1.4758	1.0287
PTGDS	fibroblast	1.8942	1.5017
PTGES	fibroblast	0.6524	0.5338
PTGIS	fibroblast	0.7736	0.5852
PTN	fibroblast	1.2006	1.0011
PTPRG	fibroblast	7.5157	0.5481
PXDN	fibroblast	1.1356	0.4223
RARRES2	fibroblast	3.6970	1.3254
RBFOX2	fibroblast	2.6231	0.5081
RBMS3	fibroblast	3.6950	1.8071
RBPMS	fibroblast	8.5749	4.4953
REV3L	fibroblast	7.0440	0.6454
REXO2	fibroblast	1.1005	0.3654
RHOBTB3	fibroblast	2.6106	0.3581
RHOQ	fibroblast	3.3234	0.9891
ROBO1	fibroblast	3.8087	2.9017
ROR2	fibroblast	0.9674	0.2896
RSPO3	fibroblast	1.2291	1.0589
RTN4	fibroblast	11.1102	3.9223
RUFY3	fibroblast	3.1870	0.7354
S100A13	fibroblast	3.6088	1.7048
SAMD4A	fibroblast	6.9837	0.6058
SCARA5	fibroblast	3.4145	3.1845
SCPEP1	fibroblast	0.9166	0.2874
SDC2	fibroblast	3.6369	2.1096
SEMA3E	fibroblast	0.5952	0.3874
SEMA4A	fibroblast	5.0159	0.9366
SERPINE2	fibroblast	1.1335	0.9173
SERPINF1	fibroblast	3.6050	2.0553
SERPING1	fibroblast	7.6016	2.7059
SFRP1	fibroblast	3.2424	2.9479
SFRP2	fibroblast	2.1366	2.1181
SGCD	fibroblast	1.1607	0.6796
SLC19A2	fibroblast	2.3590	0.4187
SLIT3	fibroblast	1.5142	0.4342
SLPI	fibroblast	1.6808	0.2674
SMARCA1	fibroblast	1.0063	0.4519
SOBP	fibroblast	0.9938	0.4537
SOX5	fibroblast	10.2053	4.2933
SOX6	fibroblast	5.3403	2.3107
SPACA6	fibroblast	0.6939	0.3436
SPOCK1	fibroblast	1.3796	0.4460
SPON2	fibroblast	3.2021	1.2014
SPSB1	fibroblast	2.8917	1.8464
SQSTM1	fibroblast	17.1241	1.8151
SRPX	fibroblast	1.3832	0.8806
SRPX2	fibroblast	1.0871	0.6266
STMN2	fibroblast	0.9136	0.7534
SVEP1	fibroblast	2.5517	2.4329
TARID	fibroblast	0.6378	0.5207
TCF21	fibroblast	1.6169	0.5229
TFPI	fibroblast	7.8456	1.5874
TGFBR3	fibroblast	4.8164	2.5946
THBS2	fibroblast	1.3801	1.2984
TIMP2	fibroblast	5.4203	2.5778
TMEM132C	fibroblast	0.8219	0.7456
TNXB	fibroblast	1.8637	1.5323
TOP1	fibroblast	6.4343	0.8228
TRA2B	fibroblast	4.2884	0.4083
TRPA1	fibroblast	1.1301	0.6613
TRPC4	fibroblast	1.1518	1.0215
TSHZ3	fibroblast	1.2154	0.5716
TTC28	fibroblast	4.2337	1.6251
TWIST2	fibroblast	2.0019	1.9327
UAP1	fibroblast	5.7101	1.8666
ULK4	fibroblast	2.7480	1.5806
UNC5C	fibroblast	2.9203	2.2186
WNT5B	fibroblast	1.4144	0.3387
YAP1	fibroblast	1.6181	0.8320
ZFPM2	fibroblast	2.7492	0.7350
ZNF106	fibroblast	2.6239	1.4032
ZNF385A	fibroblast	0.8250	0.3545
ZNF385B	fibroblast	1.1861	1.0957
ABTB2	gamma-delta T cell	8.5489	6.6256
ADSS2	gamma-delta T cell	1.5669	0.3141
AKAP13	gamma-delta T cell	20.4300	3.0709
AOAH	gamma-delta T cell	18.5981	0.5695
ASB2	gamma-delta T cell	0.7500	0.4358
ASXL2	gamma-delta T cell	2.3502	1.2018
ATF7IP	gamma-delta T cell	6.3892	0.9149
ATP8B4	gamma-delta T cell	13.2376	2.4820
AVEN	gamma-delta T cell	1.8166	0.8142
CA10	gamma-delta T cell	2.2069	1.0301
CAST	gamma-delta T cell	7.8445	2.1169
CBLB	gamma-delta T cell	27.9958	5.3285
CD96	gamma-delta T cell	21.5700	10.6328
CEBPZ	gamma-delta T cell	2.5549	0.2828
CEP152	gamma-delta T cell	0.8448	0.3465
CREM	gamma-delta T cell	15.2286	1.5246
DUSP4	gamma-delta T cell	3.1594	1.1420
EEIG2	gamma-delta T cell	4.9469	0.6787
EMB	gamma-delta T cell	3.1228	0.7192
ENSG00000270099	gamma-delta T cell	1.0114	0.4410
ENSG00000271204	gamma-delta T cell	1.9546	0.5810
ENSG00000285635	gamma-delta T cell	0.8772	0.5033
ENTPD1	gamma-delta T cell	6.1903	1.5074
ENTPD1-AS1	gamma-delta T cell	4.0209	1.5978
EVL	gamma-delta T cell	4.2124	0.6808
FAM118A	gamma-delta T cell	1.4486	0.3006
FAM3C	gamma-delta T cell	2.3811	1.2456
FBXO34	gamma-delta T cell	6.4834	1.8760
FYN	gamma-delta T cell	38.3860	2.1392
G3BP2	gamma-delta T cell	3.5470	0.3562
GNPTAB	gamma-delta T cell	3.6446	1.6414
GPR15	gamma-delta T cell	0.9264	0.3008
GSPT1	gamma-delta T cell	5.6942	0.5914
GTDC1	gamma-delta T cell	3.8886	1.5033
IKZF2	gamma-delta T cell	8.7087	6.2463
ITGA1	gamma-delta T cell	4.0602	0.8390
ITGAE	gamma-delta T cell	2.3675	0.4056
KAT6B	gamma-delta T cell	5.2974	0.5996
KLRC2	gamma-delta T cell	1.9041	1.0417
KLRC4-KLRK1	gamma-delta T cell	1.0353	0.2504
LAYN	gamma-delta T cell	1.1476	0.6330
LINC-PINT	gamma-delta T cell	71.2204	15.7983
LINC00513	gamma-delta T cell	11.1710	3.7740
LRRN3	gamma-delta T cell	0.7609	0.2696
MAN1C1	gamma-delta T cell	4.5535	1.0969
MBNL1	gamma-delta T cell	44.1809	6.1117
MNAT1	gamma-delta T cell	2.2104	0.3639
MSH3	gamma-delta T cell	2.2155	1.0939
NAP1L4	gamma-delta T cell	4.5941	0.4682
NECTIN3	gamma-delta T cell	1.5716	0.2713
NIBAN1	gamma-delta T cell	14.0549	1.9660
NR3C1	gamma-delta T cell	14.0000	3.7989
PACSIN2	gamma-delta T cell	4.7587	1.0343
PARP8	gamma-delta T cell	21.7349	5.0869
PDE3B	gamma-delta T cell	50.0229	6.4495
PELO-AS1	gamma-delta T cell	1.1551	0.9062
PITPNC1	gamma-delta T cell	31.6569	4.2838
PLCXD2	gamma-delta T cell	1.2879	0.7711
PPP1R16B	gamma-delta T cell	10.0686	0.2603
PRP4K	gamma-delta T cell	2.7543	0.4624
PSMD13	gamma-delta T cell	1.2162	0.3171
PTPN22	gamma-delta T cell	13.5461	3.8586
PTPRC	gamma-delta T cell	32.7463	2.5987
PWWP2A	gamma-delta T cell	0.8519	0.3023
RAB6A	gamma-delta T cell	1.9023	0.3756
RFTN1	gamma-delta T cell	5.3862	1.2178
SLA2	gamma-delta T cell	6.9176	2.8779
SLC1A4	gamma-delta T cell	1.4579	0.4955
SLC25A15	gamma-delta T cell	0.6983	0.5053
SLFN12L	gamma-delta T cell	1.9790	0.5010
SMURF2	gamma-delta T cell	3.7311	0.2592
SOS1	gamma-delta T cell	4.6167	1.2625
STAT5A	gamma-delta T cell	1.1378	0.3459
SYTL3	gamma-delta T cell	38.6377	7.1354
TAX1BP1	gamma-delta T cell	3.4047	0.2671
TIGIT	gamma-delta T cell	2.5030	1.0664
TNFRSF9	gamma-delta T cell	2.0229	0.9921
TNIP3	gamma-delta T cell	2.4562	1.3713
TRGC2	gamma-delta T cell	2.2330	1.0381
WHRN	gamma-delta T cell	2.5772	1.1267
ZNF767P	gamma-delta T cell	1.8008	0.7790
AAGAB	innate lymphoid cell	1.0427	0.2507
ABCB1	innate lymphoid cell	7.0805	3.5655
ABCB10	innate lymphoid cell	0.5566	0.3106
ABCB5	innate lymphoid cell	1.4906	0.5144
ABHD17B	innate lymphoid cell	4.2975	1.7759
ACAD9	innate lymphoid cell	0.7460	0.3951
ACBD6	innate lymphoid cell	1.7122	0.2716
ACVR2A	innate lymphoid cell	1.6457	0.9136
ACYP2	innate lymphoid cell	2.1770	0.6598
ADAM10	innate lymphoid cell	6.6240	3.1656
ADGRE5	innate lymphoid cell	12.5732	4.1399
ADK	innate lymphoid cell	9.1409	0.2787
ADNP	innate lymphoid cell	3.6221	1.7967
AEBP2	innate lymphoid cell	2.4813	1.1504
AFF3	innate lymphoid cell	23.2817	5.5499
AGO3	innate lymphoid cell	4.7662	1.2236
AGPAT5	innate lymphoid cell	4.6625	1.7521
AHCTF1	innate lymphoid cell	2.4363	0.6177
