gene	tau	top_cell_state	top_expr	n_states
TRAV9-1	1.0000	enterocyte of epithelium of large intestine	0.0000	28
TRAV10	0.9510	naive thymus-derived CD4-positive, alpha-beta T cell	0.0091	28
TRAV12-1	0.9686	CD8-positive, alpha-beta T cell	0.0107	28
TRAV8-2	0.9384	regulatory T cell	0.0230	28
TRAV8-3	0.9592	CD8-positive, alpha-beta T cell	0.0094	28
TRAV13-1	0.9359	regulatory T cell	0.0117	28
TRAV12-2	0.9336	CD8-positive, alpha-beta T cell	0.0072	28
TRAV8-4	0.9807	naive thymus-derived CD4-positive, alpha-beta T cell	0.0287	28
TRAV13-2	0.9252	CD8-positive, alpha-beta T cell	0.0250	28
TRAV14DV4	0.9448	naive thymus-derived CD4-positive, alpha-beta T cell	0.0197	28
TRAV9-2	0.9355	regulatory T cell	0.0033	28
TRAV12-3	0.9689	CD8-positive, alpha-beta T cell	0.0099	28
TRAV8-6	0.9485	CD4-positive, alpha-beta T cell	0.0012	28
TRAV16	0.9482	CD4-positive, alpha-beta T cell	0.0077	28
TRAV17	0.9388	CD4-positive, alpha-beta T cell	0.0675	28
TRAV18	0.9688	CD4-positive, alpha-beta T cell	0.0019	28
TRAV19	0.9741	mature NK T cell	0.0515	28
TRAV20	0.9530	regulatory T cell	0.0156	28
TRAV21	0.9724	CD8-positive, alpha-beta T cell	0.0117	28
TRAV22	0.9530	regulatory T cell	0.0032	28
TRAV23DV6	0.9820	CD4-positive, alpha-beta T cell	0.0016	28
TRDV1	0.9709	gamma-delta T cell	0.0275	28
TRAV24	0.9705	CD4-positive, alpha-beta T cell	0.0005	28
TRAV25	0.9746	naive thymus-derived CD4-positive, alpha-beta T cell	0.0312	28
TRAV26-1	0.9552	naive thymus-derived CD4-positive, alpha-beta T cell	0.0287	28
TRAV8-7	0.9807	enterocyte of epithelium of large intestine	0.0000	28
TRAV27	0.9763	regulatory T cell	0.0227	28
TRAV29DV5	0.9380	naive thymus-derived CD4-positive, alpha-beta T cell	0.0141	28
TRAV26-2	0.9924	CD4-positive, alpha-beta T cell	0.0012	28
TRAV34	0.9717	regulatory T cell	0.0035	28
TRAV35	0.9713	naive thymus-derived CD4-positive, alpha-beta T cell	0.0073	28
TRAV36DV7	0.9237	gamma-delta T cell	0.0030	28
TRAV38-1	0.9840	regulatory T cell	0.0039	28
TRAV38-2DV8	0.9770	gamma-delta T cell	0.0089	28
TRAV39	0.9903	CD4-positive, alpha-beta T cell	0.0027	28
TRAV40	0.9819	CD4-positive, alpha-beta T cell	0.0018	28
TRAV41	0.9753	CD4-positive, alpha-beta T cell	0.0116	28
TRDV2	0.9804	gamma-delta T cell	0.0124	28
TRDJ1	0.9469	gamma-delta T cell	0.0016	28
TRDJ4	1.0000	enterocyte of epithelium of large intestine	0.0016	28
TRDJ2	0.9667	gamma-delta T cell	0.0001	28
TRDJ3	1.0000	gamma-delta T cell	0.0001	28
TRDC	0.9455	natural killer cell	0.6984	28
TRAJ61	0.9997	mature NK T cell	0.0476	28
TRAJ59		B cell	0.0000	28
TRAJ58		B cell	0.0000	28
TRAJ57	0.9906	CD4-positive, alpha-beta T cell	0.0010	28
TRAJ56	0.9989	CD8-positive, alpha-beta T cell	0.0003	28
TRAJ54	0.9567	mature NK T cell	0.0180	28
TRAJ53	0.9963	naive thymus-derived CD4-positive, alpha-beta T cell	0.0061	28
TRAJ52	0.9844	CD8-positive, alpha-beta T cell	0.0010	28
TRAJ50	0.9576	CD4-positive, alpha-beta T cell	0.0013	28
TRAJ49	0.9678	regulatory T cell	0.0046	28
TRAJ48	0.9440	gamma-delta T cell	0.0021	28
TRAJ47	0.9568	naive thymus-derived CD4-positive, alpha-beta T cell	0.0234	28
TRAJ46	0.9999	CD4-positive, alpha-beta T cell	0.0008	28
TRAJ45	0.9820	regulatory T cell	0.0037	28
TRAJ44	0.9941	plasma cell	0.0004	28
TRAJ43	0.9811	gamma-delta T cell	0.0034	28
TRAJ42	0.9454	regulatory T cell	0.0015	28
TRAJ41	0.9897	regulatory T cell	0.0039	28
TRAJ40	0.9360	B cell	0.0013	28
TRAJ39	0.9910	naive thymus-derived CD4-positive, alpha-beta T cell	0.0139	28
TRAJ38	1.0000	CD8-positive, alpha-beta T cell	0.0001	28
TRAJ35	0.9761	CD8-positive, alpha-beta T cell	0.0023	28
TRAJ34	0.9841	CD4-positive, alpha-beta T cell	0.0008	28
TRAJ33	0.9791	B cell	0.0013	28
TRAJ32	0.9944	naive thymus-derived CD4-positive, alpha-beta T cell	0.0074	28
TRAJ31	0.9090	regulatory T cell	0.0026	28
TRAJ30	0.9833	naive thymus-derived CD4-positive, alpha-beta T cell	0.0104	28
TRAJ29	0.9973	gamma-delta T cell	0.0012	28
TRAJ28	1.0000	CD8-positive, alpha-beta T cell	0.0000	28
TRAJ27	0.9327	CD4-positive, alpha-beta T cell	0.0013	28
TRAJ26	0.9658	mature NK T cell	0.0091	28
TRAJ25	0.9995	CD4-positive, alpha-beta T cell	0.0002	28
TRAJ24	0.9962	naive thymus-derived CD4-positive, alpha-beta T cell	0.0210	28
TRAJ23	0.9872	regulatory T cell	0.0023	28
TRAJ22	0.9596	regulatory T cell	0.0063	28
TRAJ21	0.9870	regulatory T cell	0.0023	28
TRAJ20	0.9965	myeloid dendritic cell	0.0065	28
TRAJ19		B cell	0.0000	28
TRAJ18	0.9996	CD8-positive, alpha-beta T cell	0.0015	28
TRAJ17	0.9877	CD8-positive, alpha-beta T cell	0.0013	28
TRAJ16	0.9818	plasma cell	0.0001	28
TRAJ14	0.9766	naive thymus-derived CD4-positive, alpha-beta T cell	0.0232	28
TRAJ13	0.9540	naive thymus-derived CD4-positive, alpha-beta T cell	0.0083	28
TRAJ12	0.9549	regulatory T cell	0.0015	28
TRAJ11	0.9824	regulatory T cell	0.0108	28
TRAJ10	0.9955	regulatory T cell	0.0051	28
TRAJ9	0.9999	CD8-positive, alpha-beta T cell	0.0015	28
TRAJ8	1.0000	CD8-positive, alpha-beta T cell	0.0009	28
TRAJ7		B cell	0.0000	28
TRAJ6	0.9878	CD4-positive, alpha-beta T cell	0.0011	28
TRAJ5	1.0000	CD4-positive, alpha-beta T cell	0.0014	28
TRAJ4	0.9718	gamma-delta T cell	0.0024	28
TRAJ3	0.9796	gamma-delta T cell	0.0008	28
TRAJ2	0.9937	enterocyte of epithelium of large intestine	0.0001	28
TRAJ1		B cell	0.0000	28
IGHA2	0.9972	plasma cell	56.1799	28
IGHE	0.9810	plasma cell	0.0762	28
IGHG4	0.9962	plasma cell	1.5306	28
IGHG2	0.9973	plasma cell	2.6529	28
IGHA1	0.9961	plasma cell	893.5093	28
IGHG1	0.9977	plasma cell	2.5970	28
IGHG3	0.9929	plasma cell	1.3531	28
IGHD	0.9951	B cell	1.7230	28
IGHM	0.9932	plasma cell	27.7892	28
IGHJ6	0.9988	plasma cell	0.0609	28
IGHJ2	0.9995	plasma cell	0.0284	28
IGHJ1	0.9991	plasma cell	0.0268	28
IGHD1-26	0.9933	plasma cell	0.0000	28
IGHD5-24		B cell	0.0000	28
IGHD3-22	0.9987	plasma cell	0.0001	28
IGHD2-21	1.0000	plasma cell	0.0000	28
IGHD6-19		B cell	0.0000	28
IGHD5-18		B cell	0.0000	28
IGHD3-16	1.0000	enterocyte of epithelium of large intestine	0.0000	28
IGHD2-15		B cell	0.0000	28
IGHD6-13	1.0000	enterocyte of epithelium of large intestine	0.0000	28
IGHD5-12	1.0000	enterocyte of epithelium of large intestine	0.0000	28
IGHD3-10		B cell	0.0000	28
IGHD3-9	1.0000	plasma cell	0.0000	28
IGHD2-8	1.0000	plasma cell	0.0000	28
IGHD5-5		B cell	0.0000	28
IGHD3-3	1.0000	plasma cell	0.0001	28
IGHD2-2	1.0000	plasma cell	0.0000	28
IGHV6-1	0.9984	plasma cell	0.1332	28
IGHV1-2	0.9933	plasma cell	0.6238	28
IGHV1-3	0.9902	plasma cell	0.4300	28
IGHV2-5	0.9947	plasma cell	0.4619	28
IGHV3-7	0.9986	plasma cell	2.7873	28
IGHV3-11	0.9953	plasma cell	0.3532	28
IGHV3-13	0.9822	plasma cell	0.0440	28
IGHV3-15	0.9991	plasma cell	1.8408	28
IGHV3-16	0.9849	plasma cell	0.0029	28
IGHV1-18	0.9980	plasma cell	0.8765	28
IGHV3-20	0.9947	plasma cell	0.1623	28
IGHV3-21	0.9985	plasma cell	1.0331	28
IGHV3-23	0.9975	plasma cell	2.4001	28
IGHV1-24	0.9981	plasma cell	0.1706	28
IGHV2-26	0.9876	plasma cell	0.1835	28
IGHV4-28	0.9937	plasma cell	0.0716	28
IGHV3-33	0.9966	plasma cell	0.7230	28
IGHV4-34	0.9973	plasma cell	0.5942	28
IGHV3-35	0.9669	plasma cell	0.0116	28
IGHV3-38	0.9953	plasma cell	0.0129	28
IGHV4-39	0.9962	plasma cell	1.1090	28
IGHV1-45	0.9699	plasma cell	0.0068	28
IGHV1-46	0.9977	plasma cell	0.5478	28
IGHV3-48	0.9971	plasma cell	0.5221	28
IGHV3-49	0.9978	plasma cell	0.2356	28
IGHV5-51	0.9921	plasma cell	0.5010	28
IGHV3-53	0.9968	plasma cell	0.5963	28
IGHV1-58	0.9953	plasma cell	0.0139	28
IGHV4-61	0.9734	natural killer cell	0.1821	28
IGHV3-66	0.9968	plasma cell	0.1554	28
IGHV1-69	0.9973	plasma cell	0.0908	28
IGHV2-70D	0.9885	plasma cell	0.0563	28
IGHV3-73	0.9953	plasma cell	0.1038	28
IGHV5-78	0.9786	paneth cell of colon	0.0045	28
IGHV7-81	0.9991	plasma cell	0.0029	28
MIR676	1.0000	enterocyte of epithelium of large intestine	0.0000	28
MIR708	0.9957	colon endothelial cell	0.0006	28
MIR509-2		B cell	0.0000	28
MIR509-3	1.0000	enterocyte of epithelium of large intestine	0.0001	28
MIR548U	1.0000	enterocyte of epithelium of large intestine	0.0002	28
MIR550A3	1.0000	BEST4+ enterocyte	0.0012	28
MIR374B		B cell	0.0000	28
MIR548BA		B cell	0.0000	28
MIR543		B cell	0.0000	28
MIR320C2		B cell	0.0000	28
MIR764		B cell	0.0000	28
MIR301B		B cell	0.0000	28
TSSK1B	0.9941	fibroblast	0.0006	28
PRR22	0.8985	transit amplifying cell of colon	0.0551	28
TAS2R19	0.8686	myeloid leukocyte	0.0095	28
TAS2R15P	0.9066	naive thymus-derived CD4-positive, alpha-beta T cell	0.0076	28
TAS2R50	0.9429	B cell	0.0011	28
TAS2R14	0.6999	myofibroblast cell	0.0186	28
TAS2R13	0.9354	type L enteroendocrine cell	0.0099	28
RNU6-1168P	1.0000	enterocyte of epithelium of large intestine	0.0000	28
ENSG00000212134	1.0000	enterocyte of epithelium of large intestine	0.0000	28
SNORD67	0.9756	CD4-positive, alpha-beta T cell	0.0006	28
RNU6-696P	1.0000	enterocyte of epithelium of large intestine	0.0001	28
RNA5SP372	0.9975	B cell	0.0005	28
RNU6-1320P		B cell	0.0000	28
RNU6-910P		B cell	0.0000	28
RNU6-1106P		B cell	0.0000	28
ENSG00000212149	1.0000	enterocyte of epithelium of large intestine	0.0004	28
RNU1-82P	0.9804	naive thymus-derived CD4-positive, alpha-beta T cell	0.0046	28
RNA5SP377		B cell	0.0000	28
RNU6-576P	1.0000	enterocyte of epithelium of large intestine	0.0002	28
RNU6-1319P	1.0000	CD8-positive, alpha-beta T cell	0.0002	28
SNORD66	1.0000	enterocyte of epithelium of large intestine	0.0000	28
RNU6-205P		B cell	0.0000	28
ENSG00000212161	1.0000	enterocyte of epithelium of large intestine	0.0001	28
SNORD91A	0.9970	enterochromaffin-like cell	0.2260	28
RNU6-763P		B cell	0.0000	28
ENSG00000212168		B cell	0.0000	28
RNU1-77P	0.9500	paneth cell of colon	0.0005	28
RNA5SP86		B cell	0.0000	28
RNU1-149P		B cell	0.0000	28
ENSG00000212175	0.9872	natural killer cell	0.1210	28
RNA5SP207	0.9964	monocyte	0.1318	28
ENSG00000212181	0.9518	enteroglial cell	0.0014	28
RNU6-440P	1.0000	CD4-positive, alpha-beta T cell	0.0004	28
RNU6-258P	1.0000	enterocyte of epithelium of large intestine	0.0000	28
ENSG00000212187	0.9867	enterocyte of epithelium of large intestine	0.0000	28
RNU6-328P	1.0000	paneth cell of colon	0.0000	28
RNU6-298P	1.0000	fibroblast	0.0011	28
ENSG00000212191		B cell	0.0000	28
RNU6-127P		B cell	0.0000	28
RNA5SP91	0.9984	myofibroblast cell	0.0343	28
ENSG00000212206	1.0000	colon endothelial cell	0.0086	28
RNU6-1321P	0.9175	regulatory T cell	0.0023	28
SNORA48B		B cell	0.0000	28
RNU6-913P		B cell	0.0000	28
RNU6-816P		B cell	0.0000	28
RNU6-604P		B cell	0.0000	28
RNU6-220P	1.0000	enterocyte of epithelium of large intestine	0.0000	28
ENSG00000212224	1.0000	enterocyte of epithelium of large intestine	0.0000	28
RNU6-907P	1.0000	tuft cell of colon	0.0686	28
ENSG00000212228	1.0000	enterocyte of epithelium of large intestine	0.0002	28
ENSG00000212229		B cell	0.0000	28
RNU6-747P		B cell	0.0000	28
SNORD17	0.9335	regulatory T cell	0.0084	28
RNA5SP18	1.0000	enterocyte of epithelium of large intestine	0.0000	28
RNA5SP244		B cell	0.0000	28
RNU6-930P	1.0000	gamma-delta T cell	0.0008	28
RNA5SP219	1.0000	enterocyte of epithelium of large intestine	0.0001	28
RNU6-360P	0.9999	gamma-delta T cell	0.0019	28
RNU6-278P	1.0000	enterocyte of epithelium of large intestine	0.0000	28
RNU6-750P	0.9783	enterocyte of epithelium of large intestine	0.0008	28
RNA5SP376		B cell	0.0000	28
RNU6-1176P	0.9681	colon endothelial cell	0.0020	28
RNA5SP176	1.0000	enterocyte of epithelium of large intestine	0.0000	28
RNU6-308P	0.9998	myofibroblast cell	0.0043	28
RNU6-724P	0.9635	paneth cell of colon	0.0010	28
SNORD65C	1.0000	enterocyte of epithelium of large intestine	0.0001	28
RNA5SP185	0.9996	fibroblast	0.0003	28
ENSG00000212266	1.0000	enterocyte of epithelium of large intestine	0.0000	28
RNU6-788P	1.0000	enterocyte of epithelium of large intestine	0.0001	28
ENSG00000212270		B cell	0.0000	28
ENSG00000212273	1.0000	enterocyte of epithelium of large intestine	0.0000	28
RNA5SP292	1.0000	enterocyte of epithelium of large intestine	0.0000	28
ENSG00000212279	0.9978	intestinal crypt stem cell of colon	0.0001	28
RNA5SP256	1.0000	paneth cell of colon	0.0005	28
RNU6-578P	1.0000	enterocyte of epithelium of large intestine	0.0001	28
SNORD89	0.7983	regulatory T cell	0.0143	28
RNA5SP339	0.9794	enteroglial cell	0.0002	28
RNU6-239P	0.9621	mast cell	0.0039	28
ENSG00000212293		B cell	0.0000	28
SNORD28B		B cell	0.0000	28
SNORD72	0.9703	myofibroblast cell	0.0029	28
RNU6-821P	0.9963	plasma cell	0.0001	28
RNU6-1009P	1.0000	enterocyte of epithelium of large intestine	0.0005	28
ENSG00000212302		B cell	0.0000	28
RNU6-1154P	0.9866	regulatory T cell	0.0035	28
SNORD12		B cell	0.0000	28
RNU6-679P	1.0000	enterocyte of epithelium of large intestine	0.0001	28
RNA5SP23		B cell	0.0000	28
SNORD70B	0.9486	colon endothelial cell	0.0058	28
RNA5SP109		B cell	0.0000	28
RNU6-1307P	0.9995	tuft cell of colon	0.0002	28
RNU6-1228P	0.9273	colon endothelial cell	0.0032	28
RNU6-129P	1.0000	enterocyte of epithelium of large intestine	0.0000	28
RNU6-882P	1.0000	enterocyte of epithelium of large intestine	0.0001	28
RNU6-316P	1.0000	enterocyte of epithelium of large intestine	0.0000	28
RNU6-244P		B cell	0.0000	28
RNA5SP297	0.9447	enterocyte of epithelium of large intestine	0.0007	28
RNU6-780P	0.9065	paneth cell of colon	0.0036	28
RNA5SP213	1.0000	enterocyte of epithelium of large intestine	0.0000	28
RNA5SP210	1.0000	fibroblast	0.0007	28
ENSG00000212338	0.8713	colon endothelial cell	0.0044	28
RNU6-739P	0.9998	fibroblast	0.0006	28
ENSG00000212342		B cell	0.0000	28
RNU6-823P	0.9988	enterocyte of epithelium of large intestine	0.0001	28
RNU6-700P	0.9916	mature NK T cell	0.0276	28
ENSG00000212347		B cell	0.0000	28
RNU6-1300P	0.9749	colon macrophage	0.0092	28
RNU6-1242P	0.9999	enterocyte of epithelium of large intestine	0.0002	28
RNU6-837P	1.0000	enterocyte of epithelium of large intestine	0.0000	28
RNU6-550P		B cell	0.0000	28
RNU6-1177P	1.0000	large intestine goblet cell	0.0003	28
ENSG00000212363		B cell	0.0000	28
RNA5SP332	1.0000	enterocyte of epithelium of large intestine	0.0000	28
RNU6-1246P	1.0000	enterocyte of epithelium of large intestine	0.0000	28
RNU6-1000P	1.0000	enterocyte of epithelium of large intestine	0.0006	28
RNU6-482P	0.9874	naive thymus-derived CD4-positive, alpha-beta T cell	0.0055	28
ENSG00000212371	0.8616	regulatory T cell	0.0048	28
RNA5SP171	1.0000	enterocyte of epithelium of large intestine	0.0000	28
RNU6-401P	1.0000	fibroblast	0.0017	28
ENSG00000212377	1.0000	BEST4+ enterocyte	0.0025	28
ENSG00000212378	1.0000	enterocyte of epithelium of large intestine	0.0000	28
RNU6-269P		B cell	0.0000	28
SNORD115-45		B cell	0.0000	28
RNU6-159P	0.9794	enterocyte of epithelium of large intestine	0.0000	28
ENSG00000212383	1.0000	enterocyte of epithelium of large intestine	0.0000	28
SNORD113-2	0.9923	colon endothelial cell	0.0045	28
RNU6-817P		B cell	0.0000	28
RNU6-1055P	1.0000	enterocyte of epithelium of large intestine	0.0001	28
RNU6-796P	1.0000	enteroglial cell	0.0014	28
RNU6-1275P	1.0000	enterocyte of epithelium of large intestine	0.0000	28
ENSG00000212391	0.9343	tuft cell of colon	0.0191	28
ENSG00000212395	1.0000	enterocyte of epithelium of large intestine	0.0000	28
RNA5SP323	1.0000	plasma cell	0.0000	28
ENSG00000212397		B cell	0.0000	28
RNU6-1248P		B cell	0.0000	28
SNORA74B	0.8964	myeloid leukocyte	0.0033	28
RNU6-663P		B cell	0.0000	28
RNY4P18	1.0000	enterocyte of epithelium of large intestine	0.0000	28
RNU6-932P		B cell	0.0000	28
SNORD115		B cell	0.0000	28
RNU11-3P	1.0000	enterocyte of epithelium of large intestine	0.0000	28
SNORD77B	1.0000	enterocyte of epithelium of large intestine	0.0000	28
ENSG00000212415	1.0000	myeloid leukocyte	0.0034	28
RNY4P36	0.9996	CD8-positive, alpha-beta T cell	0.0002	28
RNU6-1111P	0.9863	plasma cell	0.0008	28
ENSG00000212421	1.0000	enterocyte of epithelium of large intestine	0.0000	28
RNU1-119P	1.0000	enterocyte of epithelium of large intestine	0.0003	28
RNA5SP105	1.0000	tuft cell of colon	0.0047	28
RNU11-6P	1.0000	intestinal crypt stem cell of colon	0.0002	28
RNA5SP252	0.9638	enterocyte of epithelium of large intestine	0.0006	28
RNU6-1269P		B cell	0.0000	28
RNU6-243P	1.0000	enterocyte of epithelium of large intestine	0.0000	28
SNORA53	0.9143	tuft cell of colon	0.0212	28
ENSG00000212445	0.9632	gamma-delta T cell	0.0006	28
RNU6-131P	0.9608	paneth cell of colon	0.0032	28
SNORD90	0.9247	B cell	0.0013	28
RNU6-241P	1.0000	myofibroblast cell	0.0000	28
RNU11-4P	0.9982	naive thymus-derived CD4-positive, alpha-beta T cell	0.0214	28
SNORD69	0.9957	paneth cell of colon	0.0067	28
RNA5SP286		B cell	0.0000	28
ENSG00000212455		B cell	0.0000	28
RNU6-644P	0.9710	B cell	0.0012	28
ENSG00000212458	0.9719	transit amplifying cell of colon	0.0016	28
RNU6-695P	1.0000	enterocyte of epithelium of large intestine	0.0001	28
RNU6-460P	1.0000	enterocyte of epithelium of large intestine	0.0025	28
ENSG00000212461	0.9542	myofibroblast cell	0.0074	28
SNORA12	0.9738	tuft cell of colon	0.1795	28
RNU6-952P	0.9999	plasma cell	0.0005	28
RNU6-754P	0.9634	BEST4+ enterocyte	0.0010	28
RNU6-1158P	0.9518	myofibroblast cell	0.0195	28
RNU1-101P	0.9993	enteroglial cell	0.0037	28
RNU6-400P	0.9726	enteroglial cell	0.0000	28
RNU6-530P	1.0000	enterocyte of epithelium of large intestine	0.0000	28
RNU6-1197P		B cell	0.0000	28
RNU6-1109P	1.0000	enterocyte of epithelium of large intestine	0.0006	28
ENSG00000212490	1.0000	enterocyte of epithelium of large intestine	0.0001	28
SNORD19	0.9533	paneth cell of colon	0.0007	28
RNU6-332P		B cell	0.0000	28
RNU6-1093P	0.9765	transit amplifying cell of colon	0.0054	28
RNA5SP465	0.9839	CD4-positive, alpha-beta T cell	0.0010	28
SNORD86		B cell	0.0000	28
RNA5SP300	1.0000	enterocyte of epithelium of large intestine	0.0000	28
RNA5SP299		B cell	0.0000	28
RNU6-972P		B cell	0.0000	28
RNU6-1268P		B cell	0.0000	28
ENSG00000212517	1.0000	enterocyte of epithelium of large intestine	0.0014	28
RNU11-5P		B cell	0.0000	28
RNU6-1250P	1.0000	enterocyte of epithelium of large intestine	0.0000	28
RNU6-918P	0.9771	mast cell	0.0037	28
RNA5SP212	0.8635	paneth cell of colon	0.0013	28
RNU6-466P	1.0000	myeloid leukocyte	0.0011	28
RNA5SP63	1.0000	enterocyte of epithelium of large intestine	0.0000	28
SNORD115-47	1.0000	tuft cell of colon	0.0003	28
ENSG00000212529	0.8874	enteroglial cell	0.0013	28
ENSG00000212532	1.0000	large intestine goblet cell	0.0012	28
SNORD70	0.9486	paneth cell of colon	0.0010	28
RNU6-808P	0.9604	fibroblast	0.0002	28
RNA5SP474	0.9994	colon endothelial cell	0.0025	28
RNU6-510P	0.9948	fibroblast	0.0025	28
RNA5SP496	1.0000	enterocyte of epithelium of large intestine	0.0000	28
RNU6-337P		B cell	0.0000	28
RNU6-995P	1.0000	enterocyte of epithelium of large intestine	0.0000	28
RNA5SP354	1.0000	CD4-positive, alpha-beta T cell	0.0000	28
RNU1-78P	0.9996	mast cell	0.0057	28
RNU6-192P	1.0000	enterocyte of epithelium of large intestine	0.0000	28
ENSG00000212558	1.0000	enterocyte of epithelium of large intestine	0.0003	28
RNA5SP35	1.0000	enterocyte of epithelium of large intestine	0.0000	28
RNU6-630P	1.0000	enterocyte of epithelium of large intestine	0.0000	28
RNU6-381P		B cell	0.0000	28
RNU6-1326P		B cell	0.0000	28
ENSG00000212565		B cell	0.0000	28
ENSG00000212567	0.9459	monocyte	0.0524	28
RNU6-1254P	0.9247	large intestine goblet cell	0.0017	28
RNA5SP482	1.0000	paneth cell of colon	0.0009	28
RNU6-903P		B cell	0.0000	28
RNA5SP467	0.9999	BEST4+ enterocyte	0.0023	28
ENSG00000212579		B cell	0.0000	28
RNU6-587P	1.0000	plasma cell	0.0010	28
ENSG00000212586		B cell	0.0000	28
SNORA40C		B cell	0.0000	28
SNORA26		B cell	0.0000	28
ENSG00000212589	0.9762	plasma cell	0.0000	28
ENSG00000212590		B cell	0.0000	28
RNA5SP525	1.0000	enterocyte of epithelium of large intestine	0.0000	28
RNU6-876P	1.0000	large intestine goblet cell	0.0007	28
RNU6-279P		B cell	0.0000	28
RNA5SP53	0.9664	enterocyte of epithelium of large intestine	0.0004	28
ENSG00000212604	1.0000	enterocyte of epithelium of large intestine	0.0000	28
RNU1-56P	0.9150	tuft cell of colon	0.0017	28
SNORA3B	0.7463	colon macrophage	0.0049	28
ENSG00000212608	0.9993	BEST4+ enterocyte	0.0014	28
RNU1-139P	1.0000	enterocyte of epithelium of large intestine	0.0000	28
SNORD30	0.9977	large intestine goblet cell	0.0005	28
RNU6-1239P		B cell	0.0000	28
SNORD58	0.9958	colon macrophage	0.0127	28
ENSG00000212618	1.0000	enterocyte of epithelium of large intestine	0.0000	28
RNU6-493P	1.0000	enterocyte of epithelium of large intestine	0.0001	28
ENSG00000212624	0.9972	natural killer cell	0.2445	28
RNA5SP397	1.0000	enterocyte of epithelium of large intestine	0.0000	28
ENSG00000212626	1.0000	enterocyte of epithelium of large intestine	0.0000	28
RNA5SP241		B cell	0.0000	28
ZRSR2P1		B cell	0.0000	28
KRTAP16-1	0.9420	CD8-positive, alpha-beta T cell	0.0011	28
KRTAP29-1	0.9944	colon endothelial cell	0.0001	28
KRTAP9-6		B cell	0.0000	28
ENSG00000212663	0.8683	regulatory T cell	0.0057	28
RPL17P39	0.9108	myeloid dendritic cell	0.0817	28
LINC01089	0.8385	tuft cell of colon	0.3770	28
ENSG00000212695	0.9810	enterocyte of epithelium of large intestine	0.0120	28
CTAGE1	0.9661	paneth cell of colon	0.0001	28
ENSG00000212712	1.0000	enterocyte of epithelium of large intestine	0.0007	28
DEFB117	1.0000	CD8-positive, alpha-beta T cell	0.0000	28
LINC02693	0.7753	enteroglial cell	0.1681	28
KRTAP4-11	1.0000	enterocyte of epithelium of large intestine	0.0000	28
KRTAP4-9	0.9801	intestinal crypt stem cell of colon	0.0000	28
KRTAP2-3	1.0000	plasma cell	0.0000	28
KRTAP2-1	0.9990	enterocyte of epithelium of large intestine	0.0001	28
LINC02656	0.9415	myeloid dendritic cell	0.0658	28
RTL8B	0.9608	myofibroblast cell	0.3284	28
EWSAT1	0.9911	tuft cell of colon	0.0966	28
HMGN2P8	0.9780	B cell	0.0010	28
ST13P5	0.9436	paneth cell of colon	0.0023	28
RPL15P3	0.9459	paneth cell of colon	0.1457	28
OR2A42	0.9331	enteroglial cell	0.0047	28
RPS26P3	0.6109	transit amplifying cell of colon	0.1178	28
TTTY2		B cell	0.0000	28
TTTY2B	0.9996	large intestine goblet cell	0.0068	28
RNF208	0.7805	myeloid dendritic cell	0.0608	28
KRTAP3-3	1.0000	enterocyte of epithelium of large intestine	0.0000	28
KRTAP3-2	0.9980	myofibroblast cell	0.0002	28
KRTAP3-1	0.9827	gamma-delta T cell	0.0010	28
MT-ND4L	0.7299	enterocyte of epithelium of large intestine	19.9770	28
MAP10	0.8626	innate lymphoid cell	0.0677	28
ENSG00000212930	0.9986	large intestine goblet cell	0.0028	28
RPL23AP4	0.9953	myofibroblast cell	0.0003	28
KRTAP12-4		B cell	0.0000	28
KRTAP10-3	1.0000	enterocyte of epithelium of large intestine	0.0000	28
KRTAP6-3		B cell	0.0000	28
ENSG00000212939	0.8817	naive thymus-derived CD4-positive, alpha-beta T cell	0.0088	28
ENSG00000212952	0.9817	large intestine goblet cell	0.0048	28
HNRNPA1P40	0.8668	regulatory T cell	0.0419	28
ENSG00000212989	0.9943	paneth cell of colon	0.0000	28
POU5F1B	0.9692	tuft cell of colon	0.0524	28
RPS26P6	0.8842	enterocyte of epithelium of large intestine	0.0011	28
BTF3P12	0.9152	CD8-positive, alpha-beta T cell	0.0018	28
PTTG3P	0.9564	enterocyte of epithelium of large intestine	0.0055	28
RPS15AP36	0.9687	B cell	0.0017	28
VN2R17P	0.9982	enterocyte of epithelium of large intestine	0.0000	28
ZNF580	0.4990	myofibroblast cell	0.3203	28
ENSG00000213016	0.9990	large intestine goblet cell	0.0013	28
PABPN1P1	0.7578	CD8-positive, alpha-beta T cell	0.0061	28
ZNF611	0.7802	innate lymphoid cell	1.4647	28
KLK9		B cell	0.0000	28
SYT3	0.9689	myeloid dendritic cell	0.0129	28
NUP62	0.5471	tuft cell of colon	0.3991	28
COX20P1	0.9212	paneth cell of colon	0.0485	28
CFL1P4	0.8950	paneth cell of colon	0.0006	28
KIAA1191P3	0.9766	paneth cell of colon	0.0000	28
CGB8	1.0000	enterocyte of epithelium of large intestine	0.0000	28
NDUFA3P3		B cell	0.0000	28
AURKAP1	0.9706	innate lymphoid cell	0.2605	28
RPL23AP80	0.9988	CD8-positive, alpha-beta T cell	0.0003	28
ENSG00000213036	0.9709	colon endothelial cell	0.0042	28
RPL17P8	0.9866	naive thymus-derived CD4-positive, alpha-beta T cell	0.0141	28
