gene	tau	top_cell_state	top_expr	n_states
NOTCH2P1	1.0000	CD8-positive, alpha-beta T cell	0.0000	28
ZNF25-DT	0.9210	monocyte	0.0093	28
RPL7AP51	1.0000	enterocyte of epithelium of large intestine	0.0000	28
CDY5P		B cell	0.0000	28
CYP2D8P	0.8673	tuft cell of colon	0.0225	28
LINC02542	0.9244	enterochromaffin-like cell	0.7462	28
ENSG00000226454	0.9992	type L enteroendocrine cell	0.0525	28
ENSG00000226455	0.9655	CD4-positive, alpha-beta T cell	0.0024	28
RPL22P3	0.8959	regulatory T cell	0.0055	28
OR10G5P		B cell	0.0000	28
ENSG00000226465	0.8025	enteroglial cell	0.1155	28
RPA2P2	0.9642	enterocyte of epithelium of large intestine	0.0001	28
ENSG00000226468	0.9984	transit amplifying cell of colon	0.0061	28
ADAM1B	0.9714	paneth cell of colon	0.0105	28
RPS29P33	1.0000	plasma cell	0.0000	28
ENSG00000226471	0.6134	large intestine goblet cell	0.6938	28
ENSG00000226472	0.9170	enteroglial cell	0.0402	28
PPIAP62	1.0000	intestinal crypt stem cell of colon	0.0007	28
ENSG00000226474		B cell	0.0000	28
LINC01748	0.9768	tuft cell of colon	1.4227	28
ENSG00000226477	0.9661	enterocyte of epithelium of large intestine	0.0000	28
UPF3AP1	0.9634	type L enteroendocrine cell	0.0400	28
TMEM185B	0.7642	colon endothelial cell	0.2959	28
OR7H1P	1.0000	enterocyte of epithelium of large intestine	0.0000	28
ACTR3BP2	1.0000	enterocyte of epithelium of large intestine	0.0001	28
ADIPOQ-AS1	0.9795	myeloid leukocyte	0.0032	28
RPL7L1P21	1.0000	enterocyte of epithelium of large intestine	0.0000	28
ENSG00000226484	0.8876	colon endothelial cell	0.0046	28
RBM22P3	0.9997	tuft cell of colon	0.0004	28
LINC01035	0.9207	BEST4+ enterocyte	0.0049	28
ENSG00000226487	0.9996	fibroblast	0.0009	28
LINC01824	0.9991	BEST4+ enterocyte	0.0032	28
RPL36AP17	0.9992	colon endothelial cell	0.0000	28
C8orf90	0.9991	CD8-positive, alpha-beta T cell	0.0003	28
FTOP1	0.8848	B cell	0.0161	28
RPL26P27	0.9351	naive thymus-derived CD4-positive, alpha-beta T cell	0.0204	28
LINC00323	0.9615	mast cell	0.0047	28
LINC02549	0.9727	BEST4+ enterocyte	0.0061	28
RPSAP21	0.8298	myeloid leukocyte	0.0254	28
ENSG00000226499	0.7799	mast cell	0.0065	28
ENSG00000226500	0.9984	myeloid leukocyte	0.0093	28
USF1P1	0.8853	mature NK T cell	0.0091	28
KRT8P27	1.0000	enterocyte of epithelium of large intestine	0.0000	28
TMEM167AP1	1.0000	enterocyte of epithelium of large intestine	0.0000	28
ENSG00000226506	0.9914	large intestine goblet cell	0.0029	28
IPMKP1	0.9997	BEST4+ enterocyte	0.0009	28
LINC01918	0.9913	large intestine goblet cell	0.0033	28
ENSG00000226509	0.8630	B cell	0.0018	28
UPK1A-AS1	0.8601	myeloid leukocyte	0.0063	28
ENSG00000226515	1.0000	enterocyte of epithelium of large intestine	0.0000	28
FAM138B		B cell	0.0000	28
LINC00390	0.9232	enterochromaffin-like cell	0.2156	28
KIRREL1-IT1	0.9631	colon endothelial cell	0.0038	28
ENSG00000226521	0.9672	large intestine goblet cell	0.0060	28
HDAC9-AS1	0.9788	colon macrophage	0.0045	28
ENSG00000226523	0.9777	naive thymus-derived CD4-positive, alpha-beta T cell	0.0081	28
RPS7P10	0.8133	paneth cell of colon	0.0106	28
ENSG00000226526	0.9080	innate lymphoid cell	0.2679	28
ENSG00000226527	0.9567	myeloid leukocyte	0.0025	28
MTND1P1		B cell	0.0000	28
ENSG00000226530	0.8420	myofibroblast cell	0.0135	28
ENSG00000226532	0.8855	colon macrophage	0.0006	28
BTBD9-AS1	0.8814	tuft cell of colon	0.0059	28
SUSD2P1	1.0000	enterocyte of epithelium of large intestine	0.0000	28
ENSG00000226535	0.9946	enteroglial cell	0.0027	28
SETP15	0.9805	colon macrophage	0.0038	28
OR7E33P	0.9910	plasma cell	0.0001	28
MLXP1	0.9636	enterocyte of epithelium of large intestine	0.0004	28
GAPDHP73	0.9926	transit amplifying cell of colon	0.0056	28
RPL36P10	0.9982	fibroblast	0.0058	28
ENSG00000226542	1.0000	enterocyte of epithelium of large intestine	0.0000	28
MYL6P1	0.9959	intestinal crypt stem cell of colon	0.0004	28
RPL7P22	0.9627	myofibroblast cell	0.0006	28
ENSG00000226545	0.9034	plasma cell	0.0015	28
SSU72P1		B cell	0.0000	28
ENSG00000226548	0.9893	colon macrophage	0.0011	28
SCDP1	0.9953	tuft cell of colon	0.0002	28
ENSG00000226552	0.9944	BEST4+ enterocyte	0.0017	28
IMPDH1P7	0.9999	colon endothelial cell	0.0014	28
MTCL1P1	0.9897	BEST4+ enterocyte	0.0015	28
AGKP1		B cell	0.0000	28
NPM1P49	0.9514	mature NK T cell	0.0235	28
TRAF6P1	0.9652	myofibroblast cell	0.0007	28
ENSG00000226558	0.9971	naive thymus-derived CD4-positive, alpha-beta T cell	0.0108	28
CYP4F26P	0.9908	enterocyte of epithelium of large intestine	0.0026	28
FTH1P20	0.9357	paneth cell of colon	0.1875	28
ENSG00000226565	1.0000	enterocyte of epithelium of large intestine	0.0000	28
ENSG00000226566	0.9174	BEST4+ enterocyte	0.0014	28
LINC00606	1.0000	enterocyte of epithelium of large intestine	0.0002	28
ENSG00000226570	1.0000	enterocyte of epithelium of large intestine	0.0007	28
ENSG00000226571	0.9430	B cell	2.2851	28
SNORD57		B cell	0.0000	28
RPL36P17	0.9984	tuft cell of colon	0.0055	28
ENSG00000226576	0.8862	myeloid leukocyte	0.0123	28
MICC	0.9677	enterocyte of epithelium of large intestine	0.0000	28
ENSG00000226578	0.7877	myeloid leukocyte	0.0072	28
MTCYBP31	1.0000	enterocyte of epithelium of large intestine	0.0001	28
RPL39P40	0.9571	enterochromaffin-like cell	0.0329	28
LINC02848	0.9046	enterochromaffin-like cell	0.1151	28
UBE2V1P5	0.9560	BEST4+ enterocyte	0.0013	28
ENSG00000226587		B cell	0.0000	28
UBE2V1P10		B cell	0.0000	28
ENSG00000226592	1.0000	enterocyte of epithelium of large intestine	0.0000	28
ENSG00000226594	0.9169	enterocyte of epithelium of large intestine	0.0028	28
ENSG00000226595	0.9770	CD8-positive, alpha-beta T cell	0.0000	28
IFNWP9	1.0000	tuft cell of colon	0.0001	28
ENSG00000226599	0.9743	B cell	0.0508	28
CT47A9		B cell	0.0000	28
ENSG00000226601	0.9617	colon macrophage	0.0063	28
PAPPA-AS2	0.9985	enteroglial cell	0.0038	28
ENSG00000226605	0.9109	enteroglial cell	0.1022	28
FTLP3	0.8242	colon macrophage	0.0989	28
SNX30-DT	0.8529	tuft cell of colon	0.0114	28
OFD1P2Y		B cell	0.0000	28
OR52M2P	0.9741	CD8-positive, alpha-beta T cell	0.0000	28
RPL21P110	0.9779	enteroglial cell	0.0071	28
ENSG00000226619		B cell	0.0000	28
LINC00343	0.8823	tuft cell of colon	0.0152	28
RPL13AP27	0.9350	myeloid leukocyte	0.0018	28
ENSG00000226622	0.9932	enteroglial cell	0.3992	28
RPL13AP16	0.9104	regulatory T cell	0.0292	28
RBM17P1	1.0000	enterocyte of epithelium of large intestine	0.0000	28
NOP56P2	0.9967	intestinal crypt stem cell of colon	0.0017	28
SHANK2-AS1	0.9067	type L enteroendocrine cell	0.0281	28
LINC00974	0.9917	enterochromaffin-like cell	0.0450	28
SLC9A3P3	1.0000	enterocyte of epithelium of large intestine	0.0064	28
UBE2V1P1	0.8964	monocyte	0.0285	28
PPIAP28	0.9907	enterocyte of epithelium of large intestine	0.0007	28
ENSG00000226636	0.9371	enteroglial cell	0.0040	28
ENSG00000226640	0.9519	regulatory T cell	0.0021	28
SHISA5P1		B cell	0.0000	28
ACTG1P12	0.9983	enterocyte of epithelium of large intestine	0.0000	28
ENSG00000226643	0.9899	BEST4+ enterocyte	0.0005	28
LINC03086	0.9581	transit amplifying cell of colon	0.0114	28
BUD13-DT	0.7922	mast cell	0.0061	28
RPL7P37	0.9846	intestinal crypt stem cell of colon	0.0001	28
ENSG00000226647	0.9084	innate lymphoid cell	0.9355	28
PLCG1-AS1	0.6712	colon endothelial cell	0.2356	28
ENSG00000226649	1.0000	enterocyte of epithelium of large intestine	0.0003	28
KIF4B	0.9678	BEST4+ enterocyte	0.0083	28
PSMD10P2	0.9582	paneth cell of colon	0.0095	28
OR13Z1P	1.0000	enterocyte of epithelium of large intestine	0.0002	28
ENSG00000226655	1.0000	enterocyte of epithelium of large intestine	0.0000	28
RPL23AP30	0.9631	myeloid dendritic cell	0.0100	28
TSPAN14-AS1	0.9466	mature NK T cell	0.0459	28
TRBV2	0.9758	CD8-positive, alpha-beta T cell	0.0095	28
ENSG00000226661	0.8584	mast cell	0.0090	28
CHMP1AP1	0.9982	enterocyte of epithelium of large intestine	0.0000	28
MTND4P10	0.9985	large intestine goblet cell	0.0014	28
ENSG00000226664	0.8971	regulatory T cell	0.0051	28
SSR1P2	0.9998	colon macrophage	0.0002	28
HSPA9P1	0.9191	B cell	0.0011	28
SPATA31B2P	0.9802	BEST4+ enterocyte	0.0016	28
ENSG00000226669	0.9299	regulatory T cell	0.0048	28
BCAS2P3	1.0000	BEST4+ enterocyte	0.0019	28
ENSG00000226671	1.0000	enterocyte of epithelium of large intestine	0.0014	28
LINC01108	0.9763	B cell	0.0033	28
TEX41	0.8059	monocyte	0.1926	28
LINC02679	0.9850	enteroglial cell	0.0127	28
IGBP1P1	0.9873	CD4-positive, alpha-beta T cell	0.0008	28
ENSG00000226679	0.9999	colon endothelial cell	0.0046	28
ENSG00000226680	0.9233	large intestine goblet cell	0.0027	28
ENSG00000226681	0.9967	regulatory T cell	0.0049	28
PWWP2AP1	0.9706	tuft cell of colon	0.0190	28
CT47A12	1.0000	colon macrophage	0.0016	28
LINC01535	0.9247	colon endothelial cell	0.0229	28
ENTPD1-AS1	0.8305	gamma-delta T cell	4.0209	28
C7orf78	0.9116	large intestine goblet cell	0.0589	28
NXNP1	1.0000	enterocyte of epithelium of large intestine	0.0000	28
ENSG00000226694		B cell	0.0000	28
ANKRD20A10P	1.0000	enterocyte of epithelium of large intestine	0.0000	28
LENG8-AS1	0.7969	mature NK T cell	0.4185	28
ENSG00000226698	0.9838	regulatory T cell	0.0036	28
ENSG00000226699	0.7960	myeloid dendritic cell	0.0271	28
MTND4P25	1.0000	enterocyte of epithelium of large intestine	0.0001	28
RPL15P14	0.8030	myofibroblast cell	0.0037	28
MIR217HG	0.9543	colon macrophage	0.0098	28
NPM1P4	0.9949	enterocyte of epithelium of large intestine	0.0003	28
SDCBPP1	0.9418	naive thymus-derived CD4-positive, alpha-beta T cell	0.0178	28
ENSG00000226706	0.9939	enterocyte of epithelium of large intestine	0.0032	28
ENSG00000226707	1.0000	enterocyte of epithelium of large intestine	0.0002	28
ENSG00000226708	0.9990	tuft cell of colon	0.0000	28
FGF12-AS3	0.9953	colon endothelial cell	0.0038	28
FAM66C	0.9256	innate lymphoid cell	0.2135	28
LINC01709	0.8561	naive thymus-derived CD4-positive, alpha-beta T cell	0.0067	28
ENSG00000226716	1.0000	enterochromaffin-like cell	0.0624	28
PTPRD-DT	0.9976	enterocyte of epithelium of large intestine	0.0004	28
SNRPGP8	0.9997	plasma cell	0.0003	28
EEF1DP2	0.7224	naive thymus-derived CD4-positive, alpha-beta T cell	0.0352	28
LINC00424	0.9630	large intestine goblet cell	0.0019	28
ENSG00000226723	0.9678	large intestine goblet cell	0.0003	28
HRGP2	0.9589	plasma cell	0.0006	28
PABPC1L2B-AS1	1.0000	enterocyte of epithelium of large intestine	0.0000	28
TMEM256P2	0.9607	naive thymus-derived CD4-positive, alpha-beta T cell	0.0040	28
RPL35AP30	1.0000	enterocyte of epithelium of large intestine	0.0002	28
ENSG00000226733	0.8927	BEST4+ enterocyte	0.0031	28
SNRPGP12	0.9998	enteroglial cell	0.0026	28
ENSG00000226739	1.0000	enterocyte of epithelium of large intestine	0.0000	28
LINC02554	0.9468	myeloid leukocyte	0.0050	28
HSBP1L1	0.7774	tuft cell of colon	1.1155	28
ENSG00000226744	0.9484	plasma cell	0.0017	28
OAZ1P1	0.9987	enterocyte of epithelium of large intestine	0.0002	28
SMCR5	0.8896	innate lymphoid cell	0.5018	28
ENSG00000226750	1.0000	enterocyte of epithelium of large intestine	0.0000	28
CUTALP	0.6228	enterochromaffin-like cell	1.1175	28
FOXN3P2	0.9343	paneth cell of colon	0.0000	28
MAGOH-DT	0.8315	naive thymus-derived CD4-positive, alpha-beta T cell	0.0195	28
VPS25P1	1.0000	enterocyte of epithelium of large intestine	0.0000	28
ENSG00000226756	0.8482	natural killer cell	0.1067	28
PP12613	0.9967	enteroglial cell	0.0074	28
DISC1-IT1	0.9344	enteroglial cell	0.0166	28
DAB1-AS1	0.9608	large intestine goblet cell	0.0014	28
TAS2R46	0.9272	myeloid leukocyte	0.0090	28
LINC02668	0.9964	colon endothelial cell	0.0988	28
SRRM5	0.7033	colon endothelial cell	0.0262	28
ENSG00000226764	0.8956	transit amplifying cell of colon	0.0100	28
RPSAP33	0.9978	fibroblast	0.0005	28
FABP7P1	0.9827	naive thymus-derived CD4-positive, alpha-beta T cell	0.0151	28
ENSG00000226767	1.0000	enterocyte of epithelium of large intestine	0.0000	28
GAPDHP54	1.0000	enterocyte of epithelium of large intestine	0.0006	28
LINC03012	0.9432	mast cell	0.0072	28
ENSG00000226771	0.9999	enteroglial cell	0.0168	28
ENSG00000226772	0.8625	mast cell	0.0559	28
ENSG00000226773		B cell	0.0000	28
HIKESHIP1	0.9908	fibroblast	0.0006	28
KRTAP3-4P	1.0000	fibroblast	0.0000	28
FAM30A	0.9572	B cell	0.5475	28
NAALADL2-AS2	0.8232	enterocyte of epithelium of large intestine	0.0185	28
AVPR1B-DT	0.9816	type L enteroendocrine cell	0.1157	28
TBCAP1	0.9574	paneth cell of colon	0.0020	28
ENSG00000226782	0.9488	enteroglial cell	0.1915	28
TLK1P1	0.8684	BEST4+ enterocyte	0.0009	28
PGAM4	0.9080	gamma-delta T cell	0.0026	28
WBP11P2	0.9784	enteroglial cell	0.0026	28
HNRNPA3P1	0.9725	gamma-delta T cell	0.0010	28
LINC02611	0.8964	colon macrophage	0.1179	28
C13orf42	0.9699	natural killer cell	0.1134	28
MTND1P20	0.9635	enterocyte of epithelium of large intestine	0.0000	28
ENSG00000226797	0.9235	tuft cell of colon	0.0405	28
ENSG00000226798	0.9995	B cell	0.0011	28
CACTIN-AS1	0.9109	regulatory T cell	0.0042	28
OSTCP8	0.9323	tuft cell of colon	0.0165	28
RUVBL2P1	1.0000	enterocyte of epithelium of large intestine	0.0000	28
ZNF451-AS1	0.8426	innate lymphoid cell	0.7296	28
ENSG00000226804	1.0000	enterocyte of epithelium of large intestine	0.0006	28
LCT-AS1	0.9133	gamma-delta T cell	0.0008	28
MROH5	0.9692	myofibroblast cell	0.0415	28
LINC00840	0.9893	colon endothelial cell	0.0536	28
ENSG00000226810	0.9860	enterocyte of epithelium of large intestine	0.0001	28
R3HDML-AS1	0.8997	tuft cell of colon	0.4088	28
LINC01941	0.9567	BEST4+ enterocyte	0.0011	28
ENSG00000226814	1.0000	enterocyte of epithelium of large intestine	0.0006	28
ENSG00000226816	0.9682	myeloid dendritic cell	0.0907	28
SLC6A6P1	0.9995	enterocyte of epithelium of large intestine	0.0004	28
MEIS1-AS3	0.9527	fibroblast	0.0174	28
ENSG00000226820	0.9950	BEST4+ enterocyte	0.0019	28
SUGT1P1	0.9677	myofibroblast cell	0.0360	28
ENSG00000226824	0.6410	monocyte	0.2266	28
LINC01509	0.9123	large intestine goblet cell	0.0853	28
NPM1P11	0.9998	fibroblast	0.0186	28
LINC02774	0.8059	enterochromaffin-like cell	0.0467	28
ENSG00000226829	0.8293	regulatory T cell	0.0124	28
MED15P3	1.0000	enterocyte of epithelium of large intestine	0.0000	28
PPP1CB-DT	0.9299	myofibroblast cell	0.9943	28
ARHGAP29-AS1	0.7953	enterocyte of epithelium of large intestine	0.0697	28
RPL32P19		B cell	0.0000	28
HMGB1P32	0.9704	large intestine goblet cell	0.0013	28
ENSG00000226838	1.0000	enterocyte of epithelium of large intestine	0.0000	28
MTND6P11	0.9940	myeloid dendritic cell	0.0133	28
PAICSP3	0.9338	colon endothelial cell	0.0026	28
ENSG00000226842	0.9742	naive thymus-derived CD4-positive, alpha-beta T cell	0.0074	28
ENSG00000226843		B cell	0.0000	28
EEF1GP3	1.0000	enterocyte of epithelium of large intestine	0.0000	28
LINC00348	0.8059	myeloid dendritic cell	0.0125	28
PRPS1P1	0.9982	enteroglial cell	0.0169	28
ZNF277-AS1	0.8334	mature NK T cell	0.1429	28
GPR155-DT	0.9293	myofibroblast cell	0.0612	28
ENSG00000226854	0.9982	enterocyte of epithelium of large intestine	0.0015	28
RPSAP17	0.9434	tuft cell of colon	0.0022	28
THORLNC	0.8973	type L enteroendocrine cell	0.0680	28
DUTP3		B cell	0.0000	28
LINC02051	1.0000	enterocyte of epithelium of large intestine	0.0000	28
RBX1P1		B cell	0.0000	28
ENSG00000226861	0.9693	enterocyte of epithelium of large intestine	0.0000	28
SYT2-AS1	0.8761	enteroglial cell	0.0050	28
SHROOM2P1	0.9866	paneth cell of colon	0.0000	28
ATE1OSP	0.7933	tuft cell of colon	0.2001	28
SSX21P		B cell	0.0000	28
ENSG00000226868	0.9648	fibroblast	0.0172	28
LHFPL3-AS1	0.9699	enterochromaffin-like cell	0.0448	28
ENSG00000226870	1.0000	enterocyte of epithelium of large intestine	0.0000	28
ENSG00000226871	1.0000	enterocyte of epithelium of large intestine	0.0000	28
ENSG00000226872	0.9383	large intestine goblet cell	0.0136	28
CDY14P		B cell	0.0000	28
TRPC6P10	0.9769	enteroglial cell	0.0032	28
ZNF877P	1.0000	enterocyte of epithelium of large intestine	0.0000	28
SMYD3-AS1	0.8485	naive thymus-derived CD4-positive, alpha-beta T cell	0.0114	28
ENSG00000226877	0.9280	natural killer cell	0.1223	28
GSTM3P2	0.9504	transit amplifying cell of colon	0.0079	28
H3P44	0.8839	paneth cell of colon	0.0011	28
ENSG00000226883	0.8026	B cell	0.0108	28
RPS29P10	1.0000	enterocyte of epithelium of large intestine	0.0002	28
E2F6P3	0.9879	paneth cell of colon	0.0000	28
ENSG00000226886	0.9999	enteroglial cell	0.0038	28
ERVMER34-1	0.8292	mature NK T cell	0.0325	28
RPLP1P10		B cell	0.0000	28
ATF6-DT	0.7842	mast cell	0.0895	28
ENSG00000226890	1.0000	enterocyte of epithelium of large intestine	0.0000	28
LINC01359	0.7990	fibroblast	0.0292	28
ENSG00000226899	0.6974	myofibroblast cell	0.0343	28
ENSG00000226900	0.9776	enteroglial cell	0.0616	28
CHCHD2P1	0.9454	tuft cell of colon	0.0139	28
LINC00354	0.9881	enteroglial cell	0.0337	28
ENSG00000226904	0.9599	gamma-delta T cell	0.0029	28
ENSG00000226905	0.9663	enterocyte of epithelium of large intestine	0.0000	28
TTTY4	0.9907	intestinal crypt stem cell of colon	0.0011	28
H2BP6	0.9910	myofibroblast cell	0.0155	28
ISCA2P1	0.9947	myofibroblast cell	0.0367	28
BSN-DT	0.8718	large intestine goblet cell	0.0037	28
RPL19P4	0.9167	CD8-positive, alpha-beta T cell	0.0025	28
LINC01276	0.9005	tuft cell of colon	0.0175	28
ENSG00000226918	0.9979	B cell	0.0093	28
ENSG00000226919	0.9969	transit amplifying cell of colon	0.0053	28
ENSG00000226920		B cell	0.0000	28
LINC00454	0.9756	BEST4+ enterocyte	0.0019	28
IL1R1-AS1	0.9165	mature NK T cell	0.0355	28
PDZPH1P	0.9726	BEST4+ enterocyte	0.4062	28
ENSG00000226927	1.0000	enterocyte of epithelium of large intestine	0.0000	28
RPS14P4	0.9023	myofibroblast cell	0.0157	28
CT47A11		B cell	0.0000	28
GTF2IP2	0.9765	myeloid leukocyte	0.0036	28
NRBF2P2	0.9631	large intestine goblet cell	0.0013	28
LINC00161	0.9753	plasma cell	0.0001	28
CEP164P1	0.9282	naive thymus-derived CD4-positive, alpha-beta T cell	0.0293	28
ENSG00000226938	0.9649	large intestine goblet cell	0.0025	28
ENSG00000226939	0.9683	tuft cell of colon	0.0011	28
RBMY1J		B cell	0.0000	28
IL9RP3	0.8484	B cell	0.0285	28
ALG1L5P	0.9043	tuft cell of colon	0.0135	28
RNF207-AS1	0.9754	type L enteroendocrine cell	0.0346	28
RPL13AP8	0.9670	B cell	0.0053	28
MTNAP1P1	0.9978	myeloid dendritic cell	0.0002	28
LCEP4	1.0000	enterocyte of epithelium of large intestine	0.0005	28
RPS4XP2	0.9083	enteroglial cell	0.0405	28
OR6K5P	1.0000	enterocyte of epithelium of large intestine	0.0000	28
DANCR	0.6230	intestinal crypt stem cell of colon	1.2662	28
ENSG00000226952	0.9635	gamma-delta T cell	0.0008	28
NCKAP5-AS2	0.9086	myeloid dendritic cell	0.0819	28
ENSG00000226954	0.8871	BEST4+ enterocyte	0.0042	28
POLE4P1		B cell	0.0000	28
ENSG00000226956	1.0000	enterocyte of epithelium of large intestine	0.0006	28
ENSG00000226957	0.9896	colon endothelial cell	0.0632	28
MTCO1P21	1.0000	enterocyte of epithelium of large intestine	0.0000	28
PPIAP60	0.9668	transit amplifying cell of colon	0.0021	28
RAC1P6	0.9891	enterocyte of epithelium of large intestine	0.0000	28
ENSG00000226963	0.9041	large intestine goblet cell	0.0887	28
RHEBP2	0.9924	myofibroblast cell	0.0731	28
ENSG00000226965	0.9073	naive thymus-derived CD4-positive, alpha-beta T cell	0.0950	28
HAUS4P1	0.9965	fibroblast	0.0002	28
LINC00423	0.9125	large intestine goblet cell	0.0053	28
PRKCZ-DT	0.9575	enterocyte of epithelium of large intestine	0.0113	28
NEDD8P1	0.9053	gamma-delta T cell	0.0018	28
ENSG00000226971	0.9303	plasma cell	0.0022	28
RPL12P19	0.9082	BEST4+ enterocyte	0.0017	28
ENSG00000226973	0.9994	tuft cell of colon	0.0002	28
COX6A1P2	0.9293	paneth cell of colon	0.0643	28
HMGN1P24	0.9657	type L enteroendocrine cell	0.0075	28
MAGI2-AS2	0.9987	enterocyte of epithelium of large intestine	0.0003	28
LTA	0.8687	monocyte	0.0414	28
ABHD17AP6	0.8202	transit amplifying cell of colon	0.0072	28
CENPCP1	0.9330	mature NK T cell	0.0367	28
LINC01692	0.8748	myofibroblast cell	0.0275	28
ENSG00000226984	0.9385	naive thymus-derived CD4-positive, alpha-beta T cell	0.0059	28
LINC01203	0.8863	mast cell	0.0083	28
PRELID1P5	0.9519	paneth cell of colon	0.0031	28
ENSG00000226987	0.9273	colon endothelial cell	0.0086	28
COA1P1	0.9922	innate lymphoid cell	0.2651	28
ENSG00000226990	0.9446	innate lymphoid cell	0.2010	28
ENSG00000226991	1.0000	enterocyte of epithelium of large intestine	0.0002	28
ENSG00000226992	1.0000	enterocyte of epithelium of large intestine	0.0000	28
ENSG00000226994	0.9118	myofibroblast cell	0.0288	28
LINC00658	0.8830	large intestine goblet cell	0.0075	28
ENSG00000226996	0.9375	colon macrophage	0.0014	28
MTATP6P30	1.0000	enterocyte of epithelium of large intestine	0.0000	28
ENSG00000226999		B cell	0.0000	28
HSPD1P14	0.9807	colon endothelial cell	0.0018	28
NBPF2P	0.9866	enterochromaffin-like cell	0.0762	28
SNRPEP10	0.9704	paneth cell of colon	0.0142	28
ENSG00000227004	1.0000	enterocyte of epithelium of large intestine	0.0000	28
ENSG00000227006	0.8548	plasma cell	0.1656	28
LINC01247	0.9885	enterocyte of epithelium of large intestine	0.0162	28
RPS24P19	0.7809	intestinal crypt stem cell of colon	0.0368	28
FUNDC2P4	0.9813	myeloid dendritic cell	0.0151	28
LINC02527	0.9840	enteroglial cell	0.0026	28
OR7E96P		B cell	0.0000	28
FKBP14-AS1	0.9001	BEST4+ enterocyte	0.2480	28
ENSG00000227015		B cell	0.0000	28
LINC02796	0.9299	large intestine goblet cell	0.0030	28
ENSG00000227017	0.8713	fibroblast	0.0039	28
IL6STP1	0.9905	myeloid leukocyte	0.0028	28
OR7E101P	1.0000	enterocyte of epithelium of large intestine	0.0000	28
OR51A3P	1.0000	enterocyte of epithelium of large intestine	0.0000	28
SLC8A1-AS1	0.9380	myeloid leukocyte	0.8940	28
RPS2P36	0.9886	monocyte	0.2178	28
ENSG00000227033	0.7316	regulatory T cell	0.0903	28
ENSG00000227034	0.9075	intestinal crypt stem cell of colon	0.0267	28
MTATP6P18	1.0000	enterocyte of epithelium of large intestine	0.0000	28
LINC00511	0.8705	type L enteroendocrine cell	10.3692	28
GTF2IP7	0.9770	tuft cell of colon	0.2456	28
ITGB2-AS1	0.9383	myeloid dendritic cell	0.2719	28
ENSG00000227040	0.9701	large intestine goblet cell	0.0006	28
ENSG00000227042	0.9303	colon macrophage	0.0129	28
LINC01682	0.9395	tuft cell of colon	0.0316	28
ENSG00000227045	0.9703	myeloid leukocyte	0.0036	28
ENSG00000227047	0.9971	large intestine goblet cell	0.0020	28
ENSG00000227048	0.9999	tuft cell of colon	0.0114	28
ENSG00000227050	0.8758	large intestine goblet cell	0.0525	28
C14orf132	0.9196	fibroblast	0.1883	28
MUC12-AS1	0.9407	fibroblast	0.0906	28
FDX1P2	1.0000	enterocyte of epithelium of large intestine	0.0000	28
ENSG00000227055	0.9692	regulatory T cell	0.0055	28
RPL6P2	0.9930	large intestine goblet cell	0.0015	28
WDR46	0.7214	natural killer cell	0.4980	28
ENSG00000227058	0.9981	large intestine goblet cell	0.0011	28
ANHX	0.9755	mast cell	0.0034	28
LINC00629	0.8816	B cell	0.0027	28
ENSG00000227061	0.9461	large intestine goblet cell	0.0017	28
ENSG00000227062	1.0000	enterocyte of epithelium of large intestine	0.0001	28
RPL41P1	0.9553	paneth cell of colon	0.1126	28
NAA20P1	1.0000	intestinal crypt stem cell of colon	0.0002	28
ENSG00000227066	0.9835	myeloid dendritic cell	0.0299	28
DPPA3P1	1.0000	monocyte	0.0099	28
ENSG00000227068	0.9727	mature NK T cell	0.0552	28
CNN2P2	1.0000	enterocyte of epithelium of large intestine	0.0000	28
EPS15-AS1	0.8167	enterocyte of epithelium of large intestine	0.7273	28
FOCAD-AS1	0.8677	enterochromaffin-like cell	0.0198	28
ENSG00000227072	0.9595	BEST4+ enterocyte	0.0020	28
SDHDP2	0.9261	large intestine goblet cell	0.0023	28
ENSG00000227075	0.9722	BEST4+ enterocyte	0.0217	28
ENSG00000227076	0.9808	colon endothelial cell	0.0102	28
ENSG00000227077	0.8833	paneth cell of colon	0.0085	28
LINC02094	0.8826	fibroblast	0.0056	28
ENSG00000227080	0.9059	BEST4+ enterocyte	0.0013	28
RPS27P3	0.7090	CD8-positive, alpha-beta T cell	0.1152	28
LINC02798	0.8417	enteroglial cell	0.2012	28
ENSG00000227083	0.9075	BEST4+ enterocyte	0.0017	28
RBMX2P5	0.9372	CD4-positive, alpha-beta T cell	0.0004	28
ENSG00000227088	0.9751	enterochromaffin-like cell	0.2987	28
ENSG00000227089	1.0000	enterocyte of epithelium of large intestine	0.0006	28
ENSG00000227090	0.9857	gamma-delta T cell	0.0007	28
SLC6A17-AS1	1.0000	enterocyte of epithelium of large intestine	0.0000	28
ENSG00000227094	1.0000	enterocyte of epithelium of large intestine	0.0000	28
HMGB3P8	1.0000	enterocyte of epithelium of large intestine	0.0000	28
RPS28P7	0.7765	paneth cell of colon	0.0510	28
ENSG00000227098	0.9711	transit amplifying cell of colon	0.0100	28
ENSG00000227101	0.9431	colon macrophage	0.0397	28
OR2AS1P	1.0000	enterocyte of epithelium of large intestine	0.0000	28
PIGQP1	0.9934	paneth cell of colon	0.0000	28
PARP1P1	0.9799	large intestine goblet cell	0.0012	28
ENSG00000227107	0.9119	fibroblast	0.0034	28
