gene	tau	top_cell_state	top_expr	n_states
PHF2	0.3560	endothelial cell of artery	0.1417	21
ENSG00000231990	0.9553	intestine goblet cell	0.0031	21
BARX1	0.9974	enteric neuron	0.0511	21
PTPDC1	0.4935	mesodermal cell	0.1096	21
MIRLET7A1HG	0.4959	colon epithelial cell	0.0153	21
LINC02603	0.8277	stem cell	0.0011	21
ZNF169	0.6004	endothelial cell of artery	0.0491	21
ENSG00000232063	0.6361	enteric smooth muscle cell	0.0610	21
MFSD14B	0.4888	endothelial cell of artery	0.2565	21
PCAT7	0.8037	enteric neuron	0.0143	21
FBP2	0.9654	progenitor cell	0.0005	21
FBP1	0.8084	epithelial cell	0.4422	21
AOPEP	0.7422	enteric smooth muscle cell	1.3353	21
ENSG00000224764	0.9294	myofibroblast cell	0.0013	21
FANCC	0.4283	interstitial cell of Cajal	0.1079	21
ENSG00000271384	0.8115	intestine goblet cell	0.0011	21
PTCH1	0.8229	fibroblast	1.8445	21
ENSG00000271314	0.8780	myofibroblast cell	0.0008	21
ENSG00000271155	0.6244	mesothelial cell	0.0313	21
ENSG00000271659	0.7135	interstitial cell of Cajal	0.0041	21
ENSG00000228142	0.8532	enteric smooth muscle cell	0.0036	21
ENSG00000268926	0.9171	fibroblast	0.0020	21
ERCC6L2	0.5440	pericyte	0.2672	21
LINC00092	0.7902	fibroblast	0.0182	21
ENSG00000237212	0.8465	enterocyte	0.0033	21
ENSG00000275465	0.9023	mesodermal cell	0.0014	21
HSD17B3	0.8588	colon epithelial cell	0.0051	21
SLC35D2	0.6135	epithelial cell	0.3788	21
ZNF367	0.5418	interstitial cell of Cajal	0.0697	21
HABP4	0.5093	endothelial cell of artery	0.1227	21
CDC14B	0.4572	mesothelial cell	0.1090	21
PRXL2C	0.7768	endothelial cell of artery	0.5112	21
ENSG00000224848	0.7655	pericyte	0.0028	21
ZNF510	0.3798	neural crest cell	0.0448	21
ZNF782	0.3921	progenitor cell	0.0252	21
MFSD14CP	0.2954	hematopoietic cell	0.0245	21
NUTM2G	0.8460	colon epithelial cell	0.0006	21
CTSV	0.7114	enterocyte	0.2795	21
ENSG00000203279	0.5057	colon epithelial cell	0.0294	21
CCDC180	0.5074	vein endothelial cell	0.0389	21
TDRD7	0.6765	intestine goblet cell	0.0542	21
TMOD1	0.9598	erythroblast	0.4039	21
TSTD2	0.4004	enteric neuron	0.1399	21
NCBP1	0.3314	enteroendocrine cell	0.1637	21
ENSG00000231521	0.9839	interstitial cell of Cajal	0.0022	21
XPA	0.3063	interstitial cell of Cajal	0.4381	21
ENSG00000260677	0.8537	fibroblast	0.0003	21
FOXE1	0.9306	enteric smooth muscle cell	0.0003	21
TRMO	0.3594	epithelial cell	0.0791	21
HEMGN	0.9980	erythroblast	2.7839	21
ANP32B	0.2933	neural crest cell	4.3577	21
ENSG00000236896	0.9593	enteric neuron	0.0008	21
NANS	0.4594	colon epithelial cell	0.9510	21
TRIM14	0.6688	hematopoietic cell	0.1449	21
CORO2A	0.7456	enterocyte	0.5201	21
TBC1D2	0.8772	intestine goblet cell	0.3095	21
GABBR2	0.9222	endothelial cell of artery	0.1336	21
ANKS6	0.4953	enteroendocrine cell	0.1090	21
GALNT12	0.7320	enteroendocrine cell	0.2338	21
ENSG00000267026	0.9320	stem cell	0.0019	21
COL15A1	0.9659	endothelial cell of artery	3.6218	21
ENSG00000270412	0.9601	vein endothelial cell	0.0441	21
TGFBR1	0.5266	enteric smooth muscle cell	0.3185	21
ALG2	0.3628	endothelial cell of artery	0.2020	21
SEC61B	0.3455	enteroendocrine cell	4.7738	21
NAMA	0.7057	myofibroblast cell	0.0046	21
NR4A3	0.8780	endothelial cell of artery	0.0402	21
STX17	0.3899	enteroendocrine cell	0.2374	21
ENSG00000254571	0.9251	epithelial cell	0.0046	21
ERP44	0.3749	epithelial cell	0.8751	21
INVS	0.3680	pericyte	0.0615	21
TEX10	0.4951	neural crest cell	0.2327	21
MSANTD3	0.4657	enteric neuron	0.1989	21
MSANTD3-TMEFF1	0.9277	enteric neuron	0.0008	21
TMEFF1	0.8809	enteric neuron	0.0080	21
CAVIN4	0.7731	enteric neuron	0.0973	21
PLPPR1	0.8901	colon epithelial cell	0.1461	21
BAAT	0.8812	enteric neuron	0.0023	21
MRPL50	0.4467	progenitor cell	0.9568	21
ZNF189	0.4098	enterocyte	0.1880	21
ALDOB	0.9879	enterocyte	0.3885	21
TMEM246-AS1	0.8994	endothelial cell of artery	0.0022	21
PGAP4	0.5955	endothelial cell of lymphatic vessel	0.6987	21
RNF20	0.4303	neural crest cell	0.4437	21
GRIN3A	0.9019	mesothelial cell	0.0169	21
PPP3R2	0.9464	fibroblast	0.0020	21
LINC01492	0.9805	mesothelial cell	0.0017	21
SMC2-DT	0.7474	enteric smooth muscle cell	0.0112	21
SMC2	0.5861	neural crest cell	1.3269	21
NIPSNAP3A	0.3427	endothelial cell of artery	0.4693	21
NIPSNAP3B	0.6765	endothelial cell of artery	0.0853	21
ABCA1	0.7437	hematopoietic cell	0.4178	21
ENSG00000226334	0.8470	mesothelial cell	0.0028	21
CT70	0.8395	hematopoietic cell	0.0019	21
SLC44A1	0.8021	colon epithelial cell	1.8349	21
FSD1L	0.6884	enteric neuron	0.2364	21
FKTN-AS1	0.9089	epithelial cell	0.0027	21
FKTN	0.2880	fibroblast	0.1008	21
TAL2	0.9882	enteroendocrine cell	0.1313	21
TMEM38B	0.5654	endothelial cell of artery	0.4732	21
LINC01505	0.9571	neural crest cell	0.0060	21
ZNF462	0.5886	enteric neuron	0.8888	21
ENSG00000230782	0.9416	pericyte	0.0031	21
RAD23B	0.4114	neural crest cell	1.4202	21
LINC01509	0.8935	hematopoietic cell	0.0009	21
KLF4	0.7634	endothelial cell of artery	0.8274	21
ELP1	0.3659	enteric neuron	0.1179	21
ABITRAM	0.4507	mesothelial cell	0.1524	21
CTNNAL1	0.5160	vein endothelial cell	0.9273	21
TMEM245	0.5399	mesothelial cell	0.6374	21
FRRS1L	0.8133	enteric neuron	0.1268	21
EPB41L4B	0.7260	enteroendocrine cell	0.0670	21
PTPN3	0.6748	enterocyte	0.2013	21
ENSG00000232939	0.9041	pericyte	0.0234	21
PALM2AKAP2	0.9296	enteric smooth muscle cell	0.0348	21
C9orf152	0.9425	intestine goblet cell	0.2692	21
TXN	0.6064	progenitor cell	11.9459	21
TXNDC8	1.0000	mesodermal cell	0.0002	21
SVEP1	0.8685	mesodermal cell	0.6997	21
ENSG00000232896	0.9484	mesothelial cell	0.0219	21
MUSK	0.9051	mesodermal cell	0.0367	21
LPAR1	0.7858	mesodermal cell	0.3750	21
ENSG00000227531	0.9997	hematopoietic cell	0.0049	21
ECPAS	0.4357	endothelial cell of artery	0.2995	21
ZNF483	0.6584	enteric neuron	0.0380	21
PTGR1	0.4419	enterocyte	1.0043	21
ENSG00000224644	0.9104	interstitial cell of Cajal	0.0036	21
DNAJC25	0.4071	colon epithelial cell	0.1696	21
DNAJC25-GNG10	0.8472	endothelial cell of lymphatic vessel	0.0067	21
GNG10	0.3702	endothelial cell of lymphatic vessel	0.0395	21
SHOC1	0.9014	endothelial cell of lymphatic vessel	0.0052	21
UGCG	0.5242	enterocyte	0.5655	21
SUSD1	0.6891	hematopoietic cell	0.1558	21
PTBP3	0.5568	hematopoietic cell	0.5953	21
HSDL2	0.6580	endothelial cell of lymphatic vessel	0.6536	21
HSDL2-AS1	0.5263	fibroblast	0.0039	21
KIAA1958	0.6292	enteric neuron	0.2552	21
INIP	0.3522	enteroendocrine cell	0.3303	21
SNX30-DT	0.6723	epithelial cell	0.0036	21
SNX30	0.5683	hematopoietic cell	0.1619	21
SLC46A2	0.9456	hematopoietic cell	0.0004	21
SLC46A2-AS1	0.8836	endothelial cell of lymphatic vessel	0.0112	21
ZNF883	0.5324	enteric neuron	0.2589	21
ZFP37	0.6749	mesodermal cell	0.1231	21
FAM225B	0.9317	myofibroblast cell	0.0011	21
FAM225A	0.9812	neural crest cell	0.0007	21
SLC31A2	0.9375	hematopoietic cell	0.3573	21
FKBP15	0.6429	hematopoietic cell	0.3003	21
SLC31A1	0.2845	fibroblast	0.1702	21
CDC26	0.2497	epithelial cell	0.7673	21
PRPF4	0.4437	neural crest cell	0.3714	21
RNF183	0.9523	enteroendocrine cell	0.0726	21
WDR31	0.3191	enteroendocrine cell	0.0270	21
BSPRY	0.8151	epithelial cell	0.2298	21
HDHD3	0.7430	epithelial cell	1.7232	21
ALAD	0.5408	erythroblast	0.2899	21
POLE3	0.4512	neural crest cell	0.7292	21
C9orf43	0.8429	vein endothelial cell	0.0838	21
RGS3	0.9379	endothelial cell of artery	4.3199	21
ENSG00000237073	0.9616	endothelial cell of artery	0.0094	21
ENSG00000233817	0.9897	mesothelial cell	0.0008	21
ENSG00000227482	0.9579	endothelial cell of artery	0.0129	21
ZNF618	0.5116	enteric neuron	0.5910	21
AMBP	0.9482	epithelial cell	2.4198	21
KIF12	0.8102	colon epithelial cell	0.9399	21
COL27A1	0.5836	enteric smooth muscle cell	0.6809	21
ORM1	0.9946	hematopoietic cell	0.2240	21
ORM2	0.9046	colon epithelial cell	0.0215	21
AKNA	0.8765	hematopoietic cell	0.5784	21
ENSG00000235119	0.9582	hematopoietic cell	0.0023	21
WHRN	0.7443	enteric smooth muscle cell	0.0777	21
ATP6V1G1	0.4717	enteric neuron	4.9420	21
TMEM268	0.7903	hematopoietic cell	0.0922	21
TNFSF15	0.7747	epithelial cell	0.0833	21
TNFSF8	0.9989	hematopoietic cell	0.0242	21
TNC	0.8606	enteric smooth muscle cell	0.1264	21
DELEC1	0.9224	progenitor cell	0.0286	21
ENSG00000234692	0.9862	mesothelial cell	0.0033	21
PAPPA	0.8994	mesothelial cell	0.2937	21
PAPPA-AS2	0.9712	enteric neuron	0.0006	21
ENSG00000244757	0.8826	fibroblast	0.0003	21
PAPPA-AS1	0.8887	fibroblast	0.0022	21
ASTN2	0.7936	enteric neuron	0.1294	21
ASTN2-AS1	0.9729	enteric neuron	0.0018	21
ENSG00000230894	0.9770	mesothelial cell	0.0013	21
TRIM32	0.4026	mesodermal cell	0.1570	21
ENSG00000233569	0.9446	epithelial cell	0.0155	21
TLR4	0.9392	hematopoietic cell	0.2917	21
BRINP1	0.8200	fibroblast	0.0878	21
CDK5RAP2	0.5221	neural crest cell	0.4197	21
MEGF9	0.6573	hematopoietic cell	0.1516	21
FBXW2	0.4946	endothelial cell of artery	0.4968	21
PSMD5	0.2807	interstitial cell of Cajal	0.2030	21
CUTALP	0.3403	endothelial cell of artery	0.4526	21
PHF19	0.5309	interstitial cell of Cajal	0.4135	21
TRAF1	0.6197	interstitial cell of Cajal	0.0336	21
C5	0.7714	progenitor cell	0.2755	21
CNTRL	0.6797	hematopoietic cell	0.6053	21
RAB14	0.4450	endothelial cell of artery	0.9660	21
GSN	0.9198	endothelial cell of artery	11.6351	21
ENSG00000239593	0.8834	hematopoietic cell	0.0017	21
GSN-AS1	0.7901	pericyte	0.0101	21
STOM	0.8798	endothelial cell of artery	3.4155	21
ENSG00000227355	0.9898	mesothelial cell	0.0016	21
DAB2IP	0.6540	endothelial cell of artery	0.2966	21
ENSG00000229854	0.9403	neural crest cell	0.0019	21
TTLL11	0.5236	enteric neuron	0.0391	21
NDUFA8	0.5298	vein endothelial cell	1.8291	21
MORN5	0.9047	enteric smooth muscle cell	0.0220	21
LHX6	0.9897	vein endothelial cell	0.4047	21
RBM18	0.3525	interstitial cell of Cajal	0.3423	21
MRRF	0.4063	stem cell	0.4221	21
PTGS1	0.9287	mesothelial cell	0.4578	21
ENSG00000234156	0.9567	fibroblast	0.0005	21
PDCL	0.4175	endothelial cell of lymphatic vessel	0.4315	21
RC3H2	0.5239	endothelial cell of artery	0.3203	21
ZBTB6	0.3932	interstitial cell of Cajal	0.0591	21
ZBTB26	0.4263	mesodermal cell	0.0724	21
RABGAP1	0.6736	enteric smooth muscle cell	0.9925	21
GPR21	0.9229	pericyte	0.0110	21
STRBP	0.6448	mesothelial cell	0.5536	21
CRB2	0.9805	mesothelial cell	1.3708	21
DENND1A	0.6256	hematopoietic cell	0.1518	21
ENSG00000237336	0.9456	enteric smooth muscle cell	0.0002	21
LHX2	0.9361	hematopoietic cell	0.0035	21
NEK6	0.5377	vein endothelial cell	0.3659	21
PSMB7	0.3848	enteric neuron	3.3857	21
ADGRD2	0.9454	endothelial cell of lymphatic vessel	0.0087	21
NR5A1	0.9581	hematopoietic cell	0.0013	21
ENSG00000231149	0.8812	enteric neuron	0.0028	21
NR6A1	0.6657	neural crest cell	0.2402	21
MIR181A2HG	0.6996	mesodermal cell	0.1255	21
ENSG00000236643	0.9508	progenitor cell	0.0004	21
OLFML2A	0.8856	neural crest cell	0.4546	21
WDR38	0.9139	pericyte	0.0021	21
RPL35	0.3421	stem cell	40.7626	21
ARPC5L	0.5895	endothelial cell of artery	1.4003	21
GOLGA1	0.3801	epithelial cell	0.0824	21
SCAI	0.3726	enteric neuron	0.2325	21
PPP6C	0.4395	endothelial cell of lymphatic vessel	0.5183	21
RABEPK	0.6795	neural crest cell	0.6457	21
HSPA5	0.3627	progenitor cell	4.1267	21
HSPA5-DT	0.9044	neural crest cell	0.0013	21
GAPVD1	0.3286	endothelial cell of artery	0.2785	21
MAPKAP1	0.3506	myofibroblast cell	0.4245	21
ENSG00000227068	0.9673	pericyte	0.0011	21
PBX3	0.8337	interstitial cell of Cajal	1.9085	21
ENSG00000228392	0.9837	enteroendocrine cell	0.0026	21
MVB12B	0.8258	enteric neuron	0.5437	21
ENSG00000233721	0.9730	pericyte	0.0011	21
LMX1B-DT	0.9967	enteroendocrine cell	0.0574	21
LMX1B	0.9954	enteroendocrine cell	0.0954	21
ZBTB43	0.3949	endothelial cell of artery	0.2646	21
ZBTB34	0.5371	endothelial cell of artery	0.1324	21
RALGPS1	0.5732	intestine goblet cell	0.1469	21
ANGPTL2	0.8683	myofibroblast cell	0.9464	21
GARNL3	0.9193	enteric neuron	0.5515	21
SLC2A8	0.5791	progenitor cell	0.4839	21
ZNF79	0.6408	enteric smooth muscle cell	0.0389	21
RPL12	0.5287	stem cell	80.1298	21
LRSAM1	0.4803	enteric neuron	0.0966	21
NIBAN2	0.8133	endothelial cell of artery	0.6559	21
STXBP1	0.7541	enteric neuron	0.4524	21
ENSG00000279571	0.6844	mesothelial cell	0.0107	21
PTRH1	0.4391	endothelial cell of lymphatic vessel	0.2948	21
CFAP157	0.6066	mesothelial cell	0.0046	21
TTC16	0.9789	mesothelial cell	0.0024	21
TOR2A	0.5851	hematopoietic cell	0.4606	21
SH2D3C	0.8448	endothelial cell of artery	0.7228	21
CDK9	0.4230	endothelial cell of artery	0.2783	21
FPGS	0.2543	hematopoietic cell	0.2483	21
ENG	0.9255	vein endothelial cell	3.5144	21
ENSG00000225032	0.6981	pericyte	0.0054	21
AK1	0.6875	endothelial cell of artery	1.4304	21
ST6GALNAC6	0.7165	pericyte	0.6013	21
ST6GALNAC4	0.5750	endothelial cell of artery	0.3143	21
PIP5KL1	0.7550	interstitial cell of Cajal	0.0369	21
ENSG00000227218	0.8592	pericyte	0.0029	21
DPM2	0.4317	endothelial cell of lymphatic vessel	0.8314	21
EEIG1	0.8007	endothelial cell of lymphatic vessel	0.4119	21
NAIF1	0.4735	endothelial cell of lymphatic vessel	0.0850	21
SLC25A25	0.5411	enteric smooth muscle cell	0.1997	21
ENSG00000230536	0.9130	hematopoietic cell	0.0021	21
SLC25A25-AS1	0.6550	enteroendocrine cell	0.0761	21
PTGES2	0.4680	enteroendocrine cell	0.6909	21
PTGES2-AS1	0.6805	interstitial cell of Cajal	0.0087	21
LCN2	0.9383	hematopoietic cell	0.0775	21
BBLN	0.6487	enteroendocrine cell	3.5030	21
CIZ1	0.3090	mesodermal cell	0.4226	21
DNM1	0.6933	enteric neuron	0.1597	21
GOLGA2	0.5323	fibroblast	0.5615	21
SWI5	0.3453	myofibroblast cell	0.5105	21
TRUB2	0.3973	epithelial cell	0.4982	21
ENSG00000272696	0.6233	mesothelial cell	0.0096	21
COQ4	0.3828	epithelial cell	0.8319	21
SLC27A4	0.5246	endothelial cell of lymphatic vessel	0.0850	21
URM1	0.2951	endothelial cell of lymphatic vessel	0.8861	21
MIR219A2HG	0.9920	enteric neuron	0.0022	21
CERCAM	0.7880	myofibroblast cell	0.6866	21
ODF2	0.5182	vein endothelial cell	0.3198	21
ODF2-AS1	0.9874	enteric neuron	0.0004	21
GLE1	0.3534	neural crest cell	0.1348	21
ENSG00000228395	0.6021	endothelial cell of lymphatic vessel	0.0139	21
SPTAN1	0.6846	endothelial cell of artery	1.5830	21
ENSG00000280758	0.9211	pericyte	0.0013	21
DYNC2I2	0.4750	neural crest cell	0.7686	21
HMGA1P4	0.6512	hematopoietic cell	0.0104	21
SET	0.3655	neural crest cell	5.5753	21
PKN3	0.8259	endothelial cell of artery	0.2494	21
ZDHHC12	0.5529	intestine goblet cell	0.6839	21
ZDHHC12-DT	0.8260	endothelial cell of lymphatic vessel	0.0901	21
ZER1	0.5291	endothelial cell of artery	0.1051	21
TBC1D13	0.5377	endothelial cell of artery	0.1769	21
ENDOG	0.5878	neural crest cell	0.2360	21
SPOUT1	0.4183	endothelial cell of artery	0.2298	21
KYAT1	0.5552	enteric neuron	0.0650	21
LRRC8A	0.7653	endothelial cell of artery	0.4950	21
PHYHD1	0.4577	fibroblast	0.2426	21
DOLK	0.5204	endothelial cell of lymphatic vessel	0.1411	21
NUP188	0.2904	mesodermal cell	0.1295	21
ENSG00000267834	0.7178	mesothelial cell	0.0092	21
SH3GLB2	0.4979	colon epithelial cell	0.2302	21
MIGA2	0.5223	endothelial cell of artery	0.1105	21
DOLPP1	0.4735	enteric neuron	0.2013	21
CRAT	0.4141	endothelial cell of lymphatic vessel	0.2870	21
PTPA	0.5499	interstitial cell of Cajal	0.7639	21
ENSG00000268707	0.7989	enteroendocrine cell	0.0080	21
IER5L	0.6097	endothelial cell of artery	0.3127	21
IER5L-AS1	0.5882	epithelial cell	0.0535	21
ENSG00000235007	0.9384	enterocyte	0.0004	21
LINC02975	0.9157	endothelial cell of lymphatic vessel	0.0089	21
LINC01503	0.7643	mesodermal cell	0.1096	21
ENSG00000230676	0.8431	myofibroblast cell	0.0035	21
ENSG00000226355	0.9003	myofibroblast cell	0.0024	21
ENSG00000261334	0.9179	hematopoietic cell	0.0018	21
ENSG00000227619	0.8008	enteroendocrine cell	0.0132	21
NTMT1	0.2846	enterocyte	0.5064	21
C9orf50	0.7154	enteric neuron	0.0076	21
ASB6	0.4986	endothelial cell of artery	0.1337	21
PRRX2	0.8457	fibroblast	0.0208	21
PTGES	0.8808	fibroblast	0.1932	21
TOR1B	0.4962	endothelial cell of artery	0.1223	21
TOR1A	0.4755	endothelial cell of lymphatic vessel	0.3965	21
C9orf78	0.3371	enteric neuron	0.7300	21
USP20	0.6199	enteric neuron	0.1047	21
FNBP1	0.7815	enteric smooth muscle cell	1.8974	21
ENSG00000230684	0.9734	endothelial cell of artery	0.0033	21
ENSG00000270755	0.7006	enteroendocrine cell	0.0052	21
GPR107	0.5625	endothelial cell of lymphatic vessel	0.2593	21
GPRACR	0.9453	myofibroblast cell	0.0015	21
NCS1	0.7906	enteric neuron	0.2304	21
HMCN2	0.9229	myofibroblast cell	0.3633	21
ASS1	0.7747	enteric neuron	0.9984	21
FUBP3	0.3039	neural crest cell	0.3342	21
PRDM12	0.8119	enteric neuron	0.0006	21
EXOSC2	0.5052	neural crest cell	0.2892	21
ABL1	0.4379	endothelial cell of artery	0.3449	21
QRFP	0.9734	hematopoietic cell	0.0067	21
FIBCD1	0.9830	enteric neuron	0.0520	21
LAMC3	0.9474	pericyte	0.3934	21
AIF1L	0.8722	neural crest cell	0.9873	21
NUP214	0.8070	hematopoietic cell	0.7171	21
ENSG00000236986	0.8833	endothelial cell of lymphatic vessel	0.0064	21
ENSG00000246851	0.5619	endothelial cell of artery	0.1687	21
FAM78A	0.9235	hematopoietic cell	0.2085	21
PLPP7	0.7841	enteric neuron	0.0379	21
ENSG00000176868	0.5651	enteric neuron	0.0079	21
POMT1	0.5810	endothelial cell of artery	0.2216	21
ENSG00000230289	0.7054	myofibroblast cell	0.0019	21
UCK1	0.3949	neural crest cell	0.3499	21
RAPGEF1	0.8655	endothelial cell of artery	0.7062	21
MED27	0.5538	myofibroblast cell	0.2196	21
NTNG2	0.9540	enteroendocrine cell	0.0705	21
SETX	0.6454	endothelial cell of artery	0.5937	21
TTF1	0.6947	endothelial cell of lymphatic vessel	0.8086	21
CFAP77	0.9292	endothelial cell of lymphatic vessel	0.0141	21
DDX31	0.4510	mesothelial cell	0.0692	21
GTF3C4	0.2806	neural crest cell	0.1545	21
AK8	0.7780	mesothelial cell	0.0297	21
SPACA9	0.5916	mesothelial cell	0.1169	21
TSC1	0.3569	enteric neuron	0.1712	21
GFI1B	0.9458	erythroblast	0.1656	21
GTF3C5	0.2981	neural crest cell	0.4071	21
CEL	0.8954	stem cell	0.1783	21
RALGDS	0.7121	enteric neuron	0.5364	21
GBGT1	0.7345	endothelial cell of lymphatic vessel	0.1139	21
OBP2B	0.9764	pericyte	0.0036	21
ABO	0.8747	colon epithelial cell	0.3928	21
SURF6	0.3825	enterocyte	0.4925	21
MED22	0.5656	enteric neuron	0.2209	21
RPL7A	0.3879	stem cell	54.6167	21
SURF1	0.3108	hematopoietic cell	0.5375	21
SURF2	0.4462	enteric neuron	0.3988	21
SURF4	0.2919	enterocyte	0.8618	21
STKLD1	0.5181	mesothelial cell	0.0223	21
REXO4	0.2460	neural crest cell	0.4198	21
ADAMTS13	0.7359	fibroblast	0.0671	21
CACFD1	0.4335	enteric neuron	0.1715	21
SLC2A6	0.9024	endothelial cell of artery	0.3255	21
MYMK	0.9465	myofibroblast cell	0.0013	21
ADAMTSL2	0.8770	myofibroblast cell	0.0362	21
FAM163B	0.9461	enteric neuron	0.0012	21
DBH	0.9946	enteric neuron	0.4892	21
DBH-AS1	0.6892	mesodermal cell	0.0137	21
SARDH	0.6860	interstitial cell of Cajal	0.1238	21
VAV2	0.4566	colon epithelial cell	0.1628	21
BRD3OS	0.4845	interstitial cell of Cajal	0.1767	21
BRD3	0.5546	enteric neuron	1.5189	21
WDR5-DT	0.7212	mesothelial cell	0.0039	21
WDR5	0.3325	neural crest cell	0.2494	21
ENSG00000273473	0.6649	enteric smooth muscle cell	0.0073	21
LINC02247	0.9961	mesothelial cell	0.0258	21
RXRA	0.3659	fibroblast	0.2924	21
ENSG00000228877	0.8034	fibroblast	0.0543	21
COL5A1	0.8400	fibroblast	3.0700	21
FCN2	0.9836	vein endothelial cell	0.0049	21
FCN1	0.9992	hematopoietic cell	3.2168	21
ENSG00000236403	0.9572	hematopoietic cell	0.0050	21
OLFM1	0.9712	enteric neuron	1.3238	21
PPP1R26-AS1	0.8149	colon epithelial cell	0.0926	21
PPP1R26	0.6559	endothelial cell of artery	0.1428	21
PIERCE1	0.6575	colon epithelial cell	0.1908	21
MRPS2	0.3353	stem cell	0.7924	21
ENSG00000226706	0.9156	myofibroblast cell	0.0015	21
LCN1	0.9321	enteric smooth muscle cell	0.1615	21
OBP2A	0.9395	pericyte	0.0066	21
PAEP	0.9610	endothelial cell of artery	0.0031	21
LINC01502	0.8987	vein endothelial cell	0.0017	21
SOHLH1	1.0000	vein endothelial cell	0.0023	21
KCNT1	0.9558	pericyte	0.0106	21
CAMSAP1	0.6881	enteric neuron	0.3252	21
CAMSAP1-DT	0.7038	myofibroblast cell	0.0021	21
UBAC1	0.7120	erythroblast	0.6304	21
NACC2	0.7477	enteric smooth muscle cell	0.1629	21
LINC02846	0.8907	enteric smooth muscle cell	0.0085	21
TMEM250	0.3948	endothelial cell of lymphatic vessel	0.1317	21
ENSG00000275329	0.7015	enteric smooth muscle cell	0.0037	21
QSOX2	0.4807	enteroendocrine cell	0.1300	21
CCDC187	0.7695	colon epithelial cell	0.0101	21
DKFZP434A062	0.6976	myofibroblast cell	0.0064	21
GPSM1	0.6408	enteric neuron	0.2528	21
DNLZ	0.6957	interstitial cell of Cajal	0.0336	21
CARD9	0.9644	hematopoietic cell	0.1852	21
SNAPC4	0.4357	endothelial cell of lymphatic vessel	0.0674	21
ENTR1	0.4304	endothelial cell of lymphatic vessel	0.1311	21
PMPCA	0.2842	endothelial cell of lymphatic vessel	0.4660	21
INPP5E	0.4987	endothelial cell of artery	0.1035	21
SEC16A	0.5584	endothelial cell of artery	0.2654	21
C9orf163	0.8225	enteroendocrine cell	0.0088	21
NOTCH1	0.8261	endothelial cell of artery	1.4784	21
ENSG00000227512	0.9780	endothelial cell of artery	0.0028	21
NALT1	0.9099	enteric smooth muscle cell	0.2111	21
LINC01451	0.9065	intestine goblet cell	0.0190	21
LNCEGFL7OS	0.9067	endothelial cell of artery	0.0665	21
EGFL7	0.8732	endothelial cell of lymphatic vessel	9.0543	21
AGPAT2	0.6894	colon epithelial cell	2.1609	21
DIPK1B	0.8991	endothelial cell of artery	1.3660	21
SNHG7	0.3519	stem cell	3.1612	21
LCN6	0.9983	hematopoietic cell	0.0573	21
LCN8	0.9847	colon epithelial cell	0.0054	21
LCN15	0.9956	colon epithelial cell	5.8612	21
TMEM141	0.7024	intestine goblet cell	6.3355	21
ENSG00000272896	0.9198	interstitial cell of Cajal	0.0018	21
CCDC183	0.7288	colon epithelial cell	0.1321	21
CCDC183-AS1	0.8565	hematopoietic cell	0.0047	21
RABL6	0.3785	colon epithelial cell	0.5203	21
AJM1	0.6830	intestine goblet cell	0.0343	21
PHPT1	0.4415	colon epithelial cell	4.7666	21
MAMDC4	0.7110	enterocyte	0.1479	21
EDF1	0.1751	endothelial cell of artery	5.2783	21
TRAF2	0.3677	intestine goblet cell	0.1922	21
FBXW5	0.4557	endothelial cell of artery	0.8368	21
C8G	0.9398	enteroendocrine cell	0.0445	21
LCN12	0.8364	stem cell	0.1682	21
PTGDS	0.9381	mesothelial cell	0.3590	21
LCNL1	0.9650	mesothelial cell	0.0077	21
PAXX	0.3198	mesothelial cell	0.7622	21
CLIC3	0.9856	mesothelial cell	1.3831	21
ABCA2	0.6905	enteric neuron	0.0963	21
LINC02908	0.9082	hematopoietic cell	0.0088	21
FUT7	0.8504	hematopoietic cell	0.0233	21
ENSG00000279073	0.9746	vein endothelial cell	0.0023	21
NPDC1	0.9175	endothelial cell of artery	5.1007	21
ENTPD2	0.8131	mesothelial cell	0.0674	21
ENSG00000229257	0.9674	colon epithelial cell	0.0009	21
SAPCD2	0.6331	intestine goblet cell	0.1607	21
ENSG00000231864	0.9398	enteroendocrine cell	0.0017	21
UAP1L1	0.7567	enterocyte	0.0470	21
MAN1B1-DT	0.6338	pericyte	0.0618	21
MAN1B1	0.4406	endothelial cell of artery	0.4252	21
DPP7	0.8147	hematopoietic cell	1.0975	21
GRIN1	0.9088	enteric neuron	0.0101	21
LRRC26	0.9825	intestine goblet cell	0.3333	21
TMEM210	0.9123	hematopoietic cell	0.0018	21
ANAPC2	0.2991	endothelial cell of artery	0.1839	21
SSNA1	0.2996	endothelial cell of lymphatic vessel	1.2811	21
TPRN	0.5134	intestine goblet cell	0.0685	21
TMEM203	0.2654	neural crest cell	0.3351	21
NDOR1	0.6632	interstitial cell of Cajal	0.0257	21
RNF208	0.5853	enteroendocrine cell	0.0733	21
CYSRT1	0.5258	enterocyte	0.0068	21
RNF224	0.8944	intestine goblet cell	0.0502	21
SLC34A3	0.8653	enterocyte	0.0301	21
TUBB4B	0.4414	colon epithelial cell	3.5472	21
CIMIP2A	0.6936	enteroendocrine cell	0.0027	21
STPG3-AS1	0.7810	mesothelial cell	0.0030	21
STPG3	0.9259	mesothelial cell	0.0029	21
NELFB	0.2826	endothelial cell of artery	0.2559	21
