gene	tau	top_cell_state	top_expr	n_states
COPA	0.3812	endothelial cell of artery	0.7562	21
NCSTN	0.3956	endothelial cell of artery	0.5219	21
NHLH1	0.9883	enteroendocrine cell	0.1297	21
VANGL2	0.6570	enteric neuron	0.2750	21
SLAMF6	0.9937	hematopoietic cell	0.0146	21
ENSG00000234425	0.9563	epithelial cell	0.0693	21
CD84	0.9968	hematopoietic cell	0.4173	21
SLAMF1	0.9888	hematopoietic cell	0.0064	21
ENSG00000228863	0.7657	hematopoietic cell	0.0044	21
CD48	0.9986	hematopoietic cell	1.6901	21
SLAMF7	0.9862	hematopoietic cell	0.0729	21
LY9	0.9678	hematopoietic cell	0.0562	21
CD244	0.9963	hematopoietic cell	0.0845	21
ITLN1	0.9504	mesothelial cell	0.3255	21
ENSG00000232188	0.9761	hematopoietic cell	0.0014	21
ENSG00000198358	0.9573	mesothelial cell	0.0010	21
ITLN2	0.9195	mesothelial cell	0.0312	21
F11R	0.7667	endothelial cell of artery	0.6826	21
TSTD1	0.6055	intestine goblet cell	1.4213	21
USF1	0.5498	vein endothelial cell	0.1364	21
ARHGAP30	0.9986	hematopoietic cell	0.6453	21
NECTIN4	0.9302	colon epithelial cell	0.0452	21
NECTIN4-AS1	0.9805	epithelial cell	0.0057	21
KLHDC9	0.6693	enteroendocrine cell	0.1463	21
PFDN2	0.4329	enteric neuron	2.0096	21
NIT1	0.3334	enterocyte	0.3561	21
DEDD	0.3790	endothelial cell of artery	0.2451	21
UFC1	0.1717	colon epithelial cell	1.9401	21
ENSG00000224985	0.6820	enteroendocrine cell	0.0058	21
USP21	0.4780	mesodermal cell	0.1032	21
PPOX	0.3814	interstitial cell of Cajal	0.2098	21
B4GALT3	0.3379	pericyte	0.4498	21
ADAMTS4	0.8156	pericyte	0.0974	21
NDUFS2	0.2776	enterocyte	1.4136	21
FCER1G	0.9917	hematopoietic cell	7.5349	21
APOA2	0.9244	progenitor cell	2.1023	21
TOMM40L	0.5168	enterocyte	0.1359	21
NR1I3	0.8084	enterocyte	0.0192	21
PCP4L1	0.9304	myofibroblast cell	0.0998	21
MPZ	0.9806	neural crest cell	1.6478	21
SDHC	0.3280	enterocyte	1.8036	21
CFAP126	0.9665	enteroendocrine cell	0.0162	21
FCGR2A	0.9734	hematopoietic cell	1.0932	21
HSPA6	0.8962	hematopoietic cell	0.7580	21
FCGR3A	0.9978	hematopoietic cell	0.7964	21
FCGR3B	0.9986	hematopoietic cell	0.0854	21
FCGR2B	0.9636	vein endothelial cell	0.0504	21
FCRLA	0.9987	hematopoietic cell	0.0113	21
FCRLB	0.7348	vein endothelial cell	0.0542	21
DUSP12	0.4361	enteric neuron	0.4729	21
ATF6-DT	0.6831	vein endothelial cell	0.0090	21
ATF6	0.5640	endothelial cell of lymphatic vessel	0.6569	21
OLFML2B	0.8729	myofibroblast cell	1.2876	21
NOS1AP	0.7996	enteric neuron	0.1456	21
ENSG00000227094	0.8625	enterocyte	0.0008	21
C1orf226	0.5310	intestine goblet cell	0.0333	21
SPATA46	0.9493	enteric smooth muscle cell	0.0001	21
SH2D1B	0.9969	hematopoietic cell	0.0248	21
UHMK1	0.4895	hematopoietic cell	0.2999	21
UAP1-DT	0.9178	pericyte	0.0018	21
UAP1	0.6137	enteroendocrine cell	0.5882	21
DDR2	0.7578	myofibroblast cell	1.2648	21
HSD17B7	0.5529	endothelial cell of lymphatic vessel	0.3333	21
CCDC190	0.9471	enteric smooth muscle cell	0.0030	21
RGS4	0.9471	enteroendocrine cell	0.8759	21
RGS5	0.9192	pericyte	7.2384	21
RGS5-AS1	0.9936	mesothelial cell	0.0135	21
ENSG00000232995	0.5680	neural crest cell	0.0311	21
NUF2	0.7181	neural crest cell	0.6646	21
PBX1	0.7123	myofibroblast cell	3.7790	21
PBX1-AS1	0.8174	myofibroblast cell	0.0071	21
LMX1A	0.9929	enteroendocrine cell	0.0029	21
RXRG	0.9053	neural crest cell	0.0385	21
LRRC52-AS1	0.9354	fibroblast	0.0086	21
ENSG00000236206	0.6980	interstitial cell of Cajal	0.0099	21
MGST3	0.5011	epithelial cell	5.1965	21
ALDH9A1	0.3297	epithelial cell	0.6385	21
ENSG00000273365	0.9768	endothelial cell of artery	0.0103	21
TMCO1	0.2684	colon epithelial cell	1.2879	21
TMCO1-AS1	0.6452	endothelial cell of artery	0.0042	21
UCK2	0.5368	vein endothelial cell	0.2934	21
ENSG00000236364	0.8079	endothelial cell of artery	0.0023	21
FAM78B	0.9367	neural crest cell	0.2707	21
FAM78B-AS1	0.9277	enteric neuron	0.0006	21
ENSG00000229588	0.9592	neural crest cell	0.0264	21
POGK	0.3838	enteric neuron	0.2182	21
TADA1	0.3360	enteric neuron	0.0961	21
ILDR2	0.8627	neural crest cell	0.0351	21
MAEL	0.7523	neural crest cell	0.0083	21
GPA33	0.8828	colon epithelial cell	0.1638	21
STYXL2	0.9866	hematopoietic cell	0.0801	21
POU2F1-DT	0.4824	colon epithelial cell	0.0090	21
POU2F1	0.4038	enteric neuron	0.3673	21
CD247	0.9870	hematopoietic cell	0.1140	21
ENSG00000273160	0.9463	hematopoietic cell	0.0045	21
CREG1	0.8725	hematopoietic cell	2.8190	21
ENSG00000241666	0.9599	hematopoietic cell	0.0106	21
RCSD1	0.9225	hematopoietic cell	1.2866	21
MPZL1	0.5377	endothelial cell of artery	1.1892	21
ADCY10	0.8226	colon epithelial cell	0.0043	21
MPC2	0.7258	colon epithelial cell	6.4274	21
DCAF6	0.5370	colon epithelial cell	0.5589	21
GPR161	0.6318	enteric smooth muscle cell	0.4853	21
TIPRL	0.3091	interstitial cell of Cajal	0.6499	21
SFT2D2	0.5550	hematopoietic cell	0.3535	21
TBX19	0.5679	epithelial cell	0.0329	21
ENSG00000228697	0.8493	colon epithelial cell	0.0019	21
XCL2	0.9986	hematopoietic cell	0.0954	21
XCL1	0.9881	hematopoietic cell	0.0810	21
DPT	0.9476	interstitial cell of Cajal	0.3174	21
LINC00626	0.9304	myofibroblast cell	0.0036	21
LINC00970	0.9301	fibroblast	0.0005	21
ATP1B1	0.8269	interstitial cell of Cajal	6.0492	21
NME7	0.5857	interstitial cell of Cajal	0.6545	21
BLZF1	0.4464	interstitial cell of Cajal	0.2028	21
CCDC181	0.8398	enteric neuron	0.1607	21
SLC19A2	0.7298	colon epithelial cell	0.1388	21
ENSG00000213062	0.6708	colon epithelial cell	0.0022	21
F5	0.9832	hematopoietic cell	0.0126	21
SELP	0.9504	hematopoietic cell	0.0969	21
FIRRM	0.5386	neural crest cell	0.1320	21
SELL	0.9980	hematopoietic cell	1.0585	21
SELE	0.9894	vein endothelial cell	0.1081	21
METTL18	0.3627	endothelial cell of lymphatic vessel	0.1571	21
SCYL3	0.3550	colon epithelial cell	0.1047	21
KIFAP3	0.6265	enteric neuron	0.5103	21
NTMT2	0.9300	colon epithelial cell	0.0005	21
LINC01142	0.9856	pericyte	0.0009	21
GORAB-AS1	0.8247	enteric neuron	0.0058	21
GORAB	0.4114	neural crest cell	0.1131	21
ENSG00000235303	0.9814	enteric smooth muscle cell	0.0004	21
PRRX1	0.9750	mesothelial cell	0.0271	21
ENSG00000271811	0.8584	mesothelial cell	0.0087	21
MROH9	0.8831	progenitor cell	0.0005	21
FMO3	0.9617	enteric smooth muscle cell	0.0131	21
FMO2	0.9534	myofibroblast cell	0.0061	21
ENSG00000225243	0.9606	enterocyte	0.0011	21
ENSG00000231424	0.8197	progenitor cell	0.0028	21
FMO1	0.9391	mesothelial cell	0.0613	21
FMO4	0.7220	epithelial cell	0.0577	21
PRRC2C	0.2973	vein endothelial cell	1.9505	21
MYOC	0.9544	enteric smooth muscle cell	0.0603	21
VAMP4	0.6823	endothelial cell of artery	0.2847	21
METTL13	0.2248	endothelial cell of lymphatic vessel	0.1665	21
DNM3	0.8779	enteric neuron	0.2630	21
DNM3OS	0.7990	interstitial cell of Cajal	0.6856	21
PIGC	0.3680	fibroblast	0.5387	21
C1orf105	0.8308	stem cell	0.0035	21
SUCO	0.5230	mesothelial cell	0.4103	21
FASLG	0.9989	hematopoietic cell	0.0324	21
ENSG00000224000	0.8861	pericyte	0.0008	21
TNFSF18	0.9512	vein endothelial cell	0.0040	21
ENSG00000226375	0.9744	myofibroblast cell	0.0009	21
TNFSF4	0.7640	hematopoietic cell	0.0305	21
PRDX6-AS1	0.6497	colon epithelial cell	0.0620	21
PRDX6	0.4561	colon epithelial cell	5.3211	21
SLC9C2	0.9625	mesothelial cell	0.0051	21
ANKRD45	0.7803	vein endothelial cell	0.0165	21
KLHL20	0.5750	endothelial cell of artery	0.3310	21
CENPL	0.5778	interstitial cell of Cajal	0.2160	21
DARS2	0.4249	neural crest cell	0.0943	21
GAS5-AS1	0.5764	enteroendocrine cell	0.0076	21
ZBTB37	0.4451	mesodermal cell	0.1447	21
SERPINC1	0.9579	enterocyte	0.0046	21
RC3H1	0.4279	endothelial cell of artery	0.1827	21
RC3H1-DT	0.6196	epithelial cell	0.0044	21
RABGAP1L-DT	0.5891	erythroblast	0.0034	21
RABGAP1L	0.6032	enteroendocrine cell	0.5064	21
GPR52	0.9484	vein endothelial cell	0.0005	21
RABGAP1L-AS1	0.9826	mesodermal cell	0.0002	21
CACYBP	0.4568	progenitor cell	2.3741	21
MRPS14	0.2794	endothelial cell of lymphatic vessel	0.9546	21
TNN	0.7831	myofibroblast cell	0.0444	21
KIAA0040	0.7420	pericyte	0.1506	21
TNR	0.9449	fibroblast	0.0104	21
LINC02803	0.7614	pericyte	0.0150	21
COP1	0.1985	vein endothelial cell	0.2993	21
ENSG00000228686	0.8845	endothelial cell of artery	0.0049	21
COP1-DT	0.8277	endothelial cell of artery	0.0022	21
PAPPA2	0.9153	enteric smooth muscle cell	0.0252	21
ASTN1	0.9655	enteric neuron	0.1436	21
BRINP2	0.8959	mesothelial cell	0.0063	21
LINC01645	0.9876	hematopoietic cell	0.0052	21
ENSG00000227579	0.9928	colon epithelial cell	0.0007	21
SEC16B	0.6364	endothelial cell of lymphatic vessel	0.0340	21
RASAL2-AS1	0.5831	colon epithelial cell	0.0184	21
RASAL2	0.7840	vein endothelial cell	0.6302	21
TEX35	0.9741	endothelial cell of artery	0.0061	21
C1orf220	0.6506	myofibroblast cell	0.0229	21
ENSG00000273384	0.6897	mesodermal cell	0.0174	21
RALGPS2-AS1	0.6308	myofibroblast cell	0.0053	21
RALGPS2	0.6562	enteric smooth muscle cell	0.5412	21
ANGPTL1	0.8352	enteric smooth muscle cell	0.1171	21
FAM20B	0.4100	pericyte	0.1693	21
TOR3A	0.3998	endothelial cell of lymphatic vessel	0.3388	21
ABL2	0.7614	endothelial cell of artery	0.6711	21
SOAT1	0.4810	enteroendocrine cell	0.2229	21
AXDND1	0.8498	epithelial cell	0.0079	21
TDRD5	0.8900	endothelial cell of lymphatic vessel	0.0058	21
FAM163A	0.9113	enteric neuron	0.1293	21
LINC02818	0.9954	colon epithelial cell	0.0001	21
TOR1AIP2	0.4329	progenitor cell	0.8269	21
ENSG00000272906	0.5343	intestine goblet cell	0.0213	21
TOR1AIP1	0.4511	hematopoietic cell	0.2522	21
ENSG00000260360	0.7765	hematopoietic cell	0.0216	21
CEP350	0.3570	hematopoietic cell	0.5011	21
QSOX1	0.6505	mesodermal cell	0.7144	21
LHX4	0.8316	enteroendocrine cell	0.0078	21
ACBD6	0.3546	interstitial cell of Cajal	0.7015	21
XPR1	0.8492	enteric neuron	0.6782	21
KIAA1614	0.6778	fibroblast	0.0689	21
ENSG00000243155	0.6004	mesodermal cell	0.0053	21
KIAA1614-AS1	0.7064	stem cell	0.0147	21
STX6	0.6987	endothelial cell of artery	0.5098	21
MR1	0.8862	hematopoietic cell	0.0684	21
IER5	0.8642	hematopoietic cell	0.7906	21
LINC01732	0.8981	stem cell	0.0062	21
LINC01699	0.9636	enteroendocrine cell	0.0003	21
CACNA1E	0.9549	enteric neuron	0.0249	21
ZNF648	0.9416	colon epithelial cell	0.0030	21
ENSG00000224810	0.9284	intestine goblet cell	0.0015	21
ENSG00000225982	0.7963	epithelial cell	0.0091	21
GLUL	0.6683	endothelial cell of artery	4.1509	21
RGSL1	0.9418	enteric neuron	0.0015	21
RNASEL	0.5454	colon epithelial cell	0.0595	21
RGS16	0.9461	pericyte	0.8903	21
LINC01686	0.9430	pericyte	0.0249	21
RGS8	0.9443	enteric neuron	0.0012	21
NPL	0.9503	hematopoietic cell	0.5047	21
DHX9	0.3559	neural crest cell	0.8710	21
SHCBP1L	0.7797	pericyte	0.0083	21
LAMC1	0.8259	endothelial cell of artery	3.1903	21
LAMC2	0.8427	colon epithelial cell	0.2054	21
NMNAT2	0.9496	enteric neuron	0.1202	21
SMG7	0.4757	endothelial cell of artery	0.3132	21
NCF2	0.9980	hematopoietic cell	0.9488	21
ARPC5	0.5634	enteric smooth muscle cell	3.6663	21
RGL1	0.7196	hematopoietic cell	0.3095	21
APOBEC4	0.9455	stem cell	0.0008	21
ENSG00000227554	0.9133	neural crest cell	0.0003	21
COLGALT2	0.8537	enteric smooth muscle cell	0.0812	21
TSEN15	0.5065	enteric smooth muscle cell	0.5089	21
C1orf21-DT	0.6663	pericyte	0.0153	21
C1orf21	0.6956	enteric smooth muscle cell	1.4558	21
EDEM3	0.5437	endothelial cell of artery	0.2906	21
NIBAN1	0.9067	endothelial cell of lymphatic vessel	0.5924	21
RNF2	0.5131	endothelial cell of artery	0.4794	21
TRMT1L	0.2853	mesothelial cell	0.1372	21
SWT1	0.4669	endothelial cell of artery	0.0685	21
IVNS1ABP	0.5375	endothelial cell of artery	0.8886	21
ENSG00000273004	0.6189	pericyte	0.0097	21
ENSG00000261024	0.9546	mesodermal cell	0.0000	21
GS1-204I12.4	0.9612	colon epithelial cell	0.0062	21
HMCN1	0.8530	interstitial cell of Cajal	0.1660	21
ENSG00000224691	0.9311	myofibroblast cell	0.0011	21
PRG4	0.9501	interstitial cell of Cajal	0.0025	21
TPR	0.3086	interstitial cell of Cajal	1.8757	21
ODR4	0.3880	endothelial cell of lymphatic vessel	0.3269	21
PDC-AS1	0.8224	mesothelial cell	0.0046	21
PDC	0.8591	enteric neuron	0.0006	21
ENSG00000273198	0.9401	enteric neuron	0.0012	21
PTGS2	0.7826	enteric smooth muscle cell	0.1725	21
PACERR	0.7795	myofibroblast cell	0.0086	21
PLA2G4A	0.7881	interstitial cell of Cajal	0.1958	21
ENSG00000237283	0.8565	pericyte	0.0015	21
LINC01701	0.9848	progenitor cell	0.0005	21
BRINP3	0.8184	colon epithelial cell	0.2589	21
ENSG00000225811	0.9369	neural crest cell	0.0002	21
BRINP3-DT	0.7649	enteroendocrine cell	0.0753	21
LINC02770	0.9700	hematopoietic cell	0.0015	21
RGS18	0.9959	hematopoietic cell	0.8106	21
RGS1	0.9716	hematopoietic cell	1.3591	21
RGS13	0.9871	hematopoietic cell	0.0146	21
RGS2	0.7330	hematopoietic cell	2.9772	21
UCHL5	0.3220	neural crest cell	0.2652	21
RO60	0.4554	neural crest cell	0.9844	21
GLRX2	0.3986	neural crest cell	0.2074	21
CDC73	0.5612	neural crest cell	0.5034	21
B3GALT2	0.9080	mesothelial cell	0.2798	21
LINC01031	0.8707	neural crest cell	0.0071	21
ENSG00000227240	0.9261	hematopoietic cell	0.0029	21
LINC01724	0.9778	hematopoietic cell	0.0013	21
KCNT2	0.7489	mesothelial cell	0.0873	21
CFH	0.9586	endothelial cell of artery	0.7740	21
CFHR3	0.9658	endothelial cell of artery	0.0048	21
CFHR1	0.9811	mesothelial cell	0.0439	21
CFHR4	0.9380	myofibroblast cell	0.0006	21
F13B	0.9698	enterocyte	0.0012	21
ASPM	0.7005	neural crest cell	1.0261	21
ZBTB41	0.4490	enteric neuron	0.1190	21
CRB1	0.9258	neural crest cell	0.1252	21
DENND1B	0.4881	hematopoietic cell	0.1646	21
C1orf53	0.5852	enterocyte	0.1367	21
LHX9	0.9853	mesothelial cell	0.0038	21
NEK7	0.5809	mesothelial cell	0.3540	21
ATP6V1G3	0.9998	endothelial cell of lymphatic vessel	0.0218	21
PTPRC	0.9988	hematopoietic cell	1.6211	21
MIR181A1HG	0.6902	pericyte	0.2141	21
ENSG00000225172	0.9277	pericyte	0.0006	21
LINC01222	0.9941	hematopoietic cell	0.0020	21
LINC01221	0.9838	endothelial cell of artery	0.0063	21
NR5A2	0.7089	colon epithelial cell	0.4696	21
LINC00862	0.9459	fibroblast	0.0003	21
ZNF281	0.5552	mesodermal cell	0.5678	21
ENSG00000230623	0.7949	progenitor cell	0.0265	21
KIF14	0.6052	neural crest cell	0.2033	21
DDX59	0.2965	progenitor cell	0.1450	21
DDX59-AS1	0.7267	mesothelial cell	0.0115	21
CAMSAP2	0.6321	endothelial cell of lymphatic vessel	0.4273	21
INAVA	0.7309	colon epithelial cell	0.3008	21
KIF21B	0.7485	pericyte	0.0647	21
CACNA1S	0.9952	pericyte	0.0130	21
ASCL5	0.9001	pericyte	0.0115	21
TMEM9	0.3646	epithelial cell	0.9919	21
IGFN1	0.9186	pericyte	0.0406	21
PKP1	0.8750	enteric smooth muscle cell	0.0023	21
TNNT2	0.9870	mesothelial cell	0.9213	21
LAD1	0.7957	colon epithelial cell	0.7974	21
ENSG00000282221	0.8562	epithelial cell	0.0050	21
TNNI1	0.9291	enteric smooth muscle cell	0.8897	21
PHLDA3	0.8134	enteric smooth muscle cell	0.3554	21
CSRP1	0.8860	enteric smooth muscle cell	7.3907	21
CSRP1-AS1	0.5612	hematopoietic cell	0.0134	21
RPS10P7	0.6165	endothelial cell of artery	0.0287	21
NAV1	0.7408	endothelial cell of artery	0.7794	21
ENSG00000236390	0.9862	enteric smooth muscle cell	0.0002	21
IPO9-AS1	0.5947	interstitial cell of Cajal	0.0719	21
ENSG00000235121	0.8128	epithelial cell	0.0062	21
IPO9	0.4521	endothelial cell of artery	0.6722	21
SHISA4	0.6709	enteric neuron	0.2635	21
ENSG00000223774	0.7623	neural crest cell	0.0155	21
LMOD1	0.9470	enteric smooth muscle cell	1.9430	21
TIMM17A	0.3206	enteric neuron	0.8199	21
RNPEP	0.4570	hematopoietic cell	0.6369	21
ELF3-AS1	0.8113	colon epithelial cell	0.0595	21
ELF3	0.7992	colon epithelial cell	4.8556	21
GPR37L1	0.8660	intestine goblet cell	0.0109	21
ARL8A	0.6978	enteric neuron	0.5226	21
PTPN7	0.9691	hematopoietic cell	0.3331	21
LGR6	0.9271	myofibroblast cell	0.0135	21
UBE2T	0.6625	neural crest cell	1.3729	21
PPP1R12B	0.9134	enteric smooth muscle cell	3.3270	21
SYT2	0.7098	colon epithelial cell	0.0810	21
SYT2-AS1	0.7591	enteric smooth muscle cell	0.0136	21
KDM5B	0.4294	enteric neuron	1.0026	21
ENSG00000260021	0.9150	vein endothelial cell	0.0008	21
PCAT6	0.5360	myofibroblast cell	0.1209	21
RABIF	0.4696	endothelial cell of artery	0.2612	21
KLHL12	0.3075	neural crest cell	0.2244	21
ADIPOR1	0.8077	erythroblast	2.2785	21
CYB5R1	0.5971	endothelial cell of artery	0.4606	21
TMEM183A	0.2067	enteric neuron	0.6973	21
PPFIA4	0.6630	pericyte	0.0329	21
MYOG	0.9942	enteric neuron	0.0216	21
ADORA1	0.8435	interstitial cell of Cajal	0.0176	21
MYBPH	0.9995	hematopoietic cell	0.0096	21
CHI3L1	0.9518	hematopoietic cell	0.0057	21
CHIT1	0.8877	erythroblast	0.0023	21
LINC01353	0.9101	hematopoietic cell	0.0173	21
BTG2-DT	0.8377	hematopoietic cell	0.0072	21
BTG2	0.6029	enteroendocrine cell	2.2494	21
FMOD	0.6345	myofibroblast cell	0.5307	21
PRELP	0.8298	fibroblast	0.1083	21
OPTC	0.9712	endothelial cell of artery	0.0187	21
ATP2B4	0.6664	endothelial cell of artery	0.9392	21
LAX1	0.9827	hematopoietic cell	0.0144	21
ZC3H11A	0.3443	mesodermal cell	0.6990	21
ZBED6	0.4491	mesodermal cell	0.3052	21
SNRPE	0.2980	neural crest cell	6.2346	21
LINC00303	0.9972	endothelial cell of artery	0.0154	21
SOX13	0.8971	endothelial cell of artery	0.5130	21
ENSG00000261065	0.9613	colon epithelial cell	0.0006	21
ETNK2	0.4491	enteroendocrine cell	0.1401	21
ERLNC1	0.9982	interstitial cell of Cajal	0.0022	21
REN	0.9300	enterocyte	0.0220	21
KISS1	0.7525	enterocyte	0.1009	21
GOLT1A	0.8865	enterocyte	0.9185	21
PLEKHA6	0.7737	enteric neuron	0.3536	21
ENSG00000231691	0.9531	hematopoietic cell	0.0007	21
LINC00628	0.9194	colon epithelial cell	0.0009	21
PPP1R15B-AS1	0.9080	intestine goblet cell	0.0047	21
PPP1R15B	0.3725	endothelial cell of artery	0.2111	21
PIK3C2B	0.8878	endothelial cell of artery	0.6311	21
MDM4	0.4055	endothelial cell of artery	1.0606	21
ENSG00000240710	0.9420	enteroendocrine cell	0.0107	21
LRRN2	0.8357	enteric neuron	0.1759	21
ENSG00000240219	0.9543	enteroendocrine cell	0.0096	21
NFASC	0.9482	enteric neuron	0.7242	21
CNTN2	0.9828	enteric neuron	0.0478	21
TMEM81	0.5602	neural crest cell	0.0186	21
RBBP5	0.3734	neural crest cell	0.2161	21
DSTYK	0.6321	endothelial cell of artery	0.3811	21
TMCC2	0.9721	erythroblast	0.8577	21
NUAK2	0.7600	progenitor cell	0.1483	21
KLHDC8A	0.9110	enteric neuron	0.1816	21
LEMD1-AS1	0.8595	enteric smooth muscle cell	0.0013	21
LEMD1	0.9574	enteric neuron	0.0751	21
BLACAT1	0.8829	colon epithelial cell	0.0171	21
LEMD1-DT	0.9631	enteric neuron	0.0142	21
CDK18	0.6899	pericyte	0.3802	21
MFSD4A	0.8307	mesothelial cell	0.1158	21
ELK4	0.7237	endothelial cell of lymphatic vessel	0.5287	21
SLC45A3	0.9505	endothelial cell of lymphatic vessel	0.5360	21
NUCKS1	0.3924	mesodermal cell	5.8127	21
RAB29	0.7066	enterocyte	0.2545	21
SLC41A1	0.8726	endothelial cell of lymphatic vessel	0.3525	21
PM20D1	0.9273	stem cell	0.0015	21
SLC26A9	0.9647	endothelial cell of lymphatic vessel	0.0041	21
RAB7B	0.8688	hematopoietic cell	0.1210	21
CTSE	0.9550	epithelial cell	0.2936	21
RHEX	0.9957	hematopoietic cell	0.2565	21
AVPR1B-DT	0.9145	enteroendocrine cell	0.0028	21
FAM72A	0.8158	endothelial cell of lymphatic vessel	0.0519	21
SRGAP2	0.6807	endothelial cell of artery	0.3952	21
IKBKE	0.5952	endothelial cell of lymphatic vessel	0.0830	21
IKBKE-AS1	0.9473	vein endothelial cell	0.0006	21
ENSG00000261000	0.8214	hematopoietic cell	0.0019	21
RASSF5	0.9794	hematopoietic cell	0.4067	21
EIF2D	0.2993	interstitial cell of Cajal	0.3898	21
DYRK3-AS1	0.7643	myofibroblast cell	0.0046	21
DYRK3	0.7797	endothelial cell of artery	0.0836	21
MAPKAPK2	0.5471	endothelial cell of artery	0.3865	21
IL10	0.9933	hematopoietic cell	0.1159	21
IL20	0.9865	mesothelial cell	0.0016	21
IL24	0.9910	hematopoietic cell	0.0020	21
FCMR	0.9678	hematopoietic cell	0.2053	21
PIGR	0.8451	enterocyte	0.0143	21
FCAMR	0.8943	stem cell	0.0116	21
C1orf116	0.7740	epithelial cell	0.2357	21
PFKFB2	0.7177	hematopoietic cell	0.0736	21
YOD1	0.7560	erythroblast	0.1894	21
C4BPB	0.9536	mesothelial cell	0.0319	21
C4BPA	0.9625	pericyte	0.0015	21
ENSG00000275392	0.9167	endothelial cell of lymphatic vessel	0.0038	21
CD55	0.7692	hematopoietic cell	0.5551	21
CR2	0.8829	hematopoietic cell	0.0015	21
CR1	0.9845	hematopoietic cell	0.0824	21
CR1L	0.9953	erythroblast	0.3145	21
CD46	0.5599	colon epithelial cell	1.1267	21
MIR29B2CHG	0.6772	hematopoietic cell	0.0454	21
CD34	0.9629	endothelial cell of artery	7.6245	21
PLXNA2	0.8125	enteric smooth muscle cell	0.7115	21
LINC01717	0.9469	enteric smooth muscle cell	0.0010	21
ENSG00000232537	0.8986	enteric neuron	0.0048	21
LINC01698	0.9989	enteric smooth muscle cell	0.0025	21
CAMK1G	0.8090	myofibroblast cell	0.0618	21
LAMB3	0.8847	colon epithelial cell	0.5173	21
HSD11B1-AS1	0.7736	enteroendocrine cell	0.0128	21
G0S2	0.7724	enterocyte	0.9226	21
HSD11B1	0.9493	fibroblast	0.0058	21
TRAF3IP3	0.9869	hematopoietic cell	0.4902	21
C1orf74	0.5614	progenitor cell	0.0860	21
IRF6	0.7592	intestine goblet cell	0.3020	21
UTP25	0.3943	neural crest cell	0.1339	21
SYT14	0.9727	enteric neuron	0.3188	21
SERTAD4-AS1	0.8885	enteric smooth muscle cell	0.8928	21
SERTAD4	0.8984	enteric smooth muscle cell	0.9504	21
HHAT	0.5317	mesodermal cell	0.0947	21
KCNH1	0.9620	fibroblast	0.0107	21
RCOR3	0.3163	enteric neuron	0.3011	21
TRAF5	0.8230	enteric smooth muscle cell	0.6763	21
LINC00467	0.5417	enteroendocrine cell	0.2119	21
RD3	0.9755	myofibroblast cell	0.0015	21
SLC30A1	0.7380	epithelial cell	0.6379	21
ENSG00000228792	0.9113	enterocyte	0.0044	21
NEK2	0.5642	colon epithelial cell	0.2943	21
NEK2-DT	0.7216	progenitor cell	0.0035	21
LPGAT1	0.6003	enterocyte	0.4524	21
LPGAT1-AS1	0.8138	interstitial cell of Cajal	0.0013	21
INTS7	0.3825	epithelial cell	0.1317	21
DTL	0.5761	neural crest cell	0.2419	21
ENSG00000229983	0.9328	vein endothelial cell	0.0012	21
LINC02608	0.8986	intestine goblet cell	0.0033	21
PPP2R5A	0.7519	vein endothelial cell	0.5483	21
ENSG00000234915	0.7740	endothelial cell of lymphatic vessel	0.0031	21
PACC1	0.6770	enteric neuron	0.2987	21
NENF	0.3514	myofibroblast cell	1.8234	21
LINC01740	0.9456	vein endothelial cell	0.0005	21
ENSG00000260805	0.6544	enteric neuron	0.0802	21
ATF3	0.5660	colon epithelial cell	0.3831	21
GARIN4	0.9236	vein endothelial cell	0.0024	21
LINC02773	0.9680	hematopoietic cell	0.0058	21
BATF3	0.9698	hematopoietic cell	0.3152	21
NSL1	0.3725	neural crest cell	0.6373	21
TATDN3	0.6327	hematopoietic cell	0.2286	21
SPATA45	0.7280	myofibroblast cell	0.0027	21
FLVCR1-DT	0.4438	enteroendocrine cell	0.0647	21
FLVCR1	0.6057	enteroendocrine cell	0.4234	21
VASH2	0.6900	fibroblast	0.2309	21
ANGEL2	0.3857	endothelial cell of lymphatic vessel	0.1715	21
RPS6KC1	0.4268	enteric neuron	0.1359	21
ENSG00000225233	0.9562	endothelial cell of lymphatic vessel	0.0031	21
LINC00538	0.9945	endothelial cell of lymphatic vessel	0.0119	21
PROX1	0.9881	endothelial cell of lymphatic vessel	4.6112	21
ENSG00000274895	0.9023	enteroendocrine cell	0.0048	21
SMYD2	0.8209	endothelial cell of lymphatic vessel	1.4261	21
PTPN14	0.7180	mesothelial cell	0.5436	21
CENPF	0.7600	neural crest cell	4.2231	21
KCNK2	0.9593	neural crest cell	0.5791	21
KCTD3	0.3458	neural crest cell	0.3426	21
USH2A	0.9660	enteroendocrine cell	0.0048	21
ESRRG	0.8403	pericyte	0.2582	21
GPATCH2	0.4066	pericyte	0.4692	21
SPATA17	0.6181	enteroendocrine cell	0.0522	21
RRP15	0.3701	neural crest cell	0.4951	21
TGFB2-AS1	0.9447	neural crest cell	0.0233	21
TGFB2	0.9128	neural crest cell	0.4364	21
LINC02869	0.9583	endothelial cell of lymphatic vessel	0.0080	21
LYPLAL1-DT	0.8495	enteric smooth muscle cell	0.0041	21
LYPLAL1	0.3566	epithelial cell	0.3144	21
