gene	colon epithelial cell	endothelial cell of artery	endothelial cell of lymphatic vessel	enteric neuron	enteric smooth muscle cell	enterocyte	enteroendocrine cell	epithelial cell	erythroblast	fibroblast	hematopoietic cell	interstitial cell of Cajal	intestine goblet cell	mesodermal cell	mesothelial cell	myofibroblast cell	neural crest cell	pericyte	progenitor cell	stem cell	vein endothelial cell
ASMT	0.0004	0.0145	0.0251	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0002	0.0004	0.0000	0.0000	0.0006	0.0002	0.0000	0.0005
LINC02968	0.0001	0.0004	0.0000	0.0000	0.0000	0.0001	0.0000	0.0000	0.0000	0.0000	0.0038	0.0000	0.0000	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
DHRSX	0.4173	0.4140	0.2589	0.2790	0.2750	0.2673	0.2779	0.3136	0.0187	0.3098	0.2109	0.3262	0.2577	0.2856	0.2533	0.2992	0.2966	0.2583	0.2975	0.2830	0.2670
ZBED1	0.2465	0.1852	0.1856	0.2008	0.1879	0.2003	0.2594	0.1679	0.0243	0.2048	0.1996	0.2078	0.2477	0.2133	0.1465	0.2088	0.2427	0.2065	0.2128	0.2173	0.1961
LINC00102	0.0023	0.0000	0.0000	0.0000	0.0001	0.0005	0.0000	0.0000	0.0000	0.0003	0.0002	0.0000	0.0000	0.0003	0.0000	0.0004	0.0000	0.0000	0.0005	0.0000	0.0007
CD99	2.6805	7.7717	7.3369	0.8190	2.3527	1.8921	1.6481	2.6863	0.2463	3.6764	1.4362	3.6524	2.1826	2.9702	2.5305	2.7498	1.7348	4.1360	2.0402	2.3187	4.3798
XG	0.0048	0.0000	0.0000	0.0000	0.0005	0.0007	0.0016	0.0000	0.0000	0.0014	0.0016	0.0000	0.0036	0.0002	0.0000	0.0000	0.0002	0.0000	0.0036	0.0025	0.0019
GYG2	0.2515	0.0112	0.0119	0.1252	0.0626	0.1337	0.1575	0.1549	0.0138	0.0740	0.0108	0.0399	0.0891	0.0820	0.1908	0.0615	0.1043	0.0482	0.2178	0.1267	0.0112
GYG2-AS1	0.0003	0.0041	0.0000	0.0000	0.0004	0.0000	0.0000	0.0000	0.0000	0.0005	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ARSD	0.2654	0.2593	0.0694	0.1370	0.0508	0.1419	0.2449	0.1202	0.0026	0.0631	0.0673	0.0394	0.1712	0.0624	0.1341	0.0493	0.0607	0.0672	0.1862	0.1737	0.1510
ARSD-AS1	0.0010	0.0000	0.0000	0.0013	0.0004	0.0004	0.0000	0.0000	0.0000	0.0006	0.0000	0.0000	0.0022	0.0006	0.0000	0.0000	0.0007	0.0015	0.0000	0.0000	0.0006
ARSL	0.4244	0.0748	0.0158	0.0472	0.0155	0.7419	0.3393	0.5153	0.0067	0.0147	0.0088	0.0101	0.6260	0.0120	0.0109	0.0309	0.1255	0.0081	0.6835	0.6868	0.0358
ARSF	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0005	0.0000	0.0012	0.0000	0.0001	0.0000	0.0004	0.0000	0.0000	0.0000	0.0000	0.0000
LINC01546	0.0002	0.0061	0.0018	0.0011	0.0003	0.0000	0.0000	0.0000	0.0037	0.0107	0.0034	0.0000	0.0000	0.0030	0.0000	0.0003	0.0030	0.0051	0.0000	0.0000	0.0208
MXRA5	0.0016	0.0473	0.0201	0.0033	0.0093	0.0010	0.0004	0.0000	0.0252	0.3990	0.0247	0.2166	0.0010	0.1732	0.0184	0.0180	0.0079	0.2577	0.0018	0.0022	0.0980
PRKX	0.1713	0.3998	0.1966	0.5234	0.0682	0.0546	0.0974	0.0231	0.0117	0.1474	0.3158	0.1052	0.0618	0.1819	0.1494	0.0190	0.2759	0.1410	0.0871	0.0775	0.2152
LINC03070	0.0001	0.0000	0.0000	0.0000	0.0004	0.0000	0.0000	0.0000	0.0000	0.0000	0.0185	0.0000	0.0000	0.0002	0.0000	0.0005	0.0000	0.0012	0.0000	0.0000	0.0000
NLGN4X	0.0127	0.1845	0.2199	0.3176	0.0816	0.0043	0.0348	0.0000	0.0105	0.2511	0.0146	0.1973	0.0021	0.2359	0.0487	0.1119	0.4078	0.2687	0.0282	0.0019	0.0364
VCX3A	0.0008	0.0000	0.0000	0.0000	0.0031	0.0003	0.0003	0.0000	0.0000	0.0006	0.0009	0.0023	0.0000	0.0006	0.0000	0.0005	0.0006	0.0000	0.0000	0.0000	0.0003
PUDP	0.2898	0.4031	0.3650	0.1415	0.1825	0.2487	0.1720	0.3334	0.0251	0.1877	0.1863	0.1470	0.1344	0.2085	0.1513	0.1719	0.1819	0.1385	0.3214	0.1776	0.3555
STS	0.0096	0.0726	0.0470	0.0213	0.0170	0.0060	0.0099	0.0153	0.0000	0.0161	0.0189	0.0127	0.0144	0.0143	0.0055	0.0081	0.0128	0.0151	0.0103	0.0038	0.0224
VCX	0.0004	0.0000	0.0000	0.0014	0.0021	0.0002	0.0003	0.0000	0.0000	0.0004	0.0038	0.0040	0.0000	0.0008	0.0000	0.0010	0.0003	0.0007	0.0001	0.0001	0.0002
PNPLA4	0.3228	0.1596	0.1837	0.1885	0.2398	0.3051	0.3075	0.3454	0.0593	0.2455	0.1591	0.1552	0.2933	0.2887	0.5012	0.2564	0.1723	0.2161	0.3518	0.2978	0.1481
VCX2	0.0000	0.0000	0.0000	0.0000	0.0007	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0010	0.0000	0.0000	0.0000	0.0000	0.0000
VCX3B	0.0010	0.0000	0.0000	0.0014	0.0166	0.0002	0.0000	0.0026	0.0005	0.0005	0.0047	0.0047	0.0000	0.0027	0.0029	0.0076	0.0020	0.0000	0.0011	0.0003	0.0007
ANOS1	0.0065	0.0249	0.0295	0.0616	0.4260	0.0030	0.0234	0.0035	0.0187	0.1796	0.0236	0.1307	0.0010	0.0967	0.2543	1.5144	0.0481	0.1615	0.0057	0.0032	0.0187
FAM9A	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0011	0.0000	0.0000	0.0000	0.0005	0.0000	0.0000	0.0000	0.0014	0.0000	0.0000	0.0000
FAM9B	0.0011	0.0009	0.0000	0.0000	0.0010	0.0003	0.0000	0.0000	0.0000	0.0009	0.0019	0.0000	0.0014	0.0004	0.0007	0.0019	0.0000	0.0000	0.0001	0.0000	0.0001
ENSG00000228543	0.0002	0.0000	0.0000	0.0007	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0006	0.0000	0.0000	0.0000	0.0000	0.0000
TBL1X	0.0952	0.0757	0.1250	0.0733	0.1152	0.0589	0.1176	0.0636	0.0071	0.2080	0.0918	0.1416	0.0598	0.1443	0.1347	0.1381	0.1132	0.1861	0.0967	0.0577	0.0766
GPR143	0.0695	0.0249	0.0000	0.0035	0.0093	0.0341	0.0343	0.0256	0.0006	0.0108	0.0003	0.0025	0.0356	0.0160	0.0768	0.0051	0.0126	0.0064	0.0395	0.0333	0.0982
SHROOM2	0.0559	0.0260	0.0583	0.0539	0.0072	0.0244	0.0285	0.0086	0.0048	0.0341	0.0057	0.0183	0.0174	0.0340	0.0727	0.0173	0.0778	0.0262	0.0274	0.0243	0.1116
CLDN34	0.0007	0.0000	0.0000	0.0000	0.0000	0.0003	0.0000	0.0000	0.0000	0.0005	0.0000	0.0021	0.0000	0.0008	0.0003	0.0002	0.0002	0.0000	0.0005	0.0018	0.0031
WWC3	0.0222	0.7240	0.2251	0.0617	0.0986	0.0059	0.0372	0.0043	0.0252	0.2133	0.0682	0.3694	0.0123	0.1765	0.1927	0.1695	0.1010	0.1860	0.0139	0.0096	0.3088
WWC3-AS1	0.0000	0.0000	0.0000	0.0023	0.0009	0.0000	0.0007	0.0000	0.0024	0.0015	0.0000	0.0025	0.0000	0.0025	0.0000	0.0011	0.0000	0.0004	0.0000	0.0007	0.0014
CLCN4	0.0045	0.0041	0.0303	0.0713	0.0115	0.0007	0.0206	0.0006	0.0076	0.0079	0.0357	0.0013	0.0000	0.0136	0.0275	0.0047	0.0319	0.0075	0.0006	0.0007	0.0060
MID1	0.2193	0.3822	0.2888	0.1020	0.1616	0.1139	0.1920	0.1244	0.0134	0.2002	0.0151	0.2603	0.1336	0.2685	0.2273	0.1231	0.2699	0.1946	0.2323	0.1040	0.1587
HCCS-DT	0.0089	0.0106	0.0163	0.0050	0.0097	0.0083	0.0026	0.0027	0.0000	0.0071	0.0103	0.0186	0.0035	0.0143	0.0039	0.0066	0.0143	0.0129	0.0086	0.0067	0.0107
HCCS	0.1501	0.2588	0.2010	0.1398	0.1268	0.1902	0.1585	0.2123	0.0481	0.1302	0.2244	0.1449	0.1888	0.1207	0.1303	0.1199	0.1643	0.1612	0.1775	0.1639	0.1943
ARHGAP6	0.0134	0.0297	0.0287	0.0070	0.1174	0.0112	0.0107	0.0076	0.0114	0.2686	0.1301	0.3363	0.0638	0.1376	0.1181	0.0961	0.0217	0.3585	0.0110	0.0088	0.0258
AMELX	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0017	0.0000	0.0003	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MSL3	0.1529	0.3735	0.2621	0.1733	0.2232	0.1027	0.1418	0.1733	0.0348	0.2043	0.3104	0.2146	0.1072	0.2137	0.1646	0.2001	0.2351	0.2643	0.1547	0.1134	0.3256
FRMPD4	0.0010	0.0000	0.0090	0.0053	0.0436	0.0002	0.0169	0.0000	0.0000	0.0043	0.0017	0.0029	0.0000	0.0150	0.0034	0.0053	0.0017	0.0000	0.0002	0.0004	0.0017
PRPS2	0.2267	0.1358	0.1363	0.0611	0.3369	0.2662	0.2067	0.2900	0.0449	0.1910	0.1571	0.6019	0.2782	0.2294	0.1217	0.3022	0.1539	0.1789	0.2783	0.3216	0.1835
TLR7	0.0011	0.0005	0.0000	0.0016	0.0013	0.0008	0.0000	0.0000	0.0000	0.0006	0.1083	0.0000	0.0002	0.0010	0.0003	0.0004	0.0007	0.0000	0.0004	0.0000	0.0004
TLR8	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0000	0.0000	0.0018	0.0000	0.0560	0.0000	0.0000	0.0001	0.0015	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
TMSB4X	66.7540	146.8350	154.7184	41.7193	55.6834	26.6283	33.1835	51.2777	5.7754	56.6179	179.3994	203.4347	42.8934	44.6075	37.5206	75.1443	22.5041	91.7414	31.3092	21.3150	139.0631
FAM9C	0.0038	0.0000	0.0010	0.0008	0.0018	0.0005	0.0034	0.0000	0.0000	0.0044	0.0004	0.0116	0.0000	0.0020	0.0002	0.0077	0.0021	0.0017	0.0024	0.0003	0.0043
EGFL6	0.0068	0.0365	0.0067	0.0020	0.0069	0.0024	0.0000	0.0089	0.0075	0.3244	0.0050	0.1661	0.0018	0.0178	0.2193	0.1804	0.0041	1.4008	0.0036	0.0016	0.0035
TCEANC	0.0147	0.0143	0.0204	0.0271	0.0284	0.0121	0.0072	0.0067	0.0169	0.0511	0.0240	0.0842	0.0116	0.0523	0.0250	0.0842	0.0323	0.0640	0.0134	0.0088	0.0236
RAB9A	0.2448	0.2173	0.2117	0.1788	0.2209	0.1916	0.2077	0.1610	0.0329	0.3450	0.2903	0.5273	0.1872	0.3014	0.2588	0.6426	0.2660	0.3025	0.1923	0.1545	0.1861
TRAPPC2	0.1996	0.1689	0.1001	0.2853	0.4764	0.1378	0.1717	0.1752	0.0339	0.2658	0.1819	0.2715	0.1330	0.3063	0.2041	0.3569	0.2335	0.2665	0.1969	0.1287	0.1554
OFD1	0.5468	0.4392	0.3704	0.4105	0.4160	0.3428	0.4017	0.3769	0.0435	0.4277	0.7671	0.5430	0.3288	0.4214	0.4680	0.6230	0.3809	0.3990	0.4429	0.3547	0.3141
GPM6B	0.1830	0.1628	0.0863	0.8713	0.3568	0.0650	0.0580	0.0111	0.0235	0.4956	0.1389	0.5570	0.0585	0.4057	0.1775	1.2954	2.3548	0.4823	0.0801	0.0867	0.1118
ENSG00000212663	0.0004	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0009	0.0000	0.0014	0.0000	0.0001	0.0000	0.0008
GEMIN8	0.0768	0.2073	0.1319	0.1150	0.1519	0.0802	0.1305	0.0815	0.0277	0.1193	0.0985	0.1535	0.0823	0.1473	0.2095	0.1439	0.1445	0.1692	0.0700	0.0888	0.1504
GLRA2	0.0006	0.0000	0.0000	0.0221	0.0089	0.0026	0.0007	0.0000	0.0023	0.0197	0.0043	0.0016	0.0000	0.0029	0.0006	0.1499	0.0020	0.0021	0.0036	0.0001	0.0000
FANCB	0.0332	0.0181	0.0305	0.0310	0.0463	0.0318	0.0287	0.0117	0.0166	0.0420	0.0343	0.0500	0.0203	0.0585	0.0323	0.0386	0.0775	0.0570	0.0306	0.0164	0.0584
MOSPD2	0.0718	0.1467	0.0923	0.0794	0.0839	0.0829	0.1118	0.0617	0.0101	0.0895	0.1005	0.0953	0.0838	0.0904	0.1223	0.1536	0.0687	0.1036	0.0789	0.0684	0.1143
ASB9	0.1461	0.2128	0.0619	0.0078	0.0185	0.1927	0.1564	0.3400	0.0068	0.0339	0.0295	0.0242	0.1321	0.0306	0.0054	0.0415	0.0040	0.0275	0.2220	0.1669	0.3294
ASB11	0.0001	0.0000	0.0000	0.0007	0.0003	0.0002	0.0000	0.0000	0.0006	0.0005	0.0011	0.0012	0.0000	0.0010	0.0000	0.0006	0.0000	0.0005	0.0000	0.0012	0.0020
PIGA	0.0685	0.0703	0.0581	0.0423	0.0303	0.0449	0.0578	0.0367	0.0083	0.0240	0.0574	0.0344	0.0379	0.0276	0.0334	0.0375	0.0525	0.0402	0.0549	0.0267	0.0512
VEGFD	0.0003	0.0000	0.0000	0.0237	0.0001	0.0001	0.0000	0.0000	0.0000	0.0006	0.0000	0.0000	0.0000	0.0007	0.0006	0.0014	0.0006	0.0000	0.0000	0.0000	0.0000
PIR	0.0110	0.1199	0.0406	0.0877	0.0174	0.0240	0.0329	0.0083	0.0192	0.0267	0.0361	0.0340	0.0139	0.0210	0.0142	0.0856	0.0230	0.0167	0.0166	0.0191	0.1022
BMX	0.0000	0.2755	0.3126	0.0007	0.0006	0.0001	0.0000	0.0000	0.0000	0.0019	0.0068	0.0024	0.0000	0.0004	0.0008	0.0013	0.0006	0.0006	0.0003	0.0000	0.0979
ACE2	0.0199	0.0040	0.0134	0.0024	0.0046	0.8767	0.1129	0.2460	0.0032	0.0025	0.0052	0.0067	0.2319	0.0011	0.0095	0.0061	0.0031	0.0020	0.0748	0.0966	0.0017
ACE2-DT	0.0000	0.0000	0.0000	0.0000	0.0000	0.0074	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0018	0.0000	0.0000	0.0000	0.0000	0.0000	0.0002	0.0016	0.0000
CLTRN	0.0177	0.0037	0.0031	0.0136	0.0184	0.0213	0.0397	0.0971	0.0000	0.0084	0.0057	0.0054	0.0099	0.0211	0.0078	0.0145	0.0174	0.0065	0.0267	0.0238	0.0042
CA5B	0.0311	0.0554	0.0040	0.0440	0.0389	0.0154	0.0324	0.0133	0.0028	0.0445	0.0368	0.0514	0.0275	0.0487	0.0373	0.0491	0.0374	0.0387	0.0286	0.0114	0.0378
INE2	0.0002	0.0019	0.0022	0.0011	0.0016	0.0003	0.0000	0.0000	0.0000	0.0009	0.0013	0.0024	0.0000	0.0011	0.0013	0.0017	0.0021	0.0003	0.0001	0.0000	0.0006
ZRSR2	0.1243	0.3147	0.0851	0.1634	0.1298	0.0953	0.1238	0.1522	0.0235	0.1759	0.2282	0.1906	0.0993	0.2051	0.1298	0.2071	0.1641	0.1852	0.1324	0.0821	0.1529
AP1S2	0.1566	2.1182	1.1559	4.6506	2.0723	0.0908	0.1837	0.1064	0.1195	0.4392	1.9020	0.9511	0.0843	0.8502	0.2814	1.2777	7.4923	0.5081	0.1915	0.0976	1.5483
GRPR	0.0000	0.0031	0.0000	0.0012	0.0001	0.0000	0.0000	0.0000	0.0000	0.0005	0.0000	0.0194	0.0000	0.0014	0.0008	0.0015	0.0004	0.0000	0.0000	0.0000	0.0001
MAGEB17-AS1	0.0000	0.0000	0.0000	0.0005	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0009	0.0000	0.0000	0.0000	0.0000	0.0000
MAGEB17	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0000	0.0000	0.0000	0.0000	0.0001	0.0000	0.0000
CTPS2	0.1971	0.1646	0.1590	0.1413	0.1182	0.1489	0.1170	0.1882	0.0238	0.1238	0.0466	0.1732	0.1437	0.1450	0.1258	0.1228	0.1539	0.1156	0.1786	0.1271	0.1421
S100G	0.0001	0.0000	0.0000	0.0000	0.0000	0.0091	0.0010	0.0000	0.0000	0.0002	0.0031	0.0000	0.0000	0.0001	0.0000	0.0000	0.0000	0.0000	0.0002	0.0009	0.0000
SYAP1	0.6325	0.4210	0.4710	0.4232	0.3965	0.7227	0.7003	0.4485	0.1417	0.4207	0.3101	0.4411	0.6091	0.3931	0.3407	0.4463	0.3382	0.4823	0.6313	0.6213	0.4129
TXLNG	0.1471	0.1159	0.1002	0.1665	0.0958	0.1445	0.1411	0.1781	0.0271	0.1221	0.0777	0.1449	0.1254	0.1487	0.1554	0.1171	0.1980	0.1117	0.1698	0.1513	0.1150
RBBP7	0.8111	0.6384	0.9775	0.7299	1.4726	0.6577	0.6462	0.7653	0.2155	1.3388	0.7022	1.5501	0.5885	1.2505	0.9445	1.3856	0.9686	1.2074	0.7266	0.5845	0.9783
REPS2	0.0094	0.1619	0.1907	0.0040	0.0076	0.0060	0.0113	0.0119	0.0202	0.0183	0.0373	0.0338	0.0169	0.0088	0.0037	0.0084	0.0023	0.0051	0.0068	0.0103	0.0577
NHS	0.1210	0.0065	0.0159	0.0782	0.0807	0.0432	0.0459	0.1611	0.0039	0.0473	0.0186	0.0349	0.0477	0.0703	0.0084	0.0153	0.1037	0.1186	0.0562	0.0692	0.0051
NHS-AS1	0.0002	0.0000	0.0000	0.0000	0.0004	0.0000	0.0000	0.0000	0.0000	0.0004	0.0000	0.0000	0.0000	0.0005	0.0015	0.0004	0.0000	0.0000	0.0000	0.0000	0.0000
SCML1	0.3365	0.3424	0.3077	0.1329	0.1962	0.1804	0.1125	0.1027	0.0108	0.3109	0.1954	0.2406	0.2003	0.2884	0.1837	0.1612	0.2703	0.4242	0.2854	0.1749	0.2500
RAI2	0.0246	0.2162	0.1379	0.0290	0.0629	0.0043	0.0308	0.0000	0.0168	0.3234	0.0103	0.1069	0.0051	0.2396	0.0209	0.0855	0.0070	0.2561	0.0203	0.0030	0.1227
LINC01456	0.0030	0.0000	0.0000	0.0005	0.0002	0.0003	0.0020	0.0000	0.0000	0.0004	0.0000	0.0000	0.0008	0.0006	0.0000	0.0000	0.0000	0.0000	0.0017	0.0017	0.0000
BEND2	0.0002	0.0012	0.0000	0.0000	0.0004	0.0001	0.0000	0.0000	0.0000	0.0003	0.0110	0.0000	0.0000	0.0006	0.0002	0.0000	0.0000	0.0032	0.0007	0.0003	0.0009
SCML2	0.0429	0.0301	0.0712	0.0624	0.0563	0.0287	0.0535	0.0165	0.0072	0.0631	0.0458	0.0962	0.0520	0.1117	0.0378	0.0610	0.0685	0.0869	0.0569	0.0322	0.0388
CDKL5	0.0873	0.0867	0.0308	0.0946	0.0999	0.0324	0.0475	0.0302	0.0070	0.1028	0.0381	0.1028	0.0308	0.1264	0.0647	0.1056	0.0728	0.0974	0.0580	0.0272	0.0371
RS1	0.0004	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0020	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
PPEF1	0.0017	0.0045	0.0000	0.0820	0.0010	0.0004	0.0007	0.0000	0.0000	0.0003	0.0000	0.0000	0.0000	0.0002	0.0000	0.0007	0.0386	0.0041	0.0010	0.0000	0.0001
PHKA2-AS1	0.0005	0.0000	0.0000	0.0000	0.0000	0.0001	0.0000	0.0000	0.0000	0.0003	0.0003	0.0000	0.0000	0.0003	0.0005	0.0000	0.0000	0.0000	0.0005	0.0001	0.0001
PHKA2	0.0712	0.1015	0.0329	0.0950	0.0508	0.1269	0.0869	0.0529	0.0148	0.0749	0.0847	0.0867	0.0830	0.0997	0.1074	0.0786	0.1309	0.0676	0.0829	0.0891	0.0595
ADGRG2	0.0002	0.0015	0.0073	0.0051	0.0007	0.0014	0.0347	0.0000	0.0000	0.0026	0.0000	0.0000	0.0002	0.0004	0.0387	0.0014	0.0051	0.0000	0.0071	0.0006	0.0006
PDHA1	0.4725	0.4877	0.5331	0.4396	0.5690	0.7043	0.4311	0.5987	0.1572	0.4689	0.3436	0.5848	0.6019	0.5096	0.3592	0.6065	0.5398	0.4862	0.5911	0.6153	0.4864
MAP3K15	0.0029	0.0018	0.0055	0.0120	0.0024	0.0020	0.0072	0.0020	0.0000	0.0329	0.0032	0.0278	0.0031	0.0280	0.0041	0.0182	0.0064	0.0355	0.0050	0.0009	0.0023
SH3KBP1	0.0794	0.3805	0.2616	0.2410	0.1138	0.0743	0.1152	0.0250	0.0371	0.5312	0.9328	0.3388	0.0552	0.3021	0.2474	0.1312	0.3393	1.3112	0.1030	0.0702	0.4961
BCLAF3	0.0636	0.0834	0.0495	0.1089	0.0711	0.0699	0.0520	0.0558	0.0027	0.0722	0.0469	0.0889	0.0597	0.0879	0.0805	0.0739	0.0604	0.0724	0.0690	0.0547	0.0481
MAP7D2	0.0530	0.0000	0.0077	0.0972	0.0046	0.0872	0.1255	0.0523	0.0028	0.0028	0.0055	0.0000	0.0576	0.0046	0.0182	0.0038	0.0212	0.0066	0.0900	0.0593	0.0018
EIF1AX	2.2900	1.4216	1.5874	1.8891	2.1566	1.8023	1.7704	1.5849	0.3466	2.1571	1.3411	1.9791	1.8717	2.3173	1.7099	2.1294	2.0771	2.1382	2.3128	1.7147	1.9001
EIF1AX-AS1	0.0001	0.0000	0.0000	0.0000	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0026	0.0000	0.0002	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
RPS6KA3	0.4423	0.5001	0.4625	0.1117	0.1372	0.1966	0.4216	0.1842	0.0171	0.2283	0.4458	0.1714	0.2038	0.1918	0.1943	0.1158	0.1122	0.1580	0.1948	0.1534	0.4563
CNKSR2	0.0080	0.0010	0.0000	0.0522	0.0057	0.0029	0.0058	0.0046	0.0000	0.0059	0.0052	0.0000	0.0010	0.0050	0.0704	0.0040	0.0309	0.0027	0.0043	0.0064	0.0002
KLHL34	0.0007	0.0000	0.0000	0.0049	0.0003	0.0036	0.0023	0.0046	0.0000	0.0002	0.0000	0.0000	0.0025	0.0005	0.0017	0.0000	0.0019	0.0000	0.0013	0.0033	0.0000
SMPX	0.0008	0.0033	0.0000	0.0000	0.0741	0.0031	0.0017	0.0000	0.0016	0.0109	0.0024	0.0423	0.0028	0.0161	0.2598	0.1191	0.0007	0.0064	0.0039	0.0052	0.0018
MBTPS2	0.0905	0.1089	0.1086	0.1215	0.0799	0.0720	0.1293	0.0415	0.0155	0.1121	0.0659	0.1242	0.0686	0.1110	0.1168	0.1061	0.1022	0.1225	0.0899	0.0843	0.0929
YY2	0.0295	0.0180	0.0024	0.0211	0.0230	0.0187	0.0182	0.0254	0.0006	0.0343	0.0132	0.0171	0.0228	0.0328	0.0372	0.0293	0.0225	0.0238	0.0217	0.0262	0.0172
SMS	1.6619	4.3867	1.4530	1.5229	1.1162	1.3533	1.2240	1.6641	0.1801	0.8724	1.1118	1.3303	1.2330	1.1448	1.3650	0.8586	1.2400	1.0647	1.8318	1.3672	1.7387
PHEX	0.0024	0.0031	0.0092	0.0020	0.0026	0.0022	0.0009	0.0000	0.0013	0.0105	0.0056	0.0038	0.0018	0.0026	0.0002	0.0088	0.0008	0.0000	0.0021	0.0023	0.0040
PTCHD1-AS	0.0003	0.0000	0.0000	0.0000	0.0007	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0003	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ENSG00000237019	0.0000	0.0055	0.0065	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0001	0.0056	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0046
DDX53	0.0000	0.0000	0.0000	0.0000	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0005	0.0000	0.0000	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
PTCHD1	0.0567	0.0000	0.0000	0.0568	0.0762	0.0006	0.0000	0.0000	0.0005	0.0230	0.0057	0.0020	0.0000	0.1003	0.0594	0.0456	0.0065	0.0413	0.0034	0.0013	0.0019
PRDX4	2.6223	1.1271	1.4767	0.7260	0.8213	1.6467	1.0787	1.7353	0.1737	1.1687	0.6000	1.1587	1.5558	0.9198	1.2604	1.3840	1.3011	1.1297	1.8000	1.4202	1.7391
ACOT9	0.0628	0.5808	0.6956	0.0756	0.2312	0.0584	0.0352	0.0224	0.0236	0.2054	0.2414	0.2413	0.0555	0.1557	0.1800	0.2045	0.1284	0.2977	0.0742	0.0617	0.4058
SAT1-DT	0.0002	0.0000	0.0000	0.0000	0.0006	0.0002	0.0000	0.0000	0.0000	0.0014	0.0000	0.0020	0.0000	0.0013	0.0000	0.0006	0.0000	0.0000	0.0000	0.0006	0.0000
SAT1	5.2693	9.1896	1.7652	0.5770	0.4611	4.3673	2.2705	4.7551	0.6063	0.9143	16.4122	0.8580	3.1962	0.6695	1.0024	0.9045	1.4176	0.8892	4.0317	2.7597	1.8685
APOO	0.1800	0.2762	0.2207	0.3343	0.2578	0.1717	0.2141	0.1539	0.0369	0.1974	0.1375	0.2242	0.1880	0.2273	0.1549	0.2291	0.3385	0.1957	0.1844	0.1772	0.1869
CXorf58	0.0009	0.0000	0.0000	0.0000	0.0006	0.0003	0.0023	0.0000	0.0000	0.0004	0.0004	0.0000	0.0002	0.0005	0.0014	0.0000	0.0002	0.0000	0.0010	0.0027	0.0016
KLHL15	0.0319	0.0445	0.0256	0.0504	0.0562	0.0276	0.0357	0.0065	0.0061	0.0771	0.0630	0.0498	0.0274	0.0746	0.0590	0.0791	0.0320	0.0590	0.0337	0.0209	0.0288
EIF2S3	1.3937	0.8633	1.1198	1.4680	1.6030	1.2897	1.0702	1.7833	0.2113	1.3475	1.5562	1.1546	1.1345	1.6013	1.2737	1.2908	1.6498	1.4524	1.5262	1.4448	1.1482
ZFX-AS1	0.0000	0.0000	0.0000	0.0000	0.0001	0.0000	0.0000	0.0000	0.0000	0.0001	0.0000	0.0000	0.0000	0.0001	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ZFX	0.1713	0.2388	0.2144	0.2052	0.2615	0.1242	0.1422	0.1444	0.0339	0.2977	0.2138	0.2690	0.1223	0.3454	0.3799	0.3096	0.2330	0.3090	0.1745	0.1344	0.2318
PDK3	0.0404	0.0596	0.0090	0.0315	0.0429	0.0488	0.1263	0.0359	0.0133	0.0418	0.1193	0.0539	0.0389	0.0305	0.0135	0.0417	0.0882	0.1048	0.0411	0.0334	0.0448
