gene	cell_state	score	margin
ABCC3	colon epithelial cell	0.5192	0.3510
AGR3	colon epithelial cell	6.9785	0.9267
AKAP1	colon epithelial cell	1.2121	0.3705
AKAP7	colon epithelial cell	1.8964	1.4369
ANG	colon epithelial cell	1.1987	0.4625
ARID3A	colon epithelial cell	2.9626	1.3270
BSG	colon epithelial cell	6.0894	0.4503
C15orf48	colon epithelial cell	1.1970	0.8024
C19orf33	colon epithelial cell	7.2619	3.5193
CA12	colon epithelial cell	1.1342	1.0277
CD164	colon epithelial cell	3.5448	1.0701
CDH1	colon epithelial cell	1.1731	0.2893
CDH17	colon epithelial cell	2.6777	0.6235
CDX1	colon epithelial cell	2.5387	0.5011
CKB	colon epithelial cell	26.3437	16.5599
CLINT1	colon epithelial cell	0.9434	0.2989
CLN3	colon epithelial cell	0.6275	0.3118
COL2A1	colon epithelial cell	2.1685	0.9177
COX6A1	colon epithelial cell	7.6226	0.8099
CYB5A	colon epithelial cell	2.4452	0.2553
DSC2	colon epithelial cell	0.7812	0.2754
DSG2	colon epithelial cell	1.3821	0.3489
ELF3	colon epithelial cell	4.8556	0.9166
ENSG00000279483	colon epithelial cell	6.4525	0.3346
ERBB2	colon epithelial cell	0.8339	0.4106
ETHE1	colon epithelial cell	2.2475	0.8366
ETV4	colon epithelial cell	0.9451	0.4412
FGFR4	colon epithelial cell	0.8992	0.3301
FOLR1	colon epithelial cell	0.6555	0.3873
FOXD2	colon epithelial cell	0.5075	0.4789
FXYD3	colon epithelial cell	5.4796	3.0695
GJB1	colon epithelial cell	1.2850	0.3332
GMNN	colon epithelial cell	1.3009	0.4625
GOLM1	colon epithelial cell	3.9499	1.3031
GPC3	colon epithelial cell	7.7775	3.0433
HINT1	colon epithelial cell	13.2750	0.4046
IDH1	colon epithelial cell	2.2684	0.5255
IHH	colon epithelial cell	1.2535	0.7875
KIF12	colon epithelial cell	0.9399	0.2600
KLF5	colon epithelial cell	7.2643	3.5801
KRT19	colon epithelial cell	9.2598	0.9115
LCN15	colon epithelial cell	5.8612	5.7311
LGALS3	colon epithelial cell	18.1522	2.9309
LGR4	colon epithelial cell	0.8098	0.4138
MMEL1-AS1	colon epithelial cell	0.6458	0.5067
MPC2	colon epithelial cell	6.4274	1.3165
MRPS26	colon epithelial cell	2.2403	0.2606
NET1	colon epithelial cell	1.5912	0.5494
NFATC3	colon epithelial cell	0.6964	0.2921
ODC1	colon epithelial cell	4.6188	1.8335
PAPSS2	colon epithelial cell	0.6388	0.3938
PHPT1	colon epithelial cell	4.7666	0.3619
PPDPF	colon epithelial cell	14.4377	2.7004
PRAC1	colon epithelial cell	1.6365	1.6236
PRDX4	colon epithelial cell	2.6223	0.8223
PRDX6	colon epithelial cell	5.3211	0.7857
PYY	colon epithelial cell	1.8398	1.2891
RPL41	colon epithelial cell	104.4121	13.2588
RPS21	colon epithelial cell	23.1521	3.6348
RPS29	colon epithelial cell	47.9081	2.8939
S100A10	colon epithelial cell	36.8254	4.3418
SATB2	colon epithelial cell	0.7944	0.7106
SDC4	colon epithelial cell	1.0036	0.4891
SEMA4G	colon epithelial cell	0.7047	0.3291
SIRT2	colon epithelial cell	0.8932	0.2802
SLC13A2	colon epithelial cell	0.6010	0.4416
SLC26A2	colon epithelial cell	1.9102	0.8785
SLC44A1	colon epithelial cell	1.8349	1.0488
SOX9	colon epithelial cell	1.1339	0.5268
SPINT1	colon epithelial cell	1.7558	0.5668
SPINT2	colon epithelial cell	6.5360	1.6367
SQOR	colon epithelial cell	0.5279	0.2705
TMEM256	colon epithelial cell	4.6759	0.8457
TSPAN8	colon epithelial cell	16.0175	0.4226
TUBB4B	colon epithelial cell	3.5472	0.3685
VTN	colon epithelial cell	2.9622	1.2506
ZFP36L2	colon epithelial cell	7.2160	1.9350
A2M	endothelial cell of artery	9.8699	5.4406
ABHD17A	endothelial cell of artery	1.6177	0.7669
ABL2	endothelial cell of artery	0.6711	0.3397
ABLIM1	endothelial cell of artery	0.7626	0.4291
ACE	endothelial cell of artery	0.8815	0.8058
ACTG1	endothelial cell of artery	62.3347	6.1869
ACTN4	endothelial cell of artery	3.7362	1.6433
ACVRL1	endothelial cell of artery	2.5270	0.8784
ADAM15	endothelial cell of artery	5.9286	3.0343
ADAM19	endothelial cell of artery	0.8161	0.4765
ADAMTS9	endothelial cell of artery	2.4998	1.5929
ADCY4	endothelial cell of artery	1.0208	0.4588
ADGRF5	endothelial cell of artery	2.1060	1.3964
ADGRL4	endothelial cell of artery	4.1365	3.0895
ADM	endothelial cell of artery	2.1211	1.1660
AFAP1L1	endothelial cell of artery	2.0451	0.9577
AK1	endothelial cell of artery	1.4304	0.4157
ALPL	endothelial cell of artery	0.8008	0.6914
APBB2	endothelial cell of artery	0.5456	0.2566
APH1A	endothelial cell of artery	1.6206	0.3036
APLN	endothelial cell of artery	1.1210	0.8630
APLP2	endothelial cell of artery	3.8717	0.7147
APOLD1	endothelial cell of artery	1.3953	0.4423
APP	endothelial cell of artery	4.5777	0.5564
AQP1	endothelial cell of artery	3.4806	2.9262
ARGLU1	endothelial cell of artery	5.0446	2.2118
ARHGAP18	endothelial cell of artery	2.0410	0.3273
ARHGAP29	endothelial cell of artery	4.1750	1.1647
ARHGDIA	endothelial cell of artery	2.0126	0.4753
ARHGEF1	endothelial cell of artery	0.7342	0.2576
ARHGEF2	endothelial cell of artery	1.0527	0.4728
ARHGEF7	endothelial cell of artery	1.0499	0.3445
ARL15	endothelial cell of artery	1.3502	1.1026
ARL6IP4	endothelial cell of artery	3.5067	0.4641
ARPC5L	endothelial cell of artery	1.4003	0.4234
ASAP2	endothelial cell of artery	0.5644	0.3403
ATP1B3	endothelial cell of artery	3.3393	1.2513
ATP5PF	endothelial cell of artery	5.6138	0.7694
ATP6AP1	endothelial cell of artery	1.2285	0.5683
AZIN1	endothelial cell of artery	1.0229	0.3718
B3GNT2	endothelial cell of artery	0.5029	0.3133
BCAP31	endothelial cell of artery	1.8573	0.3449
BCL6B	endothelial cell of artery	1.2666	0.2884
BHLHE40	endothelial cell of artery	0.9912	0.3865
BMPR2	endothelial cell of artery	1.1498	0.4049
BTNL9	endothelial cell of artery	1.7565	1.3129
C19orf53	endothelial cell of artery	3.1523	0.5086
C1orf115	endothelial cell of artery	1.4813	1.2211
C1orf54	endothelial cell of artery	3.3913	1.4890
CALM1	endothelial cell of artery	18.7061	9.7317
CAV1	endothelial cell of artery	19.8609	12.2027
CAV2	endothelial cell of artery	2.0923	0.7528
CAVIN1	endothelial cell of artery	9.6522	5.9327
CAVIN3	endothelial cell of artery	4.4592	2.8579
CCDC85B	endothelial cell of artery	7.7904	2.1567
CCDC88C	endothelial cell of artery	1.2890	0.9421
CCNY	endothelial cell of artery	0.9605	0.3428
CD276	endothelial cell of artery	1.0576	0.3963
CD34	endothelial cell of artery	7.6245	3.2701
CD63	endothelial cell of artery	10.5756	1.4001
CD81	endothelial cell of artery	2.2708	0.6004
CD93	endothelial cell of artery	6.2744	3.5541
CD99	endothelial cell of artery	7.7717	0.4348
CDC37	endothelial cell of artery	3.9565	0.9134
CDC42	endothelial cell of artery	4.7988	0.6972
CDH5	endothelial cell of artery	8.7910	4.5663
CDK17	endothelial cell of artery	0.7485	0.4272
CFDP1	endothelial cell of artery	2.9553	0.9250
CFH	endothelial cell of artery	0.7740	0.3105
CFL1	endothelial cell of artery	22.3816	4.0317
CFLAR	endothelial cell of artery	1.3308	0.2703
CGNL1	endothelial cell of artery	1.6821	1.0953
CHST1	endothelial cell of artery	1.2512	1.0120
CLDN5	endothelial cell of artery	31.8785	13.3562
CLEC14A	endothelial cell of artery	4.1005	1.8127
CLIC4	endothelial cell of artery	2.7481	0.9797
COL15A1	endothelial cell of artery	3.6218	1.7052
COL18A1	endothelial cell of artery	3.3456	1.3243
COL4A1	endothelial cell of artery	10.2936	1.9448
COMMD2	endothelial cell of artery	1.1202	0.3077
COMT	endothelial cell of artery	3.2231	1.1700
CPNE2	endothelial cell of artery	1.0458	0.4431
CPNE5	endothelial cell of artery	0.5601	0.4097
CRIP2	endothelial cell of artery	7.8950	3.0964
CRYBG3	endothelial cell of artery	0.8013	0.6088
CSGALNACT1	endothelial cell of artery	0.6566	0.4147
CSNK1A1	endothelial cell of artery	3.3213	1.3475
CTNNA1	endothelial cell of artery	2.3607	0.4832
CTNNB1	endothelial cell of artery	3.7990	1.2117
CTNNBIP1	endothelial cell of artery	1.9621	0.8842
CTTNBP2NL	endothelial cell of artery	0.7644	0.3262
CXCR4	endothelial cell of artery	8.3648	6.8007
CYB5R3	endothelial cell of artery	3.0027	0.7321
CYYR1	endothelial cell of artery	2.4951	0.9866
DAD1	endothelial cell of artery	4.4567	0.7396
DARS1	endothelial cell of artery	1.5010	0.3105
DCHS1	endothelial cell of artery	0.8975	0.3304
DDX5	endothelial cell of artery	6.9723	1.4300
DEPP1	endothelial cell of artery	5.3311	3.2499
DGKE	endothelial cell of artery	0.7993	0.4625
DHRS7B	endothelial cell of artery	0.6712	0.3479
DIAPH2	endothelial cell of artery	1.3686	1.0236
DIPK1B	endothelial cell of artery	1.3660	0.4816
DLL4	endothelial cell of artery	2.6066	2.2155
DMAC1	endothelial cell of artery	2.3536	0.3551
DOCK6	endothelial cell of artery	1.1993	0.4662
DOCK9	endothelial cell of artery	1.5058	0.9043
DTNBP1	endothelial cell of artery	0.5602	0.3493
DUSP1	endothelial cell of artery	7.4809	2.9350
ECE1	endothelial cell of artery	1.2670	0.4911
EFCAB14	endothelial cell of artery	4.7865	4.2531
EFNA1	endothelial cell of artery	4.2229	2.5114
EFNB2	endothelial cell of artery	3.4698	2.5721
EGLN1	endothelial cell of artery	1.2760	0.2601
EIF1	endothelial cell of artery	18.8635	1.3526
EIF2B3	endothelial cell of artery	0.6513	0.3728
ELMO1	endothelial cell of artery	1.4354	1.0490
ELOVL5	endothelial cell of artery	0.9789	0.4114
EMCN	endothelial cell of artery	3.0817	0.4598
EMP1	endothelial cell of artery	3.8012	2.2043
EPAS1	endothelial cell of artery	2.5789	1.1620
ERC1	endothelial cell of artery	0.7337	0.3545
ESAM	endothelial cell of artery	8.1317	3.1783
ESM1	endothelial cell of artery	2.5667	2.2313
ETS1	endothelial cell of artery	1.4944	0.4850
EXOC6	endothelial cell of artery	0.9130	0.4261
F11R	endothelial cell of artery	0.6826	0.3153
FADS3	endothelial cell of artery	0.6731	0.4869
FAM124B	endothelial cell of artery	1.2889	1.0833
FAM241A	endothelial cell of artery	0.6515	0.2743
FAM43A	endothelial cell of artery	1.8658	0.5250
FAM89A	endothelial cell of artery	1.4600	0.9273
FDPS	endothelial cell of artery	4.9623	1.8699
FEZ2	endothelial cell of artery	1.4523	0.5737
FIS1	endothelial cell of artery	3.1272	0.3120
FKBP9	endothelial cell of artery	1.4881	0.4858
FLNB	endothelial cell of artery	1.2089	0.3367
FLT1	endothelial cell of artery	4.4677	2.3874
FMNL3	endothelial cell of artery	0.9406	0.3395
FSCN1	endothelial cell of artery	5.3453	1.1166
FURIN	endothelial cell of artery	0.6579	0.4299
FYN	endothelial cell of artery	1.2064	0.4539
FZD4	endothelial cell of artery	0.6513	0.3729
FZD6	endothelial cell of artery	0.6830	0.4200
GADD45A	endothelial cell of artery	0.9249	0.2631
GALNT18	endothelial cell of artery	1.0176	0.5190
GASK1B	endothelial cell of artery	1.8729	1.0755
GFOD1	endothelial cell of artery	0.9888	0.5579
GIT2	endothelial cell of artery	1.1535	0.5902
GJA4	endothelial cell of artery	14.3520	13.0135
GJA5	endothelial cell of artery	3.4290	3.2625
GLUL	endothelial cell of artery	4.1509	1.4789
GNAI2	endothelial cell of artery	5.4727	2.3011
GNAS	endothelial cell of artery	9.0669	1.9327
GPIHBP1	endothelial cell of artery	2.5599	2.3819
GPRC5B	endothelial cell of artery	1.3437	0.8037
GPRIN3	endothelial cell of artery	0.6397	0.4180
GPX4	endothelial cell of artery	6.0489	0.7162
GRAMD1A	endothelial cell of artery	1.5512	0.4040
GRIA2	endothelial cell of artery	1.2833	1.0508
GRK5	endothelial cell of artery	0.8364	0.3686
GRPEL2	endothelial cell of artery	0.7186	0.4008
GSN	endothelial cell of artery	11.6351	5.5541
HAGLROS	endothelial cell of artery	0.5907	0.3121
HEG1	endothelial cell of artery	1.1753	0.6300
HERC2	endothelial cell of artery	0.9515	0.3617
HES1	endothelial cell of artery	7.9512	1.7589
HEY1	endothelial cell of artery	2.2009	1.9668
HMOX2	endothelial cell of artery	1.7487	0.8571
HOXD1	endothelial cell of artery	0.6869	0.3316
HSPA12B	endothelial cell of artery	1.4350	0.5043
HSPG2	endothelial cell of artery	13.8268	9.2887
HYAL2	endothelial cell of artery	3.9346	0.7665
ICAM2	endothelial cell of artery	5.9478	3.0224
ID1	endothelial cell of artery	6.8220	1.1106
ID3	endothelial cell of artery	7.5683	0.4848
IFITM2	endothelial cell of artery	4.8608	1.3733
IFITM3	endothelial cell of artery	10.5928	0.8280
IGF2	endothelial cell of artery	10.3946	0.3097
IGFBP2	endothelial cell of artery	7.7228	1.6492
IGFBP3	endothelial cell of artery	37.0532	33.3783
IL32	endothelial cell of artery	11.7693	6.3085
IL3RA	endothelial cell of artery	2.5731	1.6037
INSR	endothelial cell of artery	3.0012	2.1567
IPO11	endothelial cell of artery	1.3413	0.4206
IQCK	endothelial cell of artery	1.2745	0.8757
ISG15	endothelial cell of artery	1.5713	0.5381
ITGA2	endothelial cell of artery	1.3809	0.9170
ITGA5	endothelial cell of artery	2.0890	0.7831
ITGB1	endothelial cell of artery	7.4006	3.2157
JAG2	endothelial cell of artery	1.5392	1.3304
JAM2	endothelial cell of artery	2.4756	1.3721
JUNB	endothelial cell of artery	7.9126	1.0377
KDR	endothelial cell of artery	3.9841	0.8178
KIAA1671	endothelial cell of artery	1.0649	0.6353
KLF2	endothelial cell of artery	2.8923	1.5225
KLF6	endothelial cell of artery	6.2549	0.6391
KNOP1	endothelial cell of artery	1.2595	0.3425
KRTCAP2	endothelial cell of artery	2.0664	0.5331
LAMB2	endothelial cell of artery	1.1385	0.6116
LAMC1	endothelial cell of artery	3.1903	1.6209
LAMTOR5	endothelial cell of artery	2.9699	0.3856
LEPROTL1	endothelial cell of artery	1.5906	0.6712
LMCD1	endothelial cell of artery	1.4624	0.7588
LRP10	endothelial cell of artery	1.0785	0.4983
LRP6	endothelial cell of artery	1.2074	0.6293
LRRFIP1	endothelial cell of artery	2.5313	1.1557
LUZP1	endothelial cell of artery	1.5819	0.4507
LXN	endothelial cell of artery	2.6986	1.4822
MANF	endothelial cell of artery	1.9866	0.6680
MANSC1	endothelial cell of artery	0.6803	0.3498
MAP1LC3B	endothelial cell of artery	1.6737	0.3117
MAP3K11	endothelial cell of artery	1.7209	0.4404
MAP4	endothelial cell of artery	2.2051	1.2077
MAPK3	endothelial cell of artery	1.1269	0.2597
MARCKSL1	endothelial cell of artery	18.6975	2.0869
MAST4	endothelial cell of artery	1.8130	1.1211
MCAM	endothelial cell of artery	3.6593	1.3735
MECOM	endothelial cell of artery	3.2529	2.5051
MGAT1	endothelial cell of artery	1.7916	0.5698
MGMT	endothelial cell of artery	1.5993	0.3716
MGST2	endothelial cell of artery	4.0630	1.3297
MIB1	endothelial cell of artery	0.6439	0.2626
MIDN	endothelial cell of artery	1.3897	0.4876
MIR503HG	endothelial cell of artery	0.7517	0.3427
MLF1	endothelial cell of artery	1.4762	1.0294
MMP15	endothelial cell of artery	0.9605	0.4376
MMRN2	endothelial cell of artery	2.5539	1.0757
MRPL17	endothelial cell of artery	1.6791	0.8436
MTDH	endothelial cell of artery	2.9188	0.8629
MTRF1L	endothelial cell of artery	0.5999	0.2532
MYCT1	endothelial cell of artery	3.5361	1.4107
MYDGF	endothelial cell of artery	3.3931	1.1233
MYH9	endothelial cell of artery	3.6922	1.7597
MYL12A	endothelial cell of artery	11.0071	3.9033
MYL12B	endothelial cell of artery	7.4626	2.2327
MYO10	endothelial cell of artery	6.5652	5.7429
MYO1B	endothelial cell of artery	1.9308	0.8966
MYO1C	endothelial cell of artery	1.0454	0.3017
N4BP3	endothelial cell of artery	0.9764	0.5012
NCK1	endothelial cell of artery	0.7920	0.3313
NCKAP1	endothelial cell of artery	1.1413	0.4824
NDST1	endothelial cell of artery	0.7775	0.4135
NECAP2	endothelial cell of artery	1.3029	0.3803
NES	endothelial cell of artery	2.7272	1.1159
NETO2	endothelial cell of artery	0.7132	0.2917
NFKBIA	endothelial cell of artery	3.2934	0.7289
NHERF2	endothelial cell of artery	9.2025	5.6287
NID2	endothelial cell of artery	1.6676	1.0442
NOTCH1	endothelial cell of artery	1.4784	0.5710
NOTCH4	endothelial cell of artery	5.4926	4.4668
NPDC1	endothelial cell of artery	5.1007	2.6078
NRP1	endothelial cell of artery	3.8744	2.5384
NUDT14	endothelial cell of artery	1.6445	0.8070
NUDT3	endothelial cell of artery	1.6270	0.3041
NUDT4	endothelial cell of artery	2.4244	0.7520
OST4	endothelial cell of artery	10.0915	1.0209
PALMD	endothelial cell of artery	0.9212	0.6756
PBX2	endothelial cell of artery	0.9101	0.3169
PCDH1	endothelial cell of artery	0.5437	0.2836
PCMTD1	endothelial cell of artery	0.9063	0.3579
PCTP	endothelial cell of artery	0.5685	0.3106
PDE4B	endothelial cell of artery	0.8298	0.3561
PDE6G	endothelial cell of artery	0.6314	0.3994
PDGFB	endothelial cell of artery	1.5898	1.2207
PDIA3	endothelial cell of artery	4.6242	0.6334
PEA15	endothelial cell of artery	1.8291	0.7896
PECAM1	endothelial cell of artery	9.5793	5.5196
PGF	endothelial cell of artery	1.6987	0.9939
PHLDA1	endothelial cell of artery	2.6531	0.7065
PHLDB1	endothelial cell of artery	0.8457	0.3294
PICALM	endothelial cell of artery	0.7774	0.2556
PIK3C2B	endothelial cell of artery	0.6311	0.4681
PIK3R3	endothelial cell of artery	0.5768	0.3869
PKIG	endothelial cell of artery	2.6176	1.4452
PKN1	endothelial cell of artery	1.1493	0.3806
PLCG2	endothelial cell of artery	0.6759	0.3317
PLCL1	endothelial cell of artery	0.5152	0.2708
PLEC	endothelial cell of artery	1.0531	0.4740
PLEKHA1	endothelial cell of artery	2.1220	1.1355
PLEKHG1	endothelial cell of artery	0.8964	0.4465
PLK2	endothelial cell of artery	4.5839	1.0853
PLXND1	endothelial cell of artery	3.3486	0.8756
PMVK	endothelial cell of artery	1.1262	0.2559
PNP	endothelial cell of artery	0.6929	0.2518
PODXL	endothelial cell of artery	5.3334	2.3541
POLR2J3	endothelial cell of artery	2.2102	0.6480
POMP	endothelial cell of artery	5.7396	1.4317
PPA1	endothelial cell of artery	3.5068	0.4202
PPP2R2A	endothelial cell of artery	1.4021	0.3651
PPP4C	endothelial cell of artery	1.9377	0.2992
PREX1	endothelial cell of artery	1.5810	0.9852
PREX2	endothelial cell of artery	1.3253	1.0067
PRND	endothelial cell of artery	11.5115	11.0390
PSMA7	endothelial cell of artery	5.9265	0.5387
PTP4A3	endothelial cell of artery	1.8278	0.9430
PTPN4	endothelial cell of artery	0.5832	0.2680
PTPRB	endothelial cell of artery	2.5082	1.5094
PTPRM	endothelial cell of artery	1.4259	0.7077
PTTG1IP	endothelial cell of artery	2.4608	0.9131
PXDN	endothelial cell of artery	2.7353	0.5527
QKI	endothelial cell of artery	1.5066	0.3128
RABAC1	endothelial cell of artery	2.9889	0.6385
RAMP2	endothelial cell of artery	21.9608	3.7966
RAPGEF1	endothelial cell of artery	0.7062	0.5026
RAPGEF5	endothelial cell of artery	1.1441	0.2768
RASSF2	endothelial cell of artery	0.9501	0.6216
RBM17	endothelial cell of artery	2.1514	0.4837
RBP7	endothelial cell of artery	0.9114	0.2740
RGS3	endothelial cell of artery	4.3199	3.1627
RHOB	endothelial cell of artery	4.2640	1.6344
RHOC	endothelial cell of artery	9.4681	3.2351
RNF144A	endothelial cell of artery	0.6870	0.4581
RNF145	endothelial cell of artery	1.1555	0.3620
RNF19A	endothelial cell of artery	1.8305	1.0240
RNF7	endothelial cell of artery	2.5564	0.3405
ROBO4	endothelial cell of artery	2.1311	0.6875
RPS6KA2	endothelial cell of artery	2.0565	0.9472
RRAGA	endothelial cell of artery	2.5829	1.6186
RSU1	endothelial cell of artery	1.6779	0.2614
S100A11	endothelial cell of artery	8.9817	2.8098
SDF4	endothelial cell of artery	1.3934	0.3029
SEC14L1	endothelial cell of artery	2.3195	0.9377
SEC62	endothelial cell of artery	3.0906	0.5022
SELENOS	endothelial cell of artery	1.4057	0.3550
SELENOW	endothelial cell of artery	7.9351	3.9370
SEMA3G	endothelial cell of artery	0.6512	0.6036
SEMA6B	endothelial cell of artery	0.6454	0.4467
SEPTIN2	endothelial cell of artery	3.0404	0.3720
SERF2	endothelial cell of artery	18.6973	0.3734
SERINC3	endothelial cell of artery	1.1068	0.4237
SERPINH1	endothelial cell of artery	8.3497	1.7239
SESTD1	endothelial cell of artery	1.0427	0.3294
SH3BP5	endothelial cell of artery	2.0628	0.7094
SH3GLB1	endothelial cell of artery	1.4136	0.3571
SHE	endothelial cell of artery	1.7689	0.8523
SLC2A3	endothelial cell of artery	2.0283	0.3364
SLC50A1	endothelial cell of artery	0.7344	0.3349
SLFN5	endothelial cell of artery	0.7782	0.4003
SMAD7	endothelial cell of artery	0.6639	0.3141
SMS	endothelial cell of artery	4.3867	2.5549
SNX3	endothelial cell of artery	13.4618	4.8470
SON	endothelial cell of artery	3.3945	0.2890
SOS1	endothelial cell of artery	0.8273	0.5442
SOX13	endothelial cell of artery	0.5130	0.3866
SOX17	endothelial cell of artery	2.9215	2.4853
SOX18	endothelial cell of artery	2.1305	1.2764
SOX7	endothelial cell of artery	5.7283	2.9747
SPCS3	endothelial cell of artery	1.1151	0.2805
SPTAN1	endothelial cell of artery	1.5830	0.3955
SPTBN1	endothelial cell of artery	5.3036	1.7210
SRP14	endothelial cell of artery	24.9286	11.3195
SRP72	endothelial cell of artery	1.4584	0.2742
SSUH2	endothelial cell of artery	0.9131	0.7749
STC1	endothelial cell of artery	0.8594	0.4725
STING1	endothelial cell of artery	1.5226	0.2940
STOM	endothelial cell of artery	3.4155	2.2448
STX12	endothelial cell of artery	0.8544	0.4062
STX6	endothelial cell of artery	0.5098	0.2534
SUGT1	endothelial cell of artery	1.2244	0.2974
SVIP	endothelial cell of artery	1.4896	0.5208
SWAP70	endothelial cell of artery	0.6113	0.2732
SYMPK	endothelial cell of artery	1.2038	0.5338
SYNJ2	endothelial cell of artery	1.1264	1.0167
SYNPO	endothelial cell of artery	0.6144	0.4446
TACC1	endothelial cell of artery	2.1889	0.6477
TAGLN2	endothelial cell of artery	8.3472	2.8659
TAX1BP3	endothelial cell of artery	2.0086	0.3160
TBC1D17	endothelial cell of artery	0.7800	0.4184
TCF4	endothelial cell of artery	9.4034	4.8910
TECPR1	endothelial cell of artery	0.6209	0.2565
TGFBR2	endothelial cell of artery	2.2616	0.6427
THSD1	endothelial cell of artery	2.3686	1.7477
THSD7A	endothelial cell of artery	2.6647	2.0354
TIE1	endothelial cell of artery	4.5603	0.6240
TJP1	endothelial cell of artery	2.3556	0.7342
TM4SF1	endothelial cell of artery	8.6612	3.7892
TMA7	endothelial cell of artery	8.4057	0.3461
TMBIM6	endothelial cell of artery	4.5634	0.8009
TMEM100	endothelial cell of artery	2.6727	1.7887
TMEM178A	endothelial cell of artery	0.8686	0.6924
TMEM181	endothelial cell of artery	0.8048	0.5013
TMEM184B	endothelial cell of artery	0.6201	0.2981
TMEM219	endothelial cell of artery	2.0542	0.4917
TMEM30A	endothelial cell of artery	0.7779	0.2606
TMEM47	endothelial cell of artery	0.9479	0.3741
TMEM88	endothelial cell of artery	5.7961	1.3610
TMSB10	endothelial cell of artery	135.1757	42.8284
TNFAIP8L1	endothelial cell of artery	1.1754	0.3580
TNFRSF4	endothelial cell of artery	2.0038	1.5706
TNFSF10	endothelial cell of artery	1.6965	0.3918
TP53I11	endothelial cell of artery	1.4679	0.5931
TRAF7	endothelial cell of artery	0.9382	0.2685
TRIM16	endothelial cell of artery	0.7148	0.2805
TRIM47	endothelial cell of artery	0.8647	0.3573
TSPAN14	endothelial cell of artery	1.2701	0.2611
TSPAN18	endothelial cell of artery	1.8437	0.5145
TSPAN2	endothelial cell of artery	1.8785	0.7594
TTC28	endothelial cell of artery	0.9744	0.4829
TTYH3	endothelial cell of artery	1.1096	0.3847
TUSC3	endothelial cell of artery	2.2556	0.7535
UACA	endothelial cell of artery	7.5526	5.7020
UBE2J1	endothelial cell of artery	1.5602	0.6601
UNC5B	endothelial cell of artery	4.9304	3.0529
USHBP1	endothelial cell of artery	0.6361	0.2945
UXS1	endothelial cell of artery	1.4410	0.9632
VAMP5	endothelial cell of artery	6.6738	3.0007
VAPA	endothelial cell of artery	2.5724	0.3229
VASH1	endothelial cell of artery	2.2761	1.8080
VASP	endothelial cell of artery	1.6980	0.4631
VEGFC	endothelial cell of artery	0.9800	0.7869
VIM	endothelial cell of artery	80.5162	21.8561
VPS37B	endothelial cell of artery	0.7126	0.3048
VSIR	endothelial cell of artery	3.8238	1.4109
WASF2	endothelial cell of artery	2.9769	0.4771
WWC3	endothelial cell of artery	0.7240	0.3546
YIPF4	endothelial cell of artery	1.0872	0.2881
ZDHHC3	endothelial cell of artery	0.9070	0.3469
ZDHHC9	endothelial cell of artery	0.6225	0.3351
ADD3	endothelial cell of lymphatic vessel	3.4189	0.7277
AKAP12	endothelial cell of lymphatic vessel	7.6636	0.7883
ANXA2	endothelial cell of lymphatic vessel	16.7023	3.4979
AP2M1	endothelial cell of lymphatic vessel	4.3831	1.5528
AP2S1	endothelial cell of lymphatic vessel	6.3739	2.5194
APOD	endothelial cell of lymphatic vessel	0.5742	0.3519
APOL3	endothelial cell of lymphatic vessel	0.8734	0.5401
ARL4A	endothelial cell of lymphatic vessel	3.9891	2.6671
ARPC1A	endothelial cell of lymphatic vessel	2.1565	0.3123
ARRDC2	endothelial cell of lymphatic vessel	0.6526	0.3965
ATP5F1E	endothelial cell of lymphatic vessel	34.7208	16.9171
ATP5F1EP2	endothelial cell of lymphatic vessel	1.0468	0.5038
ATP5MF	endothelial cell of lymphatic vessel	3.9768	0.4386
BAX	endothelial cell of lymphatic vessel	1.6500	0.2620
BRK1	endothelial cell of lymphatic vessel	4.9318	0.2613
C20orf204	endothelial cell of lymphatic vessel	0.6638	0.4017
CALR	endothelial cell of lymphatic vessel	6.8349	0.6712
CASP4	endothelial cell of lymphatic vessel	1.1254	0.3294
CCL14	endothelial cell of lymphatic vessel	2.0061	1.7868
CCL2	endothelial cell of lymphatic vessel	2.3676	0.6110
CCL21	endothelial cell of lymphatic vessel	46.0149	45.8279
CCT5	endothelial cell of lymphatic vessel	2.1937	0.3658
CD47	endothelial cell of lymphatic vessel	2.6258	1.5922
CD59	endothelial cell of lymphatic vessel	2.6104	0.7594
CMTM3	endothelial cell of lymphatic vessel	2.2819	0.3799
CNTNAP3B	endothelial cell of lymphatic vessel	0.7604	0.3039
COMMD1	endothelial cell of lymphatic vessel	1.1815	0.4059
CRACR2B	endothelial cell of lymphatic vessel	1.1174	0.8306
CRNDE	endothelial cell of lymphatic vessel	0.5431	0.4053
CSTB	endothelial cell of lymphatic vessel	7.1090	1.6001
CTHRC1	endothelial cell of lymphatic vessel	3.3291	0.3023
CXADR	endothelial cell of lymphatic vessel	2.3578	0.9952
DOCK5	endothelial cell of lymphatic vessel	0.8610	0.6464
DYNLL1	endothelial cell of lymphatic vessel	9.8893	0.6119
EGFL7	endothelial cell of lymphatic vessel	9.0543	0.4504
ELK3	endothelial cell of lymphatic vessel	2.9648	0.3861
ENY2	endothelial cell of lymphatic vessel	3.1891	0.4834
EPHX1	endothelial cell of lymphatic vessel	1.2023	0.6484
EPS15	endothelial cell of lymphatic vessel	0.6932	0.3126
