gene	cell_state	score	margin
MAD2L1	neural crest cell	1.5623	0.5331
MAPRE2	neural crest cell	1.3022	0.2605
MCM7	neural crest cell	1.8085	0.7387
MDK	neural crest cell	26.1562	1.2903
METRN	neural crest cell	2.6262	1.3451
METTL9	neural crest cell	3.1615	0.3594
MKI67	neural crest cell	1.8245	0.3606
MOXD1	neural crest cell	1.5904	0.2615
MPZ	neural crest cell	1.6478	1.3198
NASP	neural crest cell	3.3207	0.8551
NKAIN3	neural crest cell	0.6158	0.3982
NKAIN4	neural crest cell	2.4826	0.7177
NME1	neural crest cell	2.9730	0.7178
NONO	neural crest cell	3.9864	0.4291
NRXN1	neural crest cell	1.0321	0.3251
NUF2	neural crest cell	0.6646	0.2776
PARP1	neural crest cell	2.2351	0.4229
PBK	neural crest cell	0.8659	0.4474
PCDH17	neural crest cell	2.0181	0.3839
PCNA	neural crest cell	1.5705	0.4742
PIMREG	neural crest cell	0.8810	0.4277
PKM	neural crest cell	4.8341	0.5313
PLK1	neural crest cell	0.6801	0.2830
PLP1	neural crest cell	6.5311	4.7634
PLS3	neural crest cell	2.5257	0.8759
POLR2F	neural crest cell	2.2460	0.6047
PPIA	neural crest cell	15.0905	0.9373
PPP1CC	neural crest cell	2.4529	0.2530
PSAT1	neural crest cell	0.9256	0.4616
PSIP1	neural crest cell	3.5490	0.6619
PTPRZ1	neural crest cell	1.9197	1.1780
PTTG1	neural crest cell	2.9166	0.4928
PUF60	neural crest cell	2.2236	0.7328
RAN	neural crest cell	8.5792	1.8176
RANBP1	neural crest cell	5.4504	1.4713
RCBTB2	neural crest cell	0.7284	0.3182
RNASEH2A	neural crest cell	1.0334	0.3285
RPL15	neural crest cell	60.0427	0.4188
RPL4	neural crest cell	28.2525	3.1236
RPL6	neural crest cell	51.3499	7.1425
RRM1	neural crest cell	1.8444	1.0321
RTRAF	neural crest cell	3.4568	0.4020
S100B	neural crest cell	2.8702	2.3359
SCCPDH	neural crest cell	1.5254	0.4409
SCRG1	neural crest cell	0.6707	0.3322
SET	neural crest cell	5.5753	0.4176
SFPQ	neural crest cell	3.6939	0.2826
SLC15A3	neural crest cell	1.6033	1.1300
SLC35F1	neural crest cell	0.9814	0.5673
SLITRK6	neural crest cell	1.7043	0.8842
SMC2	neural crest cell	1.3269	0.3637
SMC3	neural crest cell	2.3085	0.4218
SNRPB	neural crest cell	3.3855	0.4732
SNRPD1	neural crest cell	4.1416	0.9420
SNRPE	neural crest cell	6.2346	0.3105
SNTB1	neural crest cell	0.6134	0.4221
SOX10	neural crest cell	1.5362	1.0993
SOX2	neural crest cell	2.1128	1.3962
SPC25	neural crest cell	0.7211	0.2732
SRSF1	neural crest cell	1.9297	0.3299
SRSF10	neural crest cell	2.1587	0.2762
SRSF2	neural crest cell	4.2587	0.7994
SRSF3	neural crest cell	7.4524	1.4863
SRSF7	neural crest cell	3.9568	0.7992
SSRP1	neural crest cell	1.6946	0.3030
TCF12	neural crest cell	1.3987	0.3395
TFDP2	neural crest cell	1.5702	0.4358
TMPO	neural crest cell	1.4364	0.2971
TMSB15A	neural crest cell	3.5485	0.4415
TOP2A	neural crest cell	3.1421	0.6951
TSN	neural crest cell	1.2584	0.2568
TTYH1	neural crest cell	2.2795	1.5129
TUBA1B	neural crest cell	25.2490	1.7726
UBE2C	neural crest cell	4.0548	1.1887
UBE2T	neural crest cell	1.3729	0.3997
UHRF1	neural crest cell	0.9273	0.3310
XRCC5	neural crest cell	2.7462	0.2750
YBX1	neural crest cell	16.4632	1.3227
ZFP36L1	neural crest cell	8.9567	1.0923
ZNF536	neural crest cell	1.1433	0.4804
ZWINT	neural crest cell	1.5259	0.6279
ADIRF	pericyte	1.0169	0.8639
ARHGEF17	pericyte	0.9098	0.4975
ATP1B2	pericyte	0.6826	0.3579
BDNF	pericyte	0.5931	0.3412
BGN	pericyte	5.7423	4.6324
BTG1	pericyte	7.4066	1.9104
C11orf96	pericyte	1.3414	0.3222
CCDC102B	pericyte	1.0677	0.7286
CCDC3	pericyte	4.3831	3.5131
CD248	pericyte	1.4444	0.5043
COL21A1	pericyte	1.0900	0.7040
COL4A2	pericyte	8.6392	1.4813
COL6A3	pericyte	6.4935	1.5472
COX4I2	pericyte	1.8574	1.8240
CSPG4	pericyte	0.7928	0.4942
CYGB	pericyte	1.9586	0.9311
CYTOR	pericyte	2.5611	1.3060
DLC1	pericyte	1.6749	0.7129
EBF1	pericyte	1.7117	0.7969
EDNRA	pericyte	1.9281	0.6261
EGFL6	pericyte	1.4008	1.0764
EHD2	pericyte	1.4267	0.3717
ENSG00000267042	pericyte	0.8235	0.7175
EPS8	pericyte	1.2868	0.3845
FOXS1	pericyte	1.0325	0.8413
GEM	pericyte	2.3225	1.3736
GJC1	pericyte	0.6775	0.3337
GPC4	pericyte	1.2192	0.4554
GUCY1A2	pericyte	0.6695	0.3151
GUCY1B1	pericyte	1.6981	0.6513
HES4	pericyte	4.6543	2.5824
HEY2	pericyte	1.0089	0.8892
HEYL	pericyte	1.0585	0.4878
HIGD1B	pericyte	0.9471	0.9283
HOXB-AS1	pericyte	0.8975	0.7091
HSPA2	pericyte	1.9680	1.4528
HSPB2	pericyte	0.5515	0.3108
IGFBP7	pericyte	20.4144	3.4389
ITGA1	pericyte	2.8133	1.1471
KCNJ8	pericyte	1.5493	0.4484
KCNS3	pericyte	1.4120	0.9847
LASP1	pericyte	1.7800	0.8430
LINC03013	pericyte	0.7046	0.5924
MEF2C	pericyte	6.1959	2.5634
MIR4435-2HG	pericyte	2.1036	0.9467
MRTFB	pericyte	0.6520	0.3157
NAB1	pericyte	0.6323	0.3143
NDUFA4L2	pericyte	6.9989	6.4497
NDUFAF4	pericyte	1.1833	0.4872
NOTCH3	pericyte	2.6856	2.0580
NR2F2-AS1	pericyte	0.6724	0.3311
NT5DC2	pericyte	1.2238	0.4804
PABIR1	pericyte	0.5734	0.2800
PCDH18	pericyte	3.1297	0.2994
PDGFRB	pericyte	6.6006	3.8308
PELO	pericyte	1.0428	0.3386
PGM5P3-AS1	pericyte	0.5482	0.4967
PGM5P4-AS1	pericyte	0.6047	0.5316
PLN	pericyte	1.0225	0.9017
PPP1R14A	pericyte	2.5117	1.1723
PTGIR	pericyte	0.7778	0.4672
PTK2	pericyte	1.5186	0.5159
RASL12	pericyte	1.4593	1.2179
RGS16	pericyte	0.8903	0.6683
RGS5	pericyte	7.2384	2.9204
ROCK1	pericyte	1.4294	0.3100
S1PR3	pericyte	1.7693	0.7733
S1PR5	pericyte	0.5883	0.4238
SDC2	pericyte	5.1196	2.0203
SEMA5A	pericyte	1.2181	0.4460
SEMA5B	pericyte	0.7391	0.4784
SEPTIN11	pericyte	4.0658	1.4152
SEPTIN4	pericyte	1.6343	1.4995
SEPTIN7	pericyte	7.8519	0.9478
SEPTIN9	pericyte	2.8507	0.8962
SERPINI1	pericyte	1.3259	0.8610
SH3KBP1	pericyte	1.3112	0.3784
STC2	pericyte	0.8424	0.2599
TEAD2	pericyte	1.4048	0.3531
TIMP1	pericyte	5.3070	0.4751
TLN2	pericyte	0.7496	0.2962
ZEB2	pericyte	3.8693	1.3446
ZFHX3	pericyte	1.4609	0.5422
APOA2	progenitor cell	2.1023	0.8017
BEX5	progenitor cell	1.4684	0.8669
CLDN4	progenitor cell	4.7204	0.4911
CTNND2	progenitor cell	0.7947	0.4791
DMKN	progenitor cell	1.6813	0.3068
EREG	progenitor cell	0.6710	0.2950
FGB	progenitor cell	15.4738	9.3098
FGG	progenitor cell	7.6405	4.4058
GAMT	progenitor cell	1.7223	0.4865
HMGA1	progenitor cell	8.3221	0.5200
HMGCS1	progenitor cell	1.4311	0.5296
HSP90AA1	progenitor cell	13.9460	2.0009
HSPD1	progenitor cell	7.8627	0.3170
MSMO1	progenitor cell	2.4862	1.3321
MT-ND2	progenitor cell	25.6830	1.0307
OSR2	progenitor cell	2.2235	1.6441
PLA2G2A	progenitor cell	2.6299	1.1644
RBP4	progenitor cell	0.6962	0.2836
SCD	progenitor cell	1.0134	0.2804
SELENOP	progenitor cell	6.0026	0.3952
TXN	progenitor cell	11.9459	1.7436
WEE1	progenitor cell	1.1098	0.4287
ASCL2	stem cell	1.9094	0.9973
CCL25	stem cell	6.6434	0.5838
CELA3A	stem cell	1.5603	0.5881
CPA2	stem cell	2.1590	1.8084
DLK1	stem cell	5.6881	3.4742
EEF1B2	stem cell	26.3660	2.1786
EPB41L4A-AS1	stem cell	2.7078	0.3567
FBL	stem cell	3.1029	0.4757
MLEC	stem cell	2.1076	0.3237
MT-CO1	stem cell	133.9740	6.2805
MT-CO2	stem cell	58.3281	0.9699
MT-CO3	stem cell	75.0402	7.3548
MT-CYB	stem cell	34.7729	3.5712
MT-ND1	stem cell	32.8117	0.6000
MT-ND4	stem cell	64.0204	0.9457
MYC	stem cell	1.7422	0.7009
NACA	stem cell	24.9517	1.4695
RACK1	stem cell	48.2081	3.6970
RPL10A	stem cell	60.4785	1.0839
RPL11	stem cell	76.3040	7.3267
RPL12	stem cell	80.1298	11.0206
RPL13	stem cell	121.0864	15.2244
RPL13A	stem cell	120.7287	13.8258
RPL14	stem cell	45.1993	7.7962
RPL18	stem cell	42.5474	4.5988
RPL18A	stem cell	62.8830	5.2462
RPL19	stem cell	53.6833	6.2798
RPL22	stem cell	24.4953	1.2711
RPL22L1	stem cell	3.0919	0.4570
RPL23A	stem cell	51.5899	1.5501
RPL26	stem cell	61.8126	7.4262
RPL27A	stem cell	63.2479	4.7398
RPL28	stem cell	55.0110	2.7596
RPL29	stem cell	60.4067	7.7307
RPL32	stem cell	83.1576	8.1077
RPL34	stem cell	78.2821	0.7940
RPL35	stem cell	40.7626	3.0816
RPL35A	stem cell	48.0942	2.6311
RPL5	stem cell	49.5755	5.8959
RPL7A	stem cell	54.6167	9.5629
RPL8	stem cell	60.7939	2.3863
RPL9	stem cell	55.1888	6.5791
RPLP1	stem cell	91.3907	1.3528
RPS12	stem cell	84.3775	9.5614
RPS14	stem cell	98.5534	6.0294
RPS15A	stem cell	69.3121	5.8516
RPS17	stem cell	56.9461	5.8147
RPS18	stem cell	148.7235	15.1143
RPS19	stem cell	87.5831	8.4965
RPS2	stem cell	153.2064	10.3025
RPS23	stem cell	86.5846	9.8175
RPS24	stem cell	63.9893	6.1928
RPS25	stem cell	39.0148	0.7996
RPS27A	stem cell	79.3811	8.6881
RPS3	stem cell	105.9468	15.3714
RPS3A	stem cell	81.3064	1.2791
RPS4X	stem cell	66.8446	1.3899
RPS4Y1	stem cell	13.5327	0.5799
RPS5	stem cell	50.7159	6.3917
RPS6	stem cell	103.9442	2.6768
RPS7	stem cell	53.2448	7.2638
RPS8	stem cell	80.6873	7.6242
RPS9	stem cell	54.5489	3.6617
RPSA	stem cell	31.5899	2.2377
SLC12A2	stem cell	1.5968	0.4675
SLC25A6	stem cell	19.1233	1.5646
SNHG7	stem cell	3.1612	0.4466
SPINK1	stem cell	12.9194	7.5998
TUFM	stem cell	2.9774	0.3639
APLNR	vein endothelial cell	5.9726	5.4858
CALCRL	vein endothelial cell	2.7071	1.1228
CCND1	vein endothelial cell	3.1510	1.2970
CD320	vein endothelial cell	4.7627	3.0719
CETP	vein endothelial cell	1.1724	0.4576
DDIT4	vein endothelial cell	4.7282	0.7138
EDN1	vein endothelial cell	2.2077	1.3605
EHD4	vein endothelial cell	1.9068	0.6833
ENG	vein endothelial cell	3.5144	1.2580
ENTPD1	vein endothelial cell	1.2664	0.3296
FABP4	vein endothelial cell	1.1666	0.6546
FABP5	vein endothelial cell	18.6057	7.9550
FAM167B	vein endothelial cell	0.5083	0.2984
GIMAP7	vein endothelial cell	1.6786	0.3896
IDH2	vein endothelial cell	2.8036	0.5155
IGFBP4	vein endothelial cell	10.3431	1.8964
INPP1	vein endothelial cell	1.0069	0.5088
ITGA6	vein endothelial cell	1.5637	0.7963
ITM2A	vein endothelial cell	1.7878	1.2179
ITM2B	vein endothelial cell	12.3867	3.4001
LIFR	vein endothelial cell	1.1639	0.3938
LIMCH1	vein endothelial cell	2.1065	0.4782
LMO2	vein endothelial cell	1.7399	0.3953
MADCAM1	vein endothelial cell	7.1334	5.2857
MEOX1	vein endothelial cell	0.6279	0.5736
NDUFA12	vein endothelial cell	3.3401	0.5577
NDUFA8	vein endothelial cell	1.8291	0.5949
NOSTRIN	vein endothelial cell	0.9841	0.7226
NT5E	vein endothelial cell	0.6668	0.5118
PLPP3	vein endothelial cell	1.1993	0.6817
PLVAP	vein endothelial cell	10.6342	8.1089
PRCP	vein endothelial cell	7.5639	4.5772
RBP5	vein endothelial cell	1.9681	1.5569
RDX	vein endothelial cell	4.3325	0.4941
RGCC	vein endothelial cell	3.1515	0.8821
RPS28	vein endothelial cell	53.2491	2.9127
SDCBP	vein endothelial cell	3.4575	0.6261
SELENOH	vein endothelial cell	5.4551	1.9508
TCIM	vein endothelial cell	4.8910	1.5446
TEK	vein endothelial cell	1.0531	0.4151
THBD	vein endothelial cell	0.7800	0.3837
TLNRD1	vein endothelial cell	1.1928	0.2772
TNFRSF1A	vein endothelial cell	1.5123	0.3376
TSPAN7	vein endothelial cell	0.7801	0.2572
