gene	cell_state	score	margin
A1CF	Epi|Best4+ Enterocytes	1.5984	0.2864
AC012146.7	Epi|Best4+ Enterocytes	1.9057	0.4589
AC069277.2	Epi|Best4+ Enterocytes	3.1980	inf
ADAMTS14	Epi|Best4+ Enterocytes	6.2215	2.6269
ADCY5	Epi|Best4+ Enterocytes	6.7364	0.8157
B9D2	Epi|Best4+ Enterocytes	1.5000	0.4224
BEND5	Epi|Best4+ Enterocytes	3.6468	0.5951
BEST4	Epi|Best4+ Enterocytes	8.6250	inf
C4BPA	Epi|Best4+ Enterocytes	4.3199	1.2013
CA7	Epi|Best4+ Enterocytes	7.8974	inf
CCNYL1	Epi|Best4+ Enterocytes	3.1426	0.7781
CDK18	Epi|Best4+ Enterocytes	3.5966	0.3086
CEACAM3	Epi|Best4+ Enterocytes	7.2639	inf
CPA6	Epi|Best4+ Enterocytes	3.0249	0.9721
DHX35	Epi|Best4+ Enterocytes	1.7561	0.9525
DMBT1	Epi|Best4+ Enterocytes	2.3002	0.6704
DNASE2	Epi|Best4+ Enterocytes	2.0023	0.2813
DOCK8	Epi|Best4+ Enterocytes	2.9078	1.5579
GAL3ST1	Epi|Best4+ Enterocytes	1.5534	0.4066
GPER1	Epi|Best4+ Enterocytes	2.2603	inf
HES4	Epi|Best4+ Enterocytes	4.6661	0.2703
HR	Epi|Best4+ Enterocytes	1.6075	0.5749
LBH	Epi|Best4+ Enterocytes	3.4437	1.5211
LUZP2	Epi|Best4+ Enterocytes	4.7697	inf
MAP7D3	Epi|Best4+ Enterocytes	1.8164	0.3342
MEIS1	Epi|Best4+ Enterocytes	6.2864	2.3647
METTL21A	Epi|Best4+ Enterocytes	2.7676	0.6730
MMEL1	Epi|Best4+ Enterocytes	1.9996	1.0202
MSLN	Epi|Best4+ Enterocytes	6.3206	1.5541
MT1F	Epi|Best4+ Enterocytes	2.1182	0.5654
MT1HL1	Epi|Best4+ Enterocytes	2.4821	0.5050
MT1X	Epi|Best4+ Enterocytes	2.3767	0.8282
MYOM1	Epi|Best4+ Enterocytes	6.1002	4.3340
NBPF10	Epi|Best4+ Enterocytes	3.7333	1.5084
NBPF12	Epi|Best4+ Enterocytes	1.9082	1.4236
NBPF14	Epi|Best4+ Enterocytes	4.6962	inf
NBPF9	Epi|Best4+ Enterocytes	2.8041	0.5853
NCOA1	Epi|Best4+ Enterocytes	1.3721	0.2806
NEURL	Epi|Best4+ Enterocytes	3.9982	1.5127
NOTCH2	Epi|Best4+ Enterocytes	3.9018	1.3722
NOTCH2NL	Epi|Best4+ Enterocytes	3.5586	1.8941
NPY1R	Epi|Best4+ Enterocytes	1.8844	0.8777
OSBPL8	Epi|Best4+ Enterocytes	1.8555	0.3791
OTOP2	Epi|Best4+ Enterocytes	8.2803	inf
OTOP3	Epi|Best4+ Enterocytes	9.1327	inf
PLEKHA8	Epi|Best4+ Enterocytes	1.9610	1.4758
PROX1	Epi|Best4+ Enterocytes	4.1730	0.7248
RHOV	Epi|Best4+ Enterocytes	3.4339	2.1931
RP11-357C3.3	Epi|Best4+ Enterocytes	3.0765	1.4537
RP11-416N2.4	Epi|Best4+ Enterocytes	3.9724	inf
RP11-44N21.1	Epi|Best4+ Enterocytes	1.8043	0.8033
RP11-771K4.1	Epi|Best4+ Enterocytes	5.5108	inf
SAMD9L	Epi|Best4+ Enterocytes	2.5358	0.6151
SCIN	Epi|Best4+ Enterocytes	2.4999	0.5064
SCRN1	Epi|Best4+ Enterocytes	4.5424	2.9656
SMARCAL1	Epi|Best4+ Enterocytes	1.5831	0.4159
SSTR1	Epi|Best4+ Enterocytes	1.3700	0.2700
SULT1E1	Epi|Best4+ Enterocytes	5.8298	inf
TBL1X	Epi|Best4+ Enterocytes	1.9538	0.4512
TGFB1	Epi|Best4+ Enterocytes	5.7324	3.3870
TIAM1	Epi|Best4+ Enterocytes	3.2368	0.9785
TLDC2	Epi|Best4+ Enterocytes	1.4766	0.4916
TMEM117	Epi|Best4+ Enterocytes	1.6553	inf
TNRC6C-AS1	Epi|Best4+ Enterocytes	1.3932	0.3883
TRIM10	Epi|Best4+ Enterocytes	2.2589	inf
UNC5C	Epi|Best4+ Enterocytes	6.1949	1.9737
USP13	Epi|Best4+ Enterocytes	2.9553	0.7757
ZNF232	Epi|Best4+ Enterocytes	1.5526	0.3063
ZNF764	Epi|Best4+ Enterocytes	1.5929	0.7046
AADAT	Epi|Cycling TA	2.1041	inf
AARS2	Epi|Cycling TA	1.3746	0.6496
ABCB10	Epi|Cycling TA	1.1697	0.2713
AC002116.7	Epi|Cycling TA	2.7169	inf
AC004069.2	Epi|Cycling TA	1.5299	inf
AC005076.5	Epi|Cycling TA	1.0697	0.5476
AC008982.2	Epi|Cycling TA	0.6504	inf
AC009299.3	Epi|Cycling TA	1.4547	inf
AC013449.1	Epi|Cycling TA	1.5243	inf
AC024592.9	Epi|Cycling TA	1.6219	inf
AC025335.1	Epi|Cycling TA	1.7472	inf
AC027307.3	Epi|Cycling TA	1.5161	inf
AC074117.10	Epi|Cycling TA	0.6895	inf
AC093388.3	Epi|Cycling TA	0.8329	inf
AC104667.3	Epi|Cycling TA	0.9982	inf
AC114730.3	Epi|Cycling TA	0.9430	inf
ACPL2	Epi|Cycling TA	1.9579	0.7473
AD000090.2	Epi|Cycling TA	1.4270	inf
ADAMTS15	Epi|Cycling TA	1.9432	inf
AEN	Epi|Cycling TA	1.6527	0.5913
AL138764.1	Epi|Cycling TA	1.1222	inf
AL357673.1	Epi|Cycling TA	1.1814	inf
AL627309.1	Epi|Cycling TA	0.9556	inf
ALDH4A1	Epi|Cycling TA	1.5973	0.6816
ALG10	Epi|Cycling TA	1.9478	inf
ALMS1	Epi|Cycling TA	1.3452	0.5634
ANAPC1	Epi|Cycling TA	1.6759	0.4866
ANKEF1	Epi|Cycling TA	1.0431	inf
ANKMY1	Epi|Cycling TA	0.8809	0.2746
ANKRD18A	Epi|Cycling TA	1.0988	inf
AP000350.4	Epi|Cycling TA	1.0157	0.3873
AP001462.6	Epi|Cycling TA	1.1566	inf
AP006621.5	Epi|Cycling TA	1.3669	0.2613
ARL17B	Epi|Cycling TA	0.7045	inf
ASB16-AS1	Epi|Cycling TA	1.2116	0.3788
ASH1L-AS1	Epi|Cycling TA	0.6930	inf
ASTN2	Epi|Cycling TA	1.1865	0.7842
ATP6V1E2	Epi|Cycling TA	1.5216	inf
ATR	Epi|Cycling TA	1.3731	0.2953
ATRIP	Epi|Cycling TA	2.4157	0.4644
B4GALT6	Epi|Cycling TA	1.3515	inf
BCL7C	Epi|Cycling TA	2.2028	0.6131
BEND3	Epi|Cycling TA	1.9808	inf
BICD1	Epi|Cycling TA	1.7017	0.3415
BRICD5	Epi|Cycling TA	1.0797	inf
C10orf95	Epi|Cycling TA	0.7673	inf
C11orf30	Epi|Cycling TA	1.1951	0.3096
C12orf65	Epi|Cycling TA	1.7214	0.3035
C14orf169	Epi|Cycling TA	1.4339	0.2793
C15orf41	Epi|Cycling TA	1.5902	inf
C16orf13	Epi|Cycling TA	1.4873	0.2839
C16orf95	Epi|Cycling TA	1.2551	inf
C17orf89	Epi|Cycling TA	1.5834	0.3681
C18orf54	Epi|Cycling TA	2.7584	inf
C19orf57	Epi|Cycling TA	1.4681	0.5651
C1QTNF9B-AS1	Epi|Cycling TA	1.6019	0.5289
C1orf159	Epi|Cycling TA	1.0555	0.4745
C1orf233	Epi|Cycling TA	2.0348	inf
C1orf74	Epi|Cycling TA	1.5488	inf
C2CD3	Epi|Cycling TA	1.1490	0.4450
C2CD4A	Epi|Cycling TA	1.7495	inf
C2orf44	Epi|Cycling TA	1.2332	inf
C2orf70	Epi|Cycling TA	1.7492	inf
C5orf38	Epi|Cycling TA	1.3518	inf
C6orf223	Epi|Cycling TA	1.4826	inf
C7orf13	Epi|Cycling TA	0.9146	inf
C9orf24	Epi|Cycling TA	1.8750	0.7108
C9orf9	Epi|Cycling TA	0.9460	inf
CACTIN	Epi|Cycling TA	1.1532	0.2752
CAMKK1	Epi|Cycling TA	1.3674	inf
CASC2	Epi|Cycling TA	1.0343	inf
CCDC109B	Epi|Cycling TA	2.6460	0.5091
CCDC113	Epi|Cycling TA	1.5235	inf
CCDC77	Epi|Cycling TA	1.8483	inf
CCDC9	Epi|Cycling TA	1.1174	0.4256
CCNJ	Epi|Cycling TA	0.7456	inf
CCNO	Epi|Cycling TA	1.1159	0.3458
CCSAP	Epi|Cycling TA	2.8806	1.4108
CDAN1	Epi|Cycling TA	1.8049	inf
CDH3	Epi|Cycling TA	0.6023	inf
CELSR2	Epi|Cycling TA	1.5343	inf
CENPBD1	Epi|Cycling TA	0.5417	inf
CEP120	Epi|Cycling TA	1.4398	inf
CEP128	Epi|Cycling TA	2.8692	1.2896
CEP72	Epi|Cycling TA	2.3048	inf
CHKB-AS1	Epi|Cycling TA	1.4623	0.7568
CLDN1	Epi|Cycling TA	1.4576	inf
CLDN2	Epi|Cycling TA	2.7390	inf
CMC4	Epi|Cycling TA	1.2387	inf
CMSS1	Epi|Cycling TA	2.6873	1.2410
CNIH3	Epi|Cycling TA	1.2587	inf
CNTNAP2	Epi|Cycling TA	2.2956	0.9150
COX10-AS1	Epi|Cycling TA	1.4923	inf
CPS1	Epi|Cycling TA	2.5311	inf
CTA-204B4.2	Epi|Cycling TA	0.5150	inf
CTA-221G9.11	Epi|Cycling TA	1.2413	inf
CTA-384D8.36	Epi|Cycling TA	1.6136	inf
CTA-445C9.14	Epi|Cycling TA	1.4382	inf
CTB-175P5.4	Epi|Cycling TA	2.3546	inf
CTBP1-AS2	Epi|Cycling TA	1.1615	0.2519
CTC-444N24.8	Epi|Cycling TA	0.6410	inf
CTC-534A2.2	Epi|Cycling TA	0.9143	0.2612
CTC1	Epi|Cycling TA	0.7133	inf
CTD-2201E18.3	Epi|Cycling TA	1.0546	inf
CTD-2256P15.2	Epi|Cycling TA	1.4813	inf
CTD-2366F13.1	Epi|Cycling TA	1.2826	0.2541
CTD-3092A11.2	Epi|Cycling TA	1.4797	0.2713
CTD-3185P2.1	Epi|Cycling TA	1.2413	inf
CYB5RL	Epi|Cycling TA	2.0760	inf
DBR1	Epi|Cycling TA	1.5747	0.2697
DCAF17	Epi|Cycling TA	1.2232	0.3107
DCLK2	Epi|Cycling TA	1.9682	inf
DCLRE1A	Epi|Cycling TA	1.8512	inf
DDTL	Epi|Cycling TA	0.7397	inf
DDX11-AS1	Epi|Cycling TA	2.7051	inf
DDX51	Epi|Cycling TA	1.3273	0.2526
DEPDC4	Epi|Cycling TA	1.4764	inf
DGUOK-AS1	Epi|Cycling TA	1.5137	0.2660
DHODH	Epi|Cycling TA	1.7379	0.2958
DHRS13	Epi|Cycling TA	2.1367	1.2332
DHX34	Epi|Cycling TA	1.2962	0.4675
DMRT2	Epi|Cycling TA	1.8875	inf
DND1	Epi|Cycling TA	1.0139	inf
DUS4L	Epi|Cycling TA	1.3127	0.3536
E2F7	Epi|Cycling TA	4.0301	inf
EDARADD	Epi|Cycling TA	1.2484	0.2954
EFCAB7	Epi|Cycling TA	1.2106	inf
EIF5AL1	Epi|Cycling TA	1.2746	0.4057
EIF5B	Epi|Cycling TA	1.3084	0.2692
ELAVL2	Epi|Cycling TA	2.0050	inf
EMD	Epi|Cycling TA	1.6422	0.5564
ENO3	Epi|Cycling TA	0.7796	inf
ENTPD1-AS1	Epi|Cycling TA	1.0213	0.2575
ENTPD7	Epi|Cycling TA	0.5605	inf
ERCC6L	Epi|Cycling TA	4.2732	inf
FABP6	Epi|Cycling TA	1.5702	inf
FAM120C	Epi|Cycling TA	1.6485	inf
FAM185A	Epi|Cycling TA	1.1350	0.3434
FAM201A	Epi|Cycling TA	1.5672	inf
FAM220A	Epi|Cycling TA	1.0409	inf
FAM24B	Epi|Cycling TA	1.8142	inf
FAM41C	Epi|Cycling TA	1.0707	inf
FAM71D	Epi|Cycling TA	0.5215	inf
FAM98B	Epi|Cycling TA	1.4265	0.4075
FANCM	Epi|Cycling TA	1.7235	1.5937
FASN	Epi|Cycling TA	1.6753	0.3371
FBF1	Epi|Cycling TA	1.8172	inf
FBXO48	Epi|Cycling TA	0.7947	0.3430
FDXACB1	Epi|Cycling TA	1.3067	0.9011
FKRP	Epi|Cycling TA	0.7904	inf
FUS	Epi|Cycling TA	1.3853	0.2870
FXN	Epi|Cycling TA	1.6709	0.3932
GAL	Epi|Cycling TA	3.3355	inf
GAREML	Epi|Cycling TA	0.7297	inf
GJB5	Epi|Cycling TA	1.2807	inf
GLB1L2	Epi|Cycling TA	1.0931	0.3471
GPATCH4	Epi|Cycling TA	1.7698	0.2880
GPN3	Epi|Cycling TA	2.0566	0.2563
GPR143	Epi|Cycling TA	1.5252	inf
GRB14	Epi|Cycling TA	2.1641	inf
GRWD1	Epi|Cycling TA	1.6636	0.3627
GSTCD	Epi|Cycling TA	1.8475	inf
HCN3	Epi|Cycling TA	0.8291	inf
HDDC3	Epi|Cycling TA	1.4477	0.2817
HIRA	Epi|Cycling TA	1.4837	0.4149
HIST1H2AH	Epi|Cycling TA	2.2615	inf
HIST1H2AM	Epi|Cycling TA	1.3821	inf
HIST1H3G	Epi|Cycling TA	1.8031	inf
HPDL	Epi|Cycling TA	2.0209	0.8617
HSP90AA1	Epi|Cycling TA	1.7335	0.6048
HSPA4L	Epi|Cycling TA	1.1852	1.0303
HSPD1	Epi|Cycling TA	2.1372	0.3677
HYAL3	Epi|Cycling TA	2.0324	inf
IARS	Epi|Cycling TA	1.6961	0.4698
IGFL2	Epi|Cycling TA	1.9936	inf
INVS	Epi|Cycling TA	1.0649	inf
IQCC	Epi|Cycling TA	1.4695	inf
IQGAP3	Epi|Cycling TA	3.4935	inf
IRAK1	Epi|Cycling TA	1.3098	0.3038
IRX2	Epi|Cycling TA	1.4106	inf
JPH1	Epi|Cycling TA	1.5335	0.3280
KANSL1L	Epi|Cycling TA	0.9430	inf
KCNC4	Epi|Cycling TA	1.2287	inf
KDM4A-AS1	Epi|Cycling TA	2.2127	inf
KIAA0586	Epi|Cycling TA	1.4507	0.6898
KIAA1549	Epi|Cycling TA	1.4968	inf
KIF24	Epi|Cycling TA	3.2461	inf
KLHL25	Epi|Cycling TA	0.8355	inf
KLHL26	Epi|Cycling TA	1.1296	inf
KNTC1	Epi|Cycling TA	2.6365	0.7105
L2HGDH	Epi|Cycling TA	1.2619	0.7209
L3MBTL4	Epi|Cycling TA	1.3116	inf
LA16c-431H6.6	Epi|Cycling TA	1.2124	1.0336
LDB1	Epi|Cycling TA	0.6246	inf
LDHC	Epi|Cycling TA	1.5607	inf
LIN52	Epi|Cycling TA	1.3610	0.8031
LINC00114	Epi|Cycling TA	1.9897	inf
LINC00263	Epi|Cycling TA	0.9175	inf
LINC00639	Epi|Cycling TA	1.1067	inf
LINC00669	Epi|Cycling TA	2.7899	inf
LIPT2	Epi|Cycling TA	1.4262	inf
LRP8	Epi|Cycling TA	1.9473	inf
LRRC14	Epi|Cycling TA	1.1881	0.4852
LRRC37B	Epi|Cycling TA	0.9147	inf
LYPD6	Epi|Cycling TA	2.3524	inf
MANEAL	Epi|Cycling TA	2.3063	1.0934
MAP10	Epi|Cycling TA	1.2022	inf
MAPKBP1	Epi|Cycling TA	0.6837	inf
MBLAC1	Epi|Cycling TA	0.7922	inf
MCM3AP-AS1	Epi|Cycling TA	0.9637	inf
MCM9	Epi|Cycling TA	0.5842	inf
MDC1	Epi|Cycling TA	2.5251	1.2577
MDFIC	Epi|Cycling TA	2.0895	0.7261
MDN1	Epi|Cycling TA	1.3723	0.3075
MESP2	Epi|Cycling TA	1.6028	inf
MEX3D	Epi|Cycling TA	1.6730	0.5630
MFI2-AS1	Epi|Cycling TA	2.4766	inf
MIF	Epi|Cycling TA	1.8408	0.3207
MMACHC	Epi|Cycling TA	1.4638	inf
MOCOS	Epi|Cycling TA	1.1773	0.2654
MORN1	Epi|Cycling TA	1.2228	inf
MORN4	Epi|Cycling TA	1.4110	inf
MRPL55	Epi|Cycling TA	1.4471	0.2835
MRPS2	Epi|Cycling TA	1.7961	0.3379
MRPS24	Epi|Cycling TA	1.0878	inf
MSANTD4	Epi|Cycling TA	0.9810	inf
MSTO1	Epi|Cycling TA	1.6153	0.4121
MT3	Epi|Cycling TA	2.9216	2.0508
MTBP	Epi|Cycling TA	2.2604	inf
MTFP1	Epi|Cycling TA	1.6785	0.5045
MTX3	Epi|Cycling TA	1.3334	inf
MYLK-AS1	Epi|Cycling TA	1.3099	inf
NCKIPSD	Epi|Cycling TA	1.2100	0.4327
NDOR1	Epi|Cycling TA	0.8503	inf
NGRN	Epi|Cycling TA	1.0110	inf
NHLRC1	Epi|Cycling TA	1.3462	inf
NHP2	Epi|Cycling TA	1.9897	0.3980
NHS	Epi|Cycling TA	1.5148	inf
NKIRAS1	Epi|Cycling TA	1.2897	inf
NME5	Epi|Cycling TA	1.1688	inf
NMU	Epi|Cycling TA	2.8154	inf
NOLC1	Epi|Cycling TA	1.7929	0.5054
NOM1	Epi|Cycling TA	1.6030	0.4148
NOP56	Epi|Cycling TA	1.9763	0.3029
NOP58	Epi|Cycling TA	1.8701	0.3328
NPHP4	Epi|Cycling TA	1.3916	inf
NPR2	Epi|Cycling TA	1.3278	inf
NRM	Epi|Cycling TA	3.4560	0.3585
NSUN7	Epi|Cycling TA	1.7222	0.4137
NT5M	Epi|Cycling TA	2.6831	inf
NUCB2	Epi|Cycling TA	1.9647	0.3313
NUP210	Epi|Cycling TA	2.6572	0.8219
OSGEPL1	Epi|Cycling TA	1.3501	inf
OTUD3	Epi|Cycling TA	1.1317	0.4678
PABPC1L	Epi|Cycling TA	1.7626	inf
PAK6	Epi|Cycling TA	2.3941	inf
PALB2	Epi|Cycling TA	1.5776	0.5334
PAPD7	Epi|Cycling TA	1.4533	0.8952
PARD6A	Epi|Cycling TA	2.1207	0.6978
PCAT7	Epi|Cycling TA	0.6883	inf
PCSK4	Epi|Cycling TA	1.2224	inf
PCSK9	Epi|Cycling TA	2.2557	1.5074
PF4	Epi|Cycling TA	1.4095	0.4111
PFAS	Epi|Cycling TA	2.1192	0.6041
PHF16	Epi|Cycling TA	1.5083	inf
PHF17	Epi|Cycling TA	1.7997	0.4443
PHGDH	Epi|Cycling TA	2.7188	0.3303
PIF1	Epi|Cycling TA	3.8927	0.7478
PIGA	Epi|Cycling TA	0.8589	inf
PLCH1	Epi|Cycling TA	1.1559	0.2847
PLEK2	Epi|Cycling TA	1.5160	0.6375
PLP2	Epi|Cycling TA	1.9868	0.8274
PMS1	Epi|Cycling TA	1.6509	0.4915
PNO1	Epi|Cycling TA	1.7783	0.5087
POLE3	Epi|Cycling TA	2.1782	0.2599
POLR3G	Epi|Cycling TA	1.9330	inf
POMGNT2	Epi|Cycling TA	1.8205	0.9589
POMT2	Epi|Cycling TA	1.0052	0.4849
POMZP3	Epi|Cycling TA	1.4091	0.4931
POP5	Epi|Cycling TA	1.6995	0.2878
PPRC1	Epi|Cycling TA	1.8364	0.4099
PRAC2	Epi|Cycling TA	1.7595	0.8209
PRDM11	Epi|Cycling TA	1.7303	inf
PRPS1	Epi|Cycling TA	1.9976	0.3121
PRR22	Epi|Cycling TA	1.1181	inf
PSPN	Epi|Cycling TA	0.5631	inf
PTCD2	Epi|Cycling TA	1.3678	inf
PTPDC1	Epi|Cycling TA	1.1424	inf
PTTG2	Epi|Cycling TA	4.0578	inf
RAB11FIP3	Epi|Cycling TA	1.2286	inf
RAC3	Epi|Cycling TA	1.8552	0.7579
RAD51B	Epi|Cycling TA	1.0724	inf
RAD51D	Epi|Cycling TA	2.1075	0.6373
RANGRF	Epi|Cycling TA	1.7594	0.3160
RASSF1	Epi|Cycling TA	2.4273	0.6726
RAVER1	Epi|Cycling TA	1.1274	inf
RBFA	Epi|Cycling TA	1.7314	0.2752
RBM26-AS1	Epi|Cycling TA	1.1320	0.2859
RELT	Epi|Cycling TA	3.1178	0.7709
RIBC2	Epi|Cycling TA	3.1292	inf
RN7SL499P	Epi|Cycling TA	0.7703	inf
RNASEH2B	Epi|Cycling TA	2.2332	0.3048
RNF183	Epi|Cycling TA	0.6567	inf
RP1-223E5.4	Epi|Cycling TA	1.3175	inf
RP1-239B22.5	Epi|Cycling TA	1.4116	0.3785
RP1-261D10.2	Epi|Cycling TA	1.2068	inf
RP1-40E16.12	Epi|Cycling TA	0.7836	inf
RP1-8B1.4	Epi|Cycling TA	1.1905	inf
RP11-1017G21.5	Epi|Cycling TA	1.0105	inf
RP11-1055B8.4	Epi|Cycling TA	0.5881	inf
RP11-108L7.15	Epi|Cycling TA	1.9681	inf
RP11-1094M14.11	Epi|Cycling TA	1.5377	0.3485
RP11-111M22.2	Epi|Cycling TA	0.8936	0.5740
RP11-112J3.16	Epi|Cycling TA	0.7157	0.6425
RP11-119B16.2	Epi|Cycling TA	0.6748	inf
RP11-121C2.2	Epi|Cycling TA	1.0881	inf
RP11-126K1.2	Epi|Cycling TA	1.0593	inf
RP11-126L15.4	Epi|Cycling TA	1.7021	inf
RP11-127B20.3	Epi|Cycling TA	0.9732	inf
RP11-134G8.7	Epi|Cycling TA	0.6734	inf
RP11-134O21.1	Epi|Cycling TA	1.9213	inf
RP11-135A1.2	Epi|Cycling TA	1.1226	inf
RP11-146F11.1	Epi|Cycling TA	0.8709	inf
RP11-150O12.6	Epi|Cycling TA	1.9793	inf
RP11-152N13.5	Epi|Cycling TA	1.8922	0.8924
RP11-156E6.1	Epi|Cycling TA	1.3905	0.5841
RP11-156P1.3	Epi|Cycling TA	1.1757	inf
RP11-159G9.5	Epi|Cycling TA	0.8971	inf
RP11-165A20.3	Epi|Cycling TA	1.8861	inf
RP11-166B2.3	Epi|Cycling TA	0.8407	inf
RP11-178G16.4	Epi|Cycling TA	1.2670	inf
RP11-179B2.2	Epi|Cycling TA	1.2625	inf
RP11-192H23.4	Epi|Cycling TA	0.9031	inf
RP11-196G18.23	Epi|Cycling TA	1.8430	inf
RP11-199F11.2	Epi|Cycling TA	1.1725	inf
RP11-222A11.1	Epi|Cycling TA	1.6386	inf
RP11-226L15.5	Epi|Cycling TA	1.0478	inf
RP11-24B19.3	Epi|Cycling TA	1.1227	inf
RP11-297N6.4	Epi|Cycling TA	0.7123	inf
RP11-299J3.8	Epi|Cycling TA	0.6165	inf
RP11-307C12.11	Epi|Cycling TA	1.4832	inf
RP11-307C12.12	Epi|Cycling TA	1.6381	inf
RP11-308D16.4	Epi|Cycling TA	1.4321	inf
RP11-314A20.2	Epi|Cycling TA	2.2744	inf
RP11-334C17.5	Epi|Cycling TA	0.6043	inf
RP11-343N15.5	Epi|Cycling TA	2.6944	0.2997
RP11-350J20.12	Epi|Cycling TA	1.6070	inf
RP11-421E14.2	Epi|Cycling TA	0.5310	0.4968
RP11-429J17.2	Epi|Cycling TA	0.7617	inf
RP11-440L14.1	Epi|Cycling TA	0.8637	0.2942
RP11-44F14.8	Epi|Cycling TA	0.8743	inf
RP11-44N22.3	Epi|Cycling TA	1.6481	inf
RP11-457M11.2	Epi|Cycling TA	1.0400	inf
RP11-473M20.14	Epi|Cycling TA	0.8831	0.3222
RP11-497H16.9	Epi|Cycling TA	0.9570	inf
RP11-498C9.15	Epi|Cycling TA	1.8090	0.8346
RP11-498E2.8	Epi|Cycling TA	0.9700	inf
RP11-50E11.3	Epi|Cycling TA	0.6349	inf
RP11-521B24.3	Epi|Cycling TA	0.7354	inf
RP11-539I5.1	Epi|Cycling TA	1.3584	inf
RP11-563N4.1	Epi|Cycling TA	0.6959	inf
RP11-566E18.3	Epi|Cycling TA	1.7764	inf
RP11-595B24.2	Epi|Cycling TA	1.0758	inf
RP11-658F2.8	Epi|Cycling TA	0.7537	inf
RP11-661A12.14	Epi|Cycling TA	0.6949	inf
RP11-706O15.3	Epi|Cycling TA	1.5176	inf
RP11-727F15.12	Epi|Cycling TA	0.7820	inf
RP11-72M17.1	Epi|Cycling TA	1.5759	inf
RP11-734K2.4	Epi|Cycling TA	0.9581	0.3611
RP11-819C21.1	Epi|Cycling TA	0.7525	inf
RP11-849F2.8	Epi|Cycling TA	1.0252	inf
RP11-95D17.1	Epi|Cycling TA	1.2390	inf
RP11-97C16.1	Epi|Cycling TA	1.1247	inf
RP11-98D18.9	Epi|Cycling TA	1.2731	inf
RP13-122B23.8	Epi|Cycling TA	0.5539	inf
RP4-549L20.3	Epi|Cycling TA	0.7553	inf
RP4-635E18.6	Epi|Cycling TA	1.2651	inf
RP4-680D5.8	Epi|Cycling TA	1.6248	inf
RP4-816N1.6	Epi|Cycling TA	1.3843	0.4281
RP5-1057J7.6	Epi|Cycling TA	0.9950	0.5058
RP5-1074L1.4	Epi|Cycling TA	0.9721	inf
RP5-1136G13.2	Epi|Cycling TA	1.8292	inf
RP5-1180C10.2	Epi|Cycling TA	0.9631	inf
RP5-827C21.4	Epi|Cycling TA	0.6090	inf
RP5-903G2.2	Epi|Cycling TA	0.9482	inf
RP5-935K16.1	Epi|Cycling TA	1.2348	0.4626
RP5-991G20.4	Epi|Cycling TA	2.0444	inf
RPS6KL1	Epi|Cycling TA	0.7226	inf
RTN4R	Epi|Cycling TA	2.3514	inf
RTTN	Epi|Cycling TA	1.8442	inf
SAP130	Epi|Cycling TA	1.0990	0.4619
SAP30	Epi|Cycling TA	2.8539	0.3160
SBK1	Epi|Cycling TA	2.3413	inf
SCLY	Epi|Cycling TA	1.7749	inf
SDR42E1	Epi|Cycling TA	1.0307	0.3292
SERPINA6	Epi|Cycling TA	2.3880	1.2739
SFXN2	Epi|Cycling TA	2.0169	0.9050
SHMT2	Epi|Cycling TA	2.1376	0.4299
SIGMAR1	Epi|Cycling TA	1.8661	0.2732
SIMC1	Epi|Cycling TA	0.9904	0.4230
SLC25A15	Epi|Cycling TA	1.5464	0.3552
SLC25A35	Epi|Cycling TA	1.1577	0.4463
SLC25A48	Epi|Cycling TA	0.8810	inf
SLC27A5	Epi|Cycling TA	2.1837	0.3925
SLC29A2	Epi|Cycling TA	1.5774	0.4114
SLC43A1	Epi|Cycling TA	2.2321	0.4999
SLC7A5	Epi|Cycling TA	2.0478	0.4062
SMIM11	Epi|Cycling TA	1.5424	0.3198
SMIM13	Epi|Cycling TA	1.8352	0.2539
SMN2	Epi|Cycling TA	1.1906	inf
SMYD2	Epi|Cycling TA	1.4169	0.2680
SP4	Epi|Cycling TA	1.3996	inf
SPATA5	Epi|Cycling TA	1.1767	0.6200
SPICE1	Epi|Cycling TA	0.8643	0.3985
SPIN4	Epi|Cycling TA	1.8811	1.2674
SRGAP2	Epi|Cycling TA	2.6142	0.4423
SSSCA1	Epi|Cycling TA	1.5173	0.2970
ST3GAL3	Epi|Cycling TA	1.3565	inf
STK33	Epi|Cycling TA	1.5217	inf
STMND1	Epi|Cycling TA	2.8945	inf
STXBP4	Epi|Cycling TA	1.3748	inf
SULT1C2	Epi|Cycling TA	0.5897	0.2937
SVIP	Epi|Cycling TA	1.3243	0.2961
SYCE1L	Epi|Cycling TA	2.3089	0.6630
TADA1	Epi|Cycling TA	1.2421	0.3271
TANGO6	Epi|Cycling TA	0.7893	inf
TBC1D19	Epi|Cycling TA	0.6954	inf
TBCCD1	Epi|Cycling TA	1.3090	0.2878
TCFL5	Epi|Cycling TA	1.4582	inf
TCTN2	Epi|Cycling TA	1.4913	inf
TDRKH	Epi|Cycling TA	1.7352	inf
THAP10	Epi|Cycling TA	2.2501	inf
THAP7	Epi|Cycling TA	1.4134	0.3505
TICRR	Epi|Cycling TA	4.3383	inf
TIGD2	Epi|Cycling TA	1.4889	inf
TIGD6	Epi|Cycling TA	0.9894	inf
TMEM143	Epi|Cycling TA	1.1626	0.8632
TMEM231	Epi|Cycling TA	1.3834	inf
TMEM241	Epi|Cycling TA	1.1305	inf
