gene	cell_state	score	margin
ADAM28	B cell	7.5947	0.5847
ADAM7-AS1	B cell	5.4741	0.8208
ADGRE5	B cell	9.9059	1.9538
ANKRD13A	B cell	2.1652	1.0496
ANKRD33B	B cell	2.7709	0.7024
ANKRD44	B cell	9.0771	1.7988
AP3S1	B cell	1.7219	0.4574
ARHGAP24	B cell	12.9883	8.9336
ARHGAP25	B cell	2.3803	0.8275
ARHGEF18	B cell	2.3010	0.5317
ARID5B	B cell	14.7611	2.4058
B3GLCT	B cell	0.8300	0.3116
BACH2	B cell	23.4992	12.9576
BANK1	B cell	10.2038	9.6836
BCL11A	B cell	2.6159	1.5163
BLK	B cell	3.1082	2.4044
C12orf42	B cell	1.0173	0.6678
CASD1	B cell	1.0536	0.3560
CCR7	B cell	3.4598	0.7546
CD22	B cell	0.7621	0.3061
CD37	B cell	4.7824	2.0154
CD79A	B cell	6.7327	5.4173
CD83	B cell	12.5123	3.0275
CHPT1	B cell	4.6235	2.1557
CLECL1P	B cell	1.7833	0.8194
CNPPD1	B cell	0.5882	0.2831
CNTRL	B cell	1.7845	0.6140
CXCR5	B cell	0.5704	0.3653
E2F5	B cell	0.5618	0.2514
EIF1AY	B cell	0.8051	0.3791
ENSG00000226571	B cell	1.3161	0.8474
ENSG00000251309	B cell	0.9943	0.9430
ENSG00000285639	B cell	0.5985	0.4320
EZR	B cell	26.3653	4.5425
FAM107B	B cell	8.5008	0.9608
FBXW11	B cell	2.2971	0.3568
FCRL1	B cell	1.4801	1.3598
FYTTD1	B cell	1.6196	0.7060
GEN1	B cell	0.7215	0.3380
GNG7	B cell	14.2898	7.1249
HIPK2	B cell	12.0956	4.0835
HVCN1	B cell	0.7538	0.4410
IGHD	B cell	0.5767	0.4917
INPP5A	B cell	3.9703	1.1673
ITSN2	B cell	4.1056	0.9576
JADE3	B cell	1.4922	1.0471
KCNQ5	B cell	2.0930	0.2767
KDM4B	B cell	1.5384	0.2537
KRAS	B cell	2.0494	0.2977
LINC00426	B cell	0.8734	0.4142
LINC00926	B cell	1.8056	1.7051
LINC01781	B cell	1.3503	1.0938
LINC01857	B cell	0.7205	0.7137
LINC02397	B cell	0.6206	0.5570
LMBRD1	B cell	2.1362	0.2702
LNCRNA-IUR	B cell	2.2843	0.6058
LY86-AS1	B cell	0.8558	0.7126
LY9	B cell	10.8597	8.7160
MARCHF1	B cell	3.3476	1.0054
MARCHF8	B cell	1.6502	0.7923
MEF2C	B cell	8.7212	1.6991
MGAT5	B cell	9.6272	1.1184
MGMT	B cell	2.4196	1.1210
MICU2	B cell	1.9457	0.3236
MS4A1	B cell	4.4857	4.4559
NCOA3	B cell	7.5795	1.2483
NFX1	B cell	2.0219	0.5826
NIBAN3	B cell	0.6710	0.6145
NRF1	B cell	2.2675	0.5123
NUP88	B cell	1.1385	0.2603
ORAI2	B cell	1.2110	0.5476
OSBPL10	B cell	3.3500	1.4300
P2RX5	B cell	0.7872	0.4603
PARP15	B cell	2.2213	1.5969
PARVB	B cell	2.4670	0.2617
PAX5	B cell	1.1193	1.0466
PCGF5	B cell	3.5358	0.5229
PEG10	B cell	0.8149	0.3540
PIGB	B cell	0.7915	0.4180
PIKFYVE	B cell	2.7802	1.2114
PLP2	B cell	1.7585	0.6936
POU2F2	B cell	1.6425	0.4651
PPFIBP2	B cell	1.6558	0.6076
PRDM2	B cell	7.1008	3.6918
PRDM4	B cell	2.2097	1.0013
PWP1	B cell	1.5311	0.2936
RAB3GAP1	B cell	1.8699	0.4614
RALGPS2	B cell	9.8100	2.7718
RCSD1	B cell	1.9386	0.6124
RPL13A	B cell	37.1191	0.7892
RPL15	B cell	17.0654	0.4351
RPL18A	B cell	30.6537	4.4685
RPL22L1	B cell	2.7672	0.8839
RPL27A	B cell	24.1242	0.9939
RPL8	B cell	24.9288	1.3362
RPS11	B cell	24.2648	3.4162
RPS16	B cell	24.1715	0.9380
RPS8	B cell	46.8863	5.6047
RUBCN	B cell	2.3774	1.0972
SEPTIN7	B cell	5.9872	0.9950
SESN3	B cell	6.6406	3.0430
SFMBT1	B cell	2.1583	0.3379
SGPP1	B cell	1.4200	0.2830
SINHCAF	B cell	1.8828	0.4987
SMAP2	B cell	12.2685	0.9025
SMARCB1	B cell	0.9803	0.4430
SMG1	B cell	2.6744	0.3971
SNED1	B cell	5.4749	1.7486
SNX2	B cell	2.5906	0.3356
SNX25	B cell	2.2024	0.3158
SNX9	B cell	12.3272	1.9965
SP100	B cell	4.4699	1.0188
SREBF2	B cell	2.9780	0.3433
SRPK2	B cell	4.5083	1.2408
ST6GAL1	B cell	5.2115	0.6692
STAG3	B cell	0.6455	0.4143
STX5	B cell	1.5962	0.2595
TBC1D9	B cell	3.2857	0.2857
TCEA1	B cell	2.7550	0.8147
TEX9	B cell	0.6969	0.2775
TMEM243	B cell	1.6330	0.2664
TNFRSF13B	B cell	3.0388	2.1770
TNFRSF13C	B cell	5.0082	4.6641
TUT4	B cell	2.9664	0.5835
UPF2	B cell	2.5478	0.5746
USP24	B cell	3.7410	2.5203
USP8	B cell	2.3527	0.3076
VPREB3	B cell	2.6063	2.5342
YWHAH	B cell	2.4945	0.6469
YWHAZ	B cell	10.2452	1.1138
ZCCHC10	B cell	1.1129	0.2833
ZNF736	B cell	0.6680	0.2774
ABCC3	BEST4+ enterocyte	4.1538	1.1421
ACER2	BEST4+ enterocyte	2.9674	1.8576
ANKRD22	BEST4+ enterocyte	1.4128	0.4555
ANXA10	BEST4+ enterocyte	1.2756	0.7207
ANXA11	BEST4+ enterocyte	6.6451	0.7248
ASL	BEST4+ enterocyte	1.3502	0.3010
B4GALNT3	BEST4+ enterocyte	2.3716	0.8784
BARX2	BEST4+ enterocyte	1.6274	0.3842
BEST4	BEST4+ enterocyte	22.0147	21.5155
BLNK	BEST4+ enterocyte	1.4280	0.2561
BLZF1	BEST4+ enterocyte	0.9275	0.2869
BNIP5	BEST4+ enterocyte	3.5124	0.5545
CA7	BEST4+ enterocyte	5.2402	4.9792
CCNYL1	BEST4+ enterocyte	4.2857	3.3495
CD24	BEST4+ enterocyte	3.4541	0.7579
CDH1	BEST4+ enterocyte	7.7938	0.3441
CDH23	BEST4+ enterocyte	1.2454	0.4703
CDK18	BEST4+ enterocyte	1.0170	0.3785
CFTR	BEST4+ enterocyte	22.5958	20.6041
CHRM3	BEST4+ enterocyte	4.3126	1.6983
CLCN1	BEST4+ enterocyte	0.6886	0.6526
CLDN1	BEST4+ enterocyte	0.6322	0.4924
CLDN18	BEST4+ enterocyte	2.8612	2.2944
CPA2	BEST4+ enterocyte	2.1066	1.9443
CTSE	BEST4+ enterocyte	2.8274	0.8008
CYSTM1	BEST4+ enterocyte	7.9534	0.4870
DENND2C	BEST4+ enterocyte	1.3878	0.4681
DNM2	BEST4+ enterocyte	4.3565	0.6986
DSP	BEST4+ enterocyte	7.4811	0.3856
EEF2K	BEST4+ enterocyte	0.9712	0.2614
ENSG00000083622	BEST4+ enterocyte	0.7742	0.7285
EPB41L5	BEST4+ enterocyte	2.8101	0.2937
ETNK1	BEST4+ enterocyte	4.4372	0.2829
FA2H	BEST4+ enterocyte	4.0282	1.6856
FAM13A	BEST4+ enterocyte	7.1897	1.1756
FAR1	BEST4+ enterocyte	2.0696	0.7810
FOXJ3	BEST4+ enterocyte	3.3516	0.4918
GMNN	BEST4+ enterocyte	1.8704	1.3487
GOLM1	BEST4+ enterocyte	4.8648	0.8848
GP2	BEST4+ enterocyte	1.0279	0.4248
GPRC5C	BEST4+ enterocyte	1.0648	0.2985
GUCA2B	BEST4+ enterocyte	30.2620	24.7043
HNF4G	BEST4+ enterocyte	5.5444	0.7726
ITGB6	BEST4+ enterocyte	0.5343	0.2608
ITPKC	BEST4+ enterocyte	6.5628	2.1475
JAK2	BEST4+ enterocyte	2.4930	1.0775
KIAA1671	BEST4+ enterocyte	3.8036	0.5437
KRT20	BEST4+ enterocyte	12.5679	1.0446
KRT72	BEST4+ enterocyte	2.2176	1.8542
KRT73	BEST4+ enterocyte	0.6595	0.6201
L3MBTL4	BEST4+ enterocyte	4.1348	1.3953
LAMA3	BEST4+ enterocyte	12.3550	5.0568
LINC00867	BEST4+ enterocyte	0.7406	0.4824
LNC-LBCS	BEST4+ enterocyte	1.2443	0.9568
LSR	BEST4+ enterocyte	1.5777	0.2601
MAL2	BEST4+ enterocyte	2.8279	0.8152
MBOAT1	BEST4+ enterocyte	2.4365	1.1113
MCU	BEST4+ enterocyte	5.5715	0.9462
MED15	BEST4+ enterocyte	2.0882	0.3250
MEIS1	BEST4+ enterocyte	5.0543	1.6213
MSMB	BEST4+ enterocyte	1.1712	0.6010
MT1G	BEST4+ enterocyte	32.3603	11.7522
MT1H	BEST4+ enterocyte	6.7321	0.5329
MUC1	BEST4+ enterocyte	1.9880	0.8175
MUC5AC	BEST4+ enterocyte	0.8450	0.5333
MUCL3	BEST4+ enterocyte	2.0188	1.4265
MYH14	BEST4+ enterocyte	10.3135	0.9678
MYO6	BEST4+ enterocyte	3.4079	0.3749
NBPF26	BEST4+ enterocyte	0.5305	0.2798
NEURL1	BEST4+ enterocyte	1.7905	0.5677
OASL	BEST4+ enterocyte	1.4749	0.6833
OCLN	BEST4+ enterocyte	3.9712	1.3766
ONECUT2	BEST4+ enterocyte	2.3522	0.3185
PARD3B	BEST4+ enterocyte	7.4098	1.8812
PIWIL4	BEST4+ enterocyte	0.8582	0.4145
PLEKHA8	BEST4+ enterocyte	0.6912	0.3713
PLXNB2	BEST4+ enterocyte	0.9928	0.3249
PPARG	BEST4+ enterocyte	3.6420	0.8882
PPP4R1	BEST4+ enterocyte	1.7554	0.2522
RAB11FIP1	BEST4+ enterocyte	10.4277	0.3881
RABEP1	BEST4+ enterocyte	4.7547	2.6831
RIPK1	BEST4+ enterocyte	2.1238	0.3122
SDCBP2	BEST4+ enterocyte	3.3482	0.5808
SERPINB6	BEST4+ enterocyte	4.6455	0.7761
SGMS2	BEST4+ enterocyte	5.4569	1.1682
SGPP2	BEST4+ enterocyte	2.2039	0.2770
SHROOM3	BEST4+ enterocyte	11.3254	1.0123
SHTN1	BEST4+ enterocyte	1.8223	0.4418
SLC2A14	BEST4+ enterocyte	0.5814	0.2545
SLC9A1	BEST4+ enterocyte	3.4576	0.3801
SNX30	BEST4+ enterocyte	0.9326	0.4180
SPIB	BEST4+ enterocyte	2.6986	0.5585
SQSTM1	BEST4+ enterocyte	11.4069	2.3544
ST14	BEST4+ enterocyte	6.3088	1.0514
STAP2	BEST4+ enterocyte	0.9412	0.2549
SULT1C2	BEST4+ enterocyte	1.3874	0.8851
SULT1E1	BEST4+ enterocyte	2.1803	1.7407
TCF7L2	BEST4+ enterocyte	8.2267	1.3770
TICAM1	BEST4+ enterocyte	2.0174	0.5054
TNFRSF10B	BEST4+ enterocyte	3.0429	0.2894
TOM1L2	BEST4+ enterocyte	1.5514	0.3801
TRIM31	BEST4+ enterocyte	1.1520	0.3024
TSPAN15	BEST4+ enterocyte	1.6020	0.5290
TTC39B	BEST4+ enterocyte	1.2803	0.4074
WDR72	BEST4+ enterocyte	0.7323	0.5070
XRCC4	BEST4+ enterocyte	1.1931	0.4850
ZNF165	BEST4+ enterocyte	1.3290	0.4666
ADAM19	CD4-positive, alpha-beta T cell	2.3189	0.4222
ANXA1	CD4-positive, alpha-beta T cell	15.4102	1.5404
CD6	CD4-positive, alpha-beta T cell	2.3885	0.2592
ENSG00000272256	CD4-positive, alpha-beta T cell	1.8196	0.4330
ERN1	CD4-positive, alpha-beta T cell	4.9629	1.0711
LINC01871	CD4-positive, alpha-beta T cell	9.3710	2.8881
MYADM	CD4-positive, alpha-beta T cell	5.3624	0.8512
NOP56	CD4-positive, alpha-beta T cell	1.0751	0.2562
ORAI1	CD4-positive, alpha-beta T cell	2.0014	0.8523
PBX4	CD4-positive, alpha-beta T cell	7.7655	1.7382
PPP3CA	CD4-positive, alpha-beta T cell	8.4255	1.0227
RBMS1	CD4-positive, alpha-beta T cell	8.3344	2.3754
RORA	CD4-positive, alpha-beta T cell	15.6428	1.5146
RPLP0	CD4-positive, alpha-beta T cell	15.1174	2.3901
RPLP1	CD4-positive, alpha-beta T cell	107.4530	20.6541
RPS19	CD4-positive, alpha-beta T cell	57.3445	6.9757
RPS7	CD4-positive, alpha-beta T cell	17.3959	0.4998
SLC7A5	CD4-positive, alpha-beta T cell	2.3634	0.3761
SNHG16	CD4-positive, alpha-beta T cell	2.1122	0.4307
SUB1	CD4-positive, alpha-beta T cell	3.9200	0.4238
TPT1	CD4-positive, alpha-beta T cell	86.8204	4.5948
CAMK4	CD8-positive, alpha-beta T cell	8.2027	1.3323
GABARAPL1	CD8-positive, alpha-beta T cell	3.7920	1.0258
GALNT11	CD8-positive, alpha-beta T cell	2.3590	0.9698
GFPT2	CD8-positive, alpha-beta T cell	7.2411	0.3500
LINC00513	CD8-positive, alpha-beta T cell	8.2138	0.7975
PTPRC	CD8-positive, alpha-beta T cell	26.9618	0.6239
RUNX3	CD8-positive, alpha-beta T cell	5.5722	0.3017
SRSF2	CD8-positive, alpha-beta T cell	3.3079	0.5353
TGFB1	CD8-positive, alpha-beta T cell	4.6822	0.2898
TSPYL2	CD8-positive, alpha-beta T cell	7.3152	1.3486
AHSA1	activated CD4-positive, alpha-beta T cell	1.4916	0.3912
CACYBP	activated CD4-positive, alpha-beta T cell	3.0440	1.3651
CCNH	activated CD4-positive, alpha-beta T cell	15.2471	1.5090
CCT4	activated CD4-positive, alpha-beta T cell	2.3686	0.3455
CD40LG	activated CD4-positive, alpha-beta T cell	1.2850	0.4312
CD69	activated CD4-positive, alpha-beta T cell	24.4637	5.5737
CLK1	activated CD4-positive, alpha-beta T cell	5.0104	0.7285
CRY1	activated CD4-positive, alpha-beta T cell	6.0777	0.8044
CXCR6	activated CD4-positive, alpha-beta T cell	1.5010	0.4064
CYTIP	activated CD4-positive, alpha-beta T cell	7.6298	0.2666
DCTN6-DT	activated CD4-positive, alpha-beta T cell	1.4196	0.2535
DEDD2	activated CD4-positive, alpha-beta T cell	1.3289	0.5156
DOK2	activated CD4-positive, alpha-beta T cell	1.9668	0.9115
DUSP1	activated CD4-positive, alpha-beta T cell	14.9103	3.1094
DUSP2	activated CD4-positive, alpha-beta T cell	6.6665	1.3547
ENSA	activated CD4-positive, alpha-beta T cell	4.1521	0.4501
ENSG00000268027	activated CD4-positive, alpha-beta T cell	0.9753	0.2839
HELB	activated CD4-positive, alpha-beta T cell	2.0800	0.6853
HSP90AA1	activated CD4-positive, alpha-beta T cell	64.6559	19.6421
HSPA4	activated CD4-positive, alpha-beta T cell	2.0919	0.2646
HSPA6	activated CD4-positive, alpha-beta T cell	3.9902	1.1971
HSPA8	activated CD4-positive, alpha-beta T cell	11.5169	0.6655
HSPE1	activated CD4-positive, alpha-beta T cell	7.2898	1.5166
IFNG	activated CD4-positive, alpha-beta T cell	4.9625	2.7257
IL17A	activated CD4-positive, alpha-beta T cell	1.5478	1.3812
KLF6	activated CD4-positive, alpha-beta T cell	23.7522	6.6398
LINC02964	activated CD4-positive, alpha-beta T cell	1.3441	0.2886
PEBP1P3	activated CD4-positive, alpha-beta T cell	1.5110	0.2651
RGS1	activated CD4-positive, alpha-beta T cell	15.0342	4.7204
RORA-AS1	activated CD4-positive, alpha-beta T cell	4.6272	0.9129
SRSF7	activated CD4-positive, alpha-beta T cell	8.6388	0.4976
TAF7	activated CD4-positive, alpha-beta T cell	2.0230	0.4424
TAGAP	activated CD4-positive, alpha-beta T cell	2.1107	0.2566
TNF	activated CD4-positive, alpha-beta T cell	1.7571	0.8061
TNFAIP3	activated CD4-positive, alpha-beta T cell	38.7066	10.0241
TRA2B	activated CD4-positive, alpha-beta T cell	3.6092	0.7217
TSC22D3	activated CD4-positive, alpha-beta T cell	24.1471	3.6511
TTC39C	activated CD4-positive, alpha-beta T cell	3.8062	0.4629
UBB	activated CD4-positive, alpha-beta T cell	8.4243	0.6219
ZFAND2A	activated CD4-positive, alpha-beta T cell	1.8993	0.3412
AOAH	activated CD8-positive, alpha-beta T cell	8.6330	1.2102
APBA2	activated CD8-positive, alpha-beta T cell	3.9096	0.8231
ATF7IP	activated CD8-positive, alpha-beta T cell	8.3353	0.7258
ATXN1	activated CD8-positive, alpha-beta T cell	8.2882	0.3660
BFSP2	activated CD8-positive, alpha-beta T cell	1.0291	0.4997
BFSP2-AS1	activated CD8-positive, alpha-beta T cell	1.2585	0.7177
CCL4L2	activated CD8-positive, alpha-beta T cell	8.6566	3.2388
CCL5	activated CD8-positive, alpha-beta T cell	16.8908	0.3074
CD226	activated CD8-positive, alpha-beta T cell	1.7376	0.3027
CD3D	activated CD8-positive, alpha-beta T cell	4.6518	0.3502
CD3G	activated CD8-positive, alpha-beta T cell	3.9171	0.5840
CD8A	activated CD8-positive, alpha-beta T cell	5.8735	0.7214
CD8B	activated CD8-positive, alpha-beta T cell	2.9823	0.8628
CDC14A	activated CD8-positive, alpha-beta T cell	11.8531	0.3539
CRTAM	activated CD8-positive, alpha-beta T cell	3.0994	0.8989
DOCK8	activated CD8-positive, alpha-beta T cell	5.7034	0.9375
DTHD1	activated CD8-positive, alpha-beta T cell	4.0093	1.6844
DYNLT1	activated CD8-positive, alpha-beta T cell	2.2367	0.4122
ELF1	activated CD8-positive, alpha-beta T cell	11.7240	0.7998
ENSG00000251438	activated CD8-positive, alpha-beta T cell	0.6713	0.3511
ENSG00000261573	activated CD8-positive, alpha-beta T cell	1.1114	0.2581
ENSG00000274767	activated CD8-positive, alpha-beta T cell	0.9873	0.5639
EPHA1-AS1	activated CD8-positive, alpha-beta T cell	0.5224	0.2992
GTF2B	activated CD8-positive, alpha-beta T cell	2.1807	0.2573
IL7R	activated CD8-positive, alpha-beta T cell	39.2192	0.8640
KLRD1	activated CD8-positive, alpha-beta T cell	6.4332	0.8254
KLRK1-AS1	activated CD8-positive, alpha-beta T cell	1.4394	0.3065
LEPROTL1	activated CD8-positive, alpha-beta T cell	5.7378	0.4582
LINC02446	activated CD8-positive, alpha-beta T cell	1.7070	0.4892
PCNX2	activated CD8-positive, alpha-beta T cell	1.7413	0.3260
PDCD4	activated CD8-positive, alpha-beta T cell	5.3134	0.7075
PELO-AS1	activated CD8-positive, alpha-beta T cell	0.8270	0.3029
RASA1	activated CD8-positive, alpha-beta T cell	4.9965	0.4370
SCML4	activated CD8-positive, alpha-beta T cell	7.5913	2.2388
SP140	activated CD8-positive, alpha-beta T cell	3.1296	0.4906
STK4	activated CD8-positive, alpha-beta T cell	9.1951	0.2560
THEMIS	activated CD8-positive, alpha-beta T cell	7.9562	2.3037
TNIP3	activated CD8-positive, alpha-beta T cell	3.7945	1.8178
TRGC2	activated CD8-positive, alpha-beta T cell	1.7300	0.4223
TXNIP	activated CD8-positive, alpha-beta T cell	20.9186	1.8392
A2M	endothelial cell of arteriole	18.0767	8.0558
ACVRL1	endothelial cell of arteriole	1.4584	0.3794
ADAM15	endothelial cell of arteriole	1.5391	0.4421
ADD1	endothelial cell of arteriole	3.1124	0.6504
ADGRG1	endothelial cell of arteriole	1.3104	0.6562
ADGRL4	endothelial cell of arteriole	8.6436	4.4255
AIF1L	endothelial cell of arteriole	0.6152	0.3910
APOL3	endothelial cell of arteriole	1.0790	0.3254
APOLD1	endothelial cell of arteriole	7.7116	2.8576
ARHGEF12	endothelial cell of arteriole	4.1103	0.5109
ARHGEF15	endothelial cell of arteriole	1.0943	0.6793
ASXL1	endothelial cell of arteriole	4.1004	0.4260
ATOH8	endothelial cell of arteriole	1.2197	1.0306
ATP11A	endothelial cell of arteriole	3.0932	0.4977
BCL6B	endothelial cell of arteriole	0.5664	0.2620
BHLHE40	endothelial cell of arteriole	2.9223	0.8268
BTNL9	endothelial cell of arteriole	4.0797	3.7379
C8orf33	endothelial cell of arteriole	0.8063	0.2782
CA4	endothelial cell of arteriole	2.5608	0.8879
CABP1	endothelial cell of arteriole	0.8796	0.6975
CACHD1	endothelial cell of arteriole	1.9572	0.7426
CARHSP1	endothelial cell of arteriole	1.5856	0.6382
CASKIN2	endothelial cell of arteriole	0.8064	0.3233
CCDC85B	endothelial cell of arteriole	3.3987	0.2631
CCN3	endothelial cell of arteriole	2.1888	0.3966
CD320	endothelial cell of arteriole	9.4610	6.6870
CD34	endothelial cell of arteriole	3.9069	2.1495
CD36	endothelial cell of arteriole	25.3110	9.9827
CD46	endothelial cell of arteriole	4.0256	0.6307
CD59	endothelial cell of arteriole	7.9309	1.9740
CD93	endothelial cell of arteriole	3.1914	0.4059
CDC37	endothelial cell of arteriole	3.4339	0.8983
CDH5	endothelial cell of arteriole	2.6294	0.5814
CLIC2	endothelial cell of arteriole	2.0658	0.3821
COL15A1	endothelial cell of arteriole	2.8935	1.3389
COX17	endothelial cell of arteriole	1.7343	0.3498
CPNE8	endothelial cell of arteriole	5.1202	0.8547
CRIP2	endothelial cell of arteriole	5.0514	0.4788
CX3CL1	endothelial cell of arteriole	0.9240	0.4843
CYP26B1	endothelial cell of arteriole	1.3886	1.1313
CYYR1	endothelial cell of arteriole	4.8988	0.7211
DAB2IP	endothelial cell of arteriole	1.3242	0.5883
DFFA	endothelial cell of arteriole	0.7632	0.3012
DOCK1	endothelial cell of arteriole	3.5028	0.3539
EFNB1	endothelial cell of arteriole	0.7711	0.4361
EFNB2	endothelial cell of arteriole	3.5301	0.5749
EGFL7	endothelial cell of arteriole	4.4145	0.3812
EHD4	endothelial cell of arteriole	3.9396	1.8408
EIF2S1	endothelial cell of arteriole	1.0124	0.2672
EMCN	endothelial cell of arteriole	7.6684	3.7109
EMP1	endothelial cell of arteriole	12.6011	3.3732
EMP2	endothelial cell of arteriole	2.9203	0.7216
ENG	endothelial cell of arteriole	7.1275	2.9751
ENPP2	endothelial cell of arteriole	9.0663	5.2776
ENSG00000249240	endothelial cell of arteriole	1.9291	0.9085
ENSG00000250863	endothelial cell of arteriole	0.5426	0.5310
ENSG00000258666	endothelial cell of arteriole	0.7736	0.3900
ENSG00000259124	endothelial cell of arteriole	0.9942	0.6878
ENSG00000284686	endothelial cell of arteriole	1.4582	0.7836
ENSG00000287059	endothelial cell of arteriole	0.9381	0.3136
ENSG00000289873	endothelial cell of arteriole	2.2126	0.9017
EPAS1	endothelial cell of arteriole	18.5988	5.1356
EPB41L4A	endothelial cell of arteriole	4.9000	1.6224
EPHA4	endothelial cell of arteriole	2.3124	0.8072
ESAM	endothelial cell of arteriole	3.1934	1.7458
EVA1B	endothelial cell of arteriole	1.5005	0.6670
EXOC3L2	endothelial cell of arteriole	2.0086	1.7266
F2RL3	endothelial cell of arteriole	2.5585	1.2259
FABP5	endothelial cell of arteriole	31.5743	22.6698
FAM107A	endothelial cell of arteriole	3.8852	1.6986
FAM110D	endothelial cell of arteriole	1.7263	0.5116
FAM241A	endothelial cell of arteriole	4.6848	1.7271
FAM43A	endothelial cell of arteriole	0.9232	0.2628
FAP	endothelial cell of arteriole	0.6778	0.5693
FCN3	endothelial cell of arteriole	1.4882	1.4766
FGF12	endothelial cell of arteriole	1.2486	1.0213
FLI1	endothelial cell of arteriole	4.8385	0.5235
FLT1	endothelial cell of arteriole	30.8753	25.9200
GALNT18	endothelial cell of arteriole	7.6997	2.9458
GALR1	endothelial cell of arteriole	0.5799	0.4822
GAS6	endothelial cell of arteriole	2.4641	0.9444
GASK1B	endothelial cell of arteriole	1.6874	0.4571
GBP4	endothelial cell of arteriole	2.1543	1.0150
GIMAP5	endothelial cell of arteriole	0.5575	0.2564
GIMAP7	endothelial cell of arteriole	3.5444	0.3316
GJA1	endothelial cell of arteriole	3.4940	1.6966
GPRC5B	endothelial cell of arteriole	1.3868	0.6578
GRB10	endothelial cell of arteriole	7.7858	4.6783
HEG1	endothelial cell of arteriole	3.6119	0.6169
HES1	endothelial cell of arteriole	11.1299	6.0791
HEY1	endothelial cell of arteriole	0.9089	0.3413
HIBCH	endothelial cell of arteriole	2.2163	0.2840
HLA-E	endothelial cell of arteriole	19.4945	1.4394
HLX	endothelial cell of arteriole	0.5388	0.2726
HSPG2	endothelial cell of arteriole	7.1613	2.2804
HYAL1	endothelial cell of arteriole	1.0486	0.6180
ICAM2	endothelial cell of arteriole	2.3536	1.0101
ID3	endothelial cell of arteriole	6.1911	0.4961
IER2	endothelial cell of arteriole	8.6811	1.0219
IFI27	endothelial cell of arteriole	13.2770	5.9070
IFITM1	endothelial cell of arteriole	2.9660	0.3091
IFITM3	endothelial cell of arteriole	12.9396	3.4307
IGFBP2	endothelial cell of arteriole	2.3092	0.7323
IGFBP3	endothelial cell of arteriole	5.5411	3.9028
IGFBP4	endothelial cell of arteriole	7.1390	0.9501
INHBB	endothelial cell of arteriole	2.4629	2.2623
INPP5K	endothelial cell of arteriole	0.8856	0.3861
INSR	endothelial cell of arteriole	13.4785	7.2059
IQCK	endothelial cell of arteriole	1.2505	0.3996
IQSEC1	endothelial cell of arteriole	3.0444	0.4487
JAM3	endothelial cell of arteriole	3.5876	2.2851
KAT6A	endothelial cell of arteriole	4.8828	0.4997
KDR	endothelial cell of arteriole	5.9669	0.5294
KLF10	endothelial cell of arteriole	1.9643	0.4780
KLF11	endothelial cell of arteriole	1.1222	0.5567
KTN1	endothelial cell of arteriole	5.2653	0.8205
LCN6	endothelial cell of arteriole	0.8180	0.5615
LIFR	endothelial cell of arteriole	13.4641	2.3479
LINC01235	endothelial cell of arteriole	0.7751	0.5767
LINC02006	endothelial cell of arteriole	1.9271	1.7918
LNX1	endothelial cell of arteriole	3.4183	2.0238
LRRC32	endothelial cell of arteriole	3.3771	1.5046
LRRC8A	endothelial cell of arteriole	1.4418	0.6465
LSM6	endothelial cell of arteriole	0.7518	0.2647
LUZP1	endothelial cell of arteriole	3.7154	1.4467
MAP3K6	endothelial cell of arteriole	0.5854	0.2955
MCF2L	endothelial cell of arteriole	2.7358	0.6969
MCTP1	endothelial cell of arteriole	16.2119	0.6835
MEF2A	endothelial cell of arteriole	5.5250	0.9822
MFAP3	endothelial cell of arteriole	1.0974	0.5265
MIDN	endothelial cell of arteriole	4.5495	1.9195
MLEC	endothelial cell of arteriole	3.9558	1.6479
MMRN2	endothelial cell of arteriole	2.4575	1.0538
MSX1	endothelial cell of arteriole	0.7068	0.3989
MXD4	endothelial cell of arteriole	1.2283	0.3520
NAA38	endothelial cell of arteriole	1.4490	0.4553
NDST1	endothelial cell of arteriole	1.0584	0.4255
NDUFA12	endothelial cell of arteriole	3.0103	1.5619
NES	endothelial cell of arteriole	1.8965	0.8231
NFIB	endothelial cell of arteriole	12.1311	3.7656
NHERF2	endothelial cell of arteriole	9.8004	5.8703
NLK	endothelial cell of arteriole	1.7226	0.3622
NOS3	endothelial cell of arteriole	0.7950	0.3281
NOSTRIN	endothelial cell of arteriole	5.0671	0.6954
NOTCH4	endothelial cell of arteriole	2.6522	2.1694
NRP1	endothelial cell of arteriole	10.1558	5.3601
NUAK1	endothelial cell of arteriole	3.1591	0.3336
OSBPL1A	endothelial cell of arteriole	4.2495	2.0229
PALM2AKAP2	endothelial cell of arteriole	9.4428	1.2122
PCAT19	endothelial cell of arteriole	3.9639	0.6707
PCGF2	endothelial cell of arteriole	0.9912	0.4524
PDGFD	endothelial cell of arteriole	2.2471	0.9870
PIK3R3	endothelial cell of arteriole	3.2565	2.1932
PINK1	endothelial cell of arteriole	0.9335	0.5099
PITPNM2	endothelial cell of arteriole	0.8815	0.3865
PKN3	endothelial cell of arteriole	0.7366	0.3669
PLAT	endothelial cell of arteriole	5.6997	0.6420
PLCB1	endothelial cell of arteriole	11.2016	3.5988
PLEKHG1	endothelial cell of arteriole	12.0561	4.9891
PLPP3	endothelial cell of arteriole	10.4998	4.3952
PLS3	endothelial cell of arteriole	2.4352	0.2621
PLVAP	endothelial cell of arteriole	22.7875	18.5677
