gene	tau	top_cell_state	top_expr	n_states
NUDT19P6	1.0000	enterocyte of epithelium proper of duodenum	0.0000	34
ENSG00000270627		B cell	0.0000	34
NBPF14	0.8879	BEST4+ enterocyte	1.0822	34
ENSG00000270631	0.9957	enterocyte of epithelium proper of ileum	0.0004	34
ENSG00000270632	1.0000	enterocyte of epithelium proper of small intestine	0.0000	34
ENSG00000270634	1.0000	enterocyte of epithelium proper of small intestine	0.0000	34
ENSG00000270638	0.7385	myofibroblast cell	0.0346	34
ECM1P1	0.9376	enterocyte of epithelium proper of duodenum	0.0001	34
ENSG00000270640	0.8519	neutrophil	0.9101	34
TSIX	0.8201	neutrophil	0.5788	34
ENSG00000270646		B cell	0.0000	34
TAF15	0.4595	activated CD8-positive, alpha-beta T cell	2.5381	34
CYP2C61P	0.9981	CD8-positive, alpha-beta T cell	0.0000	34
DPRXP5	0.9238	activated CD4-positive, alpha-beta T cell	0.0016	34
NUTF2P8	0.9888	enterocyte of epithelium proper of small intestine	0.0000	34
ENSG00000270655	1.0000	enterocyte of epithelium proper of small intestine	0.0006	34
ENSG00000270659	0.9403	regulatory T cell	0.1387	34
ENSG00000270661	0.9750	endothelial cell of lymphatic vessel	0.0344	34
ENSG00000270664	1.0000	enterocyte of epithelium proper of ileum	0.0003	34
HNRNPA1P67	0.9803	pericyte	0.0002	34
ENSG00000270666	1.0000	intestinal crypt stem cell of small intestine	0.0004	34
ENSG00000270669		B cell	0.0000	34
MARK2P16	0.9255	BEST4+ enterocyte	0.0011	34
YTHDF3-DT	0.8020	transit amplifying cell of small intestine	0.1249	34
RACK1P2	0.9986	small intestine goblet cell	0.0015	34
ENSG00000270678		B cell	0.0000	34
ENSG00000270679	0.9585	enterocyte of epithelium proper of ileum	0.0007	34
ENSG00000270680		B cell	0.0000	34
ENSG00000270681	0.9298	innate lymphoid cell	0.0835	34
ENSG00000270682	0.9817	mast cell	0.0101	34
GARIN3P1	0.9996	neutrophil	0.0150	34
IGHV1OR15-6	1.0000	enterocyte of epithelium proper of small intestine	0.0000	34
ENSG00000270688	0.9860	innate lymphoid cell	0.0221	34
BUD13P1	0.9651	endothelial cell of lymphatic vessel	0.0553	34
ENSG00000270690	0.9658	macrophage	0.0068	34
ENSG00000270691	0.9309	BEST4+ enterocyte	0.0010	34
ENSG00000270694	0.9546	enterocyte of epithelium proper of small intestine	0.0031	34
ENSG00000270695		B cell	0.0000	34
ENSG00000270696	0.9819	intestinal tuft cell	0.0031	34
ENSG00000270697	0.9832	enterocyte of epithelium proper of small intestine	0.0024	34
ENSG00000270698	0.9810	small intestine goblet cell	0.0003	34
ENSG00000270699		B cell	0.0000	34
ENSG00000270701	0.9999	enterocyte of epithelium proper of small intestine	0.0019	34
ENSG00000270702	0.9802	macrophage	0.0025	34
ENSG00000270705	0.9962	enterocyte of epithelium proper of small intestine	0.0003	34
PRMT1P1	0.9629	transit amplifying cell of small intestine	0.0133	34
ENSG00000270708	0.9784	BEST4+ enterocyte	0.0006	34
UFM1P1		B cell	0.0000	34
ENSG00000270710	0.9972	enteroendocrine cell of small intestine	0.0036	34
ENSG00000270711	0.9940	intestinal tuft cell	0.0025	34
ENSG00000270712	0.9986	enterocyte of epithelium proper of small intestine	0.0000	34
ENSG00000270713	1.0000	enterocyte of epithelium proper of small intestine	0.0000	34
MICOS10P2	0.8806	paneth cell of epithelium of small intestine	0.0076	34
BNIP3P15	0.9997	BEST4+ enterocyte	0.0015	34
ENSG00000270718	0.9998	intestinal crypt stem cell of small intestine	0.0025	34
ENSG00000270719	0.9973	plasma cell	0.0006	34
ENSG00000270720	0.9788	neutrophil	0.0209	34
RNVU1-31	0.7002	enterocyte of epithelium proper of small intestine	0.1854	34
RPL23AP92	0.9780	CD8-positive, alpha-beta T cell	0.0002	34
ENSG00000270725	0.9744	endothelial cell of venule	0.0174	34
ENSG00000270726		B cell	0.0000	34
ENSG00000270727	0.9979	enterocyte of epithelium proper of duodenum	0.0002	34
ENSG00000270728	0.9337	transit amplifying cell of small intestine	0.0728	34
CAPZA1P5	0.9913	enterocyte of epithelium proper of small intestine	0.0000	34
ENSG00000270733	0.9557	CD8-positive, alpha-beta T cell	0.0024	34
ENSG00000270734	0.9984	naive thymus-derived CD4-positive, alpha-beta T cell	0.0133	34
ENSG00000270736		B cell	0.0000	34
THAP5P2	0.9293	gamma-delta T cell	0.0138	34
PRELID3BP8	0.9783	enterocyte of epithelium proper of small intestine	0.0164	34
ENSG00000270745		B cell	0.0000	34
S100A11P9		B cell	0.0000	34
IGKV2OR2-1	1.0000	enterocyte of epithelium proper of small intestine	0.0000	34
ENSG00000270749	1.0000	enterocyte of epithelium proper of small intestine	0.0000	34
FBXW7-AS1	0.9791	small intestine goblet cell	0.0047	34
ENSG00000270753	0.9885	enterocyte of epithelium proper of small intestine	0.0000	34
NEK4P3	0.9837	paneth cell of epithelium of small intestine	0.0011	34
ENSG00000270755	0.9787	endothelial cell of lymphatic vessel	0.0287	34
HSPE1-MOB4	0.8550	pericyte	0.5472	34
OOEPP1	1.0000	plasma cell	0.0006	34
ENSG00000270760	0.8447	innate lymphoid cell	0.0416	34
CD2AP-DT	0.9048	transit amplifying cell of small intestine	0.2392	34
FXYD6P1	1.0000	enterocyte of epithelium proper of small intestine	0.0000	34
DDX43P2	0.9987	macrophage	0.0002	34
ENSG00000270764	0.9821	endothelial cell of lymphatic vessel	0.0181	34
GAS2L2	0.9968	endothelial cell of arteriole	0.0167	34
ENSG00000270766	1.0000	enterocyte of epithelium proper of ileum	0.0000	34
ENSG00000270767	0.9901	enterocyte of epithelium proper of small intestine	0.0001	34
ENSG00000270771		B cell	0.0000	34
PDHA1P1	0.9397	enterocyte of epithelium proper of ileum	0.0035	34
MARK2P19	0.9490	CD8-positive, alpha-beta T cell	0.0018	34
EEF1A1P18	0.9149	enterocyte of epithelium proper of small intestine	0.0043	34
ENSG00000270776	1.0000	fibroblast	0.0019	34
ENSG00000270777	0.9329	enterocyte of epithelium proper of small intestine	0.0038	34
BUB1P1	0.9839	enterocyte of epithelium proper of ileum	0.0001	34
ENSG00000270779	0.9968	enterocyte of epithelium proper of small intestine	0.0021	34
RPL13AP10	0.9938	enterocyte of epithelium proper of duodenum	0.0000	34
ENSG00000270781	0.9461	innate lymphoid cell	0.0264	34
ENSG00000270782	0.9837	enteroendocrine cell of small intestine	0.0009	34
PDLIM1P1	0.9859	BEST4+ enterocyte	0.0018	34
ENSG00000270789	0.9991	macrophage	0.0018	34
ENSG00000270790	1.0000	enterocyte of epithelium proper of small intestine	0.0000	34
DPRXP6	0.9987	plasma cell	0.0021	34
ENSG00000270792	0.7124	enterocyte of epithelium proper of jejunum	0.4581	34
LLPHP1	0.9884	small intestine goblet cell	0.0010	34
ENSG00000270794	1.0000	enterocyte of epithelium proper of small intestine	0.0006	34
ENSG00000270797	1.0000	paneth cell of epithelium of small intestine	0.0000	34
ENSG00000270798	0.9505	enteroglial cell	0.0127	34
ENSG00000270799	0.9880	gamma-delta T cell	0.0051	34
RPS10-NUDT3	0.6748	endothelial cell of venule	0.1242	34
ENSG00000270802	0.8106	macrophage	0.0263	34
UBE2CP5	0.7048	innate lymphoid cell	0.0707	34
C17orf50	0.9510	endothelial cell of venule	0.0231	34
ENSG00000270807	1.0000	enterocyte of epithelium proper of small intestine	0.0000	34
ENSG00000270808	0.9250	macrophage	0.0089	34
CHCHD2P11	0.9599	enterocyte of epithelium proper of small intestine	0.0016	34
ENSG00000270811	0.9903	monocyte	0.0047	34
ENSG00000270812	0.9396	BEST4+ enterocyte	0.0023	34
NANOGNBP3	0.9887	transit amplifying cell of small intestine	0.0600	34
DMAC1P1	1.0000	paneth cell of epithelium of small intestine	0.0001	34
ENSG00000270815	1.0000	enterocyte of epithelium proper of small intestine	0.0010	34
LINC00221	0.9729	regulatory T cell	0.0831	34
ENSG00000270818	0.9943	enterocyte of epithelium proper of duodenum	0.0000	34
USP34-DT	0.6098	intestinal tuft cell	0.1434	34
ENSG00000270822	0.9999	enterocyte of epithelium proper of small intestine	0.0197	34
ENSG00000270823	0.9015	macrophage	0.0028	34
IGHD5OR15-5B		B cell	0.0000	34
USP37P1	0.9892	enterocyte of epithelium proper of small intestine	0.0000	34
ENSG00000270828		B cell	0.0000	34
ENSG00000270829	0.9498	intestinal tuft cell	0.0035	34
ENSG00000270830		B cell	0.0000	34
NF1P1	0.9905	enterocyte of epithelium proper of small intestine	0.0005	34
CMPK1P2	0.9337	myeloid dendritic cell	0.2072	34
ENSG00000270835	0.9965	neutrophil	0.0393	34
HNRNPDLP4		B cell	0.0000	34
BBLNP1		B cell	0.0000	34
ENSG00000270839	0.9810	gamma-delta T cell	0.0048	34
ENSG00000270842	0.9644	naive thymus-derived CD4-positive, alpha-beta T cell	0.0113	34
MYG1P1	0.9814	mast cell	0.0069	34
CHCHD2P3	1.0000	enterocyte of epithelium proper of small intestine	0.0000	34
ENSG00000270850	0.9969	enterocyte of epithelium proper of small intestine	0.0000	34
ENSG00000270852	0.9794	enterocyte of epithelium proper of small intestine	0.0011	34
ATP7BP1		B cell	0.0000	34
ENSG00000270856	0.9992	enterocyte of epithelium proper of duodenum	0.0000	34
ENSG00000270857	0.9681	macrophage	0.0011	34
VDAC1P5	0.9252	transit amplifying cell of small intestine	0.0003	34
ENSG00000270859	0.9965	macrophage	0.0000	34
TMEM69P1	0.9753	enterocyte of epithelium proper of ileum	0.0000	34
DDX55P1	0.8717	enterocyte of epithelium proper of jejunum	0.0131	34
IGHV3OR16-6	0.9993	plasma cell	0.0015	34
RPL12P48	1.0000	enterocyte of epithelium proper of duodenum	0.0000	34
ENSG00000270866	0.9917	enterocyte of epithelium proper of ileum	0.0004	34
ENSG00000270868	0.9926	enterocyte of epithelium proper of small intestine	0.0021	34
ENSG00000270870	0.9462	enterocyte of epithelium proper of ileum	0.0002	34
ENSG00000270871	0.5950	activated CD8-positive, alpha-beta T cell	0.1791	34
SRGAP2D	0.9523	myeloid dendritic cell	0.5049	34
RPAP2P1	0.8327	enteroglial cell	0.0147	34
ZNF30-AS1	0.8177	paneth cell of epithelium of small intestine	0.0040	34
GCATP1	0.8554	mast cell	0.0068	34
ATP5PBP8	0.9316	small intestine goblet cell	0.0023	34
H4C14	0.8627	small intestine goblet cell	0.0196	34
ENSG00000270883	0.9937	intestinal tuft cell	0.0021	34
RASL10B	0.8791	transit amplifying cell of small intestine	0.0233	34
PPP1R14BP4	0.8540	intestinal crypt stem cell of small intestine	0.0036	34
ENSG00000270890	0.9537	activated CD8-positive, alpha-beta T cell	0.0035	34
ENSG00000270891	1.0000	macrophage	1.9730	34
ENSG00000270892	0.9830	enterocyte of epithelium proper of ileum	0.0001	34
ENSG00000270893	0.9943	myeloid dendritic cell	0.0716	34
ENSG00000270894	0.9137	innate lymphoid cell	0.0416	34
ENSG00000270896		B cell	0.0000	34
ENSG00000270897		B cell	0.0000	34
NUDT19P4	0.9983	enterocyte of epithelium proper of ileum	0.0002	34
ENSG00000270902		B cell	0.0000	34
HNRNPA3P9	0.9800	enteroglial cell	0.1526	34
ATP6V1G1P5	0.9995	plasma cell	0.0002	34
MTND4P35	0.9606	transit amplifying cell of small intestine	0.0133	34
ENSG00000270909	0.9893	small intestine goblet cell	0.0002	34
ENSG00000270911	0.9443	endothelial cell of arteriole	0.0087	34
RPS28P1	1.0000	enterocyte of epithelium proper of small intestine	0.0000	34
ENSG00000270914	0.8703	enterocyte of epithelium proper of jejunum	0.0029	34
H3P8	0.9448	endothelial cell of venule	0.0046	34
RPL12P50	0.9977	enterocyte of epithelium proper of small intestine	0.0018	34
ENSG00000270917	0.9407	CD4-positive, alpha-beta T cell	0.0008	34
ENSG00000270919	0.9761	small intestine goblet cell	0.0006	34
MCRIP2P2	0.9971	small intestine goblet cell	0.0002	34
CICP23	1.0000	enterocyte of epithelium proper of small intestine	0.0003	34
TAS2R6P	0.9739	intestinal tuft cell	0.0056	34
ENSG00000270924	0.9975	enterocyte of epithelium proper of small intestine	0.0002	34
ENSG00000270926	0.9872	enterocyte of epithelium proper of small intestine	0.0003	34
ENSG00000270927	0.9667	enterocyte of epithelium proper of duodenum	0.0001	34
SRD5A3P1	0.9980	enterocyte of epithelium proper of small intestine	0.0015	34
GRAMD4P8	0.9788	enterocyte of epithelium proper of small intestine	0.0010	34
ENSG00000270933	0.9612	plasma cell	0.0250	34
ENSG00000270934	1.0000	enterocyte of epithelium proper of small intestine	0.0000	34
CDCA7P1	0.9543	enterocyte of epithelium proper of small intestine	0.0005	34
BPNT2P1	0.9947	enterocyte of epithelium proper of small intestine	0.0000	34
ENSG00000270937	1.0000	enterocyte of epithelium proper of small intestine	0.0004	34
RAP2CP1	0.9905	fibroblast	0.0027	34
AK3P7	0.9948	enterocyte of epithelium proper of small intestine	0.0007	34
HSPE1P7	0.9735	activated CD8-positive, alpha-beta T cell	0.0029	34
CT45A9		B cell	0.0000	34
ENSG00000270947	1.0000	plasma cell	0.0000	34
MTDHP1	0.9909	neutrophil	0.0411	34
ENSG00000270951	0.9999	activated CD4-positive, alpha-beta T cell	0.0020	34
ENSG00000270953	0.8781	mast cell	0.0111	34
RPSAP75	0.9838	small intestine goblet cell	0.0006	34
ENSG00000270955	0.9888	naive thymus-derived CD4-positive, alpha-beta T cell	0.0134	34
ENSG00000270956	0.8213	B cell	0.0109	34
ENSG00000270957	0.9643	enterocyte of epithelium proper of ileum	0.0000	34
LPP-AS2	0.7677	transit amplifying cell of small intestine	0.0707	34
ENSG00000270960	1.0000	enterocyte of epithelium proper of small intestine	0.0000	34
IGHD5OR15-5A		B cell	0.0000	34
ENSG00000270962	1.0000	B cell	0.0000	34
MAP2K5-DT	0.7963	pericyte	0.0450	34
NTAN1P1	1.0000	plasma cell	0.0000	34
ENSG00000270966	0.9598	enteroglial cell	0.0001	34
ENSG00000270969	0.9942	enterocyte of epithelium proper of small intestine	0.0000	34
REXO1L8P	0.9985	enterocyte of epithelium proper of small intestine	0.0007	34
ENSG00000270972	0.9762	endothelial cell of arteriole	0.0179	34
SMARCE1P7	0.9906	enterocyte of epithelium proper of duodenum	0.0001	34
MAGOH3P	0.9433	enteroendocrine cell of small intestine	0.0040	34
ENSG00000270976		B cell	0.0000	34
ENSG00000270977	0.9341	monocyte	0.0183	34
ENSG00000270978	0.9543	enterocyte of epithelium proper of small intestine	0.0004	34
ENSG00000270980	0.9943	enterocyte of epithelium proper of small intestine	0.0004	34
PCBP2P4	0.9941	enterocyte of epithelium proper of small intestine	0.0011	34
ENSG00000270982	0.9578	monocyte	0.0060	34
ENSG00000270983	0.9976	naive thymus-derived CD4-positive, alpha-beta T cell	0.0105	34
HMGB1P51	0.9228	regulatory T cell	0.2591	34
ENSG00000270987	0.9450	endothelial cell of lymphatic vessel	0.0033	34
ENSG00000270988	0.9665	myeloid dendritic cell	0.0678	34
ENSG00000270989	0.9595	fibroblast	0.0014	34
ENSG00000270990	0.9844	naive thymus-derived CD4-positive, alpha-beta T cell	0.0196	34
ENSG00000270992	0.9770	BEST4+ enterocyte	0.0033	34
ENSG00000270993	0.9875	enterocyte of epithelium proper of ileum	0.0001	34
ENSG00000270994	0.9782	neutrophil	0.0033	34
DPPA3P10	0.9995	enterocyte of epithelium proper of ileum	0.0004	34
ENSG00000270996	0.9795	enteroglial cell	0.0078	34
ENSG00000270997	0.9885	enterocyte of epithelium proper of ileum	0.0005	34
IGKV1OR2-118	1.0000	plasma cell	0.0064	34
ENSG00000271002	0.9924	endothelial cell of venule	0.0158	34
ENSG00000271003		B cell	0.0000	34
CTHRC1P1	0.9833	activated CD8-positive, alpha-beta T cell	0.0032	34
ENSG00000271009	0.9311	enteroglial cell	0.1082	34
LSM2P1	0.9734	CD8-positive, alpha-beta T cell	0.0006	34
ENSG00000271011	0.9241	myofibroblast cell	0.0663	34
LRRC37A9P	0.9807	enterocyte of epithelium proper of jejunum	0.0072	34
ENSG00000271014	0.9961	monocyte	0.0094	34
IGKV2OR2-7D		B cell	0.0000	34
ENSG00000271018	0.9754	enterocyte of epithelium proper of duodenum	0.0005	34
ENSG00000271021	0.9990	enterocyte of epithelium proper of small intestine	0.0025	34
ENSG00000271022	0.9533	intestinal tuft cell	0.0036	34
HSPE1P19	1.0000	enterocyte of epithelium proper of small intestine	0.0033	34
ENSG00000271025	0.9405	mast cell	0.0083	34
KATNBL1P1	0.9986	plasma cell	0.0005	34
ENSG00000271027	0.9988	enterocyte of epithelium proper of small intestine	0.0003	34
ENSG00000271028	0.9919	enterocyte of epithelium proper of duodenum	0.0001	34
ENSG00000271029	0.9546	endothelial cell of lymphatic vessel	0.0396	34
ENSG00000271032	0.9758	neutrophil	0.0696	34
RNPC3P1	0.9805	enterocyte of epithelium proper of jejunum	0.0022	34
DPPA3P12	0.9800	CD8-positive, alpha-beta T cell	0.0004	34
CLPTM1LP1	0.9992	enterocyte of epithelium proper of ileum	0.0002	34
TMEM242-DT	0.9915	enterocyte of epithelium proper of small intestine	0.0830	34
ENSG00000271041		B cell	0.0000	34
ENSG00000271042	0.9994	enterocyte of epithelium proper of small intestine	0.0016	34
ENSG00000271044	0.9596	enterocyte of epithelium proper of ileum	0.0218	34
NDUFB9P1	0.9976	activated CD4-positive, alpha-beta T cell	0.0019	34
ENSG00000271046	0.9655	B cell	0.0194	34
ENSG00000271047	0.9799	enterocyte of epithelium proper of small intestine	0.0000	34
ENSG00000271048	1.0000	enterocyte of epithelium proper of ileum	0.0002	34
ENSG00000271049	1.0000	enterocyte of epithelium proper of small intestine	0.0000	34
SRP14P5	0.8705	enterocyte of epithelium proper of small intestine	0.0009	34
ENSG00000271053	1.0000	neutrophil	0.0008	34
MRPS22P1	0.9937	enterocyte of epithelium proper of ileum	0.0004	34
ENSG00000271057		B cell	0.0000	34
SNRPGP17	0.9971	enterocyte of epithelium proper of small intestine	0.0006	34
ENSG00000271064	0.9899	fibroblast	0.0014	34
SLC4A8-AS1	0.9682	mast cell	0.0377	34
GMCL1P2	0.9666	enterocyte of epithelium proper of small intestine	0.0014	34
ENSG00000271071	0.9906	intestinal tuft cell	0.0066	34
PHB1P20	0.9915	enterocyte of epithelium proper of small intestine	0.0018	34
ENSG00000271074	0.9864	enterocyte of epithelium proper of duodenum	0.0001	34
ENSG00000271075	0.9961	enteroglial cell	0.0159	34
PER3P1	1.0000	enterocyte of epithelium proper of small intestine	0.0000	34
ENSG00000271078	0.9962	naive thymus-derived CD4-positive, alpha-beta T cell	0.0114	34
CTAGE15	0.9723	endothelial cell of lymphatic vessel	0.0395	34
HIKESHIP3	0.9854	endothelial cell of arteriole	0.0063	34
NAMA	0.9929	pericyte	0.0302	34
ENSG00000271088	1.0000	enterocyte of epithelium proper of small intestine	0.0007	34
TLCD4-RWDD3	0.8090	transit amplifying cell of small intestine	0.0533	34
IGLCOR22-2		B cell	0.0000	34
ENSG00000271094		B cell	0.0000	34
BNIP3P28	0.9465	activated CD8-positive, alpha-beta T cell	0.0014	34
SUMO2P14	0.9227	activated CD4-positive, alpha-beta T cell	0.0018	34
DBF4P3		B cell	0.0000	34
IMMP1LP3	0.9315	B cell	0.0486	34
ENSG00000271099	0.9746	natural killer cell	0.0045	34
ENSG00000271100	0.9416	myeloid dendritic cell	0.0716	34
ENSG00000271101	0.9989	enterocyte of epithelium proper of ileum	0.0003	34
SCML2P2	0.9656	BEST4+ enterocyte	0.0023	34
KATNBL1P5	0.9998	monocyte	0.0051	34
ENSG00000271111	0.9990	enterocyte of epithelium proper of small intestine	0.0058	34
TMX1P2	0.9820	enterocyte of epithelium proper of duodenum	0.0001	34
ENSG00000271114	1.0000	enterocyte of epithelium proper of small intestine	0.0000	34
EIF2S2P7	0.9870	small intestine goblet cell	0.0006	34
ENSG00000271117	0.9835	enterocyte of epithelium proper of small intestine	0.0003	34
ENSG00000271118		B cell	0.0000	34
LINC03067	0.7931	macrophage	0.0245	34
NUDT4P2	0.9913	enterocyte of epithelium proper of small intestine	0.0000	34
HERPUD2-AS1	0.7208	enteroglial cell	0.0755	34
ELOCP5	1.0000	fibroblast	0.0000	34
ENSG00000271127	1.0000	enterocyte of epithelium proper of small intestine	0.0000	34
ENSG00000271128	0.9624	small intestine goblet cell	0.0004	34
ENSG00000271129	0.8862	activated CD4-positive, alpha-beta T cell	0.0137	34
IGHV3OR16-8	0.9758	enterocyte of epithelium proper of small intestine	0.0005	34
PPIAP75	0.9783	enterocyte of epithelium proper of ileum	0.0005	34
ITGB8-AS1	0.8174	intestinal tuft cell	0.1944	34
IFITM3P9	0.9950	activated CD8-positive, alpha-beta T cell	0.0014	34
ENSG00000271136		B cell	0.0000	34
AKTIPP1	0.9867	CD8-positive, alpha-beta T cell	0.0009	34
IGLVIVOR22-1	0.9925	plasma cell	0.0002	34
PRR20FP	0.9769	enterocyte of epithelium proper of duodenum	0.0001	34
ENSG00000271141	0.8696	natural killer cell	0.0130	34
YWHAQP7	0.9905	activated CD8-positive, alpha-beta T cell	0.0024	34
ENSG00000271143	0.9925	enterocyte of epithelium proper of duodenum	0.0000	34
BNIP3P45	0.9784	pericyte	0.0349	34
ENSG00000271147	0.7495	pericyte	0.4975	34
ENSG00000271148	0.9998	neutrophil	0.0133	34
ENSG00000271149	0.9971	enterocyte of epithelium proper of small intestine	0.0000	34
ENSG00000271150	0.9795	intestinal tuft cell	0.0026	34
ENSG00000271151	0.9393	monocyte	0.0094	34
RPL23AP88		B cell	0.0000	34
ENSG00000271154		B cell	0.0000	34
ENSG00000271155	0.8767	pericyte	0.0385	34
ENSG00000271157	1.0000	enterocyte of epithelium proper of duodenum	0.0000	34
WDR4P1	1.0000	enterocyte of epithelium proper of small intestine	0.0012	34
HINT1P2	0.9970	activated CD4-positive, alpha-beta T cell	0.0018	34
BOLA2P2	0.9836	endothelial cell of venule	0.0195	34
PRR11P1	1.0000	enterocyte of epithelium proper of small intestine	0.0000	34
NGRNP3	0.9745	enterocyte of epithelium proper of small intestine	0.0003	34
CFAP97P1	0.9856	enterocyte of epithelium proper of small intestine	0.0014	34
ENSG00000271166	0.9943	enterocyte of epithelium proper of small intestine	0.0009	34
LINC00904	0.9963	myeloid dendritic cell	0.0716	34
ENSG00000271172	0.9911	BEST4+ enterocyte	0.0016	34
SPRING1P1	1.0000	enterocyte of epithelium proper of small intestine	0.0001	34
TCEAL8P1	0.9808	enteroendocrine cell of small intestine	0.0062	34
ENSG00000271175	1.0000	intestinal tuft cell	0.0000	34
ENSG00000271177	0.9911	enterocyte of epithelium proper of small intestine	0.0026	34
IGHV3OR16-13	0.9928	plasma cell	0.0106	34
BNIP3P46	0.9952	enterocyte of epithelium proper of small intestine	0.0000	34
COX5AP1	0.9758	paneth cell of epithelium of small intestine	0.0029	34
STMN3P1	0.9671	intestinal crypt stem cell of small intestine	0.0002	34
CPSF6P1	1.0000	neutrophil	0.0314	34
ENSG00000271184	0.9941	enterocyte of epithelium proper of small intestine	0.0004	34
ENSG00000271185	0.8617	intestinal tuft cell	0.0162	34
ENSG00000271187	0.9697	enterocyte of epithelium proper of small intestine	0.0000	34
RPP40P2	1.0000	enterocyte of epithelium proper of small intestine	0.0001	34
ENSG00000271192	0.9956	small intestine goblet cell	0.0039	34
RNF138P2	0.9989	enterocyte of epithelium proper of small intestine	0.0000	34
ENSG00000271195	0.9997	enterocyte of epithelium proper of small intestine	0.0082	34
ENSG00000271196	0.9903	enterocyte of epithelium proper of small intestine	0.0004	34
VDAC3P1	0.9589	enterocyte of epithelium proper of duodenum	0.0004	34
ENSG00000271199	0.9452	B cell	0.0023	34
PATJ-DT	0.8650	intestinal tuft cell	0.0763	34
ENSG00000271201	0.9985	activated CD4-positive, alpha-beta T cell	0.0027	34
PRR13P7	0.9957	enterocyte of epithelium proper of ileum	0.0000	34
ENSG00000271204	0.6774	natural killer cell	1.3479	34
ENSG00000271205	1.0000	enterocyte of epithelium proper of small intestine	0.0000	34
MTCO1P22	0.8993	small intestine goblet cell	0.0018	34
ENSG00000271208	0.9091	pericyte	0.0565	34
BRDTP1		B cell	0.0000	34
ENSG00000271211		B cell	0.0000	34
ENSG00000271214	0.9115	innate lymphoid cell	0.0235	34
RPL21P136	0.8654	myeloid dendritic cell	0.1153	34
LINC01050	0.9671	intestinal tuft cell	0.0000	34
ENSG00000271218	0.9244	neutrophil	0.0200	34
ENSG00000271219	0.9987	enterocyte of epithelium proper of small intestine	0.0002	34
ENSG00000271220	1.0000	enterocyte of epithelium proper of small intestine	0.0000	34
ENSG00000271222	0.9699	enterocyte of epithelium proper of small intestine	0.0004	34
BNIP3P4	0.9568	B cell	0.0095	34
SREK1IP1P2	0.9497	fibroblast	0.0033	34
ENSG00000271228	0.9394	transit amplifying cell of small intestine	0.0233	34
ENSG00000271230	0.9907	enterocyte of epithelium proper of small intestine	0.0062	34
KRT18P9	0.9985	enterocyte of epithelium proper of small intestine	0.0003	34
CARS1P1	0.9829	CD4-positive, alpha-beta T cell	0.0004	34
ENSG00000271234	0.9413	small intestine goblet cell	0.0007	34
RRBP1P2	0.9976	BEST4+ enterocyte	0.0021	34
SUMO2P15	0.9917	small intestine goblet cell	0.0002	34
HMGB1P50	0.9955	intestinal tuft cell	0.0051	34
ENSG00000271238	1.0000	enterocyte of epithelium proper of small intestine	0.0000	34
ENSG00000271239	1.0000	enterocyte of epithelium proper of small intestine	0.0001	34
ENSG00000271240	0.9719	intestinal crypt stem cell of small intestine	0.0000	34
PRELID3BP2		B cell	0.0000	34
ENSG00000271243		B cell	0.0000	34
PAGE4P1	1.0000	enterocyte of epithelium proper of small intestine	0.0000	34
ENSG00000271248	1.0000	enterocyte of epithelium proper of small intestine	0.0001	34
DIMT1P1	1.0000	enterocyte of epithelium proper of small intestine	0.0001	34
ENSG00000271250	0.9987	enterocyte of epithelium proper of small intestine	0.0000	34
ENSG00000271251	1.0000	small intestine goblet cell	0.0004	34
ENSG00000271252	0.9901	enterocyte of epithelium proper of small intestine	0.0020	34
ENSG00000271253	0.8282	naive thymus-derived CD4-positive, alpha-beta T cell	0.0117	34
ENSG00000271257		B cell	0.0000	34
MZT1P1	0.9962	enterocyte of epithelium proper of small intestine	0.0009	34
ENSG00000271265	0.9362	mast cell	0.0041	34
LAPTM4BP2	0.9991	enterocyte of epithelium proper of duodenum	0.0002	34
ENSG00000271267	0.9895	enteroendocrine cell of small intestine	0.0023	34
ENSG00000271268	0.9167	naive thymus-derived CD4-positive, alpha-beta T cell	0.0102	34
ENSG00000271269	0.9739	CD8-positive, alpha-beta T cell	0.0005	34
TMCC1-DT	0.8867	transit amplifying cell of small intestine	0.0952	34
UGT2A2	1.0000	enterocyte of epithelium proper of small intestine	0.0000	34
ENSG00000271272	0.9849	enterocyte of epithelium proper of duodenum	0.0001	34
ENSG00000271275	1.0000	enterocyte of epithelium proper of small intestine	0.0000	34
ENSG00000271277	1.0000	enterocyte of epithelium proper of small intestine	0.0022	34
ELOCP33	0.9151	innate lymphoid cell	0.0617	34
ENSG00000271283	0.9934	innate lymphoid cell	0.0358	34
SMIM12P1	0.9695	small intestine goblet cell	0.0010	34
CYTH1P1	0.9984	enterocyte of epithelium proper of small intestine	0.0077	34
BCRP9	0.9979	enterocyte of epithelium proper of small intestine	0.0049	34
IGHV1OR15-3	0.9878	plasma cell	0.0005	34
COPS8P1	0.9930	enterocyte of epithelium proper of small intestine	0.0000	34
ENSG00000271291	1.0000	enterocyte of epithelium proper of small intestine	0.0007	34
H3P19	1.0000	enterocyte of epithelium proper of small intestine	0.0000	34
ANAPC13P1	1.0000	plasma cell	0.0000	34
ENSG00000271299	1.0000	enterocyte of epithelium proper of small intestine	0.0009	34
ENSG00000271302	0.9988	activated CD8-positive, alpha-beta T cell	0.0011	34
SRXN1	0.8562	transit amplifying cell of small intestine	0.0554	34
