gene	tau	top_cell_state	top_expr	n_states
SERAC1	0.6760	enteroglial cell	0.2524	34
ANXA11	0.7032	BEST4+ enterocyte	6.6451	34
LDB3	0.9864	pericyte	2.2460	34
OPN4	0.9998	pericyte	0.0658	34
SHLD2	0.5504	regulatory T cell	1.5929	34
PRXL2A	0.8382	endothelial cell of venule	2.6297	34
ZNF205	0.7490	endothelial cell of venule	0.1502	34
NAA60	0.8737	neutrophil	1.3420	34
RPL5	0.5894	naive thymus-derived CD4-positive, alpha-beta T cell	19.6951	34
ODF2L	0.7633	CD4-positive, alpha-beta T cell	4.1446	34
PTGFR	0.9705	fibroblast	0.1465	34
SPATA1	0.7561	neutrophil	0.3777	34
TRMT13	0.5465	pericyte	0.4037	34
LRRC39	0.8090	myofibroblast cell	0.0800	34
RWDD3	0.6668	myofibroblast cell	0.0496	34
ZNF644	0.5707	innate lymphoid cell	4.4033	34
CCDC18	0.7352	myeloid dendritic cell	0.7319	34
RPAP2	0.5940	natural killer cell	1.5228	34
SLC66A2	0.6187	mast cell	1.0534	34
BBS9	0.7482	endothelial cell of lymphatic vessel	2.5257	34
PMS2	0.6709	enterocyte of epithelium proper of jejunum	0.2105	34
ZMIZ2	0.6428	intestinal tuft cell	0.5184	34
OCM	0.9235	innate lymphoid cell	0.0435	34
SEPTIN7	0.5979	B cell	5.9872	34
EEPD1	0.7812	macrophage	2.7998	34
KIAA0087	0.9921	innate lymphoid cell	0.1415	34
KLHL7	0.6089	enteroglial cell	0.6155	34
HERPUD2	0.7402	activated CD8-positive, alpha-beta T cell	3.2320	34
CBX3	0.5905	transit amplifying cell of small intestine	2.1828	34
HNRNPA2B1	0.3174	enteroglial cell	7.1302	34
WIPF3	0.8507	enterocyte of epithelium proper of jejunum	0.1888	34
NXPH1	0.8842	intestinal tuft cell	0.0374	34
NPY	0.9557	fibroblast	0.5945	34
HYCC1	0.8568	enteroglial cell	4.1863	34
HOXA7	0.9523	endothelial cell of lymphatic vessel	0.2302	34
INHBA	0.9338	myofibroblast cell	0.4309	34
FKBP9	0.8176	endothelial cell of venule	0.9862	34
NT5C3A	0.6406	regulatory T cell	2.3844	34
ARL4A	0.8448	endothelial cell of lymphatic vessel	6.5667	34
CCZ1	0.7476	regulatory T cell	0.9657	34
POLM	0.8155	neutrophil	0.7725	34
RAMP3	0.9780	endothelial cell of venule	7.1489	34
MRM2	0.8730	intestinal tuft cell	0.0025	34
TWIST1	0.9953	fibroblast	0.0955	34
SMU1	0.5252	regulatory T cell	0.9288	34
GLIPR2	0.8440	monocyte	1.4837	34
SLC25A51	0.5512	enterocyte of epithelium proper of duodenum	0.1122	34
CLTA	0.5512	endothelial cell of venule	2.3143	34
RECK	0.8825	endothelial cell of lymphatic vessel	1.2023	34
SPINK4	0.9983	small intestine goblet cell	91.9584	34
TAF1L	0.9526	monocyte	0.0048	34
ACO1	0.6432	paneth cell of epithelium of small intestine	0.7629	34
PHF24	0.9864	endothelial cell of lymphatic vessel	0.0906	34
DNAI1	0.9485	enteroendocrine cell of small intestine	0.0288	34
DCAF10	0.4577	myofibroblast cell	0.8322	34
CNTFR	0.9543	enteroglial cell	0.2477	34
KIAA1549	0.9650	mast cell	2.4990	34
TRIM24	0.6431	mast cell	1.5569	34
CYREN	0.7595	regulatory T cell	0.7363	34
CALD1	0.9504	myofibroblast cell	46.5725	34
AKR1D1	0.8637	neutrophil	0.0471	34
NUDT10	0.9462	myofibroblast cell	0.0318	34
SFTPA1	0.9982	enterocyte of epithelium proper of small intestine	0.0008	34
NEUROG3	0.9472	paneth cell of epithelium of small intestine	0.0467	34
PLAU	0.8415	pericyte	0.9698	34
SRGN	0.7607	mast cell	60.8683	34
CHST3	0.9533	enteroglial cell	0.4038	34
BICC1	0.9561	enteroglial cell	2.7299	34
ARL4AP1	0.9630	enterocyte of epithelium proper of small intestine	0.0048	34
CISD1	0.7579	paneth cell of epithelium of small intestine	1.3920	34
EGR2	0.8982	enteroglial cell	0.8127	34
ECD	0.5285	myeloid dendritic cell	0.9983	34
P4HA1	0.8187	regulatory T cell	5.3402	34
SLC25A16	0.6075	enterocyte of epithelium proper of ileum	0.8141	34
ZWINT	0.8762	transit amplifying cell of small intestine	0.1522	34
VPS26A	0.5615	neutrophil	1.5602	34
RBM19	0.4401	gamma-delta T cell	0.3827	34
CIT	0.8909	enteroglial cell	0.6611	34
IFT81	0.9125	enteroglial cell	1.0220	34
ACADS	0.7495	paneth cell of epithelium of small intestine	0.8076	34
HVCN1	0.8949	B cell	0.7538	34
NME2P1	0.8724	myofibroblast cell	0.0662	34
DDX54	0.4050	gamma-delta T cell	0.3274	34
MED13L	0.5881	myeloid dendritic cell	8.5954	34
CDKN2C	0.7454	activated CD8-positive, alpha-beta T cell	0.3049	34
RNF11	0.5295	endothelial cell of lymphatic vessel	1.3118	34
RASSF8	0.9299	innate lymphoid cell	6.4327	34
BHLHE41	0.9317	plasma cell	0.4707	34
SSPN	0.8793	B cell	0.8558	34
ITPR2	0.9527	intestinal tuft cell	41.1676	34
CCDC91	0.5629	innate lymphoid cell	3.9372	34
NECAB1	0.9166	pericyte	0.3005	34
WWP1	0.6225	regulatory T cell	2.1292	34
ACOT9	0.8240	macrophage	2.4674	34
PRDX4	0.8908	plasma cell	2.2971	34
DDX39A	0.4065	naive thymus-derived CD4-positive, alpha-beta T cell	0.6845	34
PKN1	0.6992	endothelial cell of lymphatic vessel	1.0726	34
TRIR	0.6255	regulatory T cell	3.5961	34
ADGRE5	0.7404	B cell	9.9059	34
WDR83	0.6961	enteroglial cell	0.1830	34
GIPC1	0.6653	pericyte	0.6965	34
ACTRT1	0.9790	enterocyte of epithelium proper of small intestine	0.0000	34
CCDC70	0.9824	enterocyte of epithelium proper of small intestine	0.0057	34
SPRYD7	0.5740	innate lymphoid cell	0.2552	34
EBPL	0.6646	endothelial cell of venule	0.4836	34
ATP7B	0.8375	enterocyte of epithelium proper of jejunum	0.6297	34
ZC3H13	0.4915	regulatory T cell	1.5522	34
GUCY1B2	0.9457	innate lymphoid cell	0.1130	34
NLN	0.7441	enterocyte of epithelium proper of ileum	0.3411	34
CENPK	0.8369	transit amplifying cell of small intestine	0.4403	34
OPTN	0.5500	pericyte	1.9743	34
ITIH5	0.8987	pericyte	1.4788	34
ATF1	0.4892	innate lymphoid cell	0.7406	34
TSFM	0.9053	intestinal tuft cell	0.0776	34
NEUROD4	0.9974	neutrophil	0.0196	34
ARHGAP9	0.9407	neutrophil	6.3073	34
NCKAP1L	0.8234	macrophage	1.6836	34
MMP19	0.9636	macrophage	6.9181	34
PFDN5	0.7378	naive thymus-derived CD4-positive, alpha-beta T cell	1.1946	34
SPATS2	0.6166	plasma cell	1.4299	34
ORMDL2	0.6004	regulatory T cell	0.5774	34
NR4A1	0.7179	enteroglial cell	9.4464	34
PDE1B	0.9147	myofibroblast cell	0.3282	34
HOXC13	0.9879	enterocyte of epithelium proper of small intestine	0.0018	34
CDK2	0.7602	endothelial cell of venule	0.2777	34
LRP1	0.9297	fibroblast	3.5990	34
HOXC11	0.9635	enterocyte of epithelium proper of small intestine	0.0552	34
ATG101	0.4733	pericyte	0.3779	34
NFE2	0.9523	neutrophil	0.0258	34
HOXC12	0.9997	enterocyte of epithelium proper of small intestine	0.0060	34
IKZF4	0.7963	regulatory T cell	0.2402	34
SMUG1	0.5797	myofibroblast cell	0.1837	34
TUBA1B	0.6197	endothelial cell of arteriole	4.0848	34
EEF1AKMT3	0.7323	fibroblast	0.0383	34
KBTBD4	0.5736	naive thymus-derived CD4-positive, alpha-beta T cell	0.1248	34
TYRL	0.9947	enterocyte of epithelium proper of small intestine	0.0003	34
SARDH	0.8790	activated CD8-positive, alpha-beta T cell	0.0427	34
DBH	0.9671	transit amplifying cell of small intestine	0.0119	34
ATPAF1	0.7136	myofibroblast cell	0.5148	34
STIL	0.8777	transit amplifying cell of small intestine	0.5801	34
HJURP	0.9874	transit amplifying cell of small intestine	0.3847	34
IL13RA2	0.9652	endothelial cell of arteriole	0.0422	34
COL10A1	0.7267	innate lymphoid cell	0.1386	34
AMD1	0.5207	enteroglial cell	2.6027	34
NDUFAF4	0.6003	transit amplifying cell of small intestine	0.5602	34
USP45	0.5814	enterocyte of epithelium proper of jejunum	0.5498	34
PLP1	0.9979	enteroglial cell	12.3127	34
SERPINA7	0.9643	intestinal crypt stem cell of small intestine	0.0019	34
MORF4L2	0.5237	enteroglial cell	4.4448	34
H2BW1	1.0000	enterocyte of epithelium proper of small intestine	0.0000	34
RAB9B	0.9672	myofibroblast cell	0.1821	34
NRK	0.9246	innate lymphoid cell	0.0435	34
FAM199X	0.4455	innate lymphoid cell	0.3381	34
ESX1	0.9985	pericyte	0.0385	34
MAGEA9	1.0000	enterocyte of epithelium proper of small intestine	0.0001	34
ATXN3L	0.9803	B cell	0.0010	34
RAB9A	0.6958	mast cell	1.6093	34
METTL8	0.5510	regulatory T cell	0.5771	34
TTC21B	0.6253	mast cell	1.0322	34
NMI	0.4749	endothelial cell of arteriole	0.3942	34
TNFAIP6	0.9629	neutrophil	5.1865	34
ACVR1C	0.7438	enterocyte of epithelium proper of jejunum	0.2433	34
BAZ2B	0.6031	intestinal tuft cell	4.8249	34
SLC36A1	0.8290	enterocyte of epithelium proper of jejunum	1.5278	34
LPGAT1	0.8005	enterocyte of epithelium proper of ileum	3.9415	34
BATF3	0.9455	endothelial cell of lymphatic vessel	0.7790	34
G0S2	0.9797	neutrophil	27.7485	34
KCNJ2	0.8065	intestinal tuft cell	0.2571	34
RAP2C	0.5863	gamma-delta T cell	0.4815	34
EXOSC9	0.6390	enteroglial cell	0.4232	34
PLA2G12A	0.7608	endothelial cell of venule	0.4184	34
B9D2	0.6631	mast cell	0.1855	34
COQ8B	0.6970	BEST4+ enterocyte	0.7115	34
PFKFB2	0.7920	enterocyte of epithelium proper of duodenum	1.4447	34
C4BPA	0.9326	pericyte	0.0450	34
C4BPB	0.8360	enterocyte of epithelium proper of duodenum	0.2377	34
ZNF137P	0.8487	enterocyte of epithelium proper of jejunum	0.0354	34
RAB38	0.8847	mast cell	0.4587	34
GPR83	0.9918	enteroendocrine cell of small intestine	0.0419	34
AGO2	0.5520	neutrophil	3.0777	34
MXD4	0.7046	endothelial cell of arteriole	1.2283	34
PMS2P5	0.8953	mast cell	0.0167	34
CKS2	0.6786	transit amplifying cell of small intestine	1.3654	34
DAW1	0.9536	natural killer cell	0.0251	34
ACSL3	0.8006	neutrophil	5.3921	34
CHPF	0.7449	plasma cell	0.3259	34
DNPEP	0.5119	paneth cell of epithelium of small intestine	0.6097	34
INHA	0.9513	intestinal tuft cell	0.0072	34
MOGAT1	0.9623	monocyte	0.0368	34
OBSL1	0.9211	intestinal tuft cell	0.6072	34
FAM124B	0.9453	regulatory T cell	0.3293	34
SLC12A4	0.8620	pericyte	0.4651	34
ENKD1	0.7657	enteroglial cell	0.1507	34
MC3R		B cell	0.0000	34
GCNT7	0.8671	neutrophil	0.2832	34
CTCFL	0.8411	intestinal tuft cell	0.0067	34
HMGB1P1	0.9901	intestinal tuft cell	0.7247	34
FAM210B	0.8916	enteroglial cell	1.4904	34
PI3	0.9673	neutrophil	0.4693	34
FAM209A	0.8081	monocyte	0.0681	34
SNX21	0.9080	fibroblast	0.3065	34
SLPI	0.9630	fibroblast	1.4389	34
WFDC3	0.8502	pericyte	0.0576	34
TTPAL	0.8966	neutrophil	1.3342	34
PREX1	0.9257	neutrophil	9.3370	34
KCNS1	0.8984	enterocyte of epithelium proper of small intestine	0.0030	34
SLC12A5	0.9771	enteroendocrine cell of small intestine	0.1185	34
ARHGAP40	0.9060	myofibroblast cell	0.0253	34
SDC4	0.7692	monocyte	1.7324	34
NCOA3	0.7530	B cell	7.5795	34
PIGT	0.6674	fibroblast	0.8919	34
SEMG2	0.9955	enterocyte of epithelium proper of small intestine	0.0004	34
MATN4	0.8565	enterocyte of epithelium proper of small intestine	0.0156	34
NCOA5	0.6929	regulatory T cell	1.0775	34
VAPB	0.4558	monocyte	0.6700	34
PARD6B	0.8147	paneth cell of epithelium of small intestine	2.1479	34
ATP5F1E	0.5753	endothelial cell of lymphatic vessel	12.5424	34
CHD6	0.7763	intestinal tuft cell	4.0805	34
PLCG1	0.7521	endothelial cell of venule	0.5110	34
TOX2	0.8413	fibroblast	0.8991	34
SRSF6	0.4872	pericyte	0.8817	34
GDAP1L1	0.8439	enteroendocrine cell of small intestine	0.0249	34
GTSF1L	0.9793	plasma cell	0.0005	34
ARFGEF2	0.4391	enterocyte of epithelium proper of jejunum	1.5068	34
ZNFX1	0.4971	endothelial cell of venule	1.3057	34
ZNF831	0.8840	regulatory T cell	3.7399	34
EDN3	0.8684	enterocyte of epithelium proper of ileum	0.6306	34
CSE1L	0.5241	pericyte	0.6233	34
PEDS1-UBE2V1	0.8961	intestinal crypt stem cell of small intestine	0.0043	34
RAB22A	0.4230	enterocyte of epithelium proper of ileum	1.0801	34
PTGIS	0.9890	fibroblast	3.1959	34
STAU1	0.4485	natural killer cell	2.3363	34
CDH26	0.9707	intestinal tuft cell	0.6592	34
SNAI1	0.8755	endothelial cell of arteriole	0.7689	34
MOCS3	0.8872	regulatory T cell	0.1643	34
STX16	0.6511	enteroglial cell	0.8620	34
PPP4R1L	0.7672	neutrophil	0.7361	34
PMEPA1	0.9551	enteroglial cell	9.6532	34
RNF114	0.5350	pericyte	1.4531	34
ANKRD60	0.9536	enterocyte of epithelium proper of small intestine	0.0036	34
DDX27	0.6134	naive thymus-derived CD4-positive, alpha-beta T cell	1.8999	34
RBPJL	0.9449	neutrophil	0.0102	34
SEMG1	0.9948	enterocyte of epithelium proper of ileum	0.0011	34
CIMIP1	0.9815	enterocyte of epithelium proper of small intestine	0.0142	34
BCAS4	0.8202	B cell	0.4259	34
KCNK15	0.8961	BEST4+ enterocyte	0.0459	34
TP53TG5	0.7705	myofibroblast cell	0.2109	34
PCK1	0.8831	enterocyte of epithelium proper of jejunum	13.6637	34
ZBP1	0.9684	plasma cell	0.7713	34
NEURL2	0.8816	macrophage	0.1386	34
MAGEA10	0.9952	enterocyte of epithelium proper of small intestine	0.0109	34
MTRR	0.5626	intestinal tuft cell	0.3629	34
FASTKD3	0.6249	endothelial cell of venule	0.0920	34
PEPD	0.8374	enterocyte of epithelium proper of ileum	4.3425	34
CHST8	0.9176	pericyte	0.2306	34
IQSEC2	0.7836	monocyte	0.3837	34
VAMP7	1.0000	natural killer cell	0.0048	34
IL9R		B cell	0.0000	34
XG	0.8899	innate lymphoid cell	0.0180	34
STAMBP	0.4269	myofibroblast cell	0.5492	34
NAGK	0.7712	myeloid dendritic cell	0.7999	34
MCEE	0.6517	plasma cell	0.4003	34
PAIP2B	0.9108	plasma cell	0.4880	34
SNRNP27	0.8574	intestinal tuft cell	2.1705	34
MPHOSPH10	0.5460	pericyte	0.7536	34
IL17C	0.8670	small intestine goblet cell	0.0118	34
NDUFB4P12	0.9716	endothelial cell of lymphatic vessel	0.0471	34
ATP8A1	0.7734	natural killer cell	5.7493	34
USP22	0.5447	enterocyte of epithelium proper of jejunum	1.5001	34
POF1B	0.8432	small intestine goblet cell	2.9066	34
HIF3A	0.9325	endothelial cell of lymphatic vessel	5.4344	34
ZNF576	0.5533	enteroglial cell	0.1445	34
IRGC	0.9860	endothelial cell of venule	0.0139	34
ZNF45	0.6374	mast cell	0.1164	34
LYPD3	0.9447	monocyte	0.5149	34
PSG8	0.9319	innate lymphoid cell	0.0847	34
CEACAM8	0.9820	enterocyte of epithelium proper of small intestine	0.0039	34
NDP	0.9821	myofibroblast cell	0.0271	34
USP9X	0.5098	regulatory T cell	3.6755	34
CRISP2	0.9681	enteroendocrine cell of small intestine	0.0614	34
F13A1	0.9820	macrophage	1.4766	34
GRM4	0.9535	neutrophil	0.0500	34
TRERF1	0.8031	intestinal tuft cell	2.3246	34
PACSIN1	0.9484	B cell	0.0257	34
BTN2A2	0.7190	mast cell	0.3131	34
SIRT5	0.8389	innate lymphoid cell	0.8364	34
MRS2	0.6920	intestinal tuft cell	0.3953	34
WRNIP1	0.5262	endothelial cell of venule	0.4146	34
RRP36	0.4965	endothelial cell of arteriole	0.4614	34
BTN2A3P	0.7706	endothelial cell of venule	0.1363	34
BTN1A1	0.9397	enterocyte of epithelium proper of small intestine	0.0102	34
SNRPC	0.5504	regulatory T cell	0.6498	34
SLC17A3	0.9379	intestinal tuft cell	0.0401	34
SLC17A1	0.9977	intestinal tuft cell	0.1917	34
SERPINB6	0.7148	BEST4+ enterocyte	4.6455	34
XPO5	0.7013	regulatory T cell	0.4671	34
ABCC10	0.5911	enteroglial cell	0.2390	34
H1-3	0.7441	gamma-delta T cell	2.0554	34
PEX6	0.6971	enteroglial cell	0.5085	34
NQO2	0.7497	neutrophil	1.5554	34
ENSG00000124593	0.9020	transit amplifying cell of small intestine	0.1749	34
OARD1	0.4881	endothelial cell of venule	0.4858	34
UNC5CL	0.8321	enterocyte of epithelium proper of duodenum	0.1264	34
AARS2	0.7216	enterocyte of epithelium proper of jejunum	0.2275	34
H1-1	0.8364	endothelial cell of venule	0.0325	34
ZNF391	0.9331	innate lymphoid cell	0.0879	34
RPS10	0.6287	naive thymus-derived CD4-positive, alpha-beta T cell	9.3722	34
MOCS1	0.9039	pericyte	0.5846	34
H2BC11	0.8430	intestinal tuft cell	0.7667	34
MED20	0.6930	intestinal crypt stem cell of small intestine	0.0663	34
OR2B6	0.9833	pericyte	0.0302	34
TBCC	0.6662	activated CD4-positive, alpha-beta T cell	0.5795	34
SPDEF	0.9914	small intestine goblet cell	1.5136	34
TCP11	0.9864	enterocyte of epithelium proper of small intestine	0.1371	34
MAD2L1BP	0.7073	pericyte	0.3219	34
APOBEC2	0.8856	regulatory T cell	0.0831	34
KLHDC3	0.6177	enteroglial cell	0.3715	34
GNMT	0.9120	transit amplifying cell of small intestine	0.0233	34
DNAH8	0.7821	enterocyte of epithelium proper of duodenum	0.0482	34
TREM1	0.9924	neutrophil	7.0069	34
MEA1	0.5813	myofibroblast cell	0.3781	34
KLHL31	0.9115	myofibroblast cell	0.0446	34
COL21A1	0.9959	enteroglial cell	2.9889	34
CDKN1A	0.7059	myofibroblast cell	5.6547	34
SOX4	0.8391	enteroglial cell	6.1976	34
GLO1	0.4977	enterocyte of epithelium proper of ileum	1.1752	34
CPNE5	0.9018	plasma cell	0.5827	34
KCNK17	0.9036	innate lymphoid cell	0.0766	34
RREB1	0.4644	macrophage	2.0549	34
SSR1	0.6616	macrophage	1.5038	34
RIOK1	0.5478	gamma-delta T cell	0.5233	34
NRN1	0.9390	endothelial cell of venule	1.4925	34
SLC35B3	0.5203	small intestine goblet cell	0.4130	34
RPP40	0.7185	regulatory T cell	0.1095	34
ATXN1	0.6036	activated CD8-positive, alpha-beta T cell	8.2882	34
NUP153	0.6082	innate lymphoid cell	2.4005	34
DEK	0.4253	gamma-delta T cell	3.0117	34
EEF1E1	0.5087	transit amplifying cell of small intestine	0.2111	34
CRISP1	0.9636	endothelial cell of lymphatic vessel	0.0131	34
RUNX2	0.8656	innate lymphoid cell	5.5231	34
OPN5	0.9671	macrophage	0.0066	34
GCM2	0.9519	enteroglial cell	0.0093	34
LRRFIP1	0.5019	monocyte	7.7605	34
ENSG00000124835	0.9764	endothelial cell of arteriole	0.0121	34
RAB17	0.8833	enterocyte of epithelium proper of duodenum	1.5601	34
CXCL6	0.9907	fibroblast	0.3119	34
EREG	0.9830	monocyte	32.2021	34
TRIM51	0.9717	enterocyte of epithelium proper of small intestine	0.0007	34
MYRF-AS1	0.8497	enteroendocrine cell of small intestine	0.0319	34
MYRF	0.7975	transit amplifying cell of small intestine	0.4644	34
SCGB1D2	0.9802	endothelial cell of lymphatic vessel	0.2289	34
SCGB2A1	0.9841	enteroendocrine cell of small intestine	0.4047	34
AHNAK	0.7552	monocyte	12.0158	34
EMC3	0.4898	pericyte	0.8171	34
SSUH2	0.9449	enterocyte of epithelium proper of duodenum	0.8506	34
WNT1	0.8918	activated CD4-positive, alpha-beta T cell	0.0550	34
SH3TC1	0.8432	naive thymus-derived CD4-positive, alpha-beta T cell	1.4697	34
CNOT1	0.3850	enterocyte of epithelium proper of jejunum	1.8559	34
FBXL9P	0.8066	innate lymphoid cell	0.1475	34
BBS2	0.8409	enteroglial cell	0.5483	34
MT1G	0.9119	BEST4+ enterocyte	32.3603	34
MT2A	0.7810	pericyte	24.6595	34
PHAF1	0.6371	macrophage	0.2460	34
GOT2	0.5643	enteroglial cell	0.4458	34
DOK4	0.7995	enterocyte of epithelium proper of duodenum	0.3395	34
PIWIL1	0.9415	innate lymphoid cell	0.0453	34
GPR18	0.8666	gamma-delta T cell	0.7004	34
CLYBL	0.8019	enterocyte of epithelium proper of jejunum	1.8680	34
TMTC4	0.6690	enterocyte of epithelium proper of jejunum	0.3155	34
RAP2A	0.7010	pericyte	0.7893	34
SLC10A2	0.9906	enterocyte of epithelium proper of ileum	2.9677	34
ABCC4	0.8807	mast cell	4.9776	34
EFNB2	0.7841	endothelial cell of arteriole	3.5301	34
SOX21	0.9844	BEST4+ enterocyte	0.0163	34
TM9SF2	0.3672	enterocyte of epithelium proper of jejunum	1.1948	34
HROB	0.9138	transit amplifying cell of small intestine	0.1446	34
KIF25	0.8824	fibroblast	0.0295	34
IRF1	0.7320	endothelial cell of arteriole	5.8534	34
UPF3B	0.5307	mast cell	0.7873	34
RNF113A	0.7155	activated CD4-positive, alpha-beta T cell	0.4907	34
SEPTIN6	0.7050	myeloid dendritic cell	4.4651	34
TMEM255A	0.9543	enteroglial cell	0.2995	34
NDUFA1	0.5750	paneth cell of epithelium of small intestine	3.7024	34
AMELX	0.9939	gamma-delta T cell	0.0060	34
DMAC2L	0.6996	endothelial cell of lymphatic vessel	0.6883	34
BMP4	0.9632	fibroblast	0.6463	34
PTGER2	0.8046	CD4-positive, alpha-beta T cell	1.0604	34
RPL32P21	0.9585	small intestine goblet cell	0.0004	34
FAM193A	0.3561	intestinal tuft cell	1.0539	34
GRK4	0.7600	enteroglial cell	0.2032	34
SOX9	0.9085	intestinal crypt stem cell of small intestine	2.2461	34
TEKT3	0.9386	enteroglial cell	0.0821	34
MYH2	0.9828	transit amplifying cell of small intestine	0.0270	34
HS3ST3B1	0.9456	regulatory T cell	1.9906	34
SLC25A35	0.7254	BEST4+ enterocyte	0.0803	34
MRPS7	0.5086	naive thymus-derived CD4-positive, alpha-beta T cell	0.5395	34
GGA3	0.6466	B cell	0.5655	34
ARMC7	0.6303	transit amplifying cell of small intestine	0.1919	34
NUP85	0.6690	pericyte	0.5597	34
SLC25A19	0.8682	myeloid dendritic cell	0.9589	34
MIF4GD	0.6706	endothelial cell of venule	0.3334	34
NT5C	0.6514	intestinal tuft cell	1.0241	34
MSTO1	0.4583	mast cell	0.2290	34
MIR9-1HG	0.8916	pericyte	0.3332	34
TTF1	0.6676	endothelial cell of lymphatic vessel	0.8920	34
GTF3C4	0.5449	endothelial cell of lymphatic vessel	0.1725	34
DDX31	0.5766	naive thymus-derived CD4-positive, alpha-beta T cell	0.2951	34
BARHL1	0.9956	enterocyte of epithelium proper of small intestine	0.0002	34
KIR2DL1	0.9860	natural killer cell	0.0345	34
PPP1R12C	0.7729	myofibroblast cell	1.1523	34
MBOAT7	0.8488	myeloid dendritic cell	2.1906	34
SRMS	0.8831	transit amplifying cell of small intestine	0.0352	34
OPRL1	0.9212	neutrophil	0.0498	34
LINC00029	0.9792	small intestine goblet cell	0.0004	34
SLC2A4RG	0.6709	myofibroblast cell	0.4269	34
NPBWR2	0.9966	B cell	0.0103	34
FNDC11	0.8997	intestinal tuft cell	0.0217	34
BHLHE23		B cell	0.0000	34
PPDPF	0.5339	intestinal tuft cell	3.7965	34
IL1B	0.9776	monocyte	15.1589	34
PLGLB2	0.9891	enteroglial cell	0.0400	34
IL37	0.9897	small intestine goblet cell	0.0077	34
CHCHD5	0.5705	myeloid dendritic cell	0.5330	34
PAX8	0.8777	transit amplifying cell of small intestine	0.1641	34
INSIG2	0.7481	endothelial cell of lymphatic vessel	0.8929	34
POLR1B	0.6758	pericyte	0.3250	34
HTR5BP	0.8398	neutrophil	0.1102	34
CCDC93	0.5755	neutrophil	1.4275	34
PSD4	0.6859	gamma-delta T cell	0.4430	34
SLC25A23	0.7145	paneth cell of epithelium of small intestine	0.6000	34
PSPN	0.6869	naive thymus-derived CD4-positive, alpha-beta T cell	0.0205	34
GTF2F1	0.5125	regulatory T cell	0.8127	34
ALKBH7	0.6120	paneth cell of epithelium of small intestine	1.8581	34
CLPP	0.5896	CD4-positive, alpha-beta T cell	0.6160	34
TNFSF9	0.8780	myeloid dendritic cell	1.0547	34
GRIA3	0.8781	enteroendocrine cell of small intestine	0.2205	34
THOC2	0.3261	myofibroblast cell	1.6366	34
MED1	0.4793	endothelial cell of arteriole	0.5526	34
RPL23	0.5641	mast cell	13.5275	34
ENSG00000125695	0.9412	regulatory T cell	0.1101	34
ATG4C	0.6828	myeloid dendritic cell	0.3714	34
CD70	0.9439	regulatory T cell	1.5644	34
C3	0.9988	fibroblast	11.9545	34
SH2D3A	0.6709	BEST4+ enterocyte	0.5341	34
TRIP10	0.7512	fibroblast	0.7033	34
GPR108	0.5636	endothelial cell of lymphatic vessel	0.5003	34
TNFSF14	0.8477	natural killer cell	0.5527	34
FOSB	0.7654	enteroglial cell	23.1026	34
OPA3	0.8492	pericyte	2.8720	34
SNRPD2	0.6120	regulatory T cell	2.8093	34
RTN2	0.8289	pericyte	0.2870	34
EML2	0.5906	small intestine goblet cell	0.3412	34
VASP	0.8474	neutrophil	4.8736	34
SYMPK	0.4107	enteroglial cell	0.7020	34
GPCPD1	0.8531	myeloid dendritic cell	15.6520	34
SDCBP2	0.8640	BEST4+ enterocyte	3.3482	34
PANK2	0.4677	endothelial cell of arteriole	0.8227	34
TGM3	0.9866	intestinal tuft cell	0.0308	34
GNRH2	0.9932	innate lymphoid cell	0.0536	34
DEFB126	1.0000	enterocyte of epithelium proper of small intestine	0.0000	34
FOXA2	0.9354	enteroendocrine cell of small intestine	0.3093	34
FAM182A	0.9403	enteroglial cell	0.1835	34
CD93	0.9368	endothelial cell of arteriole	3.1914	34
GZF1	0.8517	myeloid dendritic cell	0.5414	34
PAX1	0.9648	enteroendocrine cell of small intestine	0.0021	34
NAPB	0.6485	intestinal tuft cell	0.2741	34
CST8	0.9973	small intestine goblet cell	0.0001	34
NKX2-4	0.9992	enterocyte of epithelium proper of small intestine	0.0003	34
CENPB	0.6665	endothelial cell of arteriole	0.3789	34
PSMF1	0.5607	myeloid dendritic cell	1.1564	34
NKX2-2	0.9978	enteroendocrine cell of small intestine	0.6364	34
DTD1	0.7600	endothelial cell of lymphatic vessel	0.4634	34
CSTL1	0.8996	enterocyte of epithelium proper of small intestine	0.0188	34
RBCK1	0.6157	enterocyte of epithelium proper of ileum	0.9108	34
TMX4	0.6436	regulatory T cell	2.1308	34
CST11	0.9831	enterocyte of epithelium proper of ileum	0.0008	34
STK35	0.6312	endothelial cell of lymphatic vessel	0.4627	34
SNRPB	0.5723	regulatory T cell	2.1976	34
NRSN2	0.9530	pericyte	0.4574	34
AP5S1	0.6434	naive thymus-derived CD4-positive, alpha-beta T cell	0.1013	34
RRBP1	0.7264	small intestine goblet cell	5.7552	34
BMP2	0.8683	enterocyte of epithelium proper of ileum	1.2819	34
ZNF133	0.6927	endothelial cell of venule	0.2642	34
FLRT3	0.8783	enteroendocrine cell of small intestine	0.3971	34
OVOL2	0.7660	enterocyte of epithelium proper of jejunum	0.5198	34
PCSK2	0.9899	enteroendocrine cell of small intestine	3.8026	34
GFRA4	0.9866	BEST4+ enterocyte	0.0014	34
MKKS	0.6482	myofibroblast cell	0.2162	34
BFSP1	0.8795	endothelial cell of arteriole	0.0951	34
